# label : secret experiment #1381
# y : signal strength
# x : time signal
#time y4 y2 y3 y1 y5
4.58 -0.6592 0.1453 -1.129 -0.2001 -1.0053
4.59 -1.0589 0.2246 -1.2312 -0.1743 -1.0677
4.6 0.5205 0.3109 -1.3891 -0.0882 -1.169
4.61 -0.735 0.332 -1.6209 0.0206 -1.1239
4.62 -1.0929 0.4068 -1.6127 0.1497 -1.2221
4.63 0.4714 0.5283 -1.5722 0.2757 -1.1967
4.64 -0.7387 0.51 -1.6493 0.4699 -1.0904
4.65 -1.3017 0.5567 -1.8623 0.6491 -1.0899
4.66 0.4015 0.5527 -1.7536 0.8293 -0.925
4.67 -0.9326 0.5118 -1.6823 1.0138 -0.9468
4.68 -1.2493 0.4722 -1.6019 1.2497 -0.7705
4.69 0.3412 0.41 -1.375 1.3491 -0.758
4.7 -0.9008 0.306 -1.1054 1.5474 -0.6391
4.71 -1.3051 0.245 -1.0444 1.8493 -0.4901
4.72 0.222 0.1233 -0.7836 1.8159 -0.3021
4.73 -1.0225 -0.0064 -0.6459 1.9916 -0.1817
4.74 -1.5925 -0.1206 -0.4371 2.0669 -0.0521
4.75 0.1618 -0.2681 -0.1834 2.3139 0.0892
4.76 -1.0515 -0.3765 -0.0094 2.1581 0.2191
4.77 -1.5025 -0.456 0.1726 2.5399 0.3829
4.78 0.0729 -0.5957 0.3113 2.362 0.4677
4.79 -1.1538 -0.5512 0.3948 2.3381 0.624
4.8 -1.6655 -0.6808 0.5363 2.0956 0.7515
4.81 -0.0032 -0.5811 0.6014 2.2259 0.7779
4.82 -1.3398 -0.5895 0.5547 2.0264 0.8822
4.83 -1.7478 -0.5487 0.561 2.0863 0.8736
4.84 -0.0837 -0.3931 0.5629 1.8334 1.0102
4.85 -1.3322 -0.251 0.4698 1.9269 1.0327
4.86 -1.9848 -0.0943 0.3859 1.6474 0.9225
4.87 -0.1649 0.1019 0.2671 1.5098 1.0361
4.88 -1.2318 0.312 0.1054 1.3838 0.8918
4.89 -1.8673 0.5129 -0.0587 1.3986 0.8805
4.9 -0.2316 0.7445 -0.2497 1.0803 0.8522
4.91 -1.3762 0.9935 -0.3654 1.115 0.7484
4.92 -2.0062 1.1655 -0.5956 0.9859 0.7125
4.93 -0.3042 1.4672 -0.6881 0.8711 0.5801
4.94 -1.4208 1.6449 -0.8706 0.8185 0.4471
4.95 -2.2143 1.6952 -1.0002 0.7617 0.3211
4.96 -0.3467 1.8792 -1.0575 0.6955 0.1943
4.97 -1.5944 2.0129 -1.0307 0.8016 0.066
4.98 -2.1058 1.7667 -1.188 0.804 -0.0631
4.99 -0.4112 1.9694 -1.0972 0.8851 -0.1809
5.0 -1.7658 1.5858 -1.1426 0.9363 -0.2938
5.01 -2.1812 1.6423 -0.8953 1.0455 -0.4448
5.02 -0.5302 1.2993 -0.8939 1.1241 -0.5103
5.03 -1.8208 1.0939 -0.7431 1.2752 -0.6064
5.04 -2.331 0.9331 -0.5976 1.5224 -0.7414
5.05 -0.5344 0.6726 -0.3477 1.6067 -0.7804
5.06 -1.8247 0.3495 -0.211 1.7133 -0.7694
5.07 -2.2111 0.0146 0.0003 1.9818 -0.8304
5.08 -0.6143 -0.304 0.1972 2.2949 -0.8651
5.09 -1.88 -0.6774 0.3788 2.4616 -1.0059
5.1 -2.4241 -1.0288 0.5353 2.1863 -0.877
5.11 -0.6983 -1.3548 0.7683 2.389 -0.9154
5.12 -1.6665 -1.4782 0.7769 2.587 -0.9086
5.13 -2.3313 -1.6137 0.9623 2.6475 -0.7452
5.14 -0.7654 -1.8483 0.9504 2.76 -0.7665
5.15 -1.7589 -1.9864 1.0925 2.6732 -0.603
5.16 -2.5194 -2.2943 0.9893 2.5972 -0.5188
5.17 -0.8092 -2.1623 0.9758 3.0008 -0.4
5.18 -1.8543 -2.0612 0.989 2.8863 -0.2797
5.19 -2.3368 -2.0072 0.8242 2.6776 -0.1576
5.2 -0.8245 -2.1704 0.7558 2.6726 -0.0454
5.21 -1.8065 -2.0992 0.5492 2.3638 0.0878
5.22 -2.7394 -1.8307 0.3906 2.5879 0.2052
5.23 -0.8698 -1.733 0.2598 2.1976 0.3126
5.24 -1.9821 -1.3588 0.0532 2.0408 0.4472
5.25 -2.7542 -1.2019 -0.1269 2.0091 0.5806
5.26 -0.8285 -1.0221 -0.3302 1.7797 0.6708
5.27 -1.8982 -0.8433 -0.5198 1.5701 0.8313
5.28 -2.6676 -0.6051 -0.5679 1.247 0.9508
5.29 -0.9519 -0.3532 -0.8101 1.2406 0.8696
5.3 -2.1284 -0.1595 -0.9207 0.95 0.9834
5.31 -2.6766 -0.0195 -0.8428 0.93 1.0557
5.32 -0.8627 0.0992 -0.8581 0.8595 1.0877
5.33 -2.1557 0.1905 -0.8832 0.6467 1.1379
5.34 -2.7405 0.2468 -0.9286 0.6829 0.9462
5.35 -1.0048 0.2976 -0.8424 0.5384 0.9473
5.36 -2.0269 0.2856 -0.7597 0.5972 0.9419
5.37 -2.9405 0.2308 -0.6887 0.5563 0.84
5.38 -1.0183 0.1731 -0.4611 0.5643 0.7033
5.39 -2.0995 0.0741 -0.3129 0.6915 0.6314
5.4 -2.9972 -0.0343 -0.1681 0.7472 0.5663
5.41 -0.9316 -0.1476 0.0145 0.7155 0.4316
5.42 -1.9049 -0.2857 0.199 0.9516 0.288
5.43 -2.9691 -0.3603 0.3341 1.1059 0.1931
5.44 -1.0749 -0.5222 0.4916 1.0845 0.044
5.45 -2.2303 -0.5973 0.654 1.3583 -0.0915
5.46 -2.7608 -0.6969 0.7155 1.4559 -0.2308
5.47 -0.9945 -0.8066 0.7898 1.4442 -0.4093
5.48 -2.0494 -0.8007 0.8717 1.6326 -0.5288
5.49 -2.8111 -0.7759 0.7893 1.7208 -0.6965
5.5 -0.9979 -0.8305 0.9163 1.9119 -0.7865
5.51 -2.2621 -0.769 0.8036 2.0138 -0.9123
5.52 -2.7197 -0.8032 0.6759 1.7702 -1.0224
5.53 -1.026 -0.6865 0.5608 1.9375 -1.0361
5.54 -2.2599 -0.6259 0.435 1.9484 -1.1403
5.55 -2.7085 -0.5701 0.2181 1.9292 -1.2013
5.56 -1.064 -0.5268 0.0402 2.007 -1.0932
5.57 -2.0706 -0.4052 -0.1535 1.7308 -1.2074
5.58 -2.6318 -0.3671 -0.3921 1.6232 -1.2745
5.59 -0.9868 -0.2909 -0.5532 1.5037 -1.0306
5.6 -2.1117 -0.2173 -0.7193 1.4847 -1.0437
5.61 -2.7985 -0.2003 -0.9623 1.2947 -1.0083
5.62 -1.0848 -0.2257 -1.0333 1.2023 -0.9574
5.63 -2.1332 -0.2326 -1.3018 0.9701 -0.8509
5.64 -2.8591 -0.3219 -1.4478 0.7173 -0.8413
5.65 -1.0196 -0.3702 -1.4696 0.5343 -0.6264
5.66 -2.1296 -0.5571 -1.5657 0.3178 -0.6245
5.67 -2.5834 -0.6225 -1.5389 0.1286 -0.4195
5.68 -1.0832 -0.8479 -1.4767 -0.0471 -0.3172
5.69 -2.1043 -0.9583 -1.4007 -0.2369 -0.2385
5.7 -2.5354 -1.2544 -1.3057 -0.3722 -0.1131
5.71 -0.9431 -1.5521 -1.2544 -0.5008 0.006
5.72 -2.094 -1.7138 -1.1424 -0.6234 0.1179
5.73 -2.8202 -2.0243 -0.8464 -0.7058 0.2153
5.74 -0.9235 -2.3588 -0.8279 -0.8205 0.2962
5.75 -2.0093 -2.4982 -0.5617 -0.8076 0.3873
5.76 -2.7343 -2.3815 -0.4289 -0.8911 0.4723
5.77 -0.8979 -2.8505 -0.2985 -0.8631 0.4907
5.78 -2.0172 -2.4703 -0.1794 -0.844 0.5489
5.79 -2.7882 -2.5169 -0.0737 -0.7312 0.5222
5.8 -0.9356 -2.7751 0.0152 -0.644 0.4953
5.81 -1.9583 -2.466 0.0703 -0.6389 0.5384
5.82 -2.5824 -2.5079 0.1048 -0.525 0.4477
5.83 -0.8268 -2.4347 0.0982 -0.3815 0.3956
5.84 -1.861 -2.3458 0.0523 -0.2432 0.3341
5.85 -2.6962 -2.2841 -0.0307 -0.14 0.2609
5.86 -0.8428 -1.9042 -0.1346 -0.0265 0.1689
5.87 -1.5662 -1.6139 -0.2821 0.084 0.0646
5.88 -2.2642 -1.1575 -0.3949 0.18 -0.0567
5.89 -0.7233 -1.0421 -0.574 0.2463 -0.1838
5.9 -1.5546 -0.6359 -0.7601 0.3498 -0.3037
5.91 -2.6137 -0.3344 -1.0156 0.3458 -0.4568
5.92 -0.7252 -0.0529 -1.2459 0.3478 -0.6
5.93 -1.7751 0.2374 -1.4387 0.3778 -0.7621
5.94 -2.4027 0.4779 -1.5633 0.3179 -0.9078
5.95 -0.6316 0.7123 -1.8278 0.2648 -0.9511
5.96 -1.6329 0.8163 -1.9307 0.2314 -1.075
5.97 -2.1086 0.8654 -2.0566 0.1133 -1.1869
5.98 -0.5678 1.0485 -2.3178 -0.0193 -1.2396
5.99 -1.4114 0.9945 -2.3238 -0.1842 -1.4818
6.0 -2.4011 0.9933 -2.2318 -0.3219 -1.5514
6.01 -0.505 0.86 -2.3876 -0.5149 -1.589
6.02 -1.3131 0.7778 -2.3489 -0.7688 -1.7906
6.03 -2.365 0.6437 -2.1352 -0.8517 -1.6476
6.04 -0.4921 0.3723 -1.9692 -1.0884 -1.562
6.05 -1.32 0.2088 -2.0253 -1.3228 -1.8359
6.06 -2.2241 -0.0433 -1.729 -1.4447 -1.5783
6.07 -0.3992 -0.315 -1.7188 -1.7828 -1.6187
6.08 -1.1782 -0.5115 -1.5032 -1.8104 -1.4567
6.09 -1.994 -0.8073 -1.401 -2.0305 -1.5188
6.1 -0.3686 -1.0447 -1.2773 -1.9857 -1.2914
6.11 -1.1965 -1.3483 -1.1306 -2.0798 -1.2887
6.12 -2.2454 -1.4958 -1.05 -2.4632 -1.2991
6.13 -0.322 -1.5153 -0.8039 -2.3008 -1.0916
6.14 -1.0994 -1.701 -0.7143 -2.5225 -0.8851
6.15 -1.8374 -1.9127 -0.6722 -2.2654 -0.7639
6.16 -0.2239 -1.8312 -0.6115 -2.28 -0.6568
6.17 -1.1807 -2.0427 -0.7237 -2.3751 -0.5415
6.18 -1.8145 -2.0258 -0.7563 -2.3403 -0.4709
6.19 -0.1827 -1.8006 -0.7707 -2.2078 -0.3597
6.2 -0.922 -1.6871 -0.8722 -1.9949 -0.2338
6.21 -2.0186 -1.53 -1.0073 -1.9279 -0.1126
6.22 -0.1002 -1.533 -1.1566 -1.78 -0.0168
6.23 -0.963 -1.2709 -1.2305 -1.6619 0.0674
6.24 -1.89 -1.1366 -1.6172 -1.4997 0.1405
6.25 -0.041 -0.9983 -1.6461 -1.4371 0.1917
6.26 -0.9012 -0.9913 -1.9173 -1.1816 0.2153
6.27 -1.8429 -0.7938 -1.9602 -1.2059 0.2305
6.28 0.031 -0.6529 -2.0579 -1.0773 0.2498
6.29 -0.8572 -0.572 -2.2479 -0.9352 0.2242
6.3 -1.7471 -0.5724 -2.7618 -0.9143 0.1995
6.31 0.0886 -0.5309 -2.7658 -0.8077 0.1683
6.32 -0.7863 -0.4584 -2.5168 -0.7566 0.1135
6.33 -1.5578 -0.4432 -2.9588 -0.8384 0.0308
6.34 0.1646 -0.4891 -2.7396 -0.8152 -0.0581
6.35 -0.6629 -0.5636 -2.7793 -0.9409 -0.1494
6.36 -1.4424 -0.5959 -2.8407 -0.8575 -0.2777
6.37 0.2335 -0.624 -2.6383 -1.1447 -0.4043
6.38 -0.6066 -0.7338 -2.697 -1.1064 -0.4831
6.39 -1.4959 -0.8121 -2.1996 -1.3623 -0.5641
6.4 0.3018 -0.7699 -2.3017 -1.4865 -0.734
6.41 -0.5372 -0.8609 -1.8559 -1.487 -0.8637
6.42 -1.4983 -0.8013 -1.9499 -1.5934 -1.0403
6.43 0.3704 -0.874 -1.6986 -2.0304 -1.1405
6.44 -0.3841 -0.8714 -1.573 -2.2937 -1.1252
6.45 -1.2091 -0.9002 -1.2707 -2.1455 -1.17
6.46 0.4217 -0.7271 -1.1215 -2.6343 -1.2221
6.47 -0.385 -0.6743 -1.0158 -2.3491 -1.4992
6.48 -1.2681 -0.5006 -0.9694 -2.8353 -1.3535
6.49 0.5327 -0.3824 -0.7727 -2.6483 -1.5955
6.5 -0.2845 -0.2089 -0.7463 -2.6902 -1.6283
6.51 -1.0817 -0.0073 -0.8166 -2.5708 -1.3989
6.52 0.5704 0.1861 -0.8799 -2.9162 -1.535
6.53 -0.2274 0.4349 -0.8652 -2.6584 -1.4384
6.54 -1.1106 0.5831 -1.0274 -2.6332 -1.4529
6.55 0.6717 0.8449 -1.1516 -2.5542 -1.2117
6.56 -0.132 1.1084 -1.2447 -2.758 -1.0895
6.57 -1.0926 1.186 -1.2246 -2.6579 -0.994
6.58 0.7115 1.4856 -1.6406 -2.28 -0.8998
6.59 -0.0834 1.442 -1.7222 -2.1993 -0.8456
6.6 -1.0012 1.6558 -1.8639 -2.2579 -0.6853
6.61 0.7607 1.4807 -1.8857 -1.982 -0.5259
6.62 -0.0151 1.59 -2.33 -1.6786 -0.4503
6.63 -0.9875 1.4616 -2.4504 -1.5872 -0.2702
6.64 0.8238 1.3792 -2.4088 -1.4623 -0.1051
6.65 0.0436 1.4212 -2.4864 -1.1525 0.0518
6.66 -0.8225 1.0637 -2.6019 -1.1245 0.1808
6.67 0.7777 0.9607 -2.3244 -0.9491 0.3245
6.68 0.109 0.7146 -2.7372 -0.8224 0.5037
6.69 -0.9326 0.4826 -2.6338 -0.7867 0.5395
6.7 0.8243 0.1852 -2.4804 -0.6205 0.6568
6.71 0.1557 -0.0989 -2.4609 -0.6297 0.814
6.72 -0.8595 -0.3544 -2.0154 -0.6376 0.9635
6.73 0.8896 -0.7095 -2.0842 -0.5822 0.8611
6.74 0.2087 -0.8975 -1.8075 -0.597 0.9546
6.75 -0.7533 -1.1991 -1.5043 -0.6904 1.0521
6.76 1.0198 -1.3742 -1.2674 -0.6807 0.9688
6.77 0.2771 -1.4614 -1.1709 -0.8872 1.0892
6.78 -0.7645 -1.6032 -0.9184 -0.8882 1.1266
6.79 0.9969 -1.7191 -0.6727 -0.9557 1.0442
6.8 0.32 -1.7642 -0.5591 -1.1153 0.9622
6.81 -0.6782 -1.6603 -0.3816 -1.1739 0.9149
6.82 1.1517 -1.624 -0.2709 -1.5297 0.738
6.83 0.3635 -1.4068 -0.1598 -1.507 0.6659
6.84 -0.6107 -1.2374 -0.1059 -1.5346 0.673
6.85 1.1563 -1.0973 -0.0838 -1.8076 0.4855
6.86 0.4153 -0.7924 -0.0889 -2.0146 0.3936
6.87 -0.5856 -0.5328 -0.1341 -1.8027 0.299
6.88 1.2373 -0.2154 -0.1915 -1.8429 0.227
6.89 0.4844 0.0809 -0.2975 -2.2215 0.12
6.9 -0.6076 0.3577 -0.4237 -2.0754 0.0154
6.91 1.2202 0.7101 -0.5071 -2.1931 -0.0691
6.92 0.5141 1.0323 -0.6635 -1.9436 -0.143
6.93 -0.5584 1.2811 -0.8252 -1.8443 -0.1985
6.94 1.0777 1.4193 -1.0713 -1.788 -0.2514
6.95 0.5564 1.5158 -1.1995 -1.6205 -0.3209
6.96 -0.498 1.874 -1.3854 -1.508 -0.3145
6.97 1.1222 1.7855 -1.3103 -1.4726 -0.3483
6.98 0.5802 1.8188 -1.5359 -1.1949 -0.3186
6.99 -0.4637 2.0449 -1.5459 -1.1016 -0.3256
7.0 1.2027 1.9865 -1.4329 -0.998 -0.2523
7.01 0.5475 1.9429 -1.6503 -0.8082 -0.1981
7.02 -0.5103 1.8834 -1.6208 -0.5592 -0.1344
7.03 1.3071 1.7643 -1.3205 -0.3383 -0.0372
7.04 0.6468 1.75 -1.2404 -0.1809 0.0692
7.05 -0.4529 1.5417 -1.2297 -0.0179 0.207
7.06 1.1892 1.4912 -1.0441 0.1316 0.3316
7.07 0.5875 1.2893 -0.8175 0.264 0.471
7.08 -0.435 1.1124 -0.5955 0.3788 0.5719
7.09 1.3048 1.066 -0.4488 0.4554 0.8275
7.1 0.6089 0.7861 -0.202 0.4972 0.8613
7.11 -0.475 0.7546 0.0051 0.6177 0.9759
7.12 1.2586 0.662 0.1989 0.6318 1.2039
7.13 0.6857 0.6379 0.3988 0.5471 1.3147
7.14 -0.4639 0.645 0.6042 0.5173 1.4548
7.15 1.3268 0.592 0.7489 0.5149 1.6035
7.16 0.6824 0.6415 0.8927 0.4022 1.9177
7.17 -0.4044 0.6732 0.8994 0.3093 1.9866
7.18 1.3685 0.8127 0.9326 0.2063 2.136
7.19 0.6524 0.8896 0.9953 0.1013 2.2365
7.2 -0.4332 0.9613 0.9392 -0.0285 1.9469
7.21 1.2161 1.0495 0.955 -0.1688 2.3324
7.22 0.6486 1.0088 0.8811 -0.2677 2.407
7.23 -0.4067 1.1364 0.8721 -0.3756 2.1231
7.24 1.3271 1.3437 0.6084 -0.502 2.0423
7.25 0.644 1.2438 0.5462 -0.5965 2.4111
7.26 -0.457 1.388 0.3537 -0.6465 2.1012
7.27 1.1953 1.2923 0.22 -0.7931 1.9473
7.28 0.6661 1.3449 0.075 -0.8 2.034
7.29 -0.477 1.2474 -0.0805 -0.7311 1.8047
7.3 1.218 1.1657 -0.2261 -0.8392 1.669
7.31 0.7398 1.057 -0.3312 -0.8321 1.8886
7.32 -0.4396 0.7691 -0.4354 -0.6528 1.548
7.33 1.2391 0.671 -0.4209 -0.5537 1.6302
7.34 0.7297 0.5585 -0.515 -0.481 1.52
7.35 -0.4564 0.3401 -0.4773 -0.3702 1.3779
7.36 1.272 0.1721 -0.4121 -0.2105 1.1406
7.37 0.6795 0.0115 -0.3595 -0.0703 0.9629
7.38 -0.458 -0.1267 -0.2963 0.0998 0.8607
7.39 1.1846 -0.2789 -0.1467 0.3085 0.8106
7.4 0.675 -0.3462 0.0171 0.502 0.7341
7.41 -0.5321 -0.447 0.2037 0.7038 0.6912
7.42 1.2237 -0.4767 0.4014 0.7733 0.5622
7.43 0.5906 -0.5246 0.5863 1.0463 0.5618
7.44 -0.58 -0.4544 0.767 1.2033 0.4825
7.45 1.0966 -0.3441 0.9735 1.4081 0.4134
7.46 0.6261 -0.2493 1.1188 1.3516 0.4489
7.47 -0.5357 -0.0685 1.4576 1.4345 0.4453
7.48 1.1552 0.1257 1.6365 1.7163 0.4487
7.49 0.5738 0.396 1.5314 1.5335 0.5728
7.5 -0.6111 0.6702 1.6152 1.839 0.5875
7.51 1.0958 0.9239 1.9494 1.6646 0.6413
7.52 0.5495 1.2562 2.0042 1.5556 0.7142
7.53 -0.6319 1.5579 1.8669 1.5311 0.8805
7.54 1.0723 1.7069 1.974 1.544 0.8981
7.55 0.5314 2.1613 1.5916 1.521 1.1024
7.56 -0.6899 2.3163 1.7083 1.2239 1.2675
7.57 0.9661 2.524 1.5256 1.2462 1.3487
7.58 0.551 2.6895 1.3142 0.9593 1.3998
7.59 -0.6135 3.0748 1.1641 0.8983 1.5085
7.6 1.0146 2.8778 1.0191 0.7784 1.6287
7.61 0.5212 2.9126 0.7948 0.539 1.8934
7.62 -0.6836 2.8602 0.7307 0.4601 1.7115
7.63 0.9497 3.0748 0.4974 0.2939 1.8437
7.64 0.4764 2.7826 0.4139 0.1867 1.992
7.65 -0.755 2.7122 0.2718 0.0872 2.1007
7.66 0.9517 2.6801 0.1662 0.0146 2.137
7.67 0.412 2.3223 0.0814 -0.0459 2.1312
7.68 -0.8207 1.7966 0.0351 -0.0863 2.3687
7.69 0.8418 1.8296 0.0235 -0.0914 2.4135
7.7 0.4025 1.3389 0.0448 -0.0785 2.297
7.71 -0.8799 1.0303 0.0979 -0.0434 1.9674
7.72 0.8177 0.7409 0.1736 0.018 2.2463
7.73 0.3651 0.4437 0.3141 0.0966 1.9271
7.74 -0.7729 0.2199 0.4583 0.1914 1.8437
7.75 0.8872 -0.0246 0.5596 0.3259 1.8481
7.76 0.3199 -0.233 0.8166 0.4426 1.7702
7.77 -0.94 -0.3938 0.9254 0.6417 1.462
7.78 0.8342 -0.556 1.1863 0.7603 1.3632
7.79 0.3025 -0.7055 1.3439 0.9729 1.3449
7.8 -0.851 -0.7452 1.5066 1.0627 1.2542
7.81 0.7958 -0.6732 1.7444 1.1356 0.9198
7.82 0.2762 -0.6203 1.7183 1.3052 0.8178
7.83 -0.9315 -0.6371 1.7865 1.3921 0.7159
7.84 0.6255 -0.5608 1.8352 1.6076 0.551
7.85 0.233 -0.4259 1.9779 1.7396 0.4081
7.86 -0.9363 -0.2598 1.831 1.9703 0.2279
7.87 0.61 -0.1125 2.0903 1.8218 0.1093
7.88 0.2297 0.0479 1.7042 1.75 -0.0207
7.89 -1.022 0.2249 1.6454 1.7091 -0.1206
7.9 0.5882 0.3352 1.7346 1.973 -0.2236
7.91 0.1932 0.5221 1.6305 1.8355 -0.3192
7.92 -1.1311 0.6428 1.3228 1.5906 -0.3796
7.93 0.551 0.7495 1.1346 1.6495 -0.3983
7.94 0.1594 0.849 1.0147 1.5253 -0.4484
7.95 -1.1474 0.8198 0.7654 1.4045 -0.4525
7.96 0.4958 0.8212 0.5619 1.1855 -0.4598
7.97 0.1435 0.908 0.3612 1.1143 -0.4312
7.98 -1.2302 0.8746 0.214 0.9153 -0.3819
7.99 0.5074 0.9237 0.0618 0.6277 -0.3873
8.0 0.1117 0.8346 -0.0556 0.5013 -0.3093
8.01 -1.0898 0.7618 -0.153 0.3733 -0.2406
8.02 0.4462 0.657 -0.201 0.2 -0.1606
8.03 0.081 0.5315 -0.2327 0.0705 -0.0611
8.04 -1.1779 0.4082 -0.2073 -0.0499 0.0332
8.05 0.4515 0.3284 -0.1641 -0.1639 0.1126
8.06 0.0572 0.2904 -0.0918 -0.2144 0.2067
8.07 -1.2666 0.2361 0.0091 -0.3074 0.3297
8.08 0.4242 0.1822 0.1495 -0.2948 0.4269
8.09 0.0307 0.1683 0.2547 -0.3303 0.5017
8.1 -1.2412 0.1838 0.4335 -0.2746 0.5547
8.11 0.3437 0.2106 0.593 -0.2558 0.589
8.12 0.0137 0.2669 0.7153 -0.176 0.628
8.13 -1.2521 0.3735 1.0015 -0.1025 0.7262
8.14 0.31 0.4491 1.1454 0.0119 0.7541
8.15 -0.0064 0.5246 1.2645 0.123 0.6389
8.16 -1.3659 0.7422 1.3965 0.2952 0.6562
8.17 0.2983 0.8209 1.5072 0.3912 0.7211
8.18 -0.0226 0.9959 1.5996 0.6061 0.5871
8.19 -1.4528 1.1526 1.6132 0.7633 0.5027
8.2 0.2953 1.2311 1.5264 0.881 0.4127
8.21 -0.0391 1.3401 1.4172 1.0438 0.3234
8.22 -1.4002 1.2642 1.4061 1.0618 0.2293
8.23 0.2548 1.5076 1.197 1.3031 0.104
8.24 -0.0439 1.3299 1.0189 1.3078 -0.0293
8.25 -1.2865 1.4224 0.9652 1.2576 -0.1777
8.26 0.2782 1.1795 0.7811 1.3122 -0.3109
8.27 -0.0595 1.2854 0.5492 1.3589 -0.5152
8.28 -1.5088 1.0394 0.2965 1.3028 -0.6102
8.29 0.232 0.7481 0.1058 1.2308 -0.8009
8.3 -0.0616 0.6255 -0.08 1.2406 -1.0318
8.31 -1.4142 0.3284 -0.2499 1.2129 -1.2358
8.32 0.2404 0.0867 -0.4272 1.1425 -1.2838
8.33 -0.0704 -0.1992 -0.5228 0.9059 -1.3934
8.34 -1.4724 -0.4668 -0.7014 0.8529 -1.6429
8.35 0.2099 -0.8327 -0.7837 0.6518 -1.6333
8.36 -0.0731 -1.0614 -0.7701 0.4447 -1.863
8.37 -1.4383 -1.2869 -0.8531 0.2998 -2.0324
8.38 0.2052 -1.5597 -0.8772 0.1244 -2.2097
8.39 -0.0607 -1.7536 -0.7637 -0.0417 -2.2879
8.4 -1.4941 -2.0838 -0.7041 -0.2176 -2.3408
8.41 0.2087 -1.9532 -0.6016 -0.3421 -2.4185
8.42 -0.063 -2.4116 -0.4929 -0.541 -2.3009
8.43 -1.4558 -2.205 -0.3318 -0.6238 -2.4074
8.44 0.2213 -2.4779 -0.1619 -0.6909 -2.0392
8.45 -0.0552 -2.3892 0.0216 -0.7473 -2.2989
8.46 -1.374 -2.2068 0.2065 -0.8199 -2.0966
8.47 0.2004 -1.8989 0.3875 -0.8457 -2.1507
8.48 -0.0366 -1.5745 0.4624 -0.8276 -2.0579
8.49 -1.4062 -1.5107 0.6177 -0.8718 -1.9597
8.5 0.2021 -1.3319 0.7488 -0.7929 -1.8396
8.51 -0.025 -1.0388 0.8857 -0.6769 -1.8595
8.52 -1.4351 -0.7411 0.9106 -0.6534 -1.5848
8.53 0.2225 -0.3918 0.9943 -0.5384 -1.5483
8.54 -0.0051 -0.1327 0.8328 -0.3432 -1.267
8.55 -1.2631 0.1253 0.8505 -0.219 -1.3574
8.56 0.2375 0.3914 0.7991 -0.0811 -1.2834
8.57 0.0168 0.5333 0.6045 0.0738 -1.1899
8.58 -1.2605 0.719 0.5534 0.25 -1.1004
8.59 0.2329 0.8647 0.3705 0.3506 -0.9278
8.6 0.0377 0.9575 0.1728 0.5526 -0.892
8.61 -1.2345 1.0116 -0.0077 0.661 -0.9061
8.62 0.2789 1.0952 -0.2087 0.7208 -0.8173
8.63 0.0664 1.0141 -0.4211 0.8886 -0.7466
8.64 -1.1899 0.8614 -0.5264 0.9106 -0.8486
8.65 0.2812 0.8686 -0.6861 0.9237 -0.8038
8.66 0.1059 0.6336 -0.8281 0.9754 -0.7623
8.67 -1.2983 0.5295 -0.9981 1.0007 -0.9234
8.68 0.2926 0.3246 -1.0064 1.0311 -1.0397
8.69 0.1409 0.107 -1.1106 0.9546 -1.0199
8.7 -1.1876 -0.1159 -1.3055 0.7657 -1.1885
8.71 0.3587 -0.3066 -1.2911 0.7524 -1.331
8.72 0.1684 -0.4826 -1.1027 0.5876 -1.4625
8.73 -1.1994 -0.7679 -1.0156 0.4854 -1.6156
8.74 0.3857 -0.9461 -0.9007 0.3741 -1.5484
8.75 0.226 -0.9801 -0.9134 0.1993 -1.8505
8.76 -1.2484 -1.2231 -0.7365 0.049 -1.6841
8.77 0.3907 -1.2007 -0.5152 -0.1115 -2.0023
8.78 0.2842 -1.2249 -0.3334 -0.2548 -2.2967
8.79 -1.2246 -1.4621 -0.1486 -0.437 -2.2197
8.8 0.4292 -1.3564 0.0485 -0.4975 -2.2914
8.81 0.2837 -1.4057 0.2065 -0.6749 -2.3338
8.82 -1.145 -1.2733 0.4318 -0.6982 -2.4479
8.83 0.4708 -1.375 0.5529 -0.772 -2.8312
8.84 0.33 -1.3146 0.6642 -0.9914 -2.857
8.85 -1.0353 -1.2166 0.8341 -1.0203 -2.5807
8.86 0.536 -1.1453 0.7945 -0.9854 -2.7207
8.87 0.4288 -0.962 0.8442 -0.9248 -2.8346
8.88 -1.0973 -0.8919 0.9032 -0.8807 -2.7719
8.89 0.6215 -0.8486 0.8775 -0.8437 -2.6809
8.9 0.4667 -0.7859 0.8006 -0.7429 -2.7036
8.91 -0.9379 -0.785 0.612 -0.6725 -2.6764
8.92 0.563 -0.9436 0.5605 -0.4358 -2.8609
8.93 0.5192 -0.8671 0.3947 -0.3099 -2.6426
8.94 -0.9017 -0.9483 0.2323 -0.1582 -2.2439
8.95 0.6885 -1.0898 0.0871 -0.0026 -2.2431
8.96 0.5539 -1.1448 -0.0923 0.1826 -2.1573
8.97 -0.8307 -1.1993 -0.2544 0.3085 -2.1833
8.98 0.7855 -1.3802 -0.3787 0.4625 -1.9868
8.99 0.6058 -1.4873 -0.595 0.6497 -1.5969
9.0 -0.8326 -1.6656 -0.7032 0.8215 -1.6268
9.01 0.7245 -1.8929 -0.8468 0.9533 -1.3944
9.02 0.7563 -1.7715 -0.802 0.9894 -1.3594
9.03 -0.7839 -1.8661 -0.8215 1.1241 -1.187
9.04 0.7783 -1.9517 -0.79 1.2595 -1.0642
