# y : intensity
#y2 y3 time y5 y4 y1
0.4707 -1.8474 4.65 -1.2673 -0.493 -1.3906
0.2323 -1.5796 4.66 -0.9147 -0.4482 -1.1633
-0.2458 -1.46 4.67 -0.5046 -0.3302 -0.7349
-0.8612 -1.3583 4.68 -0.3333 -0.2333 -0.4103
-1.3262 -1.1649 4.69 -0.379 -0.0976 -0.2851
-1.4452 -0.9007 4.7 -0.6681 0.1046 -0.3324
-1.3534 -0.7005 4.71 -1.0536 0.3044 -0.5521
-0.722 -0.4563 4.72 -1.5726 0.5316 -0.9168
-0.2003 -0.2434 4.73 -2.0654 0.8231 -1.2179
0.3693 -0.0412 4.74 -2.2519 0.8898 -1.8158
0.6294 0.162 4.75 -2.2879 1.163 -2.0994
0.5984 0.3671 4.76 -2.3292 1.3366 -2.1883
0.3072 0.5634 4.77 -1.9654 1.3867 -2.3305
-0.1846 0.6839 4.78 -1.5789 1.5647 -2.2408
-0.731 0.9912 4.79 -0.9362 1.4314 -1.7169
-1.1722 1.0384 4.8 -0.5494 1.4831 -1.494
-1.1124 1.1331 4.81 -0.3066 1.3631 -1.059
-0.9923 1.251 4.82 -0.3165 1.3 -0.6436
-0.4682 1.2507 4.83 -0.4649 1.1333 -0.5136
0.1507 1.5349 4.84 -0.7696 0.9991 -0.4406
0.7081 1.571 4.85 -1.3223 0.7397 -0.5135
0.8132 1.5867 4.86 -1.5703 0.4657 -0.8002
0.8066 1.3175 4.87 -2.1771 0.2371 -1.1251
0.4006 1.2788 4.88 -2.2235 -0.0058 -1.7574
-0.1069 1.33 4.89 -1.9604 -0.2223 -2.0419
-0.6971 1.3382 4.9 -1.9143 -0.3847 -2.3522
-1.0444 1.0233 4.91 -1.4368 -0.4854 -2.5847
-1.0393 0.9951 4.92 -0.912 -0.6051 -2.4345
-0.6079 0.8191 4.93 -0.4174 -0.6777 -2.2404
-0.0879 0.717 4.94 -0.1436 -0.685 -1.7093
0.4666 0.5416 4.95 -0.0328 -0.6215 -1.4956
0.9566 0.422 4.96 -0.1474 -0.4539 -0.99
1.0429 0.266 4.97 -0.4685 -0.3593 -0.7113
0.8954 0.1315 4.98 -0.8837 -0.1684 -0.4775
0.5237 -0.0075 4.99 -1.3818 0.0155 -0.4737
-0.06 -0.1492 5.0 -1.5921 0.2037 -0.7681
-0.4963 -0.2537 5.01 -1.7477 0.4046 -1.1599
-0.8465 -0.3466 5.02 -1.9271 0.5599 -1.5943
-0.7506 -0.5211 5.03 -1.5133 0.706 -2.0791
-0.3149 -0.5652 5.04 -1.2792 0.9135 -2.2636
0.2259 -0.6535 5.05 -0.7049 1.077 -2.2365
0.8645 -0.6192 5.06 -0.1912 0.9395 -2.5509
1.2857 -0.6733 5.07 0.1666 0.9127 -2.2798
1.2703 -0.7085 5.08 0.3342 0.9762 -2.1415
0.9854 -0.6627 5.09 0.305 0.9222 -1.4852
0.5576 -0.6639 5.1 0.0583 0.6402 -1.2682
-0.0398 -0.6211 5.11 -0.3105 0.5358 -0.8677
-0.4498 -0.6397 5.12 -0.8387 0.2579 -0.599
-0.6796 -0.5998 5.13 -1.102 0.0148 -0.4301
-0.4476 -0.5524 5.14 -1.2999 -0.2253 -0.5223
-0.0406 -0.4823 5.15 -1.3577 -0.494 -0.7957
0.5519 -0.4005 5.16 -1.2368 -0.6985 -1.1367
1.1301 -0.3495 5.17 -0.8832 -0.9063 -1.5256
1.2681 -0.2968 5.18 -0.4497 -1.1414 -2.1374
1.4866 -0.253 5.19 0.0744 -1.3644 -2.4386
1.0115 -0.211 5.2 0.505 -1.32 -2.5406
0.5296 -0.178 5.21 0.7533 -1.4976 -2.136
-0.0552 -0.1583 5.22 0.7724 -1.3743 -1.8974
-0.418 -0.1462 5.23 0.504 -1.4664 -1.7605
-0.5673 -0.147 5.24 0.1833 -1.3813 -1.3989
-0.2776 -0.1924 5.25 -0.2735 -1.1754 -0.8848
0.1753 -0.2432 5.26 -0.6847 -1.03 -0.559
0.7067 -0.3172 5.27 -0.998 -0.795 -0.347
1.3444 -0.397 5.28 -1.0351 -0.5308 -0.3477
1.5669 -0.4434 5.29 -0.8727 -0.365 -0.545
1.4655 -0.5867 5.3 -0.671 -0.2149 -0.8248
0.9933 -0.7072 5.31 -0.2301 -0.0722 -1.2978
0.4264 -0.7717 5.32 0.2834 0.0321 -1.7401
-0.1425 -1.0189 5.33 0.6769 0.0985 -2.0225
-0.4509 -1.0571 5.34 1.0246 0.1312 -2.2043
-0.516 -1.3031 5.35 1.0449 0.0972 -2.2741
-0.1618 -1.3215 5.36 0.8194 0.019 -2.04
0.3744 -1.4583 5.37 0.5935 -0.1071 -1.9267
0.8801 -1.5758 5.38 0.1497 -0.2668 -1.4596
1.345 -1.8205 5.39 -0.3341 -0.4612 -0.8648
1.5073 -2.0345 5.4 -0.6185 -0.6625 -0.4983
1.2808 -2.1996 5.41 -0.8669 -0.9895 -0.1988
0.7671 -2.1811 5.42 -0.7886 -1.2874 -0.0998
0.2393 -2.109 5.43 -0.6203 -1.4922 -0.1405
-0.2562 -2.1986 5.44 -0.1718 -1.6419 -0.3877
-0.5338 -2.2273 5.45 0.3063 -1.9593 -0.6873
-0.4552 -2.1625 5.46 0.7935 -2.0233 -1.1429
-0.0904 -2.2762 5.47 1.0324 -2.0861 -1.4536
0.4968 -2.1215 5.48 1.1057 -2.2802 -1.7923
0.9932 -1.89 5.49 1.1537 -2.1236 -2.0351
1.3901 -2.0224 5.5 0.8241 -2.4366 -2.0224
1.4201 -1.8111 5.51 0.3488 -2.3319 -1.4968
1.1818 -1.7994 5.52 -0.1117 -2.0039 -1.2284
0.5653 -1.338 5.53 -0.5257 -2.0793 -0.8428
-0.0063 -1.2592 5.54 -0.7266 -1.6935 -0.3682
-0.464 -1.1672 5.55 -0.8328 -1.634 -0.0313
-0.612 -0.8986 5.56 -0.7137 -1.4352 0.1853
-0.4861 -0.7165 5.57 -0.3095 -1.2595 0.2464
-0.0924 -0.4308 5.58 0.1214 -1.1421 0.1004
0.4586 -0.2502 5.59 0.5469 -0.9468 -0.2014
0.9917 -0.036 5.6 0.9623 -0.74 -0.5909
1.1928 0.1553 5.61 1.0597 -0.7127 -0.9613
1.1751 0.3493 5.62 0.9612 -0.6649 -1.3472
0.7953 0.5311 5.63 0.7258 -0.7744 -1.6199
0.2496 0.7266 5.64 0.3571 -0.7515 -1.4958
-0.3155 0.8839 5.65 -0.1556 -0.8667 -1.3244
-0.7881 0.9123 5.66 -0.633 -1.0021 -1.0692
-0.8126 1.1796 5.67 -1.0067 -1.2021 -0.6945
-0.5659 1.1474 5.68 -1.0435 -1.4559 -0.233
-0.1527 1.1171 5.69 -1.0009 -1.914 0.1731
0.3984 1.1343 5.7 -0.7382 -2.1401 0.4718
0.8239 1.1058 5.71 -0.2685 -2.4273 0.5707
1.119 1.1093 5.72 0.1525 -2.3236 0.5911
0.8963 1.1242 5.73 0.5402 -2.7385 0.4142
0.476 1.0178 5.74 0.7915 -2.9342 0.055
-0.1247 0.9106 5.75 0.6677 -3.1217 -0.3794
-0.6617 0.7741 5.76 0.4967 -2.7095 -0.6619
-1.0679 0.6606 5.77 0.107 -3.027 -1.0013
-1.0672 0.5028 5.78 -0.3467 -2.7675 -1.0896
-0.8272 0.2932 5.79 -0.8657 -2.9935 -1.1398
-0.2478 0.1459 5.8 -1.3444 -2.7975 -0.878
0.3051 -0.0438 5.81 -1.3747 -2.3754 -0.4677
0.6102 -0.2469 5.82 -1.3952 -2.0474 -0.0663
0.7571 -0.3809 5.83 -1.1462 -2.2033 0.4029
0.5021 -0.5631 5.84 -0.8053 -1.8146 0.8174
0.0613 -0.7302 5.85 -0.4266 -1.6947 0.9603
-0.5434 -0.8994 5.86 -0.0079 -1.2995 1.137
-1.133 -1.1656 5.87 0.2275 -1.1548 0.9056
-1.3445 -1.1714 5.88 0.3093 -1.0639 0.7585
-1.379 -1.2576 5.89 0.1164 -1.0286 0.2936
-0.9903 -1.4312 5.9 -0.2219 -0.9258 -0.0752
-0.4205 -1.6176 5.91 -0.7488 -0.902 -0.4297
0.1151 -1.5573 5.92 -1.2659 -0.9465 -0.6082
0.4552 -1.5268 5.93 -1.6787 -1.1323 -0.6494
0.4854 -1.5963 5.94 -1.7559 -1.2526 -0.5221
0.1317 -1.6945 5.95 -1.8917 -1.3673 -0.3059
-0.4129 -1.5624 5.96 -1.8384 -1.6768 0.1443
-1.0842 -1.6008 5.97 -1.4984 -1.8251 0.5352
-1.347 -1.4579 5.98 -1.0508 -2.0075 0.9994
-1.5276 -1.5766 5.99 -0.5864 -2.4171 1.4241
-1.6777 -1.4497 6.0 -0.3258 -2.7084 1.5542
-1.0709 -1.2848 6.01 -0.1998 -2.6864 1.5205
-0.5302 -1.2823 6.02 -0.3302 -2.74 1.1982
-0.1031 -1.1419 6.03 -0.6714 -2.8208 1.0787
0.1409 -1.2819 6.04 -1.186 -2.9044 0.5492
0.081 -1.2201 6.05 -1.4477 -2.739 0.1953
-0.2815 -1.0979 6.06 -2.0603 -2.6153 -0.0898
-0.8489 -1.071 6.07 -2.156 -2.3698 -0.2585
-1.5017 -1.0255 6.08 -2.2567 -2.2813 -0.2275
-1.8991 -0.9793 6.09 -2.3079 -2.3129 -0.0104
-2.0049 -0.9192 6.1 -1.9329 -2.0897 0.3443
-1.669 -0.8495 6.11 -1.6919 -1.7782 0.8057
-1.3095 -0.9044 6.12 -1.1759 -1.5698 1.1289
-0.702 -0.9413 6.13 -0.8645 -1.1691 1.669
-0.2996 -0.9603 6.14 -0.7402 -1.1125 1.802
-0.1622 -0.8897 6.15 -0.7393 -0.8935 1.8558
-0.3275 -1.0695 6.16 -0.8739 -0.6482 2.0408
-0.7026 -1.1918 6.17 -1.5047 -0.5902 1.5834
-1.2144 -1.1635 6.18 -1.7091 -0.537 1.2607
-2.0058 -1.2451 6.19 -2.1559 -0.5591 0.8558
-2.0622 -1.3761 6.2 -2.8543 -0.6288 0.4527
-2.0945 -1.4484 6.21 -2.9019 -0.6607 0.2209
-2.129 -1.6223 6.22 -3.0108 -0.7922 0.1795
-1.5285 -1.5343 6.23 -2.737 -1.0665 0.2892
-0.9826 -1.9245 6.24 -2.0686 -1.244 0.5796
-0.4917 -1.7553 6.25 -1.6763 -1.4531 0.9115
-0.4619 -1.8027 6.26 -1.2971 -1.5261 1.4727
-0.743 -1.9884 6.27 -1.0002 -1.7878 1.9168
-1.0994 -1.8603 6.28 -0.9491 -2.0079 2.1441
-1.7393 -2.0292 6.29 -1.2159 -2.089 2.3097
-2.3122 -2.1245 6.3 -1.4755 -2.2164 2.2566
-2.6616 -2.0627 6.31 -1.8975 -2.1893 2.304
-2.316 -1.9185 6.32 -2.5659 -2.054 1.6798
-2.0604 -1.9414 6.33 -2.8191 -2.2511 1.5056
-1.7067 -1.8673 6.34 -3.0563 -1.9229 1.1123
-1.0434 -1.969 6.35 -3.0407 -1.656 0.6525
-0.6721 -1.8505 6.36 -2.9307 -1.781 0.5847
-0.6494 -1.681 6.37 -2.4419 -1.4894 0.5826
-1.0949 -1.4801 6.38 -1.6918 -1.2396 0.7144
-1.448 -1.3539 6.39 -1.462 -0.8297 1.1002
-2.293 -1.0882 6.4 -1.1483 -0.6475 1.3852
-2.849 -0.823 6.41 -1.0814 -0.4453 1.8208
-2.9188 -0.7561 6.42 -1.0481 -0.1843 2.3804
-2.7962 -0.4933 6.43 -1.4715 -0.0121 2.7487
-2.2126 -0.2777 6.44 -1.8367 0.1166 2.5796
-1.7117 -0.1054 6.45 -2.1217 0.2369 2.4142
-1.1182 0.0733 6.46 -2.6205 0.2434 2.4717
-0.8744 0.2514 6.47 -3.1341 0.2508 2.1391
-0.8638 0.4136 6.48 -3.0443 0.1864 1.5431
-1.1779 0.6002 6.49 -2.8509 0.0924 1.1653
-1.9611 0.683 6.5 -2.4031 -0.0575 0.8049
-2.5229 0.87 6.51 -1.6942 -0.2085 0.7377
-2.7062 0.8604 6.52 -1.4506 -0.4498 0.8541
-2.7862 0.9549 6.53 -0.9644 -0.6607 1.0158
-2.5245 0.9174 6.54 -0.7812 -0.8094 1.6103
-2.1273 0.9776 6.55 -0.7744 -0.9937 1.9302
-1.5539 1.0335 6.56 -1.0771 -1.2002 2.5203
-1.2244 0.9079 6.57 -1.3444 -1.1802 2.6795
-0.9439 0.8085 6.58 -1.6882 -1.3053 3.0464
-1.1401 0.8342 6.59 -2.1217 -1.4616 2.7872
-1.4693 0.634 6.6 -2.42 -1.3395 2.6607
-2.2697 0.5393 6.61 -2.3796 -1.2039 2.4029
-2.7656 0.3365 6.62 -2.2593 -1.0901 2.0322
-2.6695 0.1625 6.63 -2.1621 -0.8903 1.445
-3.1923 -0.0352 6.64 -1.5535 -0.7786 1.2746
-2.6189 -0.238 6.65 -1.2442 -0.5268 0.9828
-1.9767 -0.4872 6.66 -0.6729 -0.3337 0.9402
-1.6184 -0.6898 6.67 -0.4521 -0.0712 1.0647
-1.1038 -0.7938 6.68 -0.3855 0.1714 1.4675
-1.0305 -1.118 6.69 -0.5272 0.4258 1.6691
-1.2919 -1.1662 6.7 -0.8884 0.5812 2.05
-1.6216 -1.6132 6.71 -1.3916 0.7575 2.3437
-2.4173 -1.5295 6.72 -1.6154 0.9235 2.9484
-2.5933 -1.7836 6.73 -1.9228 0.9837 3.1219
-2.8991 -1.9515 6.74 -1.9456 0.8662 2.794
-3.063 -2.0312 6.75 -1.9401 0.8916 2.842
-2.4805 -2.2754 6.76 -1.7712 0.7708 2.0307
-1.8364 -2.3491 6.77 -1.3489 0.762 1.7597
-1.3815 -2.4119 6.78 -0.831 0.5332 1.4005
-0.9594 -2.3796 6.79 -0.3068 0.3249 1.0595
-0.8794 -2.5852 6.8 -0.0026 0.1381 0.9084
-1.1647 -2.5708 6.81 0.1306 -0.0688 1.0476
-1.5986 -2.3631 6.82 0.0307 -0.2981 1.2546
-2.5008 -2.2149 6.83 -0.2504 -0.473 1.4147
-2.6858 -2.2641 6.84 -0.6582 -0.6319 1.8719
-2.7057 -2.1529 6.85 -1.1154 -0.7674 2.3943
-2.5473 -1.9737 6.86 -1.4597 -0.915 2.947
-2.3927 -1.9183 6.87 -1.4726 -0.8162 2.9073
-1.7206 -1.9026 6.88 -1.4416 -0.8165 2.7111
-1.0797 -1.7398 6.89 -1.348 -0.8813 2.7762
-0.8683 -1.6551 6.9 -0.9002 -0.7145 2.282
-0.9276 -1.4867 6.91 -0.4221 -0.563 2.0191
-1.1339 -1.4843 6.92 0.0576 -0.3303 1.5506
-1.779 -1.1857 6.93 0.4496 -0.1377 1.1778
-2.0515 -1.2702 6.94 0.5668 0.073 1.0158
-2.8549 -1.0994 6.95 0.5963 0.3005 0.8578
-2.6696 -1.0284 6.96 0.3403 0.5563 0.9028
-2.6026 -1.0463 6.97 -0.0452 0.7421 1.3866
-1.6971 -0.8685 6.98 -0.4688 0.8797 1.5589
-1.3521 -0.8218 6.99 -0.9221 0.9156 2.1671
-0.7766 -0.9211 7.0 -1.0825 1.0552 2.4419
-0.5778 -0.897 7.01 -1.1551 1.1826 2.5773
-0.7049 -0.8397 7.02 -0.9799 1.1039 2.6096
-1.0848 -1.0366 7.03 -0.6538 0.9996 2.7527
-1.7317 -0.9225 7.04 -0.1358 0.839 2.4763
-1.9681 -1.1349 7.05 0.3809 0.8126 2.222
-2.4149 -1.1496 7.06 0.7288 0.617 1.6521
-2.1908 -1.1101 7.07 0.9865 0.3621 1.1715
-2.2283 -1.1403 7.08 1.0486 0.1382 0.9104
-1.4749 -1.3835 7.09 0.856 -0.1102 0.7612
-0.8968 -1.4621 7.1 0.3903 -0.3529 0.7354
-0.423 -1.568 7.11 -0.0129 -0.5427 0.9512
-0.3134 -1.6718 7.12 -0.4411 -0.7789 1.337
-0.5669 -1.5974 7.13 -0.7196 -0.7973 1.5629
-0.8982 -1.6496 7.14 -0.8578 -0.9528 2.0043
-1.4627 -1.6918 7.15 -0.8247 -0.9996 2.4548
-2.1396 -1.7131 7.16 -0.4943 -1.0276 2.4219
-2.3044 -1.7326 7.17 -0.0254 -1.0178 2.5473
-2.1819 -1.6727 7.18 0.4161 -0.8495 2.3453
-1.567 -1.5114 7.19 0.8404 -0.6673 2.1181
-0.9579 -1.4398 7.2 1.216 -0.5761 1.6409
-0.5053 -1.3587 7.21 1.2858 -0.3543 1.2705
-0.1099 -1.1602 7.22 0.9841 -0.1388 0.7727
-0.0624 -1.1744 7.23 0.6385 0.0738 0.5554
-0.3125 -0.9666 7.24 0.26 0.2708 0.3951
-0.8008 -0.8623 7.25 -0.1971 0.476 0.5258
-1.4152 -0.6882 7.26 -0.5333 0.5436 0.6802
-1.6335 -0.5263 7.27 -0.8077 0.7114 0.9872
-1.9945 -0.3401 7.28 -0.7156 0.8082 1.4414
-1.5346 -0.2002 7.29 -0.4644 0.8067 1.8796
-1.1276 -0.0189 7.3 -0.1253 0.7361 2.1368
-0.6296 0.1445 7.31 0.3187 0.5657 2.1623
-0.0614 0.3247 7.32 0.7175 0.5039 2.3004
0.2316 0.4498 7.33 1.1017 0.2912 1.7602
0.2125 0.5513 7.34 1.1159 0.0636 1.6429
-0.1596 0.6696 7.35 1.0394 -0.1591 0.9965
-0.6367 0.7806 7.36 0.7976 -0.4279 0.5856
-1.3074 0.8878 7.37 0.3022 -0.7088 0.3249
-1.5816 0.8834 7.38 -0.1941 -0.9305 0.0928
-1.6896 0.9031 7.39 -0.5403 -1.2071 0.0702
-1.3354 0.8756 7.4 -0.8683 -1.3141 0.2104
-0.7226 0.9607 7.41 -0.9409 -1.4222 0.5245
-0.1351 0.8837 7.42 -0.8175 -1.5639 0.9745
0.3617 0.7255 7.43 -0.4037 -1.6863 1.2895
0.5464 0.6939 7.44 0.0057 -1.4306 1.5487
0.4453 0.4699 7.45 0.4429 -1.3883 1.9804
0.0097 0.3382 7.46 0.8426 -1.2972 1.7979
-0.5776 0.1947 7.47 0.9986 -1.3397 1.5421
-1.0572 0.0006 7.48 0.7832 -1.1336 1.4819
-1.371 -0.1816 7.49 0.5606 -0.9887 0.933
-1.1523 -0.4271 7.5 0.1692 -0.7675 0.4555
-0.8834 -0.6783 7.51 -0.3122 -0.454 0.0943
-0.3122 -0.7758 7.52 -0.7718 -0.2882 -0.2047
0.2736 -1.0782 7.53 -1.2251 -0.1399 -0.3529
0.7049 -1.2661 7.54 -1.2548 -0.0206 -0.2829
0.8113 -1.406 7.55 -1.1544 0.0762 -0.0496
0.558 -1.7816 7.56 -0.8714 0.1085 0.2693
0.1224 -2.0436 7.57 -0.4856 0.1136 0.7581
-0.4775 -1.9763 7.58 -0.0326 0.0564 1.1453
-0.8579 -2.1179 7.59 0.307 -0.0548 1.4257
-1.2002 -2.3762 7.6 0.566 -0.1942 1.5971
-0.996 -2.4431 7.61 0.5324 -0.3609 1.3277
-0.5611 -2.6338 7.62 0.2743 -0.6113 1.1205
0.0405 -2.5045 7.63 -0.0999 -0.7615 0.8368
0.5935 -2.3938 7.64 -0.6023 -0.9875 0.3246
0.8513 -2.4099 7.65 -1.009 -1.4395 -0.0944
0.9246 -2.6741 7.66 -1.509 -1.522 -0.478
0.6623 -2.4849 7.67 -1.5588 -1.618 -0.6304
0.1608 -2.2856 7.68 -1.6992 -2.0936 -0.7386
-0.3499 -2.1426 7.69 -1.3809 -2.0919 -0.6174
-0.8738 -2.0752 7.7 -0.9404 -2.2854 -0.3033
-0.8715 -1.9577 7.71 -0.5809 -2.2597 0.0739
-0.7495 -1.8998 7.72 -0.1674 -1.9654 0.4758
-0.2668 -1.844 7.73 0.0962 -1.9019 0.817
0.361 -1.6951 7.74 0.1458 -1.8654 1.1187
0.9251 -1.4579 7.75 -0.009 -1.8373 1.0652
1.1357 -1.354 7.76 -0.3791 -1.5421 0.8875
1.0755 -1.2428 7.77 -0.7603 -1.3342 0.6331
0.7375 -1.0677 7.78 -1.3875 -1.1803 0.2289
0.1392 -0.899 7.79 -1.7114 -0.9456 -0.2215
-0.3955 -0.8146 7.8 -2.1598 -0.7693 -0.648
-0.7959 -0.6402 7.81 -2.1544 -0.5058 -0.8981
-0.8384 -0.5459 7.82 -1.6425 -0.3753 -1.1723
-0.5138 -0.4587 7.83 -1.4561 -0.3317 -1.0779
-0.0082 -0.4201 7.84 -1.1189 -0.243 -0.7995
0.5641 -0.3176 7.85 -0.5623 -0.2452 -0.5553
1.0551 -0.2964 7.86 -0.2594 -0.305 -0.1165
1.0977 -0.2462 7.87 -0.1482 -0.4335 0.2766
1.1383 -0.2439 7.88 -0.2431 -0.576 0.52
0.6513 -0.2865 7.89 -0.5015 -0.7082 0.6662
0.0519 -0.3068 7.9 -0.9329 -0.9147 0.7365
-0.48 -0.3073 7.91 -1.562 -1.2605 0.45
-0.7288 -0.3756 7.92 -1.7254 -1.469 0.1063
-0.7838 -0.463 7.93 -2.1125 -1.6049 -0.3339
-0.3589 -0.4793 7.94 -2.4694 -1.884 -0.8074
0.1684 -0.5974 7.95 -2.0069 -1.8878 -1.2533
0.6702 -0.5603 7.96 -1.8009 -1.9295 -1.5137
1.1561 -0.7305 7.97 -1.3111 -2.2584 -1.5766
1.2726 -0.7892 7.98 -0.8289 -2.2617 -1.37
1.0413 -0.8123 7.99 -0.4841 -2.4029 -1.1304
0.427 -0.9016 8.0 -0.2917 -2.3556 -0.6824
-0.1131 -0.8053 8.01 -0.3159 -1.9874 -0.2556
-0.5565 -0.8668 8.02 -0.5303 -1.9815 0.1203
-0.7955 -0.936 8.03 -0.9608 -1.5461 0.3349
-0.6876 -0.8497 8.04 -1.3185 -1.5196 0.4426
-0.3272 -0.7853 8.05 -1.9409 -1.3523 0.2777
0.2575 -0.7111 8.06 -2.0165 -1.0466 0.0276
0.7928 -0.7724 8.07 -2.1194 -0.736 -0.3698
1.0186 -0.6552 8.08 -1.9877 -0.4957 -0.8425
0.9813 -0.4911 8.09 -1.9317 -0.3375 -1.297
0.787 -0.4592 8.1 -1.5331 -0.2067 -1.6369
0.2299 -0.3301 8.11 -1.0053 -0.1022 -1.8389
-0.3699 -0.2215 8.12 -0.5562 -0.0287 -1.6212
-0.8679 -0.0693 8.13 -0.2621 -0.0204 -1.4416
-0.8779 0.0571 8.14 -0.2022 -0.0571 -1.1634
-0.7637 0.2014 8.15 -0.3626 -0.1538 -0.6537
-0.3045 0.3056 8.16 -0.6861 -0.2577 -0.2805
0.2668 0.4333 8.17 -1.125 -0.4388 0.0083
0.8126 0.587 8.18 -1.4489 -0.5579 0.1646
0.937 0.6675 8.19 -1.718 -0.8089 0.1851
0.8692 0.8007 8.2 -1.9139 -0.9879 -0.0136
0.5045 0.9021 8.21 -1.8677 -1.1982 -0.3726
-0.0724 0.8646 8.22 -1.6927 -1.3653 -0.7065
-0.6318 0.9289 8.23 -1.1974 -1.6338 -1.2104
-1.0372 1.0288 8.24 -0.8136 -1.6082 -1.4989
-0.9884 1.0155 8.25 -0.3578 -1.8224 -1.6697
-0.7782 0.8469 8.26 -0.0052 -1.5649 -1.9682
-0.3195 0.7933 8.27 0.1318 -1.7626 -1.915
0.2449 0.758 8.28 0.0712 -1.4087 -1.5548
0.7126 0.7028 8.29 -0.1982 -1.3554 -1.1703
0.8876 0.5519 8.3 -0.5649 -1.2342 -0.6839
0.6571 0.3983 8.31 -1.0839 -0.8919 -0.3199
0.1829 0.2354 8.32 -1.4843 -0.8143 -0.0373
-0.4573 0.0614 8.33 -1.5308 -0.46 0.0622
-0.8922 -0.1264 8.34 -1.4409 -0.2245 -0.0161
-1.3149 -0.3263 8.35 -1.3226 0.0176 -0.2785
-1.1589 -0.4981 8.36 -0.8893 0.2654 -0.6372
-0.9568 -0.7294 8.37 -0.4527 0.4617 -0.9982
-0.3642 -0.9167 8.38 0.0114 0.5657 -1.6203
0.1654 -1.0764 8.39 0.4387 0.7479 -1.913
0.5657 -1.3317 8.4 0.6582 0.8213 -1.908
0.5872 -1.6816 8.41 0.6785 0.7284 -1.8012
0.3119 -1.8209 8.42 0.427 0.8001 -1.861
-0.1764 -1.8617 8.43 0.0695 0.7516 -1.4598
-0.8528 -2.0942 8.44 -0.3778 0.559 -1.0506
-1.3251 -2.311 8.45 -0.7358 0.4019 -0.5744
-1.4365 -2.4158 8.46 -1.0416 0.2643 -0.2354
-1.3111 -2.1459 8.47 -0.9951 0.0561 -0.0161
-1.0101 -2.3715 8.48 -0.9637 -0.1172 0.0084
-0.475 -2.5932 8.49 -0.5258 -0.3199 -0.1538
0.0556 -2.5404 8.5 -0.0585 -0.5 -0.47
0.3383 -2.1985 8.51 0.4253 -0.5521 -0.843
0.357 -2.0888 8.52 0.8744 -0.698 -1.2004
0.0002 -2.2434 8.53 1.161 -0.6405 -1.5727
-0.5375 -2.0318 8.54 1.1333 -0.6465 -1.7063
-1.1286 -1.9521 8.55 1.0786 -0.6335 -2.1474
-1.615 -1.656 8.56 0.7525 -0.5483 -1.8755
-1.646 -1.5563 8.57 0.3253 -0.3945 -1.6009
-1.4964 -1.4547 8.58 -0.0558 -0.1652 -1.2104
-1.1598 -1.1297 8.59 -0.3955 0.0615 -0.7695
-0.5222 -0.926 8.6 -0.4772 0.3068 -0.35
-0.0414 -0.8168 8.61 -0.4021 0.5926 -0.0797
0.1678 -0.6069 8.62 -0.0776 0.8528 0.0569
0.0778 -0.4125 8.63 0.364 1.0658 0.0024
-0.353 -0.2278 8.64 0.8546 1.2549 -0.2429
-0.9446 -0.0625 8.65 1.4618 1.4551 -0.5865
-1.4402 0.1045 8.66 1.8134 1.6784 -0.912
-1.9472 0.2307 8.67 1.8558 1.6106 -1.2787
-1.7522 0.4141 8.68 1.7383 1.9669 -1.5556
-1.745 0.5503 8.69 1.3844 1.8775 -1.9252
-1.2019 0.5465 8.7 1.0116 1.9192 -1.9415
-0.606 0.6484 8.71 0.5946 1.6831 -1.6261
-0.1296 0.708 8.72 0.2174 1.4816 -1.2869
0.0253 0.8226 8.73 0.0207 1.3568 -0.87
-0.1467 0.7025 8.74 0.0418 1.2616 -0.4773
-0.5568 0.8116 8.75 0.2684 0.9192 -0.1214
-1.1034 0.7896 8.76 0.7282 0.7845 0.1101
-1.7497 0.6887 8.77 1.1222 0.6106 0.1495
-1.996 0.6896 8.78 1.5207 0.4043 0.0319
-1.8355 0.5402 8.79 1.962 0.3055 -0.2537
-1.5891 0.5395 8.8 2.3057 0.2381 -0.6324
-1.1973 0.3936 8.81 1.9649 0.1768 -1.0158
-0.5012 0.3644 8.82 1.9725 0.2104 -1.3795
-0.1645 0.2679 8.83 1.4592 0.2523 -1.8268
-0.0983 0.189 8.84 1.0033 0.41 -1.7812
-0.3557 0.1 8.85 0.679 0.5667 -1.5306
-0.9237 0.0372 8.86 0.3793 0.7555 -1.466
-1.3254 -0.0208 8.87 0.3023 1.0008 -0.9202
-1.8016 -0.0624 8.88 0.4562 1.2023 -0.5574
-2.0488 -0.0978 8.89 0.7598 1.5555 -0.158
-1.806 -0.1189 8.9 1.3312 1.7297 0.1592
-1.6679 -0.1378 8.91 1.7578 2.0112 0.2966
-1.0768 -0.1279 8.92 2.3219 1.8991 0.2971
-0.4639 -0.1009 8.93 2.3804 2.4663 0.0856
-0.1858 -0.0566 8.94 2.2442 2.3394 -0.2548
-0.1729 -0.0041 8.95 2.2022 2.538 -0.7244
-0.5198 0.0597 8.96 1.6944 2.6959 -0.9816
-1.0796 0.1229 8.97 1.2978 2.6734 -1.2836
-1.7488 0.2161 8.98 0.8268 2.5057 -1.461
-1.8879 0.306 8.99 0.5155 2.3021 -1.68
-2.0089 0.4267 9.0 0.3377 2.0195 -1.5103
-1.8997 0.4747 9.01 0.4245 1.8935 -1.0004
-1.502 0.5898 9.02 0.6935 1.5968 -0.595
-0.8827 0.7616 9.03 1.2257 1.3892 -0.1906
