# y : intensity
#y4 y2 y1 y5 time y3
-0.9482 -1.3326 -0.9882 -0.5547 4.59 -0.5839
-0.4758 -1.4736 -0.7393 -0.9999 4.6 -0.446
0.2396 -1.203 -0.4518 -2.172 4.61 -0.3055
0.8383 -1.0194 -0.2098 -2.6091 4.62 -0.2723
0.7666 -0.9242 0.0099 -2.1058 4.63 -0.2611
0.0639 -0.6933 0.2498 -0.9682 4.64 -0.2713
-0.9849 -0.509 0.4702 -0.5905 4.65 -0.3316
-1.7865 -0.3709 0.6541 -1.1405 4.66 -0.4521
-1.7464 -0.2554 0.7391 -2.2844 4.67 -0.6392
-1.3074 -0.0973 0.8127 -2.6951 4.68 -0.9292
-0.5902 0.0157 1.0808 -1.9311 4.69 -1.0625
-0.352 0.1219 1.1862 -0.9186 4.7 -1.3033
-0.7852 0.2043 1.1258 -0.4525 4.71 -1.594
-1.5784 0.2705 1.193 -0.9939 4.72 -1.7578
-2.3788 0.329 1.102 -2.1504 4.73 -2.0014
-2.7785 0.3086 1.0183 -2.517 4.74 -2.4899
-1.9408 0.3066 0.9158 -1.7734 4.75 -2.7517
-1.1705 0.2902 0.8276 -0.7031 4.76 -2.6876
-0.5447 0.2921 0.839 -0.4129 4.77 -2.8019
-0.3911 0.2462 0.6587 -1.0851 4.78 -2.5248
-0.8119 0.1988 0.4606 -2.2228 4.79 -2.5041
-1.6187 0.1745 0.2762 -2.3129 4.8 -2.6659
-1.9186 0.1134 0.1193 -1.7031 4.81 -2.5146
-1.3485 0.0757 -0.0762 -0.5976 4.82 -2.3507
-0.4012 0.0397 -0.2616 -0.334 4.83 -1.9684
0.5795 0.0127 -0.4681 -0.9994 4.84 -1.574
1.1244 0.0048 -0.6975 -1.9829 4.85 -1.498
0.8931 0.0127 -0.8275 -2.2802 4.86 -1.0224
0.2367 0.037 -0.9449 -1.4759 4.87 -0.8278
-0.3126 0.0744 -1.2374 -0.4918 4.88 -0.5829
-0.3206 0.1528 -1.3567 -0.2402 4.89 -0.4094
0.293 0.2015 -1.562 -0.9661 4.9 -0.2604
1.1427 0.2908 -1.5204 -1.9944 4.91 -0.1807
1.6176 0.4216 -1.7873 -2.2126 4.92 -0.1264
1.5056 0.4953 -1.5644 -1.383 4.93 -0.1193
0.7371 0.6878 -1.5697 -0.3183 4.94 -0.1691
-0.1173 0.829 -1.707 -0.1338 4.95 -0.237
-0.5988 0.8889 -1.6463 -0.8379 4.96 -0.3831
-0.5099 0.9841 -1.6672 -1.7802 4.97 -0.5132
0.1171 1.1931 -1.6103 -1.9354 4.98 -0.6585
0.6418 1.0914 -1.625 -1.0876 4.99 -0.8291
0.7095 1.2431 -1.7322 -0.1672 5.0 -0.9058
0.0821 1.4253 -1.3857 -0.0329 5.01 -0.9409
-0.9348 1.2419 -1.5377 -0.8998 5.02 -1.1006
-1.4829 1.423 -1.3682 -1.5779 5.03 -1.0103
-1.7339 1.3995 -1.166 -1.717 5.04 -1.0522
-1.1883 1.1461 -1.2247 -0.9439 5.05 -0.8952
-0.3486 1.2222 -1.1503 0.005 5.06 -0.7266
0.1178 1.056 -0.9737 0.0725 5.07 -0.5502
-0.0145 0.9061 -0.8411 -0.7985 5.08 -0.2845
-0.6461 0.6333 -0.7919 -1.653 5.09 0.0294
-1.2734 0.463 -0.8272 -1.7586 5.1 0.3511
-1.5398 0.2969 -0.6895 -0.7409 5.11 0.7229
-0.9547 0.0531 -0.7084 0.1638 5.12 0.9032
0.1298 -0.173 -0.6782 0.1534 5.13 1.1975
1.0731 -0.3639 -0.6792 -0.6475 5.14 1.6126
1.327 -0.5918 -0.66 -1.5042 5.15 1.9271
0.9401 -0.7192 -0.6333 -1.5331 5.16 2.0972
0.3709 -1.0027 -0.6948 -0.4822 5.17 2.0741
0.04 -1.0376 -0.6992 0.3397 5.18 2.5062
0.3247 -1.1637 -0.6656 0.2805 5.19 2.4845
1.0151 -1.1555 -0.7457 -0.6251 5.2 2.145
2.1483 -1.2357 -0.7636 -1.5445 5.21 2.2581
2.6222 -1.2919 -0.8663 -1.3402 5.22 2.2752
2.4088 -1.1095 -0.8921 -0.3314 5.23 2.1867
1.5023 -1.1705 -0.8586 0.5039 5.24 1.9788
0.7207 -0.9488 -0.9167 0.3594 5.25 1.7529
0.384 -0.8683 -0.9539 -0.5348 5.26 1.3905
0.7522 -0.6251 -1.0774 -1.2385 5.27 1.4379
1.2987 -0.3771 -1.0079 -1.0636 5.28 1.2901
2.0258 -0.1122 -1.0753 -0.1855 5.29 1.1515
1.7556 0.1688 -0.9632 0.6452 5.3 0.9625
0.9865 0.4428 -1.04 0.4155 5.31 0.8864
-0.0267 0.8104 -0.9066 -0.5379 5.32 0.9596
-0.6228 1.0371 -0.9461 -1.3483 5.33 0.931
-0.5803 1.3816 -0.8855 -0.945 5.34 1.1952
-0.0447 1.4944 -0.7435 -0.0144 5.35 1.186
0.5956 1.9926 -0.7247 0.6803 5.36 1.3913
0.9067 2.1556 -0.5792 0.5131 5.37 1.5225
0.4596 2.4575 -0.6012 -0.4997 5.38 1.9617
-0.3519 2.6491 -0.432 -1.2734 5.39 2.1189
-0.9506 2.671 -0.3745 -0.831 5.4 2.1269
-1.1075 2.8074 -0.2979 0.1361 5.41 2.2336
-0.3641 2.4632 -0.2102 0.7784 5.42 2.6009
0.5301 2.5711 -0.122 0.4705 5.43 2.4697
1.3528 2.445 -0.0571 -0.4313 5.44 2.3283
1.4828 2.3404 -0.0098 -1.1607 5.45 2.249
0.9742 2.4973 0.028 -0.6802 5.46 2.2553
0.3384 2.1029 0.0441 0.2734 5.47 2.2652
0.1244 2.0414 0.05 0.8651 5.48 1.8841
0.6297 1.9811 0.0302 0.515 5.49 1.7358
1.6393 1.5892 -0.0106 -0.4643 5.5 1.4219
2.5516 1.2231 -0.0752 -1.1306 5.51 1.1524
2.7229 1.1086 -0.166 -0.6257 5.52 0.721
2.3953 0.8228 -0.2362 0.3914 5.53 0.4068
1.8077 0.5307 -0.3415 0.9476 5.54 0.1115
1.1782 0.3066 -0.5283 0.5422 5.55 -0.1708
0.9548 0.1095 -0.6949 -0.4751 5.56 -0.4156
1.7461 -0.0833 -0.9085 -1.0355 5.57 -0.6335
2.3598 -0.2194 -0.9532 -0.5396 5.58 -0.7871
2.5926 -0.3277 -1.2004 0.4816 5.59 -0.9242
2.1933 -0.4705 -1.5158 1.0576 5.6 -1.0012
1.3993 -0.5211 -1.6439 0.471 5.61 -0.908
0.5077 -0.5197 -1.856 -0.5192 5.62 -0.8204
0.0112 -0.5375 -2.081 -1.0831 5.63 -0.8793
0.1969 -0.4158 -1.9239 -0.4523 5.64 -0.7103
0.7211 -0.4101 -2.0851 0.5007 5.65 -0.5772
1.4165 -0.2736 -2.4188 0.964 5.66 -0.467
1.3182 -0.1434 -2.5305 0.4415 5.67 -0.3016
0.6267 -0.0011 -2.5053 -0.5507 5.68 -0.2413
-0.3056 0.1544 -2.6819 -0.9242 5.69 -0.1616
-0.9366 0.3314 -2.5533 -0.3926 5.7 -0.1649
-0.8055 0.5261 -2.9275 0.5544 5.71 -0.1783
-0.1954 0.6318 -2.4214 0.919 5.72 -0.2717
0.6724 0.7884 -2.6235 0.425 5.73 -0.3495
1.1328 0.8447 -2.527 -0.6692 5.74 -0.5718
0.915 1.0325 -2.31 -1.0463 5.75 -0.8439
0.3641 1.2791 -2.2349 -0.4051 5.76 -1.0953
-0.2202 1.145 -1.9239 0.6371 5.77 -1.2096
-0.2533 1.4375 -1.8397 1.0308 5.78 -1.7366
0.3628 1.424 -1.8034 0.2878 5.79 -1.734
1.4098 1.4929 -1.4874 -0.6549 5.8 -2.1881
2.2837 1.3986 -1.3172 -1.0779 5.81 -2.4823
2.1587 1.2537 -1.0728 -0.3823 5.82 -2.5458
1.9369 1.2873 -0.8174 0.6459 5.83 -2.7372
1.1106 1.2524 -0.4661 0.9273 5.84 -2.9862
0.7631 1.1276 -0.2722 0.1967 5.85 -2.8277
1.0907 1.22 -0.0412 -0.8334 5.86 -3.1926
1.8313 1.0733 0.1639 -1.0862 5.87 -2.8152
2.7191 0.9782 0.3707 -0.3407 5.88 -3.009
2.9842 0.9593 0.601 0.5518 5.89 -2.869
2.4998 0.9025 0.6799 0.7573 5.9 -2.4786
1.3751 0.9773 0.853 0.0743 5.91 -2.2076
0.539 0.9356 0.9483 -0.9198 5.92 -1.7668
0.1893 0.9878 0.9567 -1.1119 5.93 -1.5494
0.4971 0.9146 1.06 -0.4066 5.94 -1.3548
1.0742 1.0429 1.0441 0.5099 5.95 -1.182
1.5531 0.935 0.8998 0.6567 5.96 -1.0178
1.1301 1.1939 0.9158 -0.0683 5.97 -0.8736
0.3266 1.1728 0.7967 -0.9856 5.98 -0.6373
-0.6312 1.3272 0.5691 -1.2647 5.99 -0.604
-1.2481 1.2699 0.4284 -0.3701 6.0 -0.6305
-0.9961 1.4668 0.253 0.5172 6.01 -0.5976
-0.3456 1.6127 0.0471 0.5726 6.02 -0.7362
0.3339 1.7773 -0.1737 -0.2135 6.03 -0.753
0.4897 1.7224 -0.4159 -1.1451 6.04 -0.9889
0.1184 1.8759 -0.6702 -1.1956 6.05 -0.9796
-0.6857 1.9632 -0.9131 -0.4803 6.06 -1.1817
-1.169 1.8317 -1.2041 0.4851 6.07 -1.2907
-1.1072 2.1643 -1.5018 0.5208 6.08 -1.4913
-0.3701 1.8224 -1.7081 -0.3956 6.09 -1.4718
0.6057 1.981 -1.8919 -1.1869 6.1 -1.6729
1.3192 1.8358 -2.0927 -1.3906 6.11 -1.6463
1.2099 1.7917 -2.4093 -0.5215 6.12 -1.4009
0.8259 1.6491 -2.3402 0.3744 6.13 -1.2004
0.1342 1.4111 -2.3526 0.3759 6.14 -1.1558
-0.0518 1.2081 -2.7647 -0.5173 6.15 -0.7942
0.3787 1.1871 -2.5683 -1.5223 6.16 -0.5725
1.3302 0.9782 -2.9331 -1.446 6.17 -0.2802
1.9508 0.7021 -2.9944 -0.5388 6.18 0.0373
2.1686 0.4152 -2.8372 0.2695 6.19 0.414
1.612 0.2165 -2.4961 0.1864 6.2 0.7448
0.7432 -0.0038 -2.4967 -0.7594 6.21 1.092
0.0515 -0.2283 -2.4834 -1.6312 6.22 1.3311
-0.0249 -0.4176 -2.2325 -1.518 6.23 1.5057
0.4346 -0.5492 -2.1841 -0.6109 6.24 1.7607
1.0853 -0.6333 -1.9867 0.2024 6.25 1.7621
1.3316 -0.8267 -2.0359 0.038 6.26 2.2254
0.738 -0.8432 -1.6659 -0.9022 6.27 2.1192
-0.1659 -0.8908 -1.5714 -1.6041 6.28 1.9404
-1.0502 -0.842 -1.2563 -1.6167 6.29 1.9123
-1.667 -0.8622 -1.0031 -0.6842 6.3 2.0
-1.4353 -0.6946 -0.8695 0.09 6.31 1.8139
-0.6619 -0.5854 -0.6272 -0.1106 6.32 1.5397
-0.1389 -0.3903 -0.5239 -1.1093 6.33 1.5305
-0.1927 -0.1713 -0.33 -2.0072 6.34 1.2227
-0.8606 0.0764 -0.1907 -1.5002 6.35 0.9827
-1.7265 0.3155 -0.0544 -0.7417 6.36 1.0457
-2.2055 0.6525 0.0478 -0.0033 6.37 0.788
-1.9129 0.9676 0.1455 -0.2742 6.38 0.8496
-1.0959 1.1756 0.1838 -1.3898 6.39 0.8271
-0.3071 1.4207 0.2114 -1.827 6.4 0.8002
0.1953 1.7336 0.2618 -1.6258 6.41 0.9609
-0.0041 2.0508 0.2466 -0.8319 6.42 1.0084
-0.5593 2.2027 0.2205 -0.0939 6.43 1.3822
-1.1547 2.5363 0.1541 -0.4428 6.44 1.5002
-1.0897 2.7452 0.1018 -1.5233 6.45 1.857
-0.4408 2.8916 0.018 -2.1182 6.46 2.0838
0.5372 2.8613 -0.068 -1.7775 6.47 2.3295
1.305 2.5606 -0.1864 -0.8472 6.48 2.277
1.2701 2.9491 -0.261 -0.1867 6.49 2.4727
0.6991 2.9139 -0.4212 -0.5467 6.5 2.6121
-0.1569 2.6262 -0.4747 -1.7181 6.51 2.9048
-0.5395 2.4796 -0.62 -2.0593 6.52 2.875
-0.3885 2.0502 -0.7068 -1.8593 6.53 2.8071
0.2723 2.1987 -0.8401 -0.8231 6.54 2.7167
0.9203 1.7009 -0.906 -0.284 6.55 2.1453
0.95 1.6551 -0.9328 -0.7664 6.56 2.0013
0.3354 1.3536 -1.1158 -1.5822 6.57 1.929
-0.6612 1.0948 -1.0873 -2.1527 6.58 1.519
-1.4058 0.7703 -1.0121 -1.8869 6.59 1.2543
-1.804 0.4752 -1.0821 -0.832 6.6 0.8392
-1.3136 0.2224 -1.1096 -0.325 6.61 0.6433
-0.695 -0.0292 -1.0441 -0.8629 6.62 0.3637
-0.4629 -0.267 -1.2471 -1.7759 6.63 0.0754
-0.7414 -0.4695 -1.1284 -2.5554 6.64 -0.1434
-1.5773 -0.6198 -1.0076 -1.8206 6.65 -0.2821
-2.3596 -0.7583 -1.0167 -0.9276 6.66 -0.4034
-2.6752 -0.824 -0.9942 -0.3953 6.67 -0.496
-2.5633 -0.8403 -0.9888 -1.0069 6.68 -0.466
-1.5725 -0.9285 -0.8699 -1.7526 6.69 -0.4571
-0.8681 -0.8553 -0.8905 -2.3955 6.7 -0.3554
-0.7203 -0.8372 -0.7365 -1.6741 6.71 -0.3044
-1.1606 -0.657 -0.7272 -0.8668 6.72 -0.1776
-1.7909 -0.5806 -0.728 -0.4492 6.73 -0.0266
-2.0632 -0.4638 -0.6748 -1.0534 6.74 0.0983
-2.0745 -0.2992 -0.7357 -2.1809 6.75 0.223
-1.1096 -0.1863 -0.6544 -2.6015 6.76 0.3261
-0.1375 -0.0304 -0.6776 -1.704 6.77 0.3581
0.4498 0.116 -0.692 -0.8629 6.78 0.3566
0.3799 0.2699 -0.7651 -0.4225 6.79 0.356
-0.1981 0.3954 -0.8606 -0.9933 6.8 0.2351
-0.8392 0.5809 -0.78 -1.9241 6.81 0.0938
-1.1139 0.694 -0.9088 -2.5823 6.82 -0.0866
-0.5966 0.7606 -0.96 -1.7156 6.83 -0.3572
0.2337 0.7914 -1.1408 -0.7342 6.84 -0.6253
0.8988 0.7738 -1.1729 -0.4428 6.85 -0.7903
0.8711 0.8649 -1.1298 -1.0626 6.86 -1.1502
0.1785 0.809 -1.2313 -1.9629 6.87 -1.4153
-0.7424 0.9066 -1.3481 -2.1825 6.88 -1.5951
-1.3227 0.8321 -1.4999 -1.8002 6.89 -1.9321
-1.4101 0.6956 -1.465 -0.6276 6.9 -1.9865
-1.0543 0.7252 -1.6493 -0.3858 6.91 -2.2064
-0.3679 0.5374 -1.5069 -1.0647 6.92 -2.264
-0.2537 0.5056 -1.4531 -1.9865 6.93 -2.5076
-0.737 0.416 -1.4981 -2.2746 6.94 -2.6781
-1.6623 0.377 -1.634 -1.4952 6.95 -2.355
-2.6724 0.3079 -1.5559 -0.6106 6.96 -2.405
-3.0497 0.244 -1.4222 -0.3544 6.97 -2.179
-2.3743 0.203 -1.1994 -1.1258 6.98 -2.0299
-1.7589 0.1714 -1.2195 -2.173 6.99 -1.553
-1.1207 0.1891 -1.1449 -2.0247 7.0 -1.4863
-0.9429 0.1781 -0.8971 -1.2912 7.01 -1.2526
-1.7083 0.2207 -0.8999 -0.4041 7.02 -0.9279
-2.4445 0.2395 -0.6196 -0.3279 7.03 -0.8532
-2.5778 0.2959 -0.4542 -1.1705 7.04 -0.595
-2.3897 0.3627 -0.3246 -2.1538 7.05 -0.5102
-1.3784 0.4199 -0.1421 -2.0573 7.06 -0.483
-0.3223 0.5678 0.0423 -1.2987 7.07 -0.4338
0.1405 0.5922 0.2225 -0.3275 7.08 -0.4195
-0.0803 0.7235 0.383 -0.2386 7.09 -0.4745
-0.6931 0.8401 0.572 -1.0068 7.1 -0.5871
-1.0705 0.8648 0.6259 -1.842 7.11 -0.7697
-1.0807 0.8883 0.8581 -2.1187 7.12 -0.9592
-0.3619 0.9499 0.9427 -1.0219 7.13 -1.0967
0.5595 1.0723 0.9711 -0.1529 7.14 -1.2825
1.1344 0.9364 0.9792 -0.1151 7.15 -1.4942
0.9455 0.9762 1.017 -1.0024 7.16 -1.6421
0.3794 0.8997 1.1696 -1.9513 7.17 -1.5498
-0.5051 0.7124 0.9754 -1.748 7.18 -1.7551
-0.8318 0.7083 0.9279 -0.843 7.19 -1.7731
-0.7697 0.5326 0.8231 0.0217 7.2 -1.6077
-0.066 0.333 0.8372 -0.0116 7.21 -1.4543
0.4879 0.1355 0.6245 -0.8749 7.22 -1.4168
0.468 -0.085 0.5321 -1.76 7.23 -1.0551
-0.1732 -0.3304 0.2873 -1.7015 7.24 -0.8001
-1.1079 -0.5321 0.1041 -0.6754 7.25 -0.5715
-2.1061 -0.7879 -0.0956 0.2055 7.26 -0.248
-2.1223 -1.0536 -0.3539 0.1137 7.27 0.0568
-1.6841 -1.2338 -0.5123 -0.8575 7.28 0.392
-0.9081 -1.4911 -0.8444 -1.5619 7.29 0.6655
-0.4284 -1.5548 -0.9276 -1.4286 7.3 0.8993
-0.7309 -1.6426 -1.1649 -0.4148 7.31 1.1435
-1.381 -1.9528 -1.4539 0.4257 7.32 1.2182
-2.3588 -2.0302 -1.6763 0.2437 7.33 1.4811
-2.5089 -1.9684 -2.0054 -0.7205 7.34 1.5728
-1.6789 -2.1083 -2.051 -1.3762 7.35 1.3561
-0.9387 -1.8818 -2.2114 -1.1705 7.36 1.3163
-0.0482 -1.7304 -2.4129 -0.1543 7.37 1.1607
0.1965 -1.5891 -2.2218 0.6098 7.38 1.1001
-0.1403 -1.741 -2.5325 0.4028 7.39 1.0111
-0.7508 -1.4298 -2.3941 -0.4931 7.4 0.7317
-1.0298 -1.2706 -2.2657 -1.2921 7.41 0.659
-0.6625 -0.9858 -2.4179 -0.9867 7.42 0.4065
0.1704 -0.6303 -2.1202 0.0945 7.43 0.2715
1.2501 -0.3798 -1.8983 0.8431 7.44 0.1661
1.4899 -0.1232 -1.8117 0.5839 7.45 0.1002
1.5071 0.13 -1.6378 -0.3963 7.46 0.0656
0.7371 0.4155 -1.5591 -1.1246 7.47 0.0809
0.0978 0.6312 -1.2301 -0.6604 7.48 0.1521
-0.0682 0.855 -0.9603 0.3602 7.49 0.2777
0.3615 1.0219 -0.8167 1.0809 7.5 0.4416
1.2173 1.3608 -0.5207 0.6466 7.51 0.5649
1.6154 1.4498 -0.228 -0.247 7.52 0.8026
1.5462 1.5757 0.0454 -0.8295 7.53 1.0595
0.7458 1.5969 0.2926 -0.4499 7.54 1.267
-0.2314 1.5798 0.5225 0.6291 7.55 1.6076
-0.8531 1.3318 0.7639 1.1498 7.56 1.6699
-0.806 1.2517 1.01 0.911 7.57 1.8201
-0.2246 1.3022 1.2552 -0.1091 7.58 1.9291
0.3648 1.1201 1.3903 -0.6678 7.59 2.1059
0.4698 0.7748 1.4369 -0.1698 7.6 2.2056
0.0015 0.6784 1.6088 0.8633 7.61 2.1653
-0.7986 0.369 1.5989 1.4876 7.62 2.0815
-1.6881 0.1089 1.5728 0.9912 7.63 1.7162
-1.7373 -0.1679 1.6823 0.0234 7.64 1.505
-1.0517 -0.4322 1.7397 -0.4933 7.65 1.2532
-0.1773 -0.739 1.5284 0.0682 7.66 1.062
0.5051 -1.0483 1.4337 1.1112 7.67 0.7362
0.4865 -1.355 1.406 1.7609 7.68 0.5735
-0.0142 -1.5031 1.1813 1.0899 7.69 0.2686
-0.6049 -1.6371 1.1125 0.1713 7.7 0.0393
-0.7827 -2.0271 0.931 -0.2771 7.71 -0.1458
-0.2404 -2.1188 0.7599 0.3085 7.72 -0.2942
0.7992 -1.8956 0.4876 1.3439 7.73 -0.4326
1.807 -2.0731 0.3491 1.65 7.74 -0.5247
1.8667 -2.102 0.1348 1.144 7.75 -0.5095
1.8627 -2.2175 -0.0752 0.2912 7.76 -0.4558
0.9852 -2.2219 -0.251 -0.0877 7.77 -0.3076
0.578 -1.9474 -0.4711 0.5646 7.78 -0.1817
0.6674 -2.0331 -0.5989 1.6501 7.79 -0.0411
1.3876 -1.943 -0.7301 2.0943 7.8 0.145
2.2926 -1.8258 -0.8635 1.5135 7.81 0.344
2.6784 -1.6177 -1.0501 0.3729 7.82 0.4879
2.5158 -1.3945 -1.2096 0.0789 7.83 0.6521
1.5612 -1.2967 -1.2318 0.7088 7.84 0.726
0.5572 -0.9935 -1.2534 1.8968 7.85 0.8902
0.1799 -0.8229 -1.3383 2.1589 7.86 0.8456
0.4309 -0.7546 -1.1529 1.4181 7.87 0.7786
1.0171 -0.6926 -1.2949 0.5056 7.88 0.7235
1.521 -0.5035 -1.2559 0.2411 7.89 0.682
1.3572 -0.4728 -1.1951 1.0232 7.9 0.4848
0.6542 -0.3747 -1.0251 1.9845 7.91 0.2986
-0.2481 -0.3282 -0.9897 2.0525 7.92 0.0353
-0.8386 -0.3671 -0.7999 1.5564 7.93 -0.2298
-0.8569 -0.3177 -0.7763 0.6313 7.94 -0.4938
-0.2779 -0.3888 -0.5249 0.3574 7.95 -0.718
0.4778 -0.4448 -0.4169 1.1651 7.96 -1.0458
0.8222 -0.502 -0.3008 2.0164 7.97 -1.2681
0.6328 -0.5786 -0.1682 2.3403 7.98 -1.2922
-0.014 -0.5763 -0.0447 1.4685 7.99 -1.4152
-0.5849 -0.6701 0.0741 0.6411 8.0 -1.5095
-0.6014 -0.6944 0.1735 0.5795 8.01 -1.5035
-0.0048 -0.8707 0.2919 1.2692 8.02 -1.4564
1.0587 -0.8016 0.3836 2.1159 8.03 -1.3857
1.7853 -0.9546 0.4696 2.6027 8.04 -1.3087
1.9422 -0.8629 0.5009 1.6318 8.05 -1.0169
1.6797 -0.9889 0.5747 0.6931 8.06 -0.8699
0.9662 -0.8698 0.6369 0.6065 8.07 -0.7358
0.6698 -0.8447 0.6534 1.501 8.08 -0.4551
1.0593 -0.9181 0.6331 2.4142 8.09 -0.2179
1.869 -0.7937 0.6206 2.3589 8.1 -0.0101
2.8945 -0.8104 0.5933 1.7102 8.11 0.1612
3.0423 -0.6232 0.5764 0.8147 8.12 0.2891
2.517 -0.5862 0.515 0.7076 8.13 0.3799
1.6066 -0.5162 0.4961 1.507 8.14 0.3824
0.9837 -0.3746 0.483 2.5693 8.15 0.4033
0.732 -0.33 0.4059 2.3229 8.16 0.3252
1.3012 -0.2435 0.3859 1.756 8.17 0.2412
1.782 -0.1727 0.2933 0.8143 8.18 0.0681
2.1037 -0.1165 0.2974 0.8453 8.19 -0.1233
1.9487 -0.0822 0.2468 1.7946 8.2 -0.345
1.0293 -0.0724 0.2779 2.7604 8.21 -0.5534
0.0707 -0.0962 0.253 2.6684 8.22 -0.7543
-0.5131 -0.1472 0.2809 1.6323 8.23 -0.8338
-0.3559 -0.2048 0.2661 0.7254 8.24 -1.1661
0.2711 -0.2799 0.3264 0.8312 8.25 -1.0975
0.8804 -0.4154 0.3747 1.662 8.26 -1.2542
1.0563 -0.5713 0.3879 2.3442 8.27 -1.1886
0.4844 -0.6969 0.4518 2.6912 8.28 -1.3768
-0.3454 -0.9798 0.5458 1.67 8.29 -1.2064
-0.9975 -1.0341 0.5831 0.6825 8.3 -1.1368
-0.9288 -1.4799 0.7195 0.8025 8.31 -0.7674
-0.1644 -1.4659 0.8022 1.9817 8.32 -0.5944
0.7737 -1.8812 0.8024 2.3646 8.33 -0.4075
1.2925 -2.1666 0.9787 2.3804 8.34 -0.153
1.4075 -1.993 0.9736 1.5547 8.35 0.1097
0.8456 -2.5216 1.1259 0.7472 8.36 0.374
0.2514 -2.3005 1.0527 0.8729 8.37 0.5224
0.1155 -2.4023 1.0835 2.0031 8.38 0.7024
0.6236 -2.8812 1.0866 2.6898 8.39 0.9491
1.572 -2.745 1.2463 2.5629 8.4 1.016
2.3991 -2.5269 1.0241 1.3404 8.41 0.9269
2.7743 -2.7191 1.0491 0.6778 8.42 0.9458
2.296 -2.7498 0.9562 0.8232 8.43 0.8449
1.2964 -2.3508 0.9514 1.7039 8.44 0.7403
0.7682 -2.2201 1.0027 2.4553 8.45 0.638
0.8458 -2.0854 0.8012 2.4561 8.46 0.417
1.397 -2.0098 0.653 1.3097 8.47 0.2083
2.1725 -1.7601 0.5921 0.5464 8.48 -0.009
2.4324 -1.5083 0.4848 0.8408 8.49 -0.2407
1.8011 -1.1195 0.3054 1.6589 8.5 -0.4347
0.8167 -0.8529 0.1676 2.6042 8.51 -0.5509
-0.0641 -0.5283 0.0011 1.9811 8.52 -0.762
-0.5083 -0.267 -0.1601 1.1382 8.53 -0.923
-0.2202 -0.0007 -0.3227 0.4714 8.54 -0.9147
0.3762 0.2466 -0.4261 0.7514 8.55 -0.8354
0.7721 0.5183 -0.6239 1.7412 8.56 -0.8488
0.6595 0.721 -0.7367 2.4023 8.57 -0.681
-0.0927 0.8317 -0.7399 1.8666 8.58 -0.5655
-0.9576 0.8772 -0.8756 0.9665 8.59 -0.3679
-1.7046 1.0346 -0.8763 0.3217 8.6 -0.1497
-1.4977 1.0515 -0.907 0.7702 8.61 0.0817
-0.7208 1.0992 -0.9961 1.6571 8.62 0.3123
0.1546 0.8998 -0.9177 2.4543 8.63 0.5574
0.5641 0.8889 -0.909 1.8876 8.64 0.6609
0.2882 0.7857 -0.7905 0.8193 8.65 0.8285
-0.3643 0.5491 -0.6406 0.2261 8.66 0.9306
-0.9989 0.3368 -0.5236 0.7495 8.67 1.0919
-0.9177 0.0925 -0.3865 1.5574 8.68 0.9793
-0.1489 -0.1435 -0.249 2.0391 8.69 0.9818
0.8041 -0.4043 -0.0408 1.6082 8.7 0.7859
1.6165 -0.6848 0.1607 0.5641 8.71 0.7265
1.5146 -0.9358 0.4008 0.1058 8.72 0.4591
1.1043 -1.0902 0.6469 0.5716 8.73 0.3025
0.371 -1.5271 0.8478 1.6933 8.74 0.0486
0.0048 -1.7835 1.0294 2.0225 8.75 -0.1987
0.3004 -1.8 1.4757 1.5079 8.76 -0.4242
1.0034 -1.8548 1.5784 0.4167 8.77 -0.6576
1.6074 -2.2714 1.734 -0.0267 8.78 -0.859
1.7262 -2.3655 2.0994 0.5711 8.79 -0.9151
1.2578 -2.2382 2.0047 1.593 8.8 -0.9916
0.3371 -2.3823 2.3455 1.7288 8.81 -1.1103
-0.539 -2.3252 2.3976 1.3012 8.82 -1.0755
-0.7026 -2.4499 2.6793 0.2557 8.83 -1.0112
-0.313 -2.2973 2.4766 -0.1388 8.84 -0.8727
0.2626 -1.9849 2.7315 0.4554 8.85 -0.7157
0.4842 -1.8976 2.4154 1.5077 8.86 -0.5559
0.1335 -1.7347 2.6246 1.8145 8.87 -0.2856
-0.6896 -1.7701 2.5277 1.1279 8.88 -0.0715
-1.5912 -1.5062 2.3865 0.052 8.89 0.1637
-2.1556 -1.1926 2.4786 -0.299 8.9 0.3773
-1.8979 -1.1959 2.0565 0.4043 8.91 0.6469
-1.2065 -0.99 2.063 1.3628 8.92 0.8212
-0.5749 -0.7572 1.9845 1.568 8.93 0.9332
-0.4228 -0.6008 1.6037 0.8521 8.94 0.8957
-0.9984 -0.5071 1.252 -0.1128 8.95 0.9995
-1.711 -0.3415 1.2067 -0.3999 8.96 0.9683
-2.1817 -0.2559 0.922 0.3007 8.97 0.8042
-1.73 -0.1844 0.6019 1.17 8.98 0.7907
-1.1487 -0.1532 0.3232 1.5606 8.99 0.6322
-0.1151 -0.1241 0.0956 0.6183 9.0 0.413
0.434 -0.1344 -0.1323 -0.272 9.01 0.1715
0.3889 -0.1265 -0.3029 -0.5349 9.02 -0.0283
-0.2177 -0.1807 -0.5679 0.2827 9.03 -0.2527
-0.8974 -0.2243 -0.6976 1.2922 9.04 -0.44
-0.9381 -0.2864 -0.824 1.23 9.05 -0.5108
-0.3776 -0.3597 -0.983 0.5196 9.06 -0.6252
0.542 -0.363 -1.0481 -0.4601 9.07 -0.7268
