#y3 y4 y2 time y1
2.0215 -1.5864 -0.3137 5.5 -1.343
1.9213 -1.317 0.0373 5.51 -1.0861
1.5983 -1.0771 0.3307 5.52 -0.9535
1.1089 -1.0517 0.6928 5.53 -1.0166
0.8399 -0.8891 0.9078 5.54 -0.9035
0.6215 -0.9814 1.0103 5.55 -0.9154
0.4211 -0.9954 0.992 5.56 -0.9822
0.4159 -1.1336 1.1581 5.57 -0.9118
0.605 -1.2791 0.943 5.58 -1.0764
0.8345 -1.302 0.8019 5.59 -1.1925
1.0553 -1.4764 0.5909 5.6 -1.1894
1.4232 -1.7847 0.3155 5.61 -1.3759
1.8167 -1.7774 0.0399 5.62 -1.3559
2.1874 -1.9444 -0.1882 5.63 -1.6143
2.2364 -1.814 -0.3912 5.64 -1.6963
2.1811 -1.9341 -0.5115 5.65 -1.9662
2.2483 -1.6263 -0.5994 5.66 -1.8666
1.7986 -1.5296 -0.4949 5.67 -1.9382
1.6501 -1.3535 -0.4388 5.68 -2.0798
1.1865 -0.9976 -0.2158 5.69 -1.8166
0.7547 -0.5808 0.0447 5.7 -1.9973
0.4085 -0.2148 0.3837 5.71 -1.637
0.1156 0.1129 0.6754 5.72 -1.7931
-0.0516 0.4528 1.0038 5.73 -1.6012
-0.1061 0.7109 1.3723 5.74 -1.1661
-0.0229 0.9581 1.3761 5.75 -1.0113
0.184 1.0002 1.806 5.76 -0.7654
0.472 1.1031 1.7238 5.77 -0.5522
0.6745 1.0251 1.7922 5.78 -0.2698
1.0912 0.8568 1.693 5.79 0.0165
1.1438 0.721 1.4214 5.8 0.2803
1.4483 0.3513 1.3291 5.81 0.5164
1.3773 0.0481 0.949 5.82 0.6842
1.2107 -0.3178 0.7092 5.83 0.8506
0.8326 -0.7359 0.4566 5.84 1.1097
0.5671 -0.9279 0.266 5.85 1.329
0.101 -1.3647 0.1319 5.86 1.3127
-0.3263 -1.4226 0.0433 5.87 1.3328
-0.733 -1.7934 0.0607 5.88 1.2054
-1.1396 -1.8034 0.1704 5.89 1.1767
-1.3286 -1.7331 0.3144 5.9 1.2448
-1.1923 -1.7158 0.5957 5.91 1.0049
-1.3116 -1.7219 0.8591 5.92 0.9258
-1.1479 -1.5043 1.2096 5.93 0.7432
-0.7194 -1.4495 1.6004 5.94 0.6121
-0.5124 -1.125 1.9122 5.95 0.3327
-0.1902 -0.8911 2.2081 5.96 0.1676
0.0145 -0.7401 2.2627 5.97 -0.0205
0.1264 -0.5348 2.0689 5.98 -0.1986
0.1272 -0.4018 2.2588 5.99 -0.3258
-0.005 -0.3739 2.3869 6.0 -0.4572
-0.268 -0.3731 2.0105 6.01 -0.5376
-0.6032 -0.4498 1.9523 6.02 -0.6517
-0.9822 -0.5568 1.6259 6.03 -0.6305
-1.5731 -0.6616 1.2154 6.04 -0.6967
-1.6571 -0.7951 0.9911 6.05 -0.636
-2.1107 -0.9716 0.7995 6.06 -0.5147
-2.1002 -1.0008 0.563 6.07 -0.4519
-2.1599 -1.2508 0.4391 6.08 -0.3025
-2.0808 -1.1933 0.4568 6.09 -0.2012
-1.8657 -1.1215 0.5858 6.1 -0.0427
-1.7149 -1.1493 0.753 6.11 0.0983
-1.2644 -0.9032 1.0071 6.12 0.2596
-1.0319 -0.5947 1.0927 6.13 0.3711
-0.6277 -0.33 1.6486 6.14 0.4702
-0.4663 0.0506 1.9579 6.15 0.5879
-0.471 0.4147 1.9535 6.16 0.6434
-0.512 0.7884 2.2342 6.17 0.762
-0.7636 1.2722 2.6234 6.18 0.6536
-1.0433 1.5845 2.4433 6.19 0.6402
-1.453 2.0637 2.7323 6.2 0.5684
-1.8905 2.0375 2.3179 6.21 0.4407
-1.9604 2.0329 2.4995 6.22 0.3514
-2.1765 2.3351 2.2072 6.23 0.2075
-2.5926 2.4469 1.816 6.24 0.0226
-2.333 1.9792 1.5562 6.25 -0.1583
-2.2067 1.9786 1.1452 6.26 -0.3716
-1.7904 1.7165 1.0208 6.27 -0.546
-1.6617 1.2753 0.7712 6.28 -0.7327
-1.0715 0.9071 0.7169 6.29 -0.9784
-0.7003 0.6656 0.6767 6.3 -1.1097
-0.4438 0.3449 0.674 6.31 -1.0819
-0.1758 0.0503 0.8434 6.32 -1.3095
-0.099 -0.1619 1.017 6.33 -1.225
-0.1232 -0.3388 1.3628 6.34 -1.3423
-0.29 -0.3812 1.483 6.35 -1.1134
-0.57 -0.3663 1.7982 6.36 -1.095
-0.9187 -0.3322 2.1073 6.37 -1.0244
-1.189 -0.2034 2.1818 6.38 -0.8332
-1.3322 -0.0611 2.6041 6.39 -0.5709
-1.5502 0.1211 2.5107 6.4 -0.4216
-1.845 0.3352 2.5206 6.41 -0.1285
-1.585 0.5328 2.3526 6.42 0.1337
-1.5229 0.6076 2.3471 6.43 0.3848
-1.146 0.772 1.9324 6.44 0.6727
-0.7639 0.8173 1.7569 6.45 0.9226
-0.3645 0.8753 1.4328 6.46 1.1934
0.0382 0.7361 1.2414 6.47 1.4964
0.3699 0.6721 1.0694 6.48 1.5557
0.644 0.5602 0.6954 6.49 1.6585
0.6862 0.3807 0.5932 6.5 2.0546
0.6122 0.1752 0.5774 6.51 2.1594
0.5147 -0.0075 0.5549 6.52 1.9796
0.1961 -0.1554 0.6538 6.53 1.8537
-0.1151 -0.2353 0.9167 6.54 2.1782
-0.4151 -0.3193 1.0015 6.55 1.9278
-0.7973 -0.2706 1.3522 6.56 1.7157
-0.884 -0.161 1.6038 6.57 1.5858
-1.0641 0.0139 2.0356 6.58 1.772
-0.9307 0.2815 1.9905 6.59 1.3785
-0.8861 0.5274 2.1719 6.6 1.361
-0.511 1.0315 2.3766 6.61 1.1303
-0.2202 1.1964 2.4253 6.62 1.1671
0.1467 1.8353 2.2212 6.63 1.0608
0.4774 2.0691 2.3046 6.64 0.9131
0.8183 2.4334 1.9423 6.65 0.9675
1.0506 2.8801 1.7889 6.66 0.9014
1.0783 3.078 1.281 6.67 0.8875
1.0135 3.235 0.958 6.68 0.9603
0.7233 2.9997 0.7077 6.69 1.0935
0.3935 2.7804 0.5473 6.7 1.079
0.0384 2.7392 0.3629 6.71 1.4052
-0.3554 2.388 0.2557 6.72 1.4077
-0.6485 1.9681 0.228 6.73 1.7397
-0.8674 1.7109 0.346 6.74 1.9122
-1.0199 1.4597 0.4893 6.75 1.922
-1.0213 1.0858 0.6835 6.76 2.0363
-0.9945 0.7333 0.9568 6.77 2.0147
-0.7466 0.4531 1.3672 6.78 2.2626
-0.4318 0.2373 1.5551 6.79 2.5727
-0.1485 0.0931 1.866 6.8 2.6084
0.147 0.0025 1.7292 6.81 2.2375
0.3751 -0.0232 2.126 6.82 2.202
0.5042 0.0164 2.0151 6.83 2.5301
0.5143 0.0943 1.9692 6.84 2.205
0.3894 0.2044 1.8877 6.85 2.2958
0.125 0.3733 1.4847 6.86 1.7684
-0.2195 0.5365 1.197 6.87 1.8028
-0.6584 0.6787 1.0573 6.88 1.3132
-1.0281 0.637 0.6624 6.89 1.0344
-1.5304 0.7786 0.3727 6.9 0.925
-1.7545 0.7892 0.1339 6.91 0.5486
-1.937 0.6606 -0.0522 6.92 0.2397
-2.0896 0.4727 -0.1697 6.93 -0.0327
-1.8882 0.3426 -0.1648 6.94 -0.2873
-1.6439 0.1174 -0.1228 6.95 -0.5226
-1.461 -0.1238 0.0219 6.96 -0.8046
-1.0531 -0.3577 0.23 6.97 -0.8562
-0.8212 -0.6412 0.4583 6.98 -1.164
-0.5118 -0.7139 0.7845 6.99 -1.2727
-0.4227 -0.8946 1.1243 7.0 -1.2997
-0.4195 -1.059 1.389 7.01 -1.2541
-0.5448 -0.9818 1.3693 7.02 -1.2788
-0.8175 -0.8553 1.555 7.03 -1.1192
-1.2148 -0.8062 1.513 7.04 -1.0895
-1.5322 -0.4753 1.5802 7.05 -1.0144
-2.083 -0.2078 1.5115 7.06 -0.9699
-2.2671 0.1573 1.2706 7.07 -0.8237
-2.4668 0.4662 0.9894 7.08 -0.6281
-2.4451 0.9102 0.5785 7.09 -0.4555
-2.7041 1.1175 0.3079 7.1 -0.3548
-2.7548 1.5303 -0.005 7.11 -0.269
-2.1623 1.823 -0.2888 7.12 -0.1706
-2.0263 2.0014 -0.4983 7.13 -0.1326
-1.6963 1.8203 -0.6226 7.14 -0.106
-1.413 1.9333 -0.575 7.15 -0.1069
-1.1636 1.8629 -0.5766 7.16 -0.1521
-0.9318 1.6697 -0.4818 7.17 -0.2024
-0.8917 1.4631 -0.2238 7.18 -0.3241
-0.8566 1.117 0.0091 7.19 -0.4031
-1.2038 0.7221 0.2752 7.2 -0.5654
-1.5307 0.3447 0.5599 7.21 -0.763
-1.8374 -0.0096 0.8763 7.22 -0.8937
-2.1152 -0.316 0.9148 7.23 -1.1011
-2.5933 -0.6438 1.1496 7.24 -1.2841
-2.804 -0.8231 1.3031 7.25 -1.4925
-2.5747 -1.0565 1.0421 7.26 -1.5224
-2.8166 -1.1194 1.0225 7.27 -1.5518
-2.4576 -1.1616 0.7788 7.28 -1.7191
-1.9818 -1.0429 0.5252 7.29 -1.5487
-1.7053 -1.0251 0.3017 7.3 -1.6647
-1.3951 -0.9169 -0.0315 7.31 -1.7346
-1.043 -0.7638 -0.3547 7.32 -1.6852
-0.6888 -0.5484 -0.6461 7.33 -1.6141
-0.4248 -0.5445 -0.7313 7.34 -1.3872
-0.3149 -0.4372 -0.9498 7.35 -1.1662
-0.349 -0.4521 -0.9196 7.36 -0.9467
-0.4992 -0.5525 -0.9473 7.37 -0.7236
-0.7455 -0.6785 -0.8518 7.38 -0.5217
-1.0213 -0.8093 -0.5588 7.39 -0.22
-1.2856 -1.0196 -0.3629 7.4 0.0015
-1.7011 -1.3277 -0.0909 7.41 0.2265
-1.58 -1.6376 0.1795 7.42 0.4682
-1.8854 -1.762 0.4304 7.43 0.5825
-1.6741 -1.9548 0.7337 7.44 0.7447
-1.5651 -2.3155 0.8458 7.45 0.8463
-1.1797 -2.3157 0.8196 7.46 0.8861
-0.7188 -2.5998 0.9461 7.47 1.0694
-0.3086 -2.2956 0.7983 7.48 0.9774
0.1409 -2.1378 0.5841 7.49 1.0288
0.4959 -2.0307 0.3523 7.5 0.8053
0.686 -1.6896 0.0926 7.51 0.7169
0.7916 -1.5566 -0.2295 7.52 0.5723
0.8407 -1.1478 -0.5105 7.53 0.3869
0.6659 -0.6663 -0.7961 7.54 0.1969
0.4895 -0.2842 -0.9022 7.55 -0.0097
0.1572 0.0591 -1.011 7.56 -0.2127
-0.1462 0.3785 -1.2683 7.57 -0.4588
-0.4318 0.6358 -1.1956 7.58 -0.611
-0.5697 0.8339 -1.0354 7.59 -0.7705
-0.668 0.8213 -0.7732 7.6 -0.9692
-0.5236 0.9319 -0.5488 7.61 -1.1403
-0.3471 0.7464 -0.3028 7.62 -1.2391
-0.0265 0.6461 0.0066 7.63 -1.368
0.3261 0.4207 0.2614 7.64 -1.2398
0.7411 0.1281 0.5393 7.65 -1.3484
1.1636 -0.1855 0.7293 7.66 -1.1949
1.3773 -0.497 0.7945 7.67 -1.1777
1.5335 -0.8536 0.8407 7.68 -1.24
1.8244 -1.1263 0.6763 7.69 -1.1094
1.7295 -1.1569 0.6059 7.7 -0.9718
1.596 -1.5019 0.3358 7.71 -0.8429
1.2578 -1.5584 0.0771 7.72 -0.7083
0.919 -1.4899 -0.201 7.73 -0.6132
0.6004 -1.3741 -0.4655 7.74 -0.4517
0.2447 -1.2903 -0.7541 7.75 -0.365
0.0235 -1.2999 -0.8985 7.76 -0.321
-0.0766 -1.1563 -1.0897 7.77 -0.2679
-0.0543 -0.905 -1.1133 7.78 -0.3024
0.0932 -0.7708 -1.0685 7.79 -0.297
0.3779 -0.7308 -1.0494 7.8 -0.3542
0.7314 -0.6861 -0.7839 7.81 -0.4614
0.9553 -0.6796 -0.5701 7.82 -0.6534
1.2746 -0.6797 -0.29 7.83 -0.7652
1.4994 -0.903 -0.0065 7.84 -1.0227
1.6559 -1.0452 0.2716 7.85 -1.1931
1.9556 -1.0957 0.5172 7.86 -1.2339
1.7195 -1.421 0.7924 7.87 -1.6512
1.4301 -1.7027 0.8858 7.88 -1.7784
1.1768 -2.0622 0.9264 7.89 -1.7871
0.8038 -2.1282 0.8038 7.9 -1.9425
0.3427 -2.4396 0.6403 7.91 -2.0655
-0.0187 -2.544 0.4657 7.92 -2.599
-0.2898 -2.4473 0.2556 7.93 -2.575
-0.3987 -2.4308 -0.0472 7.94 -2.4363
-0.4814 -2.0142 -0.3261 7.95 -2.4487
-0.3418 -1.9542 -0.5743 7.96 -2.5692
-0.1139 -1.6261 -0.7603 7.97 -2.4387
0.2018 -1.2096 -0.9514 7.98 -2.1899
0.4782 -0.7544 -1.103 7.99 -1.9538
0.8336 -0.3266 -0.93 8.0 -1.7432
1.0186 0.1152 -0.9322 8.01 -1.5261
1.0989 0.4651 -0.7841 8.02 -1.29
1.1882 0.8653 -0.4806 8.03 -0.931
1.0814 1.1042 -0.1947 8.04 -0.7302
0.75 1.2504 0.1181 8.05 -0.4588
0.4486 1.3055 0.4379 8.06 -0.1981
0.0369 1.3841 0.6798 8.07 0.0497
-0.3604 1.3241 0.9501 8.08 0.2925
-0.73 1.1977 1.0664 8.09 0.4856
-0.9731 1.1793 1.0678 8.1 0.582
-1.1133 0.7727 1.0781 8.11 0.8392
-1.1959 0.5716 0.8748 8.12 0.806
-1.077 0.3187 0.7199 8.13 0.8773
-0.7693 0.1049 0.4799 8.14 0.9644
-0.4368 -0.0932 0.2456 8.15 0.9317
-0.1143 -0.2204 -0.0571 8.16 0.8883
0.2137 -0.3327 -0.2986 8.17 0.8913
0.4824 -0.3919 -0.5621 8.18 0.7303
0.6055 -0.2986 -0.6538 8.19 0.7072
0.6812 -0.2379 -0.8262 8.2 0.5474
0.529 -0.1102 -0.8225 8.21 0.4244
0.3632 0.0507 -0.6962 8.22 0.3632
0.0281 0.217 -0.5026 8.23 0.3387
-0.3192 0.367 -0.2708 8.24 0.278
-0.7187 0.5253 0.0129 8.25 0.2413
-0.9716 0.5749 0.3461 8.26 0.2506
-1.2944 0.7018 0.6279 8.27 0.3105
-1.247 0.6051 0.8539 8.28 0.4009
-1.2725 0.5239 1.1335 8.29 0.4465
-1.1726 0.4752 1.3225 8.3 0.5922
-0.7968 0.231 1.3556 8.31 0.787
-0.4094 0.0082 1.2989 8.32 1.0626
-0.0262 -0.2265 1.2198 8.33 1.2773
0.3438 -0.5543 1.0015 8.34 1.3017
0.641 -0.7363 0.8217 8.35 1.6767
0.8355 -1.0474 0.501 8.36 1.9319
0.8875 -1.1036 0.2387 8.37 2.0443
0.865 -1.2395 -0.0291 8.38 2.1423
0.7559 -1.2938 -0.2335 8.39 2.133
0.4524 -1.187 -0.4656 8.4 2.5498
0.1488 -0.9408 -0.5757 8.41 2.4815
-0.1546 -0.7127 -0.5604 8.42 2.3216
-0.3917 -0.3211 -0.4847 8.43 2.6155
-0.6173 0.0614 -0.2822 8.44 2.4461
-0.6485 0.5149 -0.0782 8.45 2.4355
-0.5676 0.9956 0.1691 8.46 2.2316
-0.285 1.36 0.4588 8.47 1.9702
0.0218 1.6037 0.8533 8.48 2.0752
0.4437 2.1737 1.1625 8.49 1.6727
0.8127 2.3546 1.302 8.5 1.4155
1.2459 2.6772 1.5361 8.51 1.3284
1.7296 2.7034 1.5664 8.52 0.9805
1.8533 2.7274 1.4227 8.53 0.6859
1.9978 2.7104 1.4338 8.54 0.5021
1.7739 2.1867 1.2033 8.55 0.2578
1.8396 1.9334 1.0157 8.56 0.0403
1.4826 2.0555 0.6969 8.57 -0.1421
1.2858 1.5537 0.4708 8.58 -0.2471
0.871 1.4198 0.1711 8.59 -0.3917
0.6616 1.2336 -0.0563 8.6 -0.4181
0.4652 1.041 -0.234 8.61 -0.4907
0.4728 0.7964 -0.3635 8.62 -0.4246
0.5506 0.7912 -0.4448 8.63 -0.3976
0.7182 0.7675 -0.3615 8.64 -0.2918
1.1096 0.8505 -0.1956 8.65 -0.1908
1.5951 0.931 -0.0114 8.66 -0.0585
1.8508 1.0838 0.2321 8.67 0.0877
2.1098 1.2012 0.533 8.68 0.2193
2.4643 1.171 0.8405 8.69 0.4162
2.8888 1.273 1.0378 8.7 0.5303
2.7226 1.4314 1.4321 8.71 0.6918
2.5509 1.3951 1.6352 8.72 0.8119
2.6563 1.6203 1.5192 8.73 0.7845
2.1662 1.5165 1.7458 8.74 0.9475
2.1548 1.2772 1.3636 8.75 0.876
1.5364 1.0459 1.4079 8.76 0.9485
1.3554 0.8371 1.1299 8.77 0.9386
1.1968 0.51 0.9115 8.78 0.7989
0.9309 0.2024 0.4929 8.79 0.711
1.1226 -0.1155 0.248 8.8 0.6
1.2378 -0.3958 -0.0241 8.81 0.4353
1.5134 -0.7006 -0.2596 8.82 0.2682
1.7602 -0.8028 -0.3974 8.83 0.1077
2.313 -0.9763 -0.4423 8.84 -0.0508
2.7229 -0.9469 -0.387 8.85 -0.1916
2.7601 -0.9122 -0.271 8.86 -0.3766
3.0884 -0.8399 -0.1079 8.87 -0.513
3.0393 -0.5499 0.1378 8.88 -0.5168
2.634 -0.2448 0.4381 8.89 -0.623
2.3848 0.0793 0.7012 8.9 -0.6695
2.3617 0.435 0.8735 8.91 -0.6523
1.7576 0.8685 1.0892 8.92 -0.5314
1.4034 1.1314 1.2456 8.93 -0.4631
1.0694 1.4956 1.3695 8.94 -0.3608
0.6852 1.6784 1.3775 8.95 -0.2106
0.5637 2.1854 1.2523 8.96 -0.019
0.5968 2.1943 1.2173 8.97 0.2022
0.7009 2.0937 1.0049 8.98 0.3896
0.9484 1.9985 0.7231 8.99 0.6651
1.0884 2.0946 0.422 9.0 0.9504
1.3773 1.6683 0.0899 9.01 1.1662
1.8461 1.5809 -0.201 9.02 1.3365
1.9843 1.2592 -0.421 9.03 1.6171
2.0646 1.0316 -0.6031 9.04 1.6848
2.12 0.8602 -0.6011 9.05 1.9462
1.8464 0.6296 -0.6689 9.06 2.0653
1.4097 0.4318 -0.6207 9.07 1.9645
1.1054 0.2825 -0.3838 9.08 1.8675
0.6997 0.1913 -0.1681 9.09 1.8585
0.3279 0.1727 0.0872 9.1 2.0833
-0.0448 0.2236 0.365 9.11 1.7468
-0.359 0.2813 0.568 9.12 1.5724
-0.4652 0.4058 0.8055 9.13 1.6283
-0.5195 0.5017 1.0709 9.14 1.258
-0.4183 0.6788 1.1207 9.15 1.0631
-0.1952 0.7585 1.1255 9.16 0.8425
0.0775 0.7289 1.0538 9.17 0.5593
0.346 0.7263 0.8509 9.18 0.4245
0.6991 0.6675 0.724 9.19 0.1606
0.9325 0.5399 0.3572 9.2 -0.0218
1.077 0.3239 0.0775 9.21 -0.1833
0.8919 0.0707 -0.2197 9.22 -0.3429
0.8047 -0.2271 -0.5389 9.23 -0.4791
0.5488 -0.6224 -0.8062 9.24 -0.5023
0.2111 -0.9675 -0.8883 9.25 -0.6072
-0.1937 -1.3134 -1.1282 9.26 -0.5924
-0.5692 -1.5972 -1.1985 9.27 -0.6283
-0.8583 -2.056 -0.9298 9.28 -0.5628
-1.2523 -1.9349 -0.9296 9.29 -0.5126
-1.2283 -2.0931 -0.6811 9.3 -0.4171
-1.294 -2.3587 -0.4264 9.31 -0.2793
-1.0818 -2.0852 -0.1568 9.32 -0.2028
-0.9028 -1.8806 0.121 9.33 -0.0963
-0.5364 -1.8449 0.3312 9.34 -0.023
-0.1988 -1.4393 0.5514 9.35 0.0397
0.1343 -1.1463 0.6376 9.36 0.0807
0.4006 -0.931 0.6165 9.37 0.0945
0.5654 -0.4962 0.5508 9.38 0.0658
0.6292 -0.1558 0.4721 9.39 0.0198
0.5385 0.1509 0.215 9.4 -0.0681
0.3294 0.4105 -0.0714 9.41 -0.2126
0.0047 0.5759 -0.3692 9.42 -0.3283
-0.3134 0.6995 -0.7556 9.43 -0.5654
-0.6441 0.6982 -0.9836 9.44 -0.7806
-1.058 0.6833 -1.3203 9.45 -0.9477
-1.2825 0.609 -1.5308 9.46 -1.2983
-1.2251 0.4227 -1.4554 9.47 -1.5396
-1.2167 0.1832 -1.748 9.48 -1.8066
-0.9844 -0.0616 -1.6556 9.49 -1.9916
-0.646 -0.3093 -1.4909 9.5 -2.2121
-0.2878 -0.5449 -1.3354 9.51 -2.4225
0.1012 -0.6792 -1.0176 9.52 -2.4417
0.524 -0.8454 -0.6814 9.53 -2.8718
0.8658 -0.9634 -0.5021 9.54 -3.0845
1.0936 -1.0155 -0.2414 9.55 -2.7679
1.1423 -0.9127 -0.0609 9.56 -2.9653
0.971 -0.8839 0.0619 9.57 -2.924
0.8615 -0.6622 0.0886 9.58 -2.8538
0.5775 -0.5675 0.0451 9.59 -2.5687
0.2403 -0.3886 -0.0872 9.6 -2.5391
-0.0755 -0.2657 -0.2855 9.61 -2.5917
-0.3341 -0.1687 -0.5762 9.62 -2.3812
-0.5293 -0.1005 -0.9302 9.63 -1.9282
-0.5657 -0.101 -1.2221 9.64 -1.8523
-0.4915 -0.1884 -1.3676 9.65 -1.5879
-0.3088 -0.2908 -1.681 9.66 -1.4007
0.0222 -0.5578 -2.1037 9.67 -1.0989
0.3634 -0.8301 -2.2209 9.68 -0.9053
0.7477 -1.1561 -2.1782 9.69 -0.6015
1.2935 -1.4597 -2.2937 9.7 -0.4827
1.4458 -1.842 -2.1722 9.71 -0.3828
1.8407 -2.2089 -1.6672 9.72 -0.3131
1.6631 -2.2558 -1.5274 9.73 -0.2523
1.7771 -2.9035 -1.2971 9.74 -0.2066
1.4497 -2.6925 -1.1614 9.75 -0.2213
1.1438 -2.739 -0.7457 9.76 -0.2792
0.7931 -2.8009 -0.5958 9.77 -0.3051
0.4853 -3.0195 -0.4426 9.78 -0.4521
0.1625 -2.4454 -0.4528 9.79 -0.5455
-0.0366 -2.2895 -0.4796 9.8 -0.6671
-0.1419 -2.1162 -0.5293 9.81 -0.8029
-0.0867 -1.8911 -0.7314 9.82 -0.9129
0.0729 -1.3607 -0.9793 9.83 -0.8898
0.3608 -0.872 -1.42 9.84 -1.0723
0.7063 -0.6067 -1.5995 9.85 -1.0506
0.9744 -0.2183 -1.9398 9.86 -0.9319
1.3803 0.0487 -2.1462 9.87 -1.0423
1.5786 0.2706 -2.5244 9.88 -0.9086
1.8685 0.3883 -2.5304 9.89 -0.8729
1.6179 0.4174 -2.4657 9.9 -0.7045
1.6037 0.3738 -2.6707 9.91 -0.5987
1.3591 0.3315 -2.6389 9.92 -0.3856
1.032 0.2156 -2.2672 9.93 -0.2084
0.5589 0.0292 -1.9574 9.94 0.0103
0.2266 -0.1399 -1.8365 9.95 0.2531
-0.1297 -0.3176 -1.595 9.96 0.492
-0.416 -0.4832 -1.259 9.97 0.7143
-0.5548 -0.5962 -1.0645 9.98 0.8572
-0.5382 -0.6782 -0.9246 9.99 1.0361
-0.4794 -0.5728 -0.8666 10.0 1.261
-0.2139 -0.5511 -0.7384 10.01 1.4414
0.0558 -0.4256 -0.9766 10.02 1.5701
0.355 -0.2835 -1.0612 10.03 1.37
0.6539 -0.1144 -1.2244 10.04 1.5811
0.8047 0.0827 -1.4461 10.05 1.4472
1.0294 0.2708 -2.0347 10.06 1.3017
0.8507 0.4813 -2.1089 10.07 1.1574
0.7124 0.6411 -2.3354 10.08 1.1728
0.3926 0.6392 -2.478 10.09 0.9672
0.0409 0.7094 -2.5483 10.1 0.659
-0.381 0.6377 -3.0526 10.11 0.51
-0.753 0.5167 -2.6421 10.12 0.2602
-1.2586 0.2853 -2.9274 10.13 0.0173
-1.3913 0.0239 -2.312 10.14 -0.2196
-1.6445 -0.2897 -2.191 10.15 -0.4088
-1.8364 -0.6607 -1.877 10.16 -0.6463
-1.6316 -0.9094 -1.8773 10.17 -0.8316
-1.4945 -1.2594 -1.4135 10.18 -0.942
-1.1866 -1.6041 -1.1104 10.19 -0.9493
-0.8467 -1.8214 -1.12 10.2 -1.1377
-0.5612 -1.9888 -0.9766 10.21 -1.2249
-0.35 -1.9405 -0.9911 10.22 -1.1053
-0.2555 -1.8869 -0.9037 10.23 -1.0048
-0.2724 -1.6584 -1.0572 10.24 -0.8988
-0.4637 -1.514 -1.4493 10.25 -0.7651
-0.6826 -1.2781 -1.5658 10.26 -0.7148
-1.1644 -0.9166 -1.7892 10.27 -0.5006
-1.5522 -0.6299 -2.0537 10.28 -0.3439
-2.0054 -0.2166 -2.5246 10.29 -0.1955
-2.3513 0.1784 -2.5514 10.3 -0.0275
-2.7471 0.6094 -2.832 10.31 0.1281
-2.7326 0.9271 -2.9986 10.32 0.285
-2.6746 1.2101 -2.9656 10.33 0.4369
-2.4386 1.393 -2.4675 10.34 0.4789
-2.0591 1.5942 -2.5765 10.35 0.5635
-1.9019 1.4601 -2.5181 10.36 0.6308
-1.6547 1.5077 -2.0974 10.37 0.6095
-1.1746 1.4252 -1.7038 10.38 0.6214
-0.942 1.2122 -1.392 10.39 0.5019
-0.8847 1.1387 -1.2024 10.4 0.4696
-0.8989 0.9525 -0.8509 10.41 0.3203
-0.9902 0.9144 -0.772 10.42 0.1833
-1.3271 0.7199 -0.7818 10.43 0.0683
-1.4413 0.6505 -0.8571 10.44 -0.0752
-1.7336 0.5959 -0.8318 10.45 -0.1999
-2.0616 0.7529 -1.1191 10.46 -0.3257
-2.2835 0.7738 -1.2464 10.47 -0.4393
-2.4688 0.9891 -1.7148 10.48 -0.4756
-3.0468 1.0308 -1.9438 10.49 -0.5796
-2.6804 1.2954 -2.0321 10.5 -0.6179
-2.6083 1.6372 -2.3195 10.51 -0.5678
-2.3726 1.7428 -2.5734 10.52 -0.4709
-1.9327 1.8747 -2.6921 10.53 -0.3776
-1.5339 2.1143 -2.2981 10.54 -0.2773
-0.9981 2.2362 -2.6714 10.55 -0.0903
-0.7608 1.9431 -2.3626 10.56 0.1108
-0.5082 1.9576 -2.0905 10.57 0.3794
-0.5036 1.7021 -1.86 10.58 0.5982
-0.5195 1.5385 -1.5191 10.59 0.9021
-0.6573 1.2896 -1.1001 10.6 1.1253
-0.9246 0.8859 -0.8189 10.61 1.5191
-1.3488 0.5691 -0.5212 10.62 1.7615
-1.6587 0.1548 -0.3853 10.63 1.8078
-1.7121 -0.1966 -0.3511 10.64 2.337
-1.8164 -0.4583 -0.3208 10.65 2.3078
-2.0567 -0.7155 -0.4347 10.66 2.5872
-1.8476 -0.9083 -0.585 10.67 2.3904
-1.8625 -1.0378 -0.7858 10.68 2.4752
-1.3499 -0.9108 -1.009 10.69 2.5012
-1.0176 -0.9487 -1.4045 10.7 2.4972
-0.4929 -0.7124 -1.5953 10.71 2.9589
-0.1363 -0.4897 -1.7136 10.72 2.8197
0.1558 -0.1342 -1.9108 10.73 2.3958
0.3452 0.2092 -1.9748 10.74 2.2583
0.4599 0.5268 -2.0247 10.75 2.0085
0.3951 0.8697 -1.7583 10.76 2.1155
0.2094 1.2315 -1.8497 10.77 1.6257
-0.0608 1.5353 -1.3629 10.78 1.726
-0.3902 1.5997 -1.1577 10.79 1.3759
-0.7505 1.6721 -0.8977 10.8 1.2138
-1.0339 1.9063 -0.5484 10.81 1.0539
-1.129 1.8923 -0.2712 10.82 0.9077
-1.1888 1.7151 -0.0105 10.83 0.7815
-1.1664 1.7726 0.1579 10.84 0.7111
-0.8999 1.4965 0.2792 10.85 0.628
-0.5641 1.4395 0.2781 10.86 0.688
-0.1846 1.1503 0.2252 10.87 0.6703
0.1962 0.9344 0.0603 10.88 0.7351
0.5673 0.9177 -0.1629 10.89 0.7754
0.7635 0.8069 -0.4128 10.9 0.8748
1.0531 0.8083 -0.7021 10.91 0.9168
1.0361 0.9395 -0.8397 10.92 1.0107
0.9078 0.9427 -1.1866 10.93 1.1086
0.7199 1.0916 -1.3277 10.94 1.3104
0.3664 1.3744 -1.382 10.95 1.2956
