# label : secret experiment #3487
# y : intensity
#y2 y5 y4 time y1 y3 y6
-0.8742 -2.1147 -2.7736 3.94 -0.5382 -0.876 -0.7333
-1.0036 -1.9596 -2.9502 3.95 -0.8404 -0.6751 -0.1343
-1.2038 -1.9929 -2.7034 3.96 -0.9354 -0.436 0.1518
-1.431 -1.7654 -2.124 3.97 -1.2251 -0.0856 0.0147
-1.4107 -1.5673 -1.6391 3.98 -1.6244 0.1754 -0.5213
-1.5374 -1.7117 -1.2844 3.99 -1.8659 0.3677 -1.1027
-1.6609 -1.4786 -0.9417 4.0 -1.8652 0.4345 -1.7267
-2.0189 -1.3446 -0.9346 4.01 -1.9935 0.4202 -1.7808
-1.9417 -1.3037 -1.0053 4.02 -2.1056 0.1915 -1.463
-2.3201 -1.1505 -1.3731 4.03 -2.0779 -0.1465 -0.8084
-2.4399 -0.9828 -1.8274 4.04 -2.4329 -0.523 -0.171
-2.5022 -0.8679 -2.1957 4.05 -2.2511 -0.9791 0.2238
-2.3937 -0.9211 -2.2688 4.06 -2.4543 -1.4253 0.1378
-2.2972 -0.8262 -2.9905 4.07 -1.9905 -1.799 -0.3108
-2.7123 -0.8002 -3.0437 4.08 -1.9145 -1.9574 -0.9067
-2.7104 -0.8163 -2.9701 4.09 -1.735 -2.0163 -1.48
-2.5148 -0.8158 -2.4505 4.1 -1.6822 -2.0862 -1.8482
-2.4161 -0.7665 -2.1917 4.11 -1.4842 -1.7708 -1.4892
-2.4499 -0.8859 -1.5185 4.12 -1.2962 -1.563 -0.8684
-2.5023 -0.9585 -1.2968 4.13 -1.0183 -1.3099 -0.1284
-2.5069 -1.0176 -0.9844 4.14 -0.9285 -0.8325 0.3125
-2.5084 -1.1507 -0.6844 4.15 -0.6395 -0.636 0.2972
-2.3908 -1.3721 -0.7198 4.16 -0.4928 -0.552 -0.116
-2.4703 -1.5214 -1.0845 4.17 -0.3904 -0.4365 -0.8128
-2.1867 -1.5436 -1.4029 4.18 -0.3535 -0.5912 -1.3551
-2.0899 -1.5312 -1.6863 4.19 -0.3166 -0.7997 -1.708
-1.9797 -1.8185 -1.9739 4.2 -0.3313 -1.2874 -1.4513
-2.0278 -1.8434 -2.4546 4.21 -0.4063 -1.7311 -0.7305
-1.6222 -1.9759 -2.369 4.22 -0.4705 -2.0288 -0.0827
-1.624 -2.2161 -2.2873 4.23 -0.6248 -2.5614 0.3736
-1.4234 -2.2103 -2.3401 4.24 -0.7489 -2.674 0.4528
-1.4454 -2.3642 -1.7795 4.25 -0.9833 -2.9727 0.1571
-1.23 -2.6699 -1.322 4.26 -1.2109 -2.6141 -0.4772
-1.0459 -2.9533 -0.9524 4.27 -1.2914 -2.5557 -1.0993
-0.8979 -2.5373 -0.5711 4.28 -1.599 -2.2338 -1.4905
-0.843 -3.0362 -0.4592 4.29 -1.5048 -1.7506 -1.2162
-0.6581 -3.0121 -0.4262 4.3 -1.6679 -1.4728 -0.6357
-0.4956 -2.606 -0.6658 4.31 -1.8617 -1.1592 -0.0052
-0.4317 -2.8014 -0.8906 4.32 -1.8437 -0.9077 0.5417
-0.3184 -2.4754 -1.3758 4.33 -2.0008 -0.8131 0.6893
-0.1863 -2.6277 -1.6346 4.34 -2.0554 -0.8315 0.4355
-0.1227 -2.5652 -1.9772 4.35 -1.853 -0.975 -0.1865
-0.0304 -2.3814 -2.4026 4.36 -1.7664 -1.2289 -0.7942
0.0375 -2.1692 -2.0418 4.37 -1.6311 -1.5586 -1.1807
0.0889 -1.6999 -1.8005 4.38 -1.3067 -1.802 -1.0565
0.1488 -1.808 -1.6412 4.39 -1.0811 -2.1656 -0.5576
0.1678 -1.4107 -1.1894 4.4 -0.8616 -2.4208 0.0807
0.2031 -1.2926 -0.6376 4.41 -0.5739 -2.4064 0.6956
0.2294 -1.1123 -0.2716 4.42 -0.2955 -2.5182 0.8333
0.224 -0.967 -0.0351 4.43 -0.0741 -2.3921 0.7452
0.2151 -0.7166 0.0018 4.44 0.1479 -2.256 0.1323
0.1889 -0.6132 -0.147 4.45 0.3651 -1.7862 -0.5081
0.1535 -0.379 -0.4094 4.46 0.4969 -1.5357 -1.0176
0.1011 -0.3004 -0.8777 4.47 0.6445 -0.9741 -0.8974
0.0528 -0.164 -1.1445 4.48 0.7429 -0.7634 -0.5313
-0.001 -0.0753 -1.6297 4.49 0.7378 -0.5145 0.1437
-0.0686 -0.0091 -1.5929 4.5 0.7405 -0.3402 0.8104
-0.1371 0.0366 -1.6694 4.51 0.6707 -0.4016 1.0962
-0.205 0.0611 -1.595 4.52 0.6085 -0.4891 1.0068
-0.2849 0.0499 -1.1568 4.53 0.5622 -0.7824 0.3677
-0.363 0.0289 -0.7561 4.54 0.4248 -1.2113 -0.2558
-0.5313 -0.0165 -0.2511 4.55 0.2451 -1.3407 -0.7112
-0.6144 -0.0822 0.1222 4.56 0.0982 -1.6864 -0.8152
-0.7333 -0.1461 0.4222 4.57 -0.0528 -1.9787 -0.473
-0.8116 -0.2535 0.4196 4.58 -0.1976 -2.107 0.1916
-0.8804 -0.3647 0.361 4.59 -0.2977 -1.7949 0.8463
-0.98 -0.4505 0.0684 4.6 -0.4231 -1.5404 1.2796
-1.0375 -0.5923 -0.3074 4.61 -0.4163 -1.2298 1.1293
-1.0609 -0.6793 -0.7787 4.62 -0.4507 -0.9611 0.7147
-1.1165 -0.6787 -1.1379 4.63 -0.4534 -0.4707 -0.0044
-1.3225 -0.8575 -1.3954 4.64 -0.3244 -0.092 -0.5047
-1.3759 -0.8213 -1.3583 4.65 -0.2561 0.2044 -0.6751
-1.4773 -0.9573 -1.1182 4.66 -0.0741 0.3927 -0.4014
-1.578 -1.0441 -0.8723 4.67 0.1232 0.4532 0.2022
-1.5852 -0.9807 -0.3857 4.68 0.3357 0.389 0.9183
-1.4243 -1.0506 0.0747 4.69 0.5652 0.1691 1.2897
-1.4154 -0.9007 0.5259 4.7 0.9225 -0.1269 1.3909
-1.4759 -0.8656 0.8426 4.71 1.1622 -0.4331 0.7854
-1.4806 -0.7866 0.9458 4.72 1.2587 -0.7886 0.2095
-1.7518 -0.73 0.7238 4.73 1.7426 -1.0859 -0.3848
-1.7028 -0.5705 0.5035 4.74 1.6516 -1.2062 -0.5761
-1.5262 -0.4759 0.1652 4.75 2.181 -1.2331 -0.4253
-1.7131 -0.2762 -0.2205 4.76 2.329 -1.0892 0.177
-1.5529 -0.1306 -0.6352 4.77 2.4424 -0.7746 0.8466
-1.6117 0.0566 -0.8835 4.78 2.1511 -0.4857 1.2145
-1.4233 0.2234 -0.9133 4.79 2.0937 -0.0601 1.2939
-1.3803 0.483 -0.8491 4.8 2.0435 0.3146 1.0282
-1.4159 0.6449 -0.5336 4.81 2.0489 0.7127 0.3504
-1.3717 0.875 -0.1131 4.82 2.0559 0.9365 -0.2896
-1.3297 1.0053 0.3256 4.83 1.7093 1.0603 -0.5412
-1.1904 1.167 0.7206 4.84 1.708 0.9645 -0.4116
-1.2558 1.3977 1.0851 4.85 1.3947 0.7948 0.0968
-1.2116 1.326 1.2729 4.86 1.3501 0.4436 0.8243
-1.146 1.5291 1.1612 4.87 1.0587 0.069 1.188
-1.0466 1.6189 0.9784 4.88 1.0012 -0.2745 1.3843
-0.9739 1.8801 0.558 4.89 0.823 -0.5824 1.0501
-0.8741 1.8045 0.1527 4.9 0.735 -0.8331 0.4524
-0.8248 1.7004 -0.2442 4.91 0.7147 -0.9263 -0.1959
-0.923 1.7812 -0.5265 4.92 0.6262 -0.9529 -0.6388
-0.8949 1.6892 -0.7165 4.93 0.7483 -0.8212 -0.5062
-0.795 1.6932 -0.6199 4.94 0.8015 -0.5782 -0.0568
-0.6703 1.7497 -0.3693 4.95 0.7979 -0.273 0.5814
-0.702 1.6323 0.039 4.96 0.9536 0.1131 1.1501
-0.7041 1.4299 0.461 4.97 1.0632 0.4671 1.4099
-0.6093 1.188 0.8317 4.98 1.4547 0.6911 0.9999
-0.6443 1.2114 1.2166 4.99 1.4708 0.8497 0.4334
-0.6257 1.0292 1.2763 5.0 1.9424 0.6901 -0.2072
-0.6354 0.8104 1.3285 5.01 1.8166 0.6196 -0.6659
-0.5772 0.6635 1.0872 5.02 2.3093 0.2916 -0.615
-0.6106 0.5833 0.8749 5.03 2.3877 -0.0897 -0.2612
-0.619 0.4465 0.3652 5.04 2.2959 -0.5292 0.3887
-0.5879 0.2893 -0.0197 5.05 2.5921 -0.9852 0.9007
-0.5425 0.1951 -0.3232 5.06 2.7058 -1.1904 1.1852
-0.6454 0.0878 -0.4848 5.07 2.5433 -1.608 0.9433
-0.5628 0.0207 -0.5045 5.08 2.5459 -1.4527 0.4156
-0.555 -0.0306 -0.2912 5.09 2.7639 -1.5177 -0.2737
-0.662 -0.0564 0.071 5.1 2.212 -1.3086 -0.8043
-0.6424 -0.058 0.534 5.11 2.2359 -1.0644 -0.9242
-0.6833 -0.0365 0.8474 5.12 1.9865 -0.7512 -0.5494
-0.6501 0.0053 1.1508 5.13 1.7339 -0.4757 0.0915
-0.6718 0.065 1.3967 5.14 1.5377 -0.1712 0.6875
-0.68 0.1666 1.4641 5.15 1.5395 -0.015 0.9442
-0.6862 0.2605 1.3202 5.16 1.0804 0.0163 0.9068
-0.6779 0.3993 0.9524 5.17 0.9363 -0.0977 0.3602
-0.7107 0.5023 0.4601 5.18 0.8403 -0.3134 -0.3828
-0.7243 0.6246 0.0803 5.19 0.5951 -0.6379 -0.9947
-0.6988 0.7011 -0.3065 5.2 0.4792 -1.0545 -1.0007
-0.6121 0.9212 -0.5146 5.21 0.3606 -1.4206 -0.7917
-0.6974 1.0399 -0.4886 5.22 0.3558 -1.9833 -0.2291
-0.6605 1.1687 -0.3586 5.23 0.3818 -2.3626 0.395
-0.6065 1.3011 -0.0397 5.24 0.3837 -2.4792 0.8083
-0.5768 1.4774 0.367 5.25 0.4636 -2.2376 0.6659
-0.5546 1.5324 0.8528 5.26 0.6382 -2.4534 0.1851
-0.4894 1.4335 1.0884 5.27 0.7872 -2.1831 -0.4868
-0.5234 1.6502 1.4126 5.28 0.8285 -1.8533 -1.1009
-0.4716 1.5008 1.5423 5.29 1.1243 -1.4744 -1.2927
-0.4318 1.6733 1.3111 5.3 1.2737 -1.0694 -1.1023
-0.3813 1.435 0.93 5.31 1.5532 -0.7921 -0.6412
-0.3203 1.5383 0.4537 5.32 1.6051 -0.7041 0.0176
-0.2919 1.3214 0.0468 5.33 1.5659 -0.8155 0.4735
-0.2133 1.3108 -0.3453 5.34 1.8525 -0.8411 0.3983
-0.1803 1.3003 -0.624 5.35 1.875 -1.2514 0.002
-0.1398 1.016 -0.6581 5.36 1.8553 -1.516 -0.7304
-0.1053 0.9059 -0.5593 5.37 1.7535 -2.019 -1.3742
-0.0533 0.7038 -0.2609 5.38 1.5737 -2.4248 -1.6335
-0.0131 0.5543 0.1529 5.39 1.6446 -2.8456 -1.5172
0.0258 0.3701 0.5669 5.4 1.2895 -2.9603 -1.0431
0.0614 0.2127 0.9497 5.41 1.3233 -2.8639 -0.3506
0.1003 0.0436 1.2532 5.42 1.0836 -3.0037 0.0965
0.1152 -0.13 1.218 5.43 0.7689 -2.7271 0.1602
0.1476 -0.3132 1.0657 5.44 0.5025 -2.2969 -0.2135
0.1715 -0.4484 0.7331 5.45 0.2662 -1.8175 -0.8077
0.1745 -0.5281 0.3571 5.46 0.025 -1.5093 -1.6836
0.1767 -0.7139 -0.0637 5.47 -0.1816 -1.1967 -2.0942
0.1823 -0.7736 -0.4709 5.48 -0.4001 -1.0494 -1.7229
0.1788 -0.8385 -0.7206 5.49 -0.4883 -0.7768 -1.4362
0.1539 -0.871 -0.9522 5.5 -0.6764 -0.9099 -0.7325
0.1351 -0.9411 -0.8685 5.51 -0.6898 -1.0306 -0.2479
0.1024 -0.9202 -0.5456 5.52 -0.7498 -1.2931 -0.108
0.0776 -0.8384 -0.1653 5.53 -0.6922 -1.5166 -0.3833
0.0331 -0.7128 0.2616 5.54 -0.6169 -1.9167 -0.9826
-0.0137 -0.6739 0.6707 5.55 -0.5166 -2.2058 -1.8181
-0.0672 -0.5562 0.863 5.56 -0.3295 -2.5689 -2.012
-0.1221 -0.4371 1.0905 5.57 -0.1503 -2.7295 -2.2475
-0.1838 -0.3288 0.8721 5.58 0.0315 -2.5805 -1.9159
-0.2292 -0.1683 0.6917 5.59 0.2053 -2.3376 -1.2215
-0.3253 -0.0298 0.2229 5.6 0.4256 -2.0875 -0.5533
-0.4132 0.1094 -0.2326 5.61 0.5398 -1.6213 -0.4035
-0.4464 0.2456 -0.6794 5.62 0.7846 -1.1359 -0.6111
-0.5314 0.4439 -0.871 5.63 0.8964 -0.7511 -1.2459
-0.5802 0.5533 -1.1112 5.64 1.038 -0.4793 -2.0483
-0.7002 0.723 -1.1326 5.65 1.0018 -0.3008 -2.3083
-0.6734 0.7305 -0.9112 5.66 1.0556 -0.2164 -2.2667
-0.8363 0.898 -0.4488 5.67 0.8617 -0.2728 -1.9226
-0.938 0.9457 -0.0602 5.68 0.9021 -0.4543 -1.3606
-0.9867 1.0573 0.3382 5.69 0.7814 -0.7735 -0.9349
-0.9902 0.9251 0.5915 5.7 0.538 -1.0703 -0.6404
-1.0311 0.9004 0.7022 5.71 0.4319 -1.399 -0.7893
-1.0471 1.0402 0.6676 5.72 0.1968 -1.5614 -1.3558
-1.0074 0.9245 0.51 5.73 -0.0048 -1.6362 -1.9445
-1.1855 0.9143 0.1122 5.74 -0.2196 -1.6028 -2.6238
-1.1634 0.7054 -0.3216 5.75 -0.3824 -1.4152 -2.572
-1.1128 0.6431 -0.8302 5.76 -0.5723 -1.3818 -2.4255
-1.1825 0.5043 -1.2097 5.77 -0.7637 -0.831 -1.8708
-1.0653 0.4169 -1.2325 5.78 -0.8482 -0.498 -1.0904
-1.1237 0.2852 -1.3919 5.79 -0.9813 -0.0464 -0.8114
-0.9589 0.1385 -1.1934 5.8 -0.9263 0.3535 -0.8523
-0.9988 -0.0137 -0.7996 5.81 -0.8998 0.5916 -1.4374
-1.005 -0.1647 -0.3473 5.82 -1.0167 0.7889 -2.0642
-0.8125 -0.2972 0.0915 5.83 -0.8695 0.8096 -2.9263
-0.7794 -0.4211 0.3959 5.84 -0.6396 0.5649 -2.6311
-0.6755 -0.5029 0.6279 5.85 -0.5789 0.3759 -2.4784
-0.5654 -0.5777 0.6288 5.86 -0.3336 0.0617 -1.8847
-0.5188 -0.7043 0.4023 5.87 -0.0947 -0.2712 -1.3585
-0.3825 -0.7474 0.0281 5.88 0.1312 -0.5731 -1.0622
-0.2406 -0.7233 -0.425 5.89 0.3569 -0.7858 -1.0237
-0.1118 -0.7085 -0.8805 5.9 0.5866 -0.7638 -1.3371
0.0183 -0.73 -1.186 5.91 0.7829 -0.7659 -2.2445
0.1587 -0.6512 -1.5134 5.92 0.909 -0.5467 -2.5325
0.2699 -0.6087 -1.43 5.93 1.0422 -0.2963 -3.1755
0.4445 -0.4947 -1.1306 5.94 1.1473 0.0882 -2.9409
0.5315 -0.4107 -0.8871 5.95 1.2959 0.5407 -2.0926
0.665 -0.2814 -0.5393 5.96 1.1922 0.8575 -1.5601
0.7781 -0.1102 -0.0702 5.97 1.2892 1.0724 -1.0261
1.0317 0.0536 0.3121 5.98 1.2452 1.317 -1.1099
1.1328 0.2353 0.5146 5.99 1.0871 1.3388 -1.3884
1.2193 0.4335 0.563 6.0 0.8812 1.2368 -1.8772
1.3143 0.6146 0.3605 6.01 0.7133 1.0384 -2.871
1.563 0.6826 0.063 6.02 0.609 0.7959 -2.8368
1.4552 1.0052 -0.3294 6.03 0.4455 0.3336 -2.7197
1.473 1.0079 -0.7208 6.04 0.2131 0.007 -2.2976
1.7687 1.1748 -1.1817 6.05 0.0652 -0.2964 -1.7338
1.5588 1.4648 -1.3637 6.06 -0.0798 -0.5283 -1.1112
1.6808 1.4835 -1.452 6.07 -0.1921 -0.5729 -0.9799
1.8594 1.6532 -1.2651 6.08 -0.261 -0.5025 -1.2867
1.7986 1.6635 -1.044 6.09 -0.3152 -0.2559 -1.9109
1.8766 1.6962 -0.5771 6.1 -0.3002 0.029 -2.4203
1.7551 1.6242 -0.1045 6.11 -0.2467 0.4058 -3.1575
1.8044 1.5126 0.2575 6.12 -0.141 0.7608 -2.8719
1.8272 1.6353 0.5044 6.13 0.0105 1.1094 -2.3349
1.814 1.6794 0.673 6.14 0.1741 1.1907 -1.6919
1.5455 1.5604 0.561 6.15 0.3668 1.193 -1.0234
1.5049 1.3148 0.226 6.16 0.6558 1.1564 -0.8859
1.379 1.2543 -0.1689 6.17 0.814 1.0101 -1.0496
1.337 1.0685 -0.5942 6.18 1.1026 0.7113 -1.6092
1.2608 0.8805 -1.0113 6.19 1.3692 0.3109 -2.4836
1.0391 0.7333 -1.1193 6.2 1.6337 -0.1195 -2.9376
0.9362 0.59 -1.3468 6.21 1.6665 -0.4963 -2.5727
0.826 0.5152 -1.2181 6.22 1.7602 -0.816 -2.563
0.7356 0.367 -0.7852 6.23 2.0083 -1.0474 -1.5864
0.5124 0.2281 -0.4744 6.24 2.2877 -1.019 -0.998
0.355 0.0942 -0.0011 6.25 2.226 -0.8766 -0.8042
0.2517 -0.0222 0.3924 6.26 2.2805 -0.6152 -0.852
0.0804 -0.124 0.782 6.27 1.9615 -0.3252 -1.5102
-0.0674 -0.2024 0.8728 6.28 1.7635 -0.0199 -2.1954
-0.2255 -0.2248 0.8429 6.29 1.6011 0.2773 -2.5541
-0.3281 -0.2851 0.5118 6.3 1.5182 0.5173 -2.427
-0.4545 -0.2927 0.1869 6.31 1.4912 0.6132 -2.1002
-0.6523 -0.2357 -0.2225 6.32 1.2999 0.6285 -1.5889
-0.6846 -0.2272 -0.6663 6.33 0.9299 0.4393 -0.9087
-0.9262 -0.1645 -0.888 6.34 0.7779 0.1568 -0.5133
-1.0287 -0.0654 -0.9011 6.35 0.5927 -0.2018 -0.5867
-0.9359 0.0262 -0.8217 6.36 0.4868 -0.671 -1.0317
-1.0711 0.1353 -0.6067 6.37 0.349 -1.1342 -1.8393
-1.2333 0.2578 -0.2412 6.38 0.2712 -1.4275 -2.2979
-1.1131 0.3545 0.2355 6.39 0.249 -1.496 -2.2406
-1.3049 0.5716 0.6848 6.4 0.2612 -1.7851 -2.0371
-1.2295 0.6591 0.9662 6.41 0.3256 -1.5654 -1.4339
-1.156 0.8008 1.1348 6.42 0.3814 -1.611 -0.7149
-1.2002 0.8465 1.2091 6.43 0.529 -1.1083 -0.3447
-1.1125 1.0891 0.9235 6.44 0.6419 -0.8683 -0.304
-1.0861 1.0685 0.5741 6.45 0.8726 -0.4994 -0.6687
-0.9267 1.1358 0.1945 6.46 1.0515 -0.2345 -1.4343
-0.9411 1.2065 -0.1719 6.47 1.2702 -0.0395 -1.9898
-0.8107 1.1732 -0.4699 6.48 1.496 0.0303 -1.9334
-0.6297 1.3031 -0.6621 6.49 1.4934 -0.0305 -1.9304
-0.5812 1.3386 -0.5031 6.5 1.6588 -0.2491 -1.4008
-0.4516 1.131 -0.311 6.51 1.9577 -0.4929 -0.5567
-0.2786 1.235 0.0734 6.52 2.0144 -0.9128 -0.102
-0.0967 1.0768 0.4938 6.53 2.0926 -1.2508 -0.0033
0.0876 0.9438 0.9732 6.54 2.244 -1.7899 -0.3484
0.2718 0.765 1.4387 6.55 1.8619 -2.0919 -0.9825
0.455 0.6381 1.6886 6.56 2.0903 -2.0322 -1.5958
0.6076 0.5058 1.5434 6.57 1.813 -1.8348 -1.6888
0.7765 0.3334 1.3463 6.58 1.5836 -1.9373 -1.8242
1.0074 0.1245 1.2068 6.59 1.5355 -1.5471 -1.0489
1.3085 -0.0845 0.6769 6.6 1.1593 -1.1986 -0.4002
1.3312 -0.2935 0.3005 6.61 0.9061 -0.7894 0.1385
1.7023 -0.5186 0.0085 6.62 0.6857 -0.4699 0.3292
1.6448 -0.6857 -0.1407 6.63 0.4375 -0.1898 0.0231
1.7987 -0.9535 -0.1309 6.64 0.1863 -0.0059 -0.5273
1.9156 -0.9575 0.0763 6.65 -0.0132 0.0529 -1.1798
2.4345 -1.2467 0.4163 6.66 -0.1896 -0.0389 -1.5905
2.4639 -1.3486 0.8279 6.67 -0.3031 -0.2313 -1.3651
2.7081 -1.5222 1.4414 6.68 -0.4515 -0.5474 -0.9395
2.5898 -1.4659 1.6723 6.69 -0.5239 -0.8796 -0.284
2.6312 -1.5509 2.1914 6.7 -0.4946 -1.2781 0.3304
2.4609 -1.6711 2.0211 6.71 -0.4622 -1.5408 0.5401
2.6145 -1.7282 2.0029 6.72 -0.4278 -1.6742 0.3772
2.8669 -1.6341 1.4723 6.73 -0.2793 -1.572 -0.2026
2.5903 -1.7626 1.2608 6.74 -0.1553 -1.3801 -0.7983
2.5648 -1.68 0.8319 6.75 -0.0133 -1.2715 -1.3153
2.7699 -1.475 0.5282 6.76 0.1553 -0.9842 -1.1697
2.986 -1.5187 0.2747 6.77 0.2976 -0.4675 -0.8078
2.8614 -1.4339 0.2631 6.78 0.5013 -0.0485 -0.1141
2.5085 -1.353 0.4898 6.79 0.6022 0.346 0.5189
2.7062 -1.2423 0.8125 6.8 0.7366 0.63 0.7638
2.5325 -1.1367 1.1924 6.81 0.8304 0.7272 0.6453
2.1911 -0.9044 1.5701 6.82 0.8237 0.7629 0.154
2.2705 -0.8382 1.8994 6.83 0.78 0.6332 -0.5239
2.1221 -0.6887 2.3546 6.84 0.7271 0.479 -0.9511
1.7612 -0.6671 2.6721 6.85 0.656 0.1784 -1.0764
1.5895 -0.617 2.4588 6.86 0.5031 -0.1535 -0.6169
1.5336 -0.4863 2.1711 6.87 0.2872 -0.4276 -0.011
1.227 -0.5232 1.8433 6.88 0.0678 -0.6795 0.6177
1.2269 -0.5134 1.203 6.89 -0.1881 -0.7156 0.9875
1.0286 -0.4889 1.0225 6.9 -0.4314 -0.6272 0.8848
0.8465 -0.4954 0.7385 6.91 -0.7363 -0.4494 0.4697
0.6297 -0.5488 0.6022 6.92 -1.044 -0.0988 -0.1987
0.4648 -0.6501 0.8027 6.93 -1.12 0.2829 -0.7158
0.2477 -0.7926 1.0483 6.94 -1.5662 0.6918 -0.9263
0.0859 -0.839 1.3947 6.95 -1.67 1.1245 -0.5368
-0.0708 -0.9388 1.8957 6.96 -1.7934 1.6382 0.0405
-0.2511 -1.1044 2.1334 6.97 -2.1042 1.6308 0.6587
-0.3856 -1.4607 2.4792 6.98 -2.1543 1.8504 1.0794
-0.5361 -1.381 2.7456 6.99 -2.2145 1.6666 1.2018
-0.6111 -1.8008 2.555 7.0 -1.8378 1.607 0.7317
-0.7089 -1.8177 2.371 7.01 -1.8679 1.276 0.0332
-0.8172 -2.1533 2.1615 7.02 -1.9002 1.0483 -0.53
-0.7998 -2.322 1.6845 7.03 -1.6664 0.6998 -0.7177
-0.8866 -2.437 1.2216 7.04 -1.6092 0.4399 -0.5774
-0.9297 -2.314 0.9981 7.05 -1.3351 0.2466 0.0364
-1.0809 -2.3682 0.7998 7.06 -1.2796 0.2177 0.7526
-1.0686 -2.7576 0.9825 7.07 -0.9904 0.2966 1.2993
-0.9522 -2.6178 1.2443 7.08 -0.9944 0.5414 1.348
-0.9896 -2.8053 1.6229 7.09 -0.8195 0.9917 0.8607
-0.8585 -2.6089 2.1839 7.1 -0.6343 1.232 0.215
-0.7632 -2.7074 2.5298 7.11 -0.5571 1.8395 -0.3665
-0.7147 -2.4963 3.0115 7.12 -0.5437 1.8893 -0.6972
-0.5598 -2.6867 2.663 7.13 -0.5699 2.4447 -0.5571
-0.5437 -2.8066 2.6849 7.14 -0.6453 2.5631 -0.0304
-0.3374 -2.5353 2.6857 7.15 -0.7924 2.6111 0.6123
-0.2474 -2.3858 2.2634 7.16 -0.9012 2.4802 1.1684
-0.0816 -2.3451 1.8888 7.17 -1.121 2.1047 1.2297
0.0815 -2.2321 1.3035 7.18 -1.2222 1.5115 0.9742
0.2643 -1.8557 1.2226 7.19 -1.5602 1.1835 0.3222
0.4055 -1.7136 0.9224 7.2 -1.5686 0.8539 -0.3099
0.5924 -1.4698 0.9998 7.21 -1.9914 0.6219 -0.6683
0.799 -1.3747 1.2659 7.22 -1.9935 0.4907 -0.5626
0.8831 -1.1825 1.4783 7.23 -2.4116 0.5241 -0.1513
1.2089 -0.9784 1.9951 7.24 -2.6681 0.5884 0.467
1.3181 -0.7791 2.5244 7.25 -2.602 0.7759 1.0805
1.64 -0.6815 2.5004 7.26 -2.8834 1.284 1.1919
1.5962 -0.5234 2.7957 7.27 -2.58 1.5428 1.0194
1.7931 -0.4147 3.1172 7.28 -2.8489 1.8365 0.3687
1.9541 -0.2947 2.6667 7.29 -2.7206 2.1177 -0.295
1.9894 -0.244 2.49 7.3 -2.435 2.4496 -0.6802
2.2127 -0.1787 1.8449 7.31 -2.622 2.2606 -0.7688
2.139 -0.1706 1.3674 7.32 -2.5216 1.9601 -0.3311
2.446 -0.1609 1.0817 7.33 -2.0114 1.8302 0.3282
2.7591 -0.2085 0.9315 7.34 -1.7696 1.597 0.8146
2.6545 -0.2262 0.8241 7.35 -1.607 1.2268 1.255
2.9026 -0.3143 0.963 7.36 -1.4251 0.6796 0.8799
2.5755 -0.3566 1.3921 7.37 -1.3521 0.3471 0.3759
2.6745 -0.4123 1.622 7.38 -1.1207 0.1051 -0.3359
2.5302 -0.5226 2.2571 7.39 -0.8534 -0.0076 -0.7608
2.6882 -0.6454 2.4618 7.4 -0.7993 0.0142 -0.851
2.5182 -0.6695 2.8056 7.41 -0.7389 0.1563 -0.4999
2.5484 -0.7668 2.7767 7.42 -0.5735 0.4641 0.0697
2.6869 -0.961 2.3776 7.43 -0.5862 0.8044 0.6191
2.3945 -1.0475 2.1373 7.44 -0.6192 1.1689 0.9546
2.2707 -1.0247 1.5526 7.45 -0.7318 1.4423 0.8698
2.4411 -1.0322 1.1481 7.46 -0.7594 1.6659 0.3121
2.2937 -1.0279 0.9555 7.47 -1.0187 1.4638 -0.365
2.2874 -1.217 0.6504 7.48 -1.1916 1.5464 -0.9145
1.852 -1.1418 0.5944 7.49 -1.2194 1.2514 -1.1713
1.8185 -1.0514 0.7492 7.5 -1.3806 1.0539 -0.7489
1.8302 -0.9659 1.0462 7.51 -1.8061 0.5724 -0.2013
1.6263 -0.8234 1.2578 7.52 -1.947 0.1588 0.3944
1.295 -0.7575 1.9203 7.53 -2.0962 -0.2203 0.7348
1.3435 -0.6547 2.3222 7.54 -1.9904 -0.554 0.7229
1.2186 -0.4544 2.2225 7.55 -1.9401 -0.766 0.2489
0.9856 -0.2882 2.1916 7.56 -2.0698 -0.8448 -0.4206
0.8612 -0.0909 2.1604 7.57 -1.9448 -0.6924 -0.9615
0.7086 0.1148 1.9117 7.58 -2.0688 -0.4152 -1.3293
0.5431 0.2956 1.4949 7.59 -2.0651 -0.1618 -1.1263
0.3489 0.4909 0.9562 7.6 -1.8615 0.189 -0.4533
0.2538 0.6912 0.5352 7.61 -1.62 0.5142 0.1505
0.0989 0.9356 0.2322 7.62 -1.3667 0.8472 0.5846
-0.0096 1.2929 0.1351 7.63 -1.181 0.887 0.5935
-0.123 1.2801 0.2274 7.64 -0.9575 0.9347 0.1375
-0.2049 1.425 0.5026 7.65 -0.7164 0.8177 -0.5337
-0.2826 1.7789 0.7748 7.66 -0.394 0.6085 -1.2243
-0.3478 1.8081 1.3173 7.67 -0.201 0.2436 -1.4162
-0.4012 2.1612 1.5772 7.68 -0.0036 -0.1574 -1.347
-0.47 2.3286 1.7542 7.69 0.1578 -0.479 -0.8642
-0.4771 2.4144 1.8815 7.7 0.3111 -0.8301 -0.1434
-0.4689 2.2025 1.8604 7.71 0.3946 -1.0795 0.3263
-0.5138 2.1598 1.4316 7.72 0.4042 -1.1719 0.4142
