# x : time signal
# y : signal strength
#time y5 y4 y2 y6 y1 y3
3.89 -1.6805 -1.38 -0.6647 -1.5776 -1.0609 0.1344
3.9 -1.5721 -1.6563 -0.5733 -1.729 -1.1447 0.211
3.91 -1.3855 -1.6852 -0.3876 -1.5208 -1.2622 0.2598
3.92 -1.2437 -1.7995 -0.1954 -1.4196 -1.4701 0.2662
3.93 -1.1273 -1.8234 -0.0022 -1.0299 -1.3467 0.2381
3.94 -1.0643 -1.5722 0.1916 -0.6565 -1.4011 0.145
3.95 -0.9096 -1.451 0.4026 -0.324 -1.3905 0.0564
3.96 -0.9445 -1.5223 0.6019 -0.1498 -1.3858 -0.049
3.97 -0.9986 -1.2776 0.7534 -0.1917 -1.329 -0.1659
3.98 -0.9595 -0.8869 0.9053 -0.4661 -1.3698 -0.2514
3.99 -0.9639 -0.7406 1.0061 -0.9378 -1.2553 -0.3953
4.0 -1.1791 -0.3918 1.1249 -1.5338 -1.076 -0.4165
4.01 -1.2675 -0.0778 1.2907 -1.9016 -0.7768 -0.4591
4.02 -1.2227 0.2441 1.4062 -2.3765 -0.6399 -0.4198
4.03 -1.6212 0.625 1.5868 -2.6373 -0.472 -0.3133
4.04 -1.7027 0.9892 1.5363 -2.5116 -0.2627 -0.2147
4.05 -1.8265 1.272 1.6295 -2.1397 -0.041 -0.0437
4.06 -1.857 1.6697 1.8145 -1.5383 0.1584 0.1669
4.07 -1.9158 1.7921 1.7874 -1.1328 0.345 0.3956
4.08 -2.2429 2.1607 1.7721 -0.8854 0.5811 0.6918
4.09 -2.2232 2.402 1.6481 -0.6566 0.827 0.9041
4.1 -2.2383 2.1865 1.6368 -0.6641 0.8941 1.0158
4.11 -2.4624 2.276 1.5993 -0.7824 0.9937 1.2822
4.12 -2.3678 2.2864 1.5979 -1.191 1.1692 1.5229
4.13 -2.3866 2.2818 1.4284 -1.6274 1.1625 1.468
4.14 -2.2765 2.095 1.2396 -2.3446 1.4037 1.5201
4.15 -2.2869 2.0311 1.1303 -2.467 1.2898 1.74
4.16 -2.3641 1.9461 1.1896 -2.7414 1.4371 1.5651
4.17 -2.0134 1.8407 1.0743 -2.7575 1.3153 1.2386
4.18 -1.7673 1.5063 0.8134 -2.188 1.2981 1.1423
4.19 -1.5297 1.2759 0.7725 -1.7353 1.126 0.8779
4.2 -1.4807 1.1938 0.7285 -1.3268 1.1847 0.43
4.21 -1.3372 0.8228 0.659 -0.8516 1.0469 0.1036
4.22 -0.9056 0.5848 0.5574 -0.6581 0.8381 -0.2876
4.23 -0.684 0.3544 0.4648 -0.597 0.6903 -0.696
4.24 -0.533 0.1122 0.4116 -0.665 0.5583 -0.9975
4.25 -0.2561 -0.0823 0.4181 -0.9484 0.4839 -1.3834
4.26 -0.0728 -0.2448 0.3864 -1.5066 0.3178 -1.512
4.27 0.1273 -0.4072 0.455 -2.0797 0.1754 -1.7565
4.28 0.2823 -0.5229 0.4278 -2.0296 0.0794 -1.9613
4.29 0.4455 -0.5851 0.5464 -2.3293 0.0026 -2.0812
4.3 0.5692 -0.534 0.5746 -2.1598 -0.0611 -2.0431
4.31 0.6673 -0.5756 0.6977 -1.9798 -0.0879 -1.8901
4.32 0.6271 -0.5118 0.8501 -1.5324 -0.112 -1.8721
4.33 0.6876 -0.41 0.8433 -1.0479 -0.0955 -1.7583
4.34 0.6712 -0.2956 1.0658 -0.4782 -0.0423 -1.4024
4.35 0.6209 -0.1455 1.1922 -0.1947 0.032 -1.0828
4.36 0.5714 0.0152 1.3799 -0.0556 0.1236 -0.7105
4.37 0.4242 0.2114 1.5588 -0.1632 0.2557 -0.4259
4.38 0.3155 0.409 1.5739 -0.489 0.4129 -0.1605
4.39 0.1518 0.6078 1.6783 -0.9252 0.5244 0.1152
4.4 0.0118 0.701 1.808 -1.1833 0.6994 0.3301
4.41 -0.1462 0.9707 2.1107 -1.4821 0.9594 0.492
4.42 -0.3134 1.0087 2.126 -1.8405 1.1833 0.6097
4.43 -0.4091 1.2564 2.1723 -1.6651 1.3174 0.7474
4.44 -0.5717 1.4475 2.213 -1.2704 1.4441 0.6867
4.45 -0.7048 1.3872 2.4201 -0.962 1.6208 0.7166
4.46 -0.7713 1.388 2.7551 -0.3424 1.6681 0.6155
4.47 -0.8712 1.6501 2.3688 0.1146 1.9363 0.4675
4.48 -1.0049 1.6668 2.6188 0.465 1.8353 0.399
4.49 -0.9338 1.4623 2.6813 0.6184 2.1758 0.2148
4.5 -0.9088 1.4846 2.8461 0.5137 2.011 0.0531
4.51 -0.9638 1.4568 2.4555 0.2495 2.0235 -0.0866
4.52 -0.8483 1.3395 2.6451 -0.1674 1.9725 -0.1921
4.53 -0.7025 1.2313 2.5733 -0.5445 2.1494 -0.3194
4.54 -0.7221 1.1658 2.1443 -1.009 2.0318 -0.361
4.55 -0.5411 1.1641 2.2887 -1.0519 1.8917 -0.3387
4.56 -0.4366 1.0956 2.0641 -1.0912 1.6737 -0.3547
4.57 -0.2394 1.0036 1.7502 -0.7894 1.6596 -0.2611
4.58 -0.1177 1.1278 1.7853 -0.3903 1.5557 -0.1796
4.59 0.025 0.9401 1.5645 0.0699 1.4585 -0.0642
4.6 0.1595 1.0246 1.4207 0.4864 1.107 0.0549
4.61 0.259 0.9428 1.4358 0.9231 0.9134 0.1858
4.62 0.3513 1.0307 1.1444 0.942 0.8348 0.2865
4.63 0.4341 0.9653 0.9968 0.8409 0.7078 0.3561
4.64 0.4674 1.1006 0.788 0.6734 0.4688 0.4291
4.65 0.5392 1.1215 0.7639 0.1882 0.3742 0.3745
4.66 0.4814 1.2486 0.5953 -0.2554 0.2505 0.3575
4.67 0.4338 1.3118 0.5087 -0.7266 0.1859 0.2112
4.68 0.3784 1.2825 0.4155 -0.9441 0.0992 0.0601
4.69 0.2675 1.443 0.375 -0.8956 0.0633 -0.1452
4.7 0.1325 1.4857 0.3267 -0.7514 0.0467 -0.3999
4.71 -0.0247 1.2903 0.3169 -0.4123 0.068 -0.6395
4.72 -0.2217 1.358 0.3151 0.0821 0.1034 -1.0265
4.73 -0.4262 1.3096 0.2826 0.5136 0.1628 -1.1912
4.74 -0.6848 1.3201 0.3123 0.7591 0.2889 -1.6262
4.75 -0.8875 1.3949 0.382 0.9516 0.4123 -2.04
4.76 -1.1162 1.2291 0.405 0.9087 0.5381 -2.0133
4.77 -1.3734 1.2853 0.5722 0.5088 0.6563 -2.0761
4.78 -1.6817 1.1997 0.6433 0.0664 0.853 -2.3519
4.79 -1.771 1.0892 0.6744 -0.443 0.8864 -2.496
4.8 -1.8913 0.8222 0.8421 -0.9175 1.1682 -2.351
4.81 -2.0903 0.7594 0.9505 -1.2205 1.1377 -2.0299
4.82 -2.1824 0.5471 0.9972 -1.2794 1.4577 -1.9124
4.83 -2.442 0.4395 1.2251 -1.2196 1.6242 -1.587
4.84 -2.2904 0.2554 1.1564 -0.7865 1.5951 -1.3422
4.85 -2.2227 0.1242 1.5182 -0.4253 1.6472 -1.0973
4.86 -2.3358 -0.0071 1.4865 -0.0036 1.5549 -0.6805
4.87 -2.4316 -0.1089 1.4765 0.3042 1.6282 -0.3532
4.88 -2.2485 -0.1769 1.5923 0.3884 1.8533 0.027
4.89 -2.3033 -0.2389 1.5196 0.3278 1.632 0.3476
4.9 -2.2703 -0.2705 1.7336 -0.0165 1.5126 0.6406
4.91 -1.8678 -0.2401 1.7839 -0.5223 1.448 0.8866
4.92 -1.7106 -0.1845 1.5735 -1.0179 1.4527 1.158
4.93 -1.5969 -0.0979 1.7161 -1.4379 1.2435 1.2388
4.94 -1.499 0.0349 1.6374 -1.8747 1.1484 1.0826
4.95 -1.2532 0.2018 1.6888 -2.052 0.8356 1.1347
4.96 -1.0441 0.3737 1.562 -1.7283 0.778 0.9479
4.97 -0.9064 0.6004 1.3971 -1.5795 0.5134 0.7998
4.98 -0.9058 0.893 1.3293 -1.0833 0.3373 0.5558
4.99 -0.7074 1.0099 0.9978 -0.7476 0.1647 0.3552
5.0 -0.6021 1.4423 0.8795 -0.4626 -0.0162 0.061
5.01 -0.5875 1.642 0.7286 -0.3441 -0.1887 -0.2105
5.02 -0.5059 1.6597 0.6612 -0.4435 -0.3106 -0.4913
5.03 -0.5861 2.0253 0.4305 -0.6439 -0.4794 -0.7292
5.04 -0.5291 2.3117 0.2699 -1.1022 -0.5446 -0.9182
5.05 -0.6226 2.3518 0.1338 -1.5481 -0.6438 -1.1638
5.06 -0.6826 2.7074 -0.0416 -2.3626 -0.6061 -1.3803
5.07 -0.726 2.4691 -0.2177 -2.5364 -0.6226 -1.3623
5.08 -0.9457 2.4751 -0.3676 -2.7709 -0.6374 -1.4506
5.09 -0.9834 2.3699 -0.4604 -2.7032 -0.6377 -1.4968
5.1 -1.1792 2.2511 -0.5422 -2.3718 -0.5562 -1.2706
5.11 -1.2983 2.5745 -0.7104 -1.743 -0.4893 -1.1638
5.12 -1.461 2.3742 -0.8111 -1.4578 -0.3567 -1.1218
5.13 -1.5833 2.1306 -0.8667 -1.164 -0.2219 -1.0677
5.14 -1.5667 1.7732 -0.9609 -0.8351 -0.0627 -0.8169
5.15 -1.7309 1.5844 -0.8521 -0.8394 0.0893 -0.8575
5.16 -1.7642 1.2016 -0.8542 -1.1178 0.2467 -0.7364
5.17 -1.8901 0.8839 -0.952 -1.4412 0.4223 -0.6407
5.18 -1.7451 0.4804 -0.9148 -2.2444 0.5138 -0.6587
5.19 -1.7251 0.1801 -0.7104 -2.7596 0.7131 -0.8017
5.2 -1.7284 -0.1256 -0.6936 -3.0637 0.8524 -0.8159
5.21 -1.5468 -0.3813 -0.5531 -2.7929 0.9277 -0.9641
5.22 -1.5215 -0.753 -0.4583 -3.0743 1.0018 -1.159
5.23 -1.393 -0.9973 -0.4123 -2.5727 0.9411 -1.3203
5.24 -1.1312 -1.1554 -0.2762 -2.2873 1.1029 -1.3578
5.25 -0.9009 -1.232 -0.1254 -1.6366 1.0335 -1.4953
5.26 -0.724 -1.3286 -0.0094 -1.314 0.923 -1.6796
5.27 -0.4275 -1.4554 0.1106 -1.0158 0.8939 -2.0401
5.28 -0.1805 -1.4477 0.2237 -0.9321 0.8692 -1.8447
5.29 0.0662 -1.3872 0.3475 -1.0608 0.7419 -2.1352
5.3 0.3191 -1.1081 0.4999 -1.6246 0.5749 -1.9827
5.31 0.5871 -1.1122 0.5865 -2.0196 0.4354 -1.9035
5.32 0.7616 -0.8852 0.6318 -2.2895 0.3531 -1.4792
5.33 1.0388 -0.591 0.6933 -2.758 0.1561 -1.3968
5.34 1.1847 -0.3612 0.7685 -2.7576 -0.018 -1.1278
5.35 1.3338 -0.0388 0.7701 -2.5634 -0.2043 -0.7668
5.36 1.3438 0.2736 0.8244 -2.1779 -0.3213 -0.5244
5.37 1.3619 0.5674 0.8625 -1.7605 -0.4722 -0.181
5.38 1.4833 0.918 0.8174 -1.2697 -0.6823 0.1439
5.39 1.5004 1.0435 0.7444 -0.8796 -0.7594 0.4743
5.4 1.526 1.4715 0.661 -0.5721 -0.8084 0.657
5.41 1.5237 1.5221 0.5429 -0.4919 -0.843 0.9481
5.42 1.2839 1.7187 0.4662 -0.6476 -1.0069 1.0775
5.43 1.1485 1.8447 0.3621 -0.8961 -1.077 1.1875
5.44 1.0815 2.0463 0.2926 -1.1811 -0.8942 1.0428
5.45 0.9779 1.9717 0.1331 -1.8686 -0.963 1.0583
5.46 0.8652 1.9582 0.0078 -2.0945 -0.8468 0.899
5.47 0.7411 2.0015 -0.1411 -2.1283 -0.7546 0.5945
5.48 0.5334 1.9201 -0.243 -1.988 -0.6633 0.3133
5.49 0.4034 1.9777 -0.3693 -1.5267 -0.447 -0.0445
5.5 0.2506 1.5272 -0.5241 -1.1726 -0.2962 -0.43
5.51 0.1549 1.4848 -0.6939 -0.5889 -0.1414 -0.7786
5.52 0.0648 1.2847 -0.6959 -0.1534 0.0349 -1.259
5.53 0.0057 0.9357 -0.8553 0.1902 0.2231 -1.4089
5.54 -0.0303 0.655 -0.8966 0.2844 0.369 -1.7509
5.55 -0.0349 0.392 -0.9868 0.2209 0.5748 -2.201
5.56 -0.0169 0.0855 -1.0041 -0.0768 0.7889 -2.1668
5.57 0.0321 -0.1789 -1.1603 -0.4588 0.8259 -2.575
5.58 0.1135 -0.4233 -1.0316 -0.9506 1.0894 -2.4014
5.59 0.2072 -0.588 -1.0013 -1.165 1.0373 -2.2643
5.6 0.3012 -0.9297 -0.9237 -1.3103 1.0867 -2.2257
5.61 0.4469 -1.0055 -0.9542 -1.3557 1.313 -2.3312
5.62 0.5495 -1.1627 -0.8149 -0.9416 1.1687 -2.3278
5.63 0.7041 -1.0981 -0.8253 -0.4699 1.2399 -1.7535
5.64 0.8541 -1.3154 -0.665 0.0344 1.1785 -1.7174
5.65 1.1063 -1.1981 -0.5141 0.5339 1.0938 -1.5707
5.66 1.2431 -1.1513 -0.4411 0.8384 1.131 -1.3384
5.67 1.2283 -1.1086 -0.2513 1.0095 0.9846 -0.9941
5.68 1.5069 -1.0593 -0.1207 0.9217 0.8597 -0.8049
5.69 1.4419 -0.9341 0.0509 0.5544 0.7219 -0.6961
5.7 1.6111 -0.8836 0.1879 0.1603 0.5148 -0.6207
5.71 1.398 -0.6895 0.3855 -0.2588 0.3986 -0.5871
5.72 1.4967 -0.5523 0.5231 -0.6107 0.2239 -0.5727
5.73 1.5598 -0.4355 0.6097 -0.7452 0.1039 -0.6016
5.74 1.2316 -0.3186 0.8285 -0.8208 -0.0313 -0.6372
5.75 1.3473 -0.1671 0.8841 -0.5888 -0.1385 -0.7442
5.76 1.1024 -0.0433 0.9873 -0.1181 -0.2336 -0.9668
5.77 0.846 0.0547 1.1743 0.3356 -0.3145 -1.0814
5.78 0.7465 0.1464 1.1446 0.813 -0.3349 -1.0886
5.79 0.5031 0.2038 1.2812 1.1068 -0.3873 -1.1578
5.8 0.3291 0.2505 1.1975 1.2888 -0.3359 -1.0968
5.81 0.0865 0.2438 1.2328 1.1062 -0.3455 -1.1358
5.82 -0.1552 0.2262 1.2946 0.7915 -0.2638 -1.064
5.83 -0.3706 0.186 1.1683 0.3818 -0.1549 -0.9631
5.84 -0.5978 0.1463 1.2526 -0.126 -0.0307 -0.8849
5.85 -0.7841 0.1031 1.1911 -0.5268 0.1148 -0.838
5.86 -1.0065 0.0254 0.946 -0.7888 0.3057 -0.6178
5.87 -0.977 -0.051 0.8957 -0.7891 0.4911 -0.3603
5.88 -1.3036 -0.1405 0.7955 -0.6932 0.6096 -0.1555
5.89 -1.2584 -0.2099 0.7474 -0.2585 0.7624 0.0385
5.9 -1.3166 -0.2851 0.542 0.166 0.9801 0.2223
5.91 -1.3422 -0.3538 0.4886 0.5325 1.1942 0.3592
5.92 -1.3206 -0.3785 0.3494 0.8447 1.5136 0.415
5.93 -1.1794 -0.4771 0.2102 1.018 1.4174 0.4889
5.94 -1.1711 -0.4444 0.0754 0.7896 1.5497 0.41
5.95 -0.9909 -0.5132 -0.036 0.5813 2.0112 0.3051
5.96 -0.9612 -0.4267 -0.1338 0.06 1.9613 0.145
5.97 -0.8472 -0.4523 -0.2459 -0.4561 1.9309 -0.0681
5.98 -0.6457 -0.385 -0.2843 -0.8848 1.9414 -0.3634
5.99 -0.4448 -0.3475 -0.3624 -1.098 2.0893 -0.6791
6.0 -0.2847 -0.3298 -0.4273 -1.3819 2.24 -0.9435
6.01 -0.114 -0.2707 -0.4462 -1.0539 1.8699 -1.3567
6.02 0.0521 -0.2376 -0.3968 -0.8005 1.7908 -1.6178
6.03 0.206 -0.1725 -0.4391 -0.4321 1.9852 -2.1031
6.04 0.3166 -0.1401 -0.3444 -0.0194 1.5745 -2.5194
6.05 0.3923 -0.1209 -0.3023 0.2662 1.6477 -2.8804
6.06 0.5044 -0.1042 -0.2543 0.407 1.5925 -2.9952
6.07 0.5414 -0.1172 -0.1395 0.304 1.2714 -2.8159
6.08 0.5324 -0.1802 -0.052 -0.0389 1.1565 -3.142
6.09 0.5369 -0.2285 0.0649 -0.5547 1.0526 -3.2379
6.1 0.59 -0.2867 0.1817 -0.9377 0.8028 -2.916
6.11 0.5436 -0.4331 0.3278 -1.4688 0.6667 -2.7866
6.12 0.4007 -0.5694 0.4538 -1.6629 0.5629 -2.2769
6.13 0.3322 -0.6557 0.6161 -1.8349 0.4886 -2.2222
6.14 0.2201 -0.8208 0.7532 -1.8883 0.4347 -1.7144
6.15 0.0912 -0.9672 0.8223 -1.3854 0.346 -1.3074
6.16 -0.0441 -1.091 1.0697 -1.1738 0.3128 -1.1025
6.17 -0.1664 -1.3948 1.2107 -0.5959 0.3141 -0.6805
6.18 -0.2835 -1.5025 1.2998 -0.343 0.3961 -0.3777
6.19 -0.4174 -1.5803 1.3717 -0.1789 0.4289 -0.1297
6.2 -0.4563 -1.9327 1.545 -0.2552 0.4504 0.0792
6.21 -0.5622 -1.7634 1.5978 -0.5455 0.6393 0.2247
6.22 -0.6427 -1.834 1.6107 -0.9276 0.6748 0.2846
6.23 -0.5764 -2.0058 1.6183 -1.3904 0.8518 0.3165
6.24 -0.5838 -2.0345 1.4097 -1.9092 1.0389 0.2597
6.25 -0.6197 -2.2083 1.5503 -2.0578 1.2717 0.1695
6.26 -0.4804 -2.131 1.4464 -2.3869 1.2406 0.0506
6.27 -0.3884 -1.7684 1.5392 -2.4 1.5206 -0.1138
6.28 -0.2682 -1.813 1.3578 -1.74 1.6581 -0.3266
6.29 -0.0781 -1.67 1.1454 -1.3439 1.8184 -0.4525
6.3 0.1016 -1.5099 1.1393 -0.9419 1.8353 -0.606
6.31 0.3231 -1.1621 0.9287 -0.5986 2.2447 -0.7972
6.32 0.5311 -0.9524 0.8655 -0.3487 2.0127 -1.036
6.33 0.7512 -0.7733 0.654 -0.3548 2.189 -1.0139
6.34 1.1184 -0.5323 0.5282 -0.6404 2.2957 -1.2003
6.35 1.211 -0.2279 0.3813 -1.0117 2.0804 -0.9974
6.36 1.6193 0.0001 0.219 -1.3137 2.4277 -1.1506
6.37 1.608 0.2325 0.0449 -1.7466 2.0372 -0.9856
6.38 1.8317 0.4105 -0.1168 -2.3442 2.323 -0.9814
6.39 1.96 0.5572 -0.2805 -2.1398 2.1454 -0.7362
6.4 2.3199 0.7507 -0.4048 -2.2525 2.0292 -0.7454
6.41 2.1997 0.7628 -0.5512 -1.8891 1.6719 -0.642
6.42 2.7297 0.8007 -0.6355 -1.2739 1.66 -0.5696
6.43 2.3101 0.8508 -0.6616 -0.7768 1.3888 -0.4956
6.44 2.5612 0.7523 -0.7799 -0.3401 1.1761 -0.4307
6.45 2.7258 0.6963 -0.8296 -0.0508 1.0225 -0.4817
6.46 2.456 0.5041 -0.8723 0.0037 0.8121 -0.597
6.47 2.683 0.3428 -0.8646 -0.1434 0.6081 -0.6535
6.48 2.5158 0.0841 -0.9224 -0.4673 0.5061 -0.8228
6.49 2.3735 -0.1725 -0.794 -0.9793 0.2959 -1.0573
6.5 2.0996 -0.5045 -0.7783 -1.1936 0.1713 -1.2248
6.51 2.1264 -0.7924 -0.7282 -1.6135 0.0575 -1.4366
6.52 1.6026 -1.0152 -0.7462 -1.6748 -0.0302 -1.7818
6.53 1.5956 -1.3794 -0.6706 -1.4312 -0.0863 -1.9986
6.54 1.6025 -1.5831 -0.4732 -1.194 -0.1336 -2.0489
6.55 1.2892 -2.2443 -0.4172 -0.6176 -0.1315 -2.6899
6.56 1.2834 -2.2713 -0.322 -0.1046 -0.1126 -2.3308
6.57 1.0262 -2.3735 -0.2213 0.3977 -0.0657 -2.5797
6.58 0.9621 -2.8466 -0.0966 0.7025 0.0095 -2.7621
6.59 0.8447 -2.6638 0.0009 0.8278 0.1039 -2.4438
6.6 0.9829 -2.6806 0.0915 0.7105 0.2189 -2.3237
6.61 0.8727 -2.8762 0.1954 0.3346 0.3535 -2.1474
6.62 0.8373 -3.1685 0.2335 -0.0367 0.491 -2.079
6.63 0.8812 -2.6252 0.3334 -0.4295 0.6231 -1.6977
6.64 0.9712 -2.6926 0.3339 -0.7207 0.6625 -1.2589
6.65 1.2261 -2.8439 0.4094 -0.7839 0.8844 -0.8699
6.66 1.238 -2.4566 0.3772 -0.6363 0.9449 -0.4208
6.67 1.2536 -2.2126 0.3887 -0.3482 1.0649 -0.0695
6.68 1.5599 -1.9993 0.3404 0.1366 1.1354 0.2593
6.69 1.7564 -1.4104 0.2939 0.642 1.2228 0.5625
6.7 1.6442 -1.347 0.2146 1.2221 1.2964 0.7832
6.71 2.0225 -0.9897 0.1217 1.4454 1.3222 0.9146
6.72 2.1826 -0.5385 0.0155 1.7374 1.1962 1.0905
6.73 1.9551 -0.2646 -0.1038 1.4537 1.1525 1.0279
6.74 2.288 -0.0099 -0.2697 1.2683 1.1071 0.9869
6.75 2.2016 0.2248 -0.4504 0.7342 0.9531 0.8058
6.76 2.2402 0.4835 -0.6101 0.3864 0.811 0.5679
6.77 2.1398 0.6118 -0.7843 0.0535 0.5788 0.336
6.78 2.4508 0.6808 -1.0041 -0.0798 0.404 0.0616
6.79 2.3623 0.7851 -1.1981 -0.0056 0.2612 -0.2675
6.8 2.1381 0.8096 -1.2455 0.31 0.0345 -0.5117
6.81 1.8159 0.8593 -1.4098 0.7073 -0.169 -0.8858
6.82 1.6839 0.729 -1.6619 1.2277 -0.4285 -1.1412
6.83 1.5925 0.6662 -1.6839 1.7647 -0.5679 -1.4934
6.84 1.4609 0.4539 -2.0085 2.1209 -0.8544 -1.5409
6.85 1.1877 0.2699 -2.0951 1.9443 -0.898 -1.6009
6.86 0.9863 0.0716 -1.9685 1.9625 -1.0785 -1.9139
6.87 0.6222 -0.1451 -2.2055 1.5753 -1.2948 -1.9551
6.88 0.4226 -0.3768 -2.4136 1.2301 -1.3279 -1.6745
6.89 0.2052 -0.6963 -2.1615 0.818 -1.6707 -1.8845
6.9 0.0091 -0.9538 -2.6413 0.4126 -1.5577 -1.7442
6.91 -0.1773 -1.1634 -2.54 0.1994 -1.7633 -1.3796
6.92 -0.3797 -1.2976 -2.5792 0.2149 -1.5745 -1.4137
6.93 -0.4914 -1.5756 -2.3281 0.4742 -1.6045 -1.0789
6.94 -0.5499 -1.7394 -2.2742 0.7675 -1.5825 -1.1392
6.95 -0.7449 -1.8487 -2.3321 1.3742 -1.6817 -0.9969
6.96 -0.711 -1.8717 -2.1806 1.8754 -1.4956 -0.926
6.97 -0.675 -1.818 -2.1299 1.9039 -1.3953 -0.7556
6.98 -0.6493 -2.1162 -2.0317 2.0911 -1.3243 -0.7377
6.99 -0.7246 -1.9716 -2.0504 1.8182 -1.1318 -0.7684
7.0 -0.5741 -2.0123 -1.6245 1.7216 -1.0573 -0.858
7.01 -0.4379 -1.7836 -1.6675 1.0324 -0.8591 -0.9686
7.02 -0.3219 -1.6092 -1.4745 0.5893 -0.7696 -1.1446
7.03 -0.1832 -1.6526 -1.3703 0.1895 -0.6164 -1.1083
7.04 -0.045 -1.5715 -1.399 -0.0517 -0.5004 -1.2096
7.05 0.1176 -1.2158 -1.3097 -0.0855 -0.481 -1.3197
7.06 0.311 -1.1534 -1.1801 0.0784 -0.3511 -1.4984
7.07 0.4531 -1.0705 -0.9601 0.4565 -0.3368 -1.4281
7.08 0.5615 -0.8034 -0.9811 0.8559 -0.3489 -1.5136
7.09 0.7165 -0.7303 -0.8848 1.1815 -0.3575 -1.568
7.1 0.8973 -0.5727 -0.8234 1.4417 -0.4455 -1.4863
7.11 0.8847 -0.4329 -0.8053 1.6434 -0.4997 -1.3158
7.12 0.884 -0.3176 -0.9196 1.5942 -0.646 -1.0077
7.13 1.0609 -0.2491 -0.8369 1.1985 -0.8249 -0.8864
7.14 1.0653 -0.192 -0.9294 0.7085 -0.8926 -0.5209
7.15 0.9062 -0.1774 -1.0953 0.1239 -1.1622 -0.2111
7.16 0.9395 -0.1612 -1.1539 -0.298 -1.2655 0.0852
7.17 0.8189 -0.1538 -1.1446 -0.6195 -1.3294 0.3889
7.18 0.7861 -0.1547 -1.2848 -0.7221 -1.5142 0.6665
7.19 0.6418 -0.2219 -1.4527 -0.5662 -1.985 0.8179
7.2 0.5888 -0.2587 -1.5235 -0.2348 -2.0547 0.9773
7.21 0.4092 -0.2851 -1.5547 0.2035 -2.0894 1.161
7.22 0.2522 -0.3399 -1.911 0.6177 -2.3297 1.1742
7.23 0.1239 -0.3594 -2.1749 0.8844 -2.2575 1.2958
7.24 0.0011 -0.4322 -2.2029 1.0196 -2.5251 1.0829
7.25 -0.1215 -0.4625 -2.3263 0.9841 -2.7309 0.8198
7.26 -0.2033 -0.4144 -2.4959 0.5498 -2.9424 0.6774
7.27 -0.2614 -0.4658 -2.4116 0.1115 -3.0112 0.3248
7.28 -0.3042 -0.4122 -2.7839 -0.3864 -2.8377 -0.016
7.29 -0.3894 -0.3755 -2.5404 -0.8613 -2.573 -0.4154
7.3 -0.3606 -0.3163 -2.8338 -1.0332 -2.6277 -0.7569
7.31 -0.2786 -0.2333 -2.7842 -1.2658 -2.8173 -1.2141
7.32 -0.2041 -0.1705 -2.9072 -1.095 -2.4184 -1.6039
7.33 -0.1079 -0.1022 -2.7283 -0.7686 -2.4129 -1.9405
7.34 0.0183 -0.0099 -2.6972 -0.314 -2.1868 -2.0056
7.35 0.1826 0.0854 -2.9246 0.1142 -2.2339 -2.2209
7.36 0.3316 0.1628 -2.5769 0.4187 -1.8308 -2.3536
7.37 0.5792 0.2497 -2.7502 0.6131 -1.7575 -2.3783
7.38 0.7475 0.2825 -2.5388 0.6009 -1.7744 -2.247
7.39 0.9823 0.3492 -2.4423 0.3219 -1.4839 -2.1754
7.4 1.3111 0.3735 -2.2612 -0.12 -1.2816 -1.8476
7.41 1.4568 0.3641 -1.8844 -0.6308 -1.3 -1.8726
7.42 1.5933 0.3923 -2.0675 -0.9668 -1.0637 -1.5532
7.43 1.9435 0.3407 -1.6457 -1.192 -1.0463 -1.3785
7.44 2.2831 0.2988 -1.5971 -1.2996 -0.9206 -0.9718
7.45 2.1061 0.2036 -1.4246 -1.1637 -0.9595 -0.7686
7.46 2.5674 0.086 -1.131 -0.8759 -0.9049 -0.5095
7.47 2.575 -0.0351 -1.0899 -0.3691 -0.8407 -0.2383
7.48 2.6358 -0.1888 -0.9436 0.1 -1.0168 -0.0666
7.49 2.5163 -0.3165 -0.7315 0.4775 -1.0772 0.0734
7.5 2.6327 -0.4689 -0.6441 0.7444 -1.1561 0.1559
7.51 2.7605 -0.6528 -0.4543 0.6896 -1.3556 0.167
7.52 2.482 -0.8343 -0.3784 0.5046 -1.2351 0.1744
7.53 2.144 -0.9291 -0.2522 0.1796 -1.5419 0.1197
7.54 2.2197 -1.1561 -0.198 -0.2875 -1.7883 0.0324
7.55 2.0797 -1.1446 -0.1217 -0.5983 -1.8493 -0.0664
7.56 1.9692 -1.2232 -0.0918 -1.0019 -1.9498 -0.18
7.57 1.8309 -1.3033 -0.0791 -1.0747 -2.1144 -0.302
7.58 1.5691 -1.2546 -0.0702 -0.7902 -2.3851 -0.4078
7.59 1.3607 -1.1352 -0.0998 -0.407 -2.5269 -0.399
7.6 1.2983 -1.0954 -0.133 0.0544 -2.525 -0.4519
7.61 1.1099 -1.0702 -0.1759 0.5619 -2.644 -0.4428
7.62 0.9967 -0.8381 -0.2727 0.9624 -2.659 -0.37
7.63 0.8054 -0.6941 -0.3259 1.3877 -2.4397 -0.3088
7.64 0.7118 -0.4638 -0.4225 1.4757 -2.3399 -0.1849
7.65 0.6797 -0.2181 -0.5001 1.1301 -2.5894 -0.0361
7.66 0.6405 0.0626 -0.6375 0.9537 -2.2656 0.1237
7.67 0.6417 0.3545 -0.7735 0.4928 -2.6103 0.2923
7.68 0.5997 0.5707 -0.8241 0.0899 -2.3073 0.4811
7.69 0.6299 0.9394 -0.8904 -0.1714 -2.289 0.59
