# x : time signal
# y : intensity
# label : secret experiment #5834
#y2 time y3 y1
1.4704 6.95 -0.6754 0.8071
1.5435 6.96 0.0021 0.6905
1.3698 6.97 0.4513 0.7158
1.3256 6.98 0.2588 0.6309
1.3252 6.99 -0.3712 0.5791
1.3195 7.0 -1.1189 0.5122
1.2607 7.01 -1.641 0.5443
1.165 7.02 -1.5502 0.456
1.1121 7.03 -1.067 0.4853
1.0212 7.04 -0.3773 0.4719
0.8204 7.05 -0.0306 0.5178
0.8458 7.06 -0.3236 0.5588
0.7139 7.07 -1.0599 0.5786
0.5049 7.08 -1.9363 0.7613
0.4589 7.09 -2.351 0.7781
0.3027 7.1 -2.1902 0.9027
0.2042 7.11 -1.2514 0.9273
0.0965 7.12 -0.7086 1.1878
-0.017 7.13 -0.4613 1.2833
-0.1256 7.14 -0.8197 1.239
-0.226 7.15 -1.751 1.3982
-0.2891 7.16 -2.3044 1.652
-0.3944 7.17 -2.7503 1.6923
-0.4124 7.18 -2.141 1.8188
-0.4366 7.19 -1.4513 1.7794
-0.4686 7.2 -0.906 2.1826
-0.4914 7.21 -0.6971 1.9509
-0.4996 7.22 -1.2242 2.3431
-0.5073 7.23 -2.1393 2.1856
-0.5372 7.24 -2.3855 2.4765
-0.532 7.25 -2.8347 2.5653
-0.4621 7.26 -2.1708 2.5806
-0.4445 7.27 -1.5862 2.3982
-0.3239 7.28 -0.8322 2.5959
-0.2516 7.29 -0.8391 2.2824
-0.2004 7.3 -1.2699 2.5963
-0.1221 7.31 -1.8523 2.2269
-0.0354 7.32 -2.3775 2.4044
0.0506 7.33 -2.7128 2.47
0.131 7.34 -1.8803 2.2639
0.2177 7.35 -1.1473 2.1597
0.3127 7.36 -0.5878 1.9814
0.3637 7.37 -0.5813 1.7191
0.4573 7.38 -1.1207 1.775
0.5967 7.39 -1.8074 1.654
0.6067 7.4 -2.2734 1.4588
0.6617 7.41 -2.2416 1.3696
0.6508 7.42 -1.3901 1.2575
0.718 7.43 -0.4969 1.0492
0.6913 7.44 -0.0518 0.8426
0.7596 7.45 -0.1555 0.7524
0.726 7.46 -0.7223 0.5522
0.6352 7.47 -1.4898 0.5024
0.5817 7.48 -1.8328 0.3471
0.5428 7.49 -1.4493 0.2461
0.5437 7.5 -0.65 0.1412
0.4547 7.51 0.1292 0.0678
0.3198 7.52 0.5865 -0.0003
0.2221 7.53 0.3149 -0.0539
0.077 7.54 -0.3392 -0.0949
-0.0531 7.55 -0.9191 -0.1241
-0.2075 7.56 -1.2245 -0.1352
-0.351 7.57 -0.7363 -0.11
-0.4939 7.58 0.0277 -0.1079
-0.6506 7.59 0.797 -0.0705
-0.8352 7.6 1.0244 -0.0194
-0.9336 7.61 0.7138 0.037
-1.0542 7.62 0.0266 0.101
-1.2709 7.63 -0.6484 0.1835
-1.5932 7.64 -0.701 0.2431
-1.4866 7.65 -0.244 0.3583
-1.853 7.66 0.5708 0.4442
-2.0024 7.67 1.2116 0.4977
-2.1952 7.68 1.2636 0.635
-2.1719 7.69 0.832 0.7746
-2.4132 7.7 0.1701 0.803
-2.1397 7.71 -0.3774 0.9754
-2.2899 7.72 -0.4415 0.9861
-2.6386 7.73 0.0899 1.0101
-2.4521 7.74 0.8713 1.1119
-2.3169 7.75 1.4387 1.0807
-2.265 7.76 1.3509 1.2499
-2.5543 7.77 0.8655 1.3079
-2.2184 7.78 0.037 1.2914
-2.3699 7.79 -0.5257 1.3104
-2.3701 7.8 -0.4082 1.2216
-2.1452 7.81 0.1266 1.0795
-2.0229 7.82 0.8686 0.9858
-2.2278 7.83 1.3222 0.9933
-2.0972 7.84 1.1033 1.0166
-2.0862 7.85 0.445 0.827
-1.7557 7.86 -0.3661 0.7703
-1.9513 7.87 -0.8077 0.6319
-1.8285 7.88 -0.7119 0.5258
-1.6123 7.89 -0.0563 0.3652
-1.4353 7.9 0.6421 0.2613
-1.3504 7.91 0.9097 0.0886
-1.3219 7.92 0.6681 -0.0463
-1.3291 7.93 -0.0907 -0.1812
-1.0838 7.94 -0.8408 -0.3594
-1.0157 7.95 -1.3185 -0.5116
-1.17 7.96 -1.1016 -0.5774
-1.1142 7.97 -0.398 -0.7429
-1.0094 7.98 0.2574 -0.7884
-0.9817 7.99 0.5222 -0.9289
-1.084 8.0 0.0836 -1.02
-0.9181 8.01 -0.6931 -1.1708
-0.9627 8.02 -1.4717 -1.2484
-0.9905 8.03 -1.7289 -1.1775
-1.0091 8.04 -1.511 -1.2635
-1.2385 8.05 -0.6915 -1.3957
-1.3039 8.06 -0.0576 -1.2317
-1.3307 8.07 0.0508 -1.3986
-1.4551 8.08 -0.4529 -1.2507
-1.3823 8.09 -1.1956 -1.378
-1.7286 8.1 -2.0918 -1.1913
-1.7722 8.11 -1.9889 -1.1081
-1.9298 8.12 -1.686 -1.1448
-2.024 8.13 -0.8047 -0.9635
-2.0172 8.14 -0.2531 -0.9971
-2.3119 8.15 -0.2123 -0.7526
-2.3699 8.16 -0.7309 -0.7817
-2.3478 8.17 -1.519 -0.5809
-2.2254 8.18 -2.2825 -0.5051
-2.1976 8.19 -2.1387 -0.3441
-2.668 8.2 -1.3968 -0.2575
-2.5101 8.21 -0.6395 -0.1355
-2.6236 8.22 -0.1781 -0.0331
-2.5517 8.23 -0.2777 0.0702
-2.688 8.24 -0.8161 0.1559
-2.7702 8.25 -1.7481 0.2701
-2.7197 8.26 -1.8689 0.335
-2.6166 8.27 -1.7548 0.3951
-2.6057 8.28 -1.1085 0.4796
-2.2788 8.29 -0.3426 0.5139
-2.228 8.3 0.1254 0.5206
-2.0329 8.31 -0.0316 0.5272
-2.0019 8.32 -0.6451 0.4869
-1.7628 8.33 -1.2943 0.5224
-1.999 8.34 -1.765 0.4664
-1.7714 8.35 -1.2296 0.4063
-1.4139 8.36 -0.5743 0.3044
-1.2609 8.37 0.2366 0.2789
-1.2175 8.38 0.5768 0.1669
-1.132 8.39 0.3839 0.0887
-0.9673 8.4 -0.294 -0.0112
-0.7245 8.41 -0.9468 -0.1191
-0.5054 8.42 -1.0608 -0.2148
-0.4079 8.43 -0.6497 -0.3385
-0.2568 8.44 0.1895 -0.4647
-0.1166 8.45 0.8556 -0.5839
0.0193 8.46 1.1751 -0.7015
0.1317 8.47 0.8787 -0.7716
0.2607 8.48 0.1517 -0.9402
0.3154 8.49 -0.4445 -0.9249
0.4209 8.5 -0.5256 -0.9979
0.5255 8.51 0.0511 -1.1804
0.5816 8.52 0.8217 -1.1907
0.5925 8.53 1.7087 -1.3396
0.65 8.54 1.6203 -1.278
0.6007 8.55 1.1836 -1.2298
0.6588 8.56 0.5678 -1.3743
0.5646 8.57 -0.0095 -1.4166
0.5754 8.58 0.019 -1.323
0.5858 8.59 0.6518 -1.1367
0.5454 8.6 1.4558 -1.1167
0.4741 8.61 2.0304 -1.0874
0.3715 8.62 2.0271 -1.0395
0.2912 8.63 1.4892 -0.8464
0.2486 8.64 0.7225 -0.763
0.1458 8.65 0.1905 -0.6844
0.0648 8.66 0.313 -0.623
-0.0112 8.67 0.9044 -0.4605
-0.098 8.68 1.5578 -0.3333
-0.1815 8.69 2.266 -0.2037
-0.2441 8.7 1.7986 -0.0532
-0.2825 8.71 1.2833 0.0725
-0.3608 8.72 0.5913 0.2119
-0.4329 8.73 0.1208 0.3404
-0.4084 8.74 0.2972 0.4495
-0.5067 8.75 0.9436 0.5146
-0.4923 8.76 1.6775 0.705
-0.4781 8.77 1.899 0.6759
-0.4747 8.78 1.6618 0.7855
-0.4259 8.79 1.0289 0.8642
-0.3982 8.8 0.1596 0.8766
-0.3471 8.81 -0.1458 0.8964
-0.259 8.82 0.1234 0.9629
-0.1826 8.83 0.8405 0.9097
-0.1152 8.84 1.5259 0.8889
-0.0192 8.85 1.691 0.9424
0.0865 8.86 1.2798 0.8086
0.2009 8.87 0.3892 0.775
0.2979 8.88 -0.3541 0.692
0.4598 8.89 -0.6384 0.6407
0.5683 8.9 -0.2298 0.5408
0.7496 8.91 0.4464 0.5203
0.798 8.92 1.1653 0.3623
0.9556 8.93 1.1171 0.2551
0.9821 8.94 0.5904 0.1424
1.1127 8.95 -0.234 0.0376
1.25 8.96 -0.9814 -0.0864
1.2828 8.97 -0.9355 -0.1788
1.6154 8.98 -0.5175 -0.2812
1.6126 8.99 0.2001 -0.4113
1.6596 9.0 0.6569 -0.4794
1.7057 9.01 0.6003 -0.5939
1.5854 9.02 0.052 -0.763
1.7811 9.03 -0.8198 -0.7383
1.8293 9.04 -1.3657 -0.7583
1.8413 9.05 -1.4054 -0.9237
1.5606 9.06 -0.779 -0.8428
1.8214 9.07 0.0345 -0.9455
1.7197 9.08 0.5075 -1.0253
1.573 9.09 0.3789 -0.9435
1.5373 9.1 -0.2923 -0.8514
1.3629 9.11 -0.9653 -0.8368
1.1746 9.12 -1.4491 -0.881
1.2792 9.13 -1.3169 -0.7429
1.027 9.14 -0.6956 -0.6349
0.9948 9.15 0.1384 -0.6237
0.796 9.16 0.4961 -0.5255
0.7112 9.17 0.337 -0.4341
0.5195 9.18 -0.3755 -0.2718
0.3993 9.19 -1.0153 -0.175
0.2468 9.2 -1.4446 -0.0672
0.1148 9.21 -0.9792 0.0425
-0.0245 9.22 -0.2495 0.1481
-0.1451 9.23 0.5216 0.2769
-0.282 9.24 0.7859 0.4007
-0.3721 9.25 0.5141 0.4857
-0.4191 9.26 -0.1867 0.5747
-0.5253 9.27 -0.8091 0.688
-0.5841 9.28 -0.9671 0.6977
-0.6494 9.29 -0.4884 0.7437
-0.7421 9.3 0.3074 0.8533
-0.7922 9.31 1.0725 0.7674
-0.7855 9.32 1.1583 0.7926
-0.7432 9.33 0.8887 0.7678
-0.6756 9.34 0.1985 0.7288
-0.7694 9.35 -0.3639 0.7069
-0.612 9.36 -0.3686 0.7271
-0.6395 9.37 0.1666 0.5989
-0.5107 9.38 0.9569 0.5268
-0.4967 9.39 1.5426 0.4409
-0.4393 9.4 1.7071 0.383
-0.3469 9.41 1.4522 0.2665
-0.2057 9.42 0.6681 0.1541
-0.1346 9.43 0.1515 0.0132
-0.0296 9.44 0.2179 -0.123
0.0679 9.45 0.9208 -0.2384
0.1582 9.46 1.7565 -0.4271
0.2435 9.47 2.5038 -0.5058
0.3707 9.48 2.2836 -0.6407
0.454 9.49 1.5657 -0.8841
0.478 9.5 1.0321 -0.8763
0.6218 9.51 0.5657 -1.1312
0.6658 9.52 0.6951 -1.176
0.637 9.53 1.4185 -1.2661
0.8075 9.54 2.3362 -1.4402
0.8349 9.55 2.5722 -1.4316
0.7925 9.56 2.3126 -1.657
0.8263 9.57 1.9965 -1.424
0.7543 9.58 1.0745 -1.6906
0.7635 9.59 0.8058 -1.5997
0.6724 9.6 1.002 -1.6841
0.6195 9.61 1.7004 -1.6078
0.5666 9.62 2.5379 -1.57
0.5186 9.63 2.7608 -1.6856
0.377 9.64 2.214 -1.5353
0.3459 9.65 1.6028 -1.6159
0.2355 9.66 1.0075 -1.4439
0.1052 9.67 0.7296 -1.2989
0.0041 9.68 0.9683 -1.2611
-0.1008 9.69 1.7768 -1.1008
-0.2369 9.7 2.366 -1.1181
-0.3042 9.71 2.4791 -0.8642
-0.4461 9.72 2.0075 -0.7982
-0.5094 9.73 1.195 -0.6682
-0.6639 9.74 0.6413 -0.599
-0.7567 9.75 0.4258 -0.4836
-0.8498 9.76 0.7506 -0.3638
-0.8865 9.77 1.4861 -0.3426
-0.8979 9.78 2.2821 -0.2451
-1.0553 9.79 2.0637 -0.1533
-1.0736 9.8 1.697 -0.1026
-1.0339 9.81 0.7348 -0.0573
-1.0139 9.82 0.0625 -0.0295
-1.0451 9.83 -0.0291 -0.0141
-0.9901 9.84 0.4547 -0.0094
-1.0819 9.85 1.0815 -0.0223
-1.0187 9.86 1.5837 -0.0492
-0.8676 9.87 1.6286 -0.0892
-0.7494 9.88 0.9312 -0.1392
-0.6938 9.89 0.062 -0.2181
-0.5461 9.9 -0.511 -0.2968
-0.4608 9.91 -0.45 -0.373
-0.3037 9.92 0.1084 -0.4849
-0.1706 9.93 0.8136 -0.5347
-0.0267 9.94 1.2431 -0.6682
0.1295 9.95 1.1002 -0.8373
0.2464 9.96 0.313 -1.0009
0.4265 9.97 -0.4216 -1.0463
0.5698 9.98 -0.9491 -1.2141
0.7343 9.99 -0.7344 -1.3316
0.8647 10.0 -0.0742 -1.4929
1.1216 10.01 0.6401 -1.6308
1.07 10.02 0.9717 -1.6746
1.2379 10.03 0.7376 -1.8475
1.4972 10.04 -0.0254 -1.6244
1.4917 10.05 -0.6876 -1.9662
1.6488 10.06 -1.1315 -1.9862
1.7258 10.07 -0.8186 -1.8384
1.8673 10.08 -0.0049 -2.1873
1.9008 10.09 0.648 -2.1105
1.7928 10.1 0.9927 -2.1856
1.8617 10.11 0.5583 -2.1501
2.0391 10.12 -0.1273 -1.7517
1.6953 10.13 -0.8106 -1.8829
2.0111 10.14 -0.848 -1.7302
1.6535 10.15 -0.4365 -1.8046
1.6503 10.16 0.3507 -1.8101
1.8913 10.17 1.1158 -1.5212
1.615 10.18 1.2099 -1.2962
1.5619 10.19 0.7456 -1.2284
1.4688 10.2 0.047 -1.1517
1.3211 10.21 -0.477 -1.1062
1.2538 10.22 -0.5615 -0.9592
1.1917 10.23 0.0526 -0.6832
1.1572 10.24 0.8932 -0.5543
1.14 10.25 1.4366 -0.4804
1.1299 10.26 1.4807 -0.3
0.9809 10.27 1.1251 -0.1763
0.9234 10.28 0.4129 -0.0614
0.8123 10.29 -0.059 0.0614
0.7516 10.3 0.0587 0.1531
0.74 10.31 0.7 0.2695
0.7464 10.32 1.6339 0.3361
0.6556 10.33 2.0024 0.4034
0.6279 10.34 1.8786 0.4793
0.6858 10.35 1.6477 0.4915
0.6495 10.36 0.8367 0.5908
0.7779 10.37 0.3985 0.6152
0.8375 10.38 0.6109 0.6242
0.9261 10.39 1.4204 0.5229
0.9096 10.4 2.4058 0.5335
0.9199 10.41 2.7271 0.4557
1.1448 10.42 2.5804 0.4633
1.1312 10.43 1.6399 0.3471
1.2977 10.44 1.2318 0.2943
1.297 10.45 0.8189 0.2557
1.5403 10.46 1.2256 0.1564
1.6969 10.47 1.8285 0.0779
1.9581 10.48 2.8194 -0.0089
1.873 10.49 2.7372 -0.0903
2.1907 10.5 2.5551 -0.1632
1.9417 10.51 1.7751 -0.2716
2.2659 10.52 1.1547 -0.3564
2.4011 10.53 0.9484 -0.3808
2.6461 10.54 1.4583 -0.4482
2.5308 10.55 2.3353 -0.4686
2.5735 10.56 2.7874 -0.5143
2.4717 10.57 3.1451 -0.6075
2.7427 10.58 2.3429 -0.5929
2.7506 10.59 1.7134 -0.5459
2.5448 10.6 1.1389 -0.5625
2.6439 10.61 1.0031 -0.5926
3.0355 10.62 1.4099 -0.543
2.7825 10.63 2.0688 -0.4553
2.7064 10.64 2.7833 -0.3406
2.6284 10.65 2.6987 -0.2539
2.4256 10.66 2.1635 -0.1792
2.7044 10.67 1.1547 -0.0575
2.3488 10.68 0.6141 0.0663
2.3426 10.69 0.5618 0.2193
2.2789 10.7 1.1779 0.3263
1.956 10.71 1.7634 0.4656
1.9644 10.72 2.3006 0.6214
1.8859 10.73 1.9996 0.8765
1.6176 10.74 1.435 0.9108
1.387 10.75 0.6685 1.0619
1.2225 10.76 0.0955 1.2421
1.2561 10.77 0.148 1.476
1.1493 10.78 0.7737 1.4718
0.8982 10.79 1.453 1.6232
0.7835 10.8 1.7137 1.8893
0.6804 10.81 1.4785 2.146
0.516 10.82 0.8176 2.234
0.3729 10.83 -0.0207 2.3741
0.2587 10.84 -0.4349 2.454
0.1873 10.85 -0.2867 2.2353
0.1164 10.86 0.3903 2.1547
0.0406 10.87 1.0107 2.5262
-0.0138 10.88 1.2801 2.4507
-0.0559 10.89 0.8947 2.2061
-0.0748 10.9 0.1753 2.3001
-0.0924 10.91 -0.5657 2.2524
-0.0972 10.92 -0.886 2.3172
-0.0928 10.93 -0.6058 2.2221
-0.0672 10.94 0.1612 1.997
-0.0258 10.95 0.8193 1.9915
0.0177 10.96 0.9646 2.2293
0.0683 10.97 0.5608 1.9199
0.1282 10.98 -0.2051 1.9826
0.1979 10.99 -0.9522 1.8706
0.2451 11.0 -1.1132 1.7937
0.3429 11.01 -0.5453 1.5885
0.3696 11.02 0.1802 1.4339
0.4778 11.03 0.873 1.3407
0.5786 11.04 1.0053 1.3524
0.6506 11.05 0.4766 1.2588
0.6404 11.06 -0.3479 1.1316
0.7467 11.07 -0.9032 1.0044
0.7797 11.08 -0.8506 0.9658
0.8359 11.09 -0.3338 0.9467
0.7759 11.1 0.466 0.8282
0.7538 11.11 1.0432 0.9197
0.8163 11.12 1.1917 0.8094
0.7588 11.13 0.533 0.9663
0.7864 11.14 -0.1623 0.8699
0.6581 11.15 -0.5795 1.0229
0.6491 11.16 -0.5204 0.9464
0.5672 11.17 0.1809 1.0659
0.4911 11.18 0.9188 1.0719
0.3785 11.19 1.4396 1.1154
0.2446 11.2 1.4097 1.3084
0.1652 11.21 0.9077 1.2891
0.0226 11.22 0.1596 1.5935
-0.1047 11.23 -0.1787 1.6604
-0.2567 11.24 0.0738 1.6139
-0.4349 11.25 0.739 1.9438
-0.6025 11.26 1.6232 2.1216
-0.6514 11.27 1.8975 1.8944
-0.878 11.28 1.7726 2.4027
-1.0461 11.29 1.1215 2.3345
-1.2331 11.3 0.4983 2.1898
-1.3289 11.31 0.2804 2.6093
-1.5254 11.32 0.5898 2.7028
-1.4239 11.33 1.5313 2.3722
-1.4954 11.34 2.2793 2.5864
-1.7769 11.35 2.6822 2.7292
-1.8329 11.36 2.2135 2.417
-1.8031 11.37 1.4672 2.8606
-1.9232 11.38 0.8418 2.7575
-1.884 11.39 0.7204 2.6091
-2.1396 11.4 1.0292 2.7346
-2.26 11.41 2.0102 2.7458
-1.9099 11.42 2.723 2.1809
-2.034 11.43 2.7021 2.3494
-1.9038 11.44 2.3426 1.9959
-1.9978 11.45 1.44 2.0488
-2.0198 11.46 0.9712 2.1051
-1.9224 11.47 0.8295 1.7541
-1.8063 11.48 1.2434 1.6827
-1.6683 11.49 2.0933 1.4356
-1.618 11.5 2.8026 1.2691
-1.4025 11.51 2.4608 1.2111
-1.2418 11.52 2.1536 1.0258
-1.1158 11.53 1.1904 0.864
-1.1219 11.54 0.7104 0.8138
-0.9123 11.55 0.7294 0.6431
-0.8471 11.56 1.2001 0.4678
-0.7375 11.57 1.8819 0.3551
-0.6142 11.58 2.3702 0.2028
-0.547 11.59 2.4069 0.0966
-0.4438 11.6 1.6193 0.0083
-0.2959 11.61 0.7868 -0.0804
-0.2363 11.62 0.3011 -0.1536
-0.1672 11.63 0.3503 -0.185
-0.1012 11.64 0.9431 -0.244
-0.0451 11.65 1.7878 -0.2594
-0.0116 11.66 1.9168 -0.2856
0.0113 11.67 1.853 -0.2928
0.0182 11.68 0.8686 -0.2463
0.0159 11.69 0.1272 -0.2466
-0.0021 11.7 -0.2704 -0.2073
-0.0325 11.71 -0.0838 -0.1547
-0.0721 11.72 0.5218 -0.0899
-0.1255 11.73 1.1078 -0.0252
-0.1924 11.74 1.3954 0.045
-0.2642 11.75 0.9331 0.1195
-0.3262 11.76 0.2265 0.1792
-0.4608 11.77 -0.5694 0.2858
-0.4757 11.78 -0.78 0.3302
-0.643 11.79 -0.5084 0.4444
-0.729 11.8 0.1629 0.4875
-0.7853 11.81 0.8099 0.5359
-0.9195 11.82 0.9679 0.5945
-0.9596 11.83 0.3911 0.5991
-1.0156 11.84 -0.3748 0.6397
-1.2387 11.85 -1.104 0.712
-1.286 11.86 -1.2367 0.6224
-1.2274 11.87 -0.7651 0.638
-1.1811 11.88 -0.09 0.6098
-1.3807 11.89 0.4475 0.6323
-1.4035 11.9 0.5555 0.5442
-1.3721 11.91 -0.0202 0.4735
-1.4654 11.92 -0.868 0.392
-1.3239 11.93 -1.426 0.2927
-1.3942 11.94 -1.545 0.1659
-1.3092 11.95 -0.9398 0.0396
-1.264 11.96 -0.0764 -0.0885
-1.0878 11.97 0.4887 -0.225
-0.984 11.98 0.4323 -0.3716
-1.0572 11.99 -0.1882 -0.4902
-0.8122 12.0 -0.9596 -0.6631
-0.7054 12.01 -1.3603 -0.8265
-0.652 12.02 -1.2741 -1.0628
-0.5326 12.03 -0.6498 -1.312
-0.3612 12.04 0.1873 -1.4881
-0.2495 12.05 0.6608 -1.4492
-0.0971 12.06 0.5008 -1.6644
0.0383 12.07 -0.1049 -1.6244
0.1856 12.08 -0.7731 -2.0391
0.3015 12.09 -1.1201 -1.9895
0.4106 12.1 -0.8093 -2.2196
0.5742 12.11 -0.116 -2.1642
0.7015 12.12 0.652 -2.0931
0.7536 12.13 1.008 -2.4784
0.8019 12.14 0.8264 -2.3427
0.8201 12.15 0.1653 -2.236
1.0026 12.16 -0.5033 -2.4592
0.9738 12.17 -0.7095 -2.3854
1.1374 12.18 -0.3052 -2.5986
1.124 12.19 0.5307 -2.6291
0.975 12.2 1.233 -2.3684
1.0261 12.21 1.4976 -2.31
0.9417 12.22 1.2682 -2.2582
0.8701 12.23 0.4532 -2.0172
0.8645 12.24 -0.102 -2.0978
0.7983 12.25 -0.2302 -1.8327
0.6744 12.26 0.2919 -1.9186
0.6078 12.27 1.1658 -1.9368
0.5373 12.28 1.7708 -1.6576
0.4362 12.29 1.8016 -1.4196
0.2831 12.3 1.4485 -1.3276
0.1651 12.31 0.7243 -1.38
0.0395 12.32 0.1645 -1.3898
-0.0947 12.33 0.1583 -1.1863
-0.2423 12.34 0.6557 -1.1411
-0.3371 12.35 1.5227 -1.0189
-0.5244 12.36 1.9572 -0.9626
-0.5499 12.37 2.2042 -0.9711
-0.6718 12.38 1.4013 -0.8882
-0.7524 12.39 0.7417 -0.8925
-1.0001 12.4 0.2297 -0.8852
-0.9423 12.41 0.2926 -0.819
-1.1232 12.42 0.8246 -0.9823
-1.0782 12.43 1.6152 -1.0075
-1.2629 12.44 2.2892 -1.044
-1.3452 12.45 2.1441 -0.98
-1.3983 12.46 1.3824 -1.17
-1.2509 12.47 0.525 -1.1356
-1.251 12.48 0.0427 -1.182
-1.1938 12.49 0.1733 -1.2821
-1.3355 12.5 0.8732 -1.3934
-1.2422 12.51 1.4141 -1.486
-1.0655 12.52 1.8185 -1.8073
-1.1128 12.53 1.4947 -1.9812
-1.0415 12.54 0.8554 -2.06
-1.0 12.55 -0.0071 -2.1066
-0.9721 12.56 -0.3966 -2.0246
-0.8643 12.57 -0.1505 -2.4713
-0.7439 12.58 0.4892 -2.3161
-0.6317 12.59 1.1096 -2.6607
-0.5042 12.6 1.3152 -2.5197
-0.4754 12.61 0.9867 -2.4646
-0.3815 12.62 0.0981 -2.4886
-0.3229 12.63 -0.6272 -2.4236
-0.2466 12.64 -0.9363 -2.6911
-0.1803 12.65 -0.5779 -2.404
-0.1375 12.66 0.087 -2.3752
-0.1066 12.67 0.6652 -2.6477
-0.0726 12.68 0.6937 -2.3826
-0.0682 12.69 0.1943 -2.6356
-0.0646 12.7 -0.6893 -2.2268
-0.0806 12.71 -1.4578 -2.362
-0.1057 12.72 -1.3774 -2.2171
-0.1592 12.73 -1.0946 -1.9558
-0.2198 12.74 -0.3357 -1.7112
-0.3071 12.75 0.2045 -1.603
-0.3396 12.76 0.1565 -1.5068
-0.4708 12.77 -0.417 -1.5368
-0.5873 12.78 -1.3509 -1.274
-0.6843 12.79 -1.8787 -1.1799
-0.7675 12.8 -1.7004 -0.952
-0.9699 12.81 -1.2637 -0.8932
-0.9906 12.82 -0.5857 -0.7226
-1.152 12.83 -0.1048 -0.575
-1.2319 12.84 -0.2411 -0.383
-1.5941 12.85 -0.889 -0.291
-1.7981 12.86 -1.7811 -0.1421
-1.7321 12.87 -1.9251 -0.0487
-2.0161 12.88 -2.1866 0.0394
-2.1048 12.89 -1.2342 0.1079
-2.0501 12.9 -0.5422 0.1651
-2.3266 12.91 -0.1727 0.2402
-2.2056 12.92 -0.3852 0.2746
-2.2213 12.93 -1.0459 0.2755
-2.3818 12.94 -1.8775 0.2659
-2.5067 12.95 -2.2611 0.2485
-2.7465 12.96 -1.8645 0.2297
-2.8993 12.97 -1.1454 0.1843
-2.739 12.98 -0.3425 0.1684
-2.8191 12.99 0.0101 0.0925
-2.4239 13.0 -0.2581 0.0327
-2.397 13.01 -1.0258 -0.0404
-2.4568 13.02 -1.7235 -0.1082
-2.7203 13.03 -1.9589 -0.1896
-2.2471 13.04 -1.3524 -0.2653
-2.4062 13.05 -0.623 -0.3382
-2.1148 13.06 0.1497 -0.4692
-2.2705 13.07 0.4141 -0.4898
-1.9403 13.08 0.0254 -0.6278
-2.0216 13.09 -0.705 -0.6771
-1.9368 13.1 -1.171 -0.6989
-1.5214 13.11 -1.3179 -0.8163
-1.4196 13.12 -0.7937 -0.8825
-1.4117 13.13 0.0267 -0.8141
-1.266 13.14 0.7125 -0.9015
-1.0234 13.15 0.7438 -0.9113
-1.0124 13.16 0.3913 -0.8062
-0.917 13.17 -0.369 -0.8357
-0.746 13.18 -0.8151 -0.7727
-0.6517 13.19 -0.8309 -0.7588
-0.645 13.2 -0.2399 -0.6491
-0.5086 13.21 0.6115 -0.5527
-0.4336 13.22 1.1647 -0.4311
-0.3951 13.23 1.2324 -0.347
-0.3524 13.24 0.5718 -0.2107
-0.3236 13.25 -0.1288 -0.0694
-0.3227 13.26 -0.5411 0.0701
-0.309 13.27 -0.4485 0.2137
-0.3511 13.28 0.2142 0.3957
-0.3578 13.29 1.0226 0.5389
-0.4084 13.3 1.5184 0.5973
-0.4137 13.31 1.3546 0.8756
-0.5096 13.32 0.6731 0.9345
-0.6034 13.33 -0.0858 1.0973
-0.5598 13.34 -0.4486 1.1488
-0.6716 13.35 -0.2729 1.3075
-0.7991 13.36 0.4426 1.4136
-0.847 13.37 1.1613 1.4569
-0.8556 13.38 1.5554 1.7476
-1.0354 13.39 1.1203 1.8396
-1.0943 13.4 0.3786 1.6784
-1.0462 13.41 -0.3399 1.6608
-1.1468 13.42 -0.7099 1.9265
-1.2545 13.43 -0.3521 1.7806
-1.1438 13.44 0.3627 1.808
-1.2543 13.45 0.9796 2.0298
-1.3056 13.46 1.164 1.8492
-1.3607 13.47 0.7732 1.7473
-1.3407 13.48 -0.0758 1.6211
-1.343 13.49 -0.8616 1.5387
-1.1672 13.5 -1.0268 1.6054
-1.2564 13.51 -0.6704 1.4324
-1.2264 13.52 0.0284 1.4542
-1.0709 13.53 0.6476 1.2503
-0.8894 13.54 0.6074 1.1863
-0.8889 13.55 0.0818 1.0364
-0.7283 13.56 -0.7388 0.9912
-0.5315 13.57 -1.3327 0.7603
-0.4374 13.58 -1.6835 0.6451
-0.3161 13.59 -1.0879 0.5264
-0.144 13.6 -0.3957 0.5206
0.0245 13.61 0.0986 0.3652
0.2052 13.62 0.0137 0.3171
0.3874 13.63 -0.6327 0.2381
0.5358 13.64 -1.5269 0.1537
0.637 13.65 -1.9982 0.1232
0.9251 13.66 -2.1499 0.0768
0.9464 13.67 -1.5014 0.0633
1.1029 13.68 -0.7225 0.0502
1.4325 13.69 -0.36 0.059
1.5532 13.7 -0.5426 0.0734
1.7 13.71 -1.3101 0.1109
1.5759 13.72 -2.1544 0.1688
1.7811 13.73 -2.6486 0.2339
1.6999 13.74 -2.3609 0.2789
2.0967 13.75 -1.7016 0.3746
1.8842 13.76 -1.0596 0.4506
2.0675 13.77 -0.6569 0.581
2.165 13.78 -1.013 0.6374
2.1244 13.79 -1.6129 0.8391
2.0126 13.8 -2.5599 0.9034
2.1348 13.81 -2.5821 0.9418
2.0773 13.82 -2.5382 1.0782
2.089 13.83 -1.8186 1.2538
1.7568 13.84 -1.0427 1.274
1.6157 13.85 -0.7521 1.3633
1.6454 13.86 -1.0464 1.3902
