# y : intensity
# x : time signal
#y3 y1 y4 y2 y5 time
-0.4005 -0.3043 -0.7468 -1.1865 -2.895 4.61
-0.3497 -0.4268 -0.7433 -1.186 -1.0617 4.62
-0.3031 -0.6572 0.0858 -1.2326 -0.8375 4.63
-0.1983 -0.9198 0.8985 -1.5073 -1.4974 4.64
-0.1469 -1.2717 1.0258 -1.6199 -0.3411 4.65
-0.1108 -1.4866 0.213 -1.6735 0.9679 4.66
-0.0808 -1.7531 -0.7661 -1.7859 -0.3774 4.67
-0.0533 -1.9806 -1.0319 -1.9 -1.3173 4.68
-0.0355 -2.2325 -0.3204 -1.7971 -0.3862 4.69
-0.0316 -2.492 0.5148 -1.9185 -0.9342 4.7
-0.041 -2.3131 0.5596 -1.9796 -2.9177 4.71
-0.0573 -2.2859 -0.1902 -2.192 -2.0879 4.72
-0.091 -1.8104 -1.336 -1.9158 -0.815 4.73
-0.1201 -1.6538 -1.834 -2.1623 -1.2834 4.74
-0.1655 -1.3136 -1.3682 -1.8774 -1.5477 4.75
-0.2287 -1.2046 -0.4284 -2.0666 0.2571 4.76
-0.2657 -0.9104 -0.1789 -2.1428 0.7904 4.77
-0.3371 -0.5966 -0.8327 -2.0656 -0.8258 4.78
-0.4402 -0.463 -1.8398 -1.7542 -0.8154 4.79
-0.5204 -0.4331 -2.7049 -1.866 0.0216 4.8
-0.6048 -0.5393 -2.1182 -1.7787 -1.5023 4.81
-0.7626 -0.706 -1.2943 -1.4798 -2.7558 4.82
-0.7403 -0.8983 -0.767 -1.2697 -1.6509 4.83
-0.9698 -1.2731 -1.236 -1.2603 -0.7726 4.84
-0.9906 -1.5226 -2.4723 -1.0905 -2.0018 4.85
-1.0851 -1.8334 -3.163 -0.914 -1.2028 4.86
-1.2739 -2.2859 -2.6028 -0.7772 0.7224 4.87
-1.2988 -2.5102 -1.5148 -0.5696 0.3024 4.88
-1.3986 -2.5722 -0.9279 -0.4677 -0.8821 4.89
-1.3597 -2.2758 -1.1695 -0.2772 -0.1453 4.9
-1.3439 -2.2094 -1.8084 -0.1512 0.1105 4.91
-1.5873 -2.4016 -2.6786 -0.0042 -1.9398 4.92
-1.5139 -2.1355 -2.2175 0.1251 -2.6714 4.93
-1.6946 -1.6232 -1.3212 0.2384 -0.9676 4.94
-1.6603 -1.5051 -0.4152 0.3834 -1.2006 4.95
-1.4851 -1.1709 -0.3347 0.4389 -2.1986 4.96
-1.5974 -0.838 -1.1705 0.5614 -0.5201 4.97
-1.4486 -0.6184 -1.8255 0.6683 0.9044 4.98
-1.6914 -0.4508 -1.8175 0.6591 -0.1289 4.99
-1.5669 -0.4176 -0.6808 0.7078 -0.6357 5.0
-1.4779 -0.5175 0.2402 0.7245 0.572 5.01
-1.4925 -0.6656 0.529 0.6813 -0.0952 5.02
-1.2247 -0.883 -0.1481 0.7299 -2.0091 5.03
-1.3145 -1.1001 -0.9864 0.6077 -1.7575 5.04
-1.1721 -1.5509 -1.003 0.6809 -0.5979 5.05
-1.0573 -1.9817 -0.3023 0.5891 -1.5509 5.06
-0.9694 -2.0439 0.6982 0.4729 -1.6998 5.07
-0.8798 -2.2163 0.8952 0.4143 0.2044 5.08
-0.6663 -2.249 0.3254 0.3243 0.7918 5.09
-0.5111 -2.1883 -0.677 0.2523 -0.4438 5.1
-0.4298 -2.251 -1.0774 0.1633 0.0495 5.11
-0.2659 -1.9143 -0.5183 0.0856 1.1842 5.12
-0.1168 -1.709 0.4451 -0.0111 -0.488 5.13
0.0194 -1.4928 0.8539 -0.106 -1.8208 5.14
0.1415 -1.1337 0.1954 -0.1835 -0.8389 5.15
0.2993 -0.8141 -0.8274 -0.2686 -0.6043 5.16
0.4561 -0.6174 -1.5275 -0.3276 -1.8282 5.17
0.5808 -0.4221 -1.2748 -0.3511 -1.1547 5.18
0.6757 -0.2963 -0.3895 -0.414 0.8429 5.19
0.7087 -0.2501 0.0449 -0.4955 0.5144 5.2
0.9023 -0.31 -0.4247 -0.495 -0.3174 5.21
0.8943 -0.5328 -1.4278 -0.4868 0.8294 5.22
1.1165 -0.7364 -2.3374 -0.5025 1.1776 5.23
1.0996 -1.1371 -2.1257 -0.4272 -0.706 5.24
1.2153 -1.3351 -1.2719 -0.3657 -1.3153 5.25
1.1473 -1.7179 -0.7916 -0.3312 -0.2031 5.26
1.1096 -1.9354 -1.1053 -0.2256 -0.9025 5.27
1.2314 -2.2109 -1.8598 -0.1598 -1.7963 5.28
1.1188 -2.2615 -2.9345 -0.0441 -0.4263 5.29
1.2904 -2.162 -2.936 0.0703 1.1162 5.3
1.1038 -2.0626 -1.758 0.1997 0.1392 5.31
1.2049 -1.8763 -1.0438 0.364 0.1369 5.32
1.127 -1.3594 -1.1998 0.4871 1.6668 5.33
1.0284 -1.1582 -1.881 0.5972 1.1669 5.34
0.992 -0.8524 -2.4643 0.8784 -0.8666 5.35
0.89 -0.5117 -2.9805 0.9064 -0.5422 5.36
0.8258 -0.2317 -1.827 1.1892 0.1761 5.37
0.7456 -0.038 -0.8894 1.3004 -1.1873 5.38
0.7092 0.0664 -0.5402 1.4527 -1.6473 5.39
0.5668 0.0659 -1.0793 1.6074 0.3691 5.4
0.4836 -0.0377 -2.016 1.8272 0.9695 5.41
0.348 -0.205 -2.0428 1.6965 -0.0528 5.42
0.2634 -0.4633 -1.3551 1.9092 0.8295 5.43
0.1494 -0.8063 -0.1957 2.0658 2.1148 5.44
0.051 -1.0879 0.2741 2.1253 0.7388 5.45
-0.045 -1.3537 -0.1941 2.4313 -0.5642 5.46
-0.1409 -1.6376 -1.0528 2.368 0.393 5.47
-0.2333 -1.5982 -1.2172 2.3986 0.2045 5.48
-0.3207 -1.8953 -0.6255 2.372 -1.4439 5.49
-0.413 -1.8115 0.3713 2.2253 -0.9145 5.5
-0.4154 -1.4313 0.899 2.3411 1.0077 5.51
-0.4814 -1.4449 0.562 2.327 0.5944 5.52
-0.5172 -1.0177 -0.4196 2.4461 0.0796 5.53
-0.5503 -0.7385 -0.9038 2.3475 1.589 5.54
-0.5686 -0.3652 -0.5784 2.0816 2.1721 5.55
-0.5603 -0.0642 0.3442 2.2652 0.4885 5.56
-0.5911 0.1697 0.9476 1.8215 0.0648 5.57
-0.6376 0.3341 0.5554 1.932 0.985 5.58
-0.6147 0.4709 -0.4059 1.7476 -0.0686 5.59
-0.5467 0.4406 -1.1938 1.6932 -1.4716 5.6
-0.488 0.3048 -1.1053 1.537 -0.1117 5.61
-0.4361 0.0955 -0.2861 1.5891 1.1849 5.62
-0.4461 -0.1699 0.3531 1.227 0.213 5.63
-0.3236 -0.4839 0.083 1.304 0.5121 5.64
-0.2828 -0.8051 -0.9837 1.0834 2.4919 5.65
-0.2164 -0.9568 -2.0092 1.0425 2.1617 5.66
-0.1136 -1.2597 -2.0801 1.0728 0.3654 5.67
-0.0428 -1.3189 -1.1434 0.8783 0.8287 5.68
0.0403 -1.2769 -0.5542 0.9237 1.2317 5.69
0.1143 -1.3317 -0.5836 0.8982 -0.4266 5.7
0.1905 -1.2216 -1.3604 0.7835 -1.1801 5.71
0.2838 -0.8388 -2.2672 0.7665 0.6756 5.72
0.3627 -0.6177 -2.6598 0.7677 0.833 5.73
0.4131 -0.2716 -1.8701 0.8204 -0.026 5.74
0.4631 0.0338 -1.0013 0.962 1.1759 5.75
0.5027 0.3017 -0.9139 1.0294 3.0382 5.76
0.6105 0.5978 -1.7231 1.0421 1.5148 5.77
0.5903 0.7625 -2.6609 1.0064 0.5721 5.78
0.6188 0.7017 -2.7598 1.0954 1.6667 5.79
0.7144 0.6734 -2.248 1.3268 1.098 5.8
0.5916 0.582 -1.0733 1.3897 -0.7644 5.81
0.5957 0.348 -0.5904 1.4532 -0.4418 5.82
0.6787 0.0785 -1.1564 1.7856 1.0271 5.83
0.6142 -0.2323 -1.8771 1.9915 0.4064 5.84
0.5762 -0.5252 -2.2063 2.085 0.0309 5.85
0.4571 -0.8185 -1.6965 2.1093 1.7729 5.86
0.4518 -1.0541 -0.5686 2.125 2.5482 5.87
0.3538 -1.1065 0.1223 2.3639 1.205 5.88
0.2454 -1.1259 -0.1561 2.3948 1.1241 5.89
0.1349 -1.0791 -0.9205 2.3162 1.9703 5.9
0.017 -0.7851 -1.3902 2.8606 0.7589 5.91
-0.1161 -0.664 -0.8651 2.6917 -0.855 5.92
-0.2452 -0.3059 0.1148 2.9247 0.2433 5.93
-0.3797 0.0128 0.9078 2.5958 1.0808 5.94
-0.5097 0.3127 0.7627 3.0498 -0.1029 5.95
-0.6882 0.6227 -0.1308 3.0191 0.3762 5.96
-0.8696 0.7794 -0.7292 2.8347 2.2918 5.97
-0.8755 0.8628 -0.5538 3.1529 2.4555 5.98
-1.0172 0.9487 0.395 2.6708 0.9449 5.99
-1.3129 0.8205 1.2328 2.6167 1.6689 6.0
-1.3628 0.6827 1.1473 2.8247 2.2789 6.01
-1.428 0.4845 0.1333 2.5865 0.1925 6.02
-1.5648 0.1874 -0.7512 2.4023 -0.5134 6.03
-1.7536 -0.1237 -0.742 2.2184 0.7389 6.04
-1.847 -0.3996 -0.0395 2.3928 0.5948 6.05
-2.1742 -0.6167 0.6603 2.4102 -0.4879 6.06
-2.0315 -0.9463 0.679 2.1878 1.0261 6.07
-2.0421 -0.8842 -0.1818 1.9124 2.6993 6.08
-2.1855 -1.0643 -1.1208 1.7398 1.4584 6.09
-2.2592 -0.9598 -1.5165 1.7549 1.1294 6.1
-2.3372 -0.6836 -1.0144 1.4617 2.4278 6.11
-2.3989 -0.4755 -0.1306 1.3064 1.6965 6.12
-2.3496 -0.1624 -0.0056 1.315 -0.2525 6.13
-2.6503 0.1426 -0.8683 1.1169 -0.0834 6.14
-2.7223 0.4235 -1.9949 0.985 0.9303 6.15
-2.7229 0.7275 -2.1779 0.8122 -0.0816 6.16
-2.6764 0.8281 -1.7687 0.7502 -0.5618 6.17
-2.2662 0.9925 -0.8202 0.7058 1.5378 6.18
-2.5422 1.0171 -0.5937 0.6747 2.4438 6.19
-2.6088 0.9167 -1.0836 0.6327 0.9285 6.2
-2.2319 0.6211 -2.318 0.5677 1.5311 6.21
-2.2644 0.4078 -2.7995 0.5053 2.406 6.22
-2.0208 0.111 -2.3449 0.5961 1.1709 6.23
-2.1983 -0.1946 -1.0911 0.5411 -0.4325 6.24
-1.9165 -0.5084 -0.4849 0.5532 0.4187 6.25
-1.8488 -0.7761 -0.8488 0.6265 0.7078 6.26
-1.9228 -0.9887 -1.781 0.6879 -0.7301 6.27
-1.8449 -1.0144 -2.4268 0.7929 -0.3122 6.28
-1.5693 -0.9709 -1.9088 0.9161 1.8559 6.29
-1.4489 -0.9794 -0.7473 0.8998 1.5229 6.3
-1.3905 -0.8275 0.0677 1.0877 0.7293 6.31
-1.3137 -0.5014 -0.0164 1.0862 2.0437 6.32
-1.3429 -0.2027 -0.8287 1.2646 2.4778 6.33
-1.2215 0.0935 -1.3676 1.2896 0.4943 6.34
-1.1018 0.3795 -1.086 1.2894 -0.3155 6.35
-1.0576 0.6664 -0.0762 1.6721 0.7699 6.36
-0.9636 0.701 0.8274 1.4994 0.0898 6.37
-1.0077 0.8768 0.8837 1.7612 -1.293 6.38
-0.9621 0.8078 0.17 1.6786 0.0695 6.39
-0.9303 0.6587 -0.5933 1.9803 1.6622 6.4
-0.8648 0.4238 -0.534 2.004 0.7817 6.41
-0.9804 0.166 0.3416 1.8276 0.631 6.42
-0.9437 -0.1456 1.2272 1.9646 2.3278 6.43
-0.9278 -0.4769 1.4355 2.0223 1.9995 6.44
-0.9355 -0.8004 0.7628 2.1119 -0.0978 6.45
-1.0985 -1.0581 -0.2129 2.0695 0.0542 6.46
-1.1195 -1.2207 -0.4497 1.9435 0.7724 6.47
-1.0768 -1.3991 0.23 1.9483 -0.6951 6.48
-1.1977 -1.1979 1.1426 1.8661 -1.28 6.49
-1.2091 -1.1407 1.4245 1.7715 0.4569 6.5
-1.3762 -0.992 0.5411 1.538 1.0447 6.51
-1.4409 -0.7155 -0.4664 1.3325 0.0351 6.52
-1.4999 -0.4109 -0.9131 1.4179 0.8367 6.53
-1.4534 -0.1184 -0.5194 1.2122 2.2304 6.54
-1.5395 0.1535 0.3527 1.1001 1.0295 6.55
-1.5965 0.3471 0.6506 0.8352 -0.3364 6.56
-1.7272 0.4758 0.0319 0.7681 0.4383 6.57
-2.0828 0.5722 -1.1513 0.5098 0.3545 6.58
-2.1311 0.5133 -1.8633 0.4089 -1.5516 6.59
-1.9646 0.3133 -1.3782 0.2488 -1.3144 6.6
-2.0266 0.0872 -0.4984 0.0853 0.5294 6.61
-2.016 -0.2184 -0.0432 -0.064 0.2565 6.62
-2.2827 -0.5235 -0.4574 -0.1925 -0.4153 6.63
-2.4489 -0.9078 -1.4909 -0.3071 1.2006 6.64
-2.3993 -1.2484 -2.1919 -0.428 2.1162 6.65
-2.1355 -1.4262 -1.8527 -0.544 0.2572 6.66
-2.543 -1.4686 -0.9897 -0.6313 -0.3093 6.67
-2.4915 -1.5883 -0.3319 -0.7566 0.6371 6.68
-2.232 -1.5422 -0.4866 -0.7398 -0.368 6.69
-2.3188 -1.5314 -1.3335 -0.8075 -2.0694 6.7
-2.305 -1.3436 -1.9057 -0.7539 -0.8478 6.71
-2.0559 -1.0972 -1.8362 -0.8494 0.3009 6.72
-2.1331 -0.7727 -0.9581 -0.8674 -0.5938 6.73
-2.1852 -0.441 0.0626 -0.7036 -0.4012 6.74
-2.0747 -0.1762 0.1892 -0.7803 1.5162 6.75
-1.6185 0.0212 -0.5421 -0.7027 1.2509 6.76
-1.7733 0.1435 -1.1808 -0.5692 -0.3349 6.77
-1.5418 0.1509 -1.2908 -0.5109 0.0337 6.78
-1.455 0.0639 -0.2231 -0.3842 0.5877 6.79
-1.3281 -0.1122 0.8311 -0.3172 -1.3509 6.8
-1.1225 -0.3646 1.064 -0.2415 -1.9878 6.81
-0.9396 -0.7145 0.5003 -0.1331 -0.6093 6.82
-0.9268 -1.0897 -0.3067 -0.0218 -0.3226 6.83
-0.652 -1.3125 -0.3813 0.0808 -1.402 6.84
-0.5278 -1.4795 0.348 0.1727 -0.217 6.85
-0.4227 -1.6755 1.4356 0.2732 1.4085 6.86
-0.2884 -1.9316 1.6968 0.3585 0.465 6.87
-0.1549 -1.9008 1.2933 0.4349 -0.5466 6.88
-0.0266 -1.8534 0.3237 0.5046 0.4203 6.89
0.0928 -1.6764 -0.0533 0.5533 0.087 6.9
0.198 -1.6004 0.5022 0.5831 -2.0654 6.91
0.3377 -1.2681 1.3483 0.5895 -1.8673 6.92
0.3817 -0.9777 1.937 0.6609 -0.5615 6.93
0.5034 -0.7541 1.4991 0.6872 -1.2443 6.94
0.5795 -0.5146 0.3459 0.5481 -1.6495 6.95
0.6116 -0.3537 -0.3039 0.5646 0.1556 6.96
0.6652 -0.2542 -0.032 0.463 1.0812 6.97
0.6656 -0.2184 0.7396 0.4138 -0.297 6.98
0.6553 -0.3506 1.2402 0.3755 -0.3861 6.99
0.7153 -0.5469 0.9566 0.2772 0.5859 7.0
0.7548 -0.7173 -0.1727 0.1673 -0.6171 7.01
0.6555 -1.1882 -1.0318 0.0351 -2.6065 7.02
0.7144 -1.4959 -0.983 -0.0971 -1.4835 7.03
0.5957 -1.8509 -0.1084 -0.2184 -0.7606 7.04
0.5593 -2.2191 0.4808 -0.3653 -2.1272 7.05
0.4674 -2.4203 0.2692 -0.4648 -1.6539 7.06
0.4348 -2.4134 -0.6713 -0.6626 0.4071 7.07
0.3205 -2.3632 -1.4975 -0.7311 0.436 7.08
0.2662 -2.3303 -1.596 -0.9678 -0.84 7.09
0.1798 -2.3393 -0.8299 -1.0051 -0.0016 7.1
0.073 -1.9682 0.0148 -1.1484 0.5151 7.11
-0.0204 -1.6102 0.0324 -1.4134 -1.2541 7.12
-0.1319 -1.2851 -0.8268 -1.482 -2.1861 7.13
-0.2142 -0.9344 -1.5171 -1.6317 -1.0652 7.14
-0.3048 -0.8344 -1.7376 -1.6724 -1.1998 7.15
-0.4374 -0.637 -0.8031 -1.6051 -2.3917 7.16
-0.5327 -0.4897 0.1149 -1.6963 -1.3054 7.17
-0.5834 -0.5038 0.4275 -1.6713 0.4712 7.18
-0.6604 -0.6307 -0.2003 -1.8262 -0.3023 7.19
-0.7514 -0.8651 -1.0412 -1.79 -0.848 7.2
-0.8119 -1.1317 -1.1128 -1.7154 0.4347 7.21
-0.8582 -1.3029 -0.3837 -1.5536 0.1852 7.22
-0.9649 -1.5844 0.6964 -1.6294 -2.0574 7.23
-0.9766 -2.1273 1.3191 -1.5719 -1.8311 7.24
-0.954 -2.4616 0.8492 -1.3061 -0.9439 7.25
-1.0483 -2.4632 -0.0133 -1.3613 -1.8209 7.26
-1.0833 -2.5117 -0.3547 -1.2616 -2.5583 7.27
-0.9359 -2.3378 0.3052 -1.1611 -0.7484 7.28
-1.0648 -2.5264 1.3338 -0.9933 0.2149 7.29
-0.8676 -2.0983 1.9565 -0.9073 -0.8235 7.3
-1.0035 -2.1743 1.7804 -0.7466 -0.5465 7.31
-0.9101 -1.7457 0.8149 -0.6415 0.7617 7.32
-0.9029 -1.3654 0.3019 -0.5132 -0.4135 7.33
-0.796 -1.0897 0.6573 -0.411 -2.0525 7.34
-0.6497 -0.7823 1.5783 -0.2786 -1.2474 7.35
-0.6326 -0.6827 2.1241 -0.1415 -1.041 7.36
-0.5566 -0.6414 2.2414 -0.0523 -2.523 7.37
-0.4926 -0.6711 1.135 0.0361 -2.5663 7.38
-0.4088 -0.8392 0.2919 0.1097 -0.2952 7.39
-0.3098 -0.8897 0.4166 0.1681 -0.3161 7.4
-0.2127 -1.2409 1.1607 0.2278 -1.1415 7.41
-0.1204 -1.5302 2.0291 0.2376 0.0819 7.42
-0.0337 -1.9803 1.6612 0.2705 0.9057 7.43
0.0407 -2.0483 0.7891 0.2411 -0.9206 7.44
0.1205 -2.3057 -0.2141 0.2512 -1.7457 7.45
0.1746 -2.6105 -0.3446 0.1879 -0.7856 7.46
0.2358 -2.3635 0.3207 0.1608 -1.299 7.47
0.2762 -2.4664 1.1064 0.0929 -2.7186 7.48
0.3304 -2.2946 1.0473 0.0204 -1.6036 7.49
0.3699 -2.2308 0.1428 -0.0739 -0.155 7.5
0.3658 -2.1007 -0.9269 -0.151 -0.9196 7.51
0.4289 -1.6974 -1.1779 -0.2454 -0.919 7.52
0.3725 -1.2722 -0.4708 -0.3993 0.6798 7.53
0.3587 -0.9788 0.3347 -0.4942 0.5835 7.54
0.3142 -0.6809 0.559 -0.6581 -1.3535 7.55
0.3186 -0.622 -0.1613 -0.6856 -1.1088 7.56
0.2544 -0.5519 -1.0781 -0.8173 -0.4942 7.57
0.1992 -0.5284 -1.409 -0.9876 -1.9289 7.58
0.1186 -0.7441 -0.8218 -0.9907 -2.5353 7.59
0.0194 -0.8214 0.1572 -1.0808 -1.0014 7.6
-0.0785 -1.1829 0.6625 -1.3629 -0.2875 7.61
-0.196 -1.5185 0.1727 -1.3068 -1.2037 7.62
-0.3128 -1.8033 -0.7633 -1.2934 -0.4256 7.63
-0.4041 -2.1137 -1.1633 -1.5136 1.2722 7.64
-0.5631 -2.1274 -0.4868 -1.596 0.2035 7.65
-0.6447 -2.1561 0.6357 -1.5616 -1.3083 7.66
-0.7974 -2.2923 1.3387 -1.4806 -0.4124 7.67
-1.0642 -2.1454 1.0722 -1.6555 -0.4079 7.68
-1.1527 -2.109 0.2199 -1.3633 -2.3334 7.69
-1.1999 -1.7559 -0.2399 -1.5762 -2.3273 7.7
-1.5202 -1.6838 0.1824 -1.3674 -0.5158 7.71
-1.6597 -1.2315 1.4005 -1.417 -0.6673 7.72
-1.521 -0.9798 1.9503 -1.0906 -1.249 7.73
-1.7652 -0.6689 1.9214 -1.1753 0.2989 7.74
-1.7667 -0.4212 1.1961 -0.9902 1.2839 7.75
-1.8942 -0.2478 0.5218 -0.7822 -0.2109 7.76
-2.0301 -0.2263 0.7605 -0.7884 -0.8307 7.77
-2.1401 -0.2604 1.8138 -0.6557 0.2427 7.78
-2.3393 -0.4271 2.3596 -0.4223 -0.6394 7.79
-2.2848 -0.6483 2.3862 -0.3384 -2.1676 7.8
-2.6209 -0.8281 1.5361 -0.1925 -1.5051 7.81
-2.5666 -1.2623 0.7548 -0.0402 -0.2403 7.82
-2.6028 -1.3591 0.8008 0.0871 -1.0296 7.83
-2.5473 -1.6999 1.369 0.2114 -0.9845 7.84
-2.4116 -1.7892 2.4077 0.3534 1.0127 7.85
-2.7189 -1.9313 2.1991 0.4492 1.1022 7.86
-2.4356 -1.8886 1.458 0.5313 -0.3863 7.87
-2.5772 -1.8572 0.5061 0.6449 0.0278 7.88
-2.2708 -1.8355 0.1759 0.6876 0.7612 7.89
-2.5925 -1.4269 0.7287 0.6937 -1.0368 7.9
-2.1861 -1.1755 1.57 0.7127 -2.2553 7.91
-2.2615 -0.7 1.8276 0.7335 -0.6686 7.92
-2.043 -0.4508 0.8654 0.7186 -0.3046 7.93
-2.0706 -0.121 -0.1569 0.7159 -1.4513 7.94
-1.8794 0.0997 -0.6015 0.7219 -0.2428 7.95
-1.9986 0.2449 -0.1906 0.655 1.6423 7.96
-1.8586 0.2621 0.6299 0.6414 0.7892 7.97
-1.6157 0.2183 1.0187 0.5116 -0.1607 7.98
-1.5449 0.0553 0.4277 0.4848 0.9889 7.99
-1.3376 -0.1657 -0.6213 0.3495 0.7148 8.0
-1.3356 -0.4035 -1.2213 0.2892 -1.2754 8.01
-1.1827 -0.7382 -0.6932 0.1716 -1.5417 8.02
-1.2168 -1.0807 0.2067 0.0439 -0.0278 8.03
-1.0525 -1.3233 0.7865 -0.0717 -0.633 8.04
-1.0491 -1.5064 0.5243 -0.1959 -1.1535 8.05
-0.8784 -1.3693 -0.386 -0.3225 0.6395 8.06
-0.7767 -1.4578 -1.0848 -0.3926 1.8404 8.07
-0.8553 -1.337 -0.6799 -0.5404 0.505 8.08
-0.6771 -1.0469 0.363 -0.5853 0.4596 8.09
-0.676 -0.8251 1.291 -0.738 1.4741 8.1
-0.7215 -0.4493 1.2624 -0.7805 0.6031 8.11
-0.7144 -0.1175 0.3756 -0.8976 -1.3531 8.12
-0.6535 0.2215 -0.2415 -0.864 -0.5409 8.13
-0.7164 0.5121 -0.0178 -0.9819 0.2639 8.14
-0.7082 0.7037 0.9808 -0.9573 -0.8993 8.15
-0.6356 0.7631 1.8881 -0.9226 -0.7222 8.16
-0.725 0.8974 2.0517 -0.9566 1.276 8.17
-0.7435 0.7428 1.3664 -1.0381 1.5581 8.18
-0.8379 0.6053 0.6008 -0.8843 0.4244 8.19
-0.9173 0.3726 0.6602 -0.8483 1.1864 8.2
-1.0189 0.1095 1.4937 -0.8126 2.0186 8.21
-0.9787 -0.1983 2.3641 -0.6351 0.2174 8.22
-1.0127 -0.4834 2.8514 -0.5664 -0.9165 8.23
-1.1443 -0.6295 2.0104 -0.445 0.2356 8.24
-1.3446 -0.7466 1.1582 -0.3343 0.1345 8.25
-1.3008 -0.903 0.9031 -0.232 -1.1445 8.26
-1.3865 -0.8308 1.6079 -0.1069 -0.0673 8.27
-1.5129 -0.7079 2.3929 0.0133 1.6753 8.28
-1.4244 -0.4012 3.0362 0.1312 1.183 8.29
-1.7073 -0.1159 2.0631 0.2704 0.6659 8.3
-1.7571 0.219 1.0371 0.414 2.1041 8.31
-1.622 0.5671 0.6106 0.5098 1.8146 8.32
-1.808 0.9545 1.0477 0.6223 -0.0442 8.33
-1.8233 1.2466 1.7996 0.6571 -0.2072 8.34
-1.8417 1.2904 2.4481 0.7977 0.7573 8.35
-1.8282 1.4605 1.6914 0.904 -0.2024 8.36
-1.7279 1.4931 0.5346 0.9733 -0.9781 8.37
-2.0198 1.3768 -0.146 1.0463 0.7139 8.38
-1.7955 1.1759 0.0943 1.0378 1.6966 8.39
-1.6792 0.9768 1.0095 1.1432 0.8132 8.4
-1.6165 0.6087 1.4506 0.9889 1.0562 8.41
-1.5984 0.3486 0.9518 0.9438 2.4235 8.42
-1.6124 0.0759 -0.0326 0.9896 1.8094 8.43
-1.628 -0.1295 -0.7549 0.9501 -0.0668 8.44
-1.4514 -0.2523 -0.6239 0.8477 0.5965 8.45
-1.4118 -0.3114 0.2242 0.8267 0.9875 8.46
-1.3455 -0.2079 0.8766 0.7036 -0.6619 8.47
-1.0582 -0.0643 0.7625 0.5381 -0.7057 8.48
-1.0296 0.1734 -0.111 0.426 1.3384 8.49
-0.8034 0.4661 -0.8531 0.3083 1.4287 8.5
-0.745 0.8859 -0.7792 0.2021 0.6625 8.51
-0.5334 1.2193 0.1087 0.0619 1.8469 8.52
-0.4381 1.4121 1.1361 -0.0757 2.6256 8.53
-0.2946 1.7107 1.107 -0.225 1.2629 8.54
-0.1127 1.9253 0.4719 -0.3729 0.2404 8.55
0.0346 1.7529 -0.3214 -0.5058 1.3406 8.56
0.1767 2.0466 -0.282 -0.5773 0.7204 8.57
0.2996 1.7318 0.5409 -0.725 -0.9576 8.58
0.4824 1.6331 1.7799 -0.841 -0.055 8.59
0.6014 1.3636 2.0377 -1.0015 1.5651 8.6
0.7553 0.978 1.5218 -0.9413 0.9229 8.61
0.8315 0.767 0.6452 -1.095 0.7041 8.62
0.8997 0.4337 0.4253 -1.0739 2.4727 8.63
1.0832 0.278 1.1371 -1.109 2.5603 8.64
1.2135 0.152 2.4014 -1.2251 0.7319 8.65
1.1288 0.1539 2.6573 -1.2332 0.7397 8.66
1.2315 0.2305 2.0606 -1.1974 1.6616 8.67
1.3284 0.3863 1.3758 -1.2492 0.1263 8.68
1.4684 0.681 1.0199 -1.0833 -1.017 8.69
1.4828 0.9498 1.6014 -1.0229 0.6051 8.7
1.3673 1.2695 2.5909 -0.9303 1.3351 8.71
1.3278 1.6348 2.7534 -0.9587 0.4292 8.72
1.4773 1.9527 2.6163 -0.7392 1.1661 8.73
1.3752 2.1 1.3778 -0.7527 2.8283 8.74
1.3435 2.2902 0.8631 -0.6483 2.2364 8.75
1.2034 2.3559 1.1775 -0.5332 0.719 8.76
1.0897 2.0345 2.1195 -0.4138 1.4561 8.77
1.0594 2.0424 2.5442 -0.3031 1.548 8.78
1.0895 1.663 1.9778 -0.1596 -0.431 8.79
0.8704 1.4434 1.0548 -0.0568 -0.6541 8.8
0.8609 1.2082 0.2353 0.0351 0.9837 8.81
0.8545 0.9025 0.2609 0.1381 0.8394 8.82
0.73 0.6441 1.0055 0.217 0.0621 8.83
0.5841 0.5316 1.6918 0.2654 1.652 8.84
0.508 0.4281 1.5924 0.3025 2.9788 8.85
0.4024 0.3955 0.4157 0.3801 1.3813 8.86
0.3226 0.4794 -0.5076 0.3639 0.7309 8.87
0.2068 0.5984 -0.5329 0.4228 1.7352 8.88
0.1433 0.9152 0.1677 0.4421 1.013 8.89
0.0563 1.2707 1.0141 0.3559 -0.8154 8.9
-0.0081 1.5389 0.9727 0.3386 -0.235 8.91
-0.073 1.9854 0.1424 0.3007 0.9856 8.92
-0.114 1.9486 -0.8752 0.2433 0.1017 8.93
-0.1767 2.4745 -0.8821 0.1329 0.0419 8.94
-0.2167 2.1985 -0.2066 0.0354 2.2558 8.95
-0.2275 2.4012 0.6866 -0.069 2.5209 8.96
-0.22 2.5177 1.1441 -0.1914 0.803 8.97
-0.2425 1.9345 0.421 -0.2954 1.2 8.98
-0.2486 1.8177 -0.3981 -0.4921 1.8865 8.99
-0.1937 1.5408 -0.6089 -0.5952 0.2583 9.0
-0.1791 1.2686 0.0548 -0.6816 -1.0119 9.01
-0.1527 0.9258 1.1493 -0.8628 0.2174 9.02
-0.0883 0.7033 1.5318 -0.961 0.5671 9.03
-0.0354 0.5354 1.3864 -1.2856 -0.6234 9.04
0.0317 0.4012 0.469 -1.3503 0.2741 9.05
