#time y2 y3 y1
6.96 -0.702 2.2087 2.0948
6.97 -0.3777 2.5758 2.0636
6.98 0.1433 2.3782 1.7312
6.99 0.851 2.1361 1.8251
7.0 1.3938 1.7946 1.6356
7.01 1.7496 1.51 1.5365
7.02 1.376 0.9579 1.4546
7.03 0.9535 0.7129 1.4032
7.04 0.1565 0.4818 1.2355
7.05 -0.7174 0.5641 0.9748
7.06 -1.5426 0.8409 0.9081
7.07 -1.8155 1.1886 0.6922
7.08 -2.1232 1.69 0.5726
7.09 -1.9224 1.9232 0.351
7.1 -1.2467 2.2327 0.1459
7.11 -0.7476 2.2165 -0.0596
7.12 -0.3965 2.356 -0.2686
7.13 -0.2482 2.2701 -0.4919
7.14 -0.3608 1.6863 -0.6662
7.15 -0.6654 1.3005 -0.7717
7.16 -0.9088 0.768 -1.1189
7.17 -1.0298 0.5332 -1.1446
7.18 -0.9056 0.3655 -1.2403
7.19 -0.4899 0.4685 -1.6112
7.2 0.075 0.7791 -1.7355
7.21 0.6235 1.1174 -1.6293
7.22 0.9708 1.5731 -1.8799
7.23 1.1699 1.8014 -1.8698
7.24 0.7316 2.2742 -2.275
7.25 0.0373 2.399 -2.0408
7.26 -0.8505 1.9727 -2.0783
7.27 -1.8243 1.7634 -2.3543
7.28 -2.2312 1.5223 -2.4842
7.29 -2.6723 1.0289 -2.4382
7.3 -2.2161 0.603 -2.1328
7.31 -1.8139 0.2898 -2.1096
7.32 -1.3384 0.178 -2.4151
7.33 -0.8872 0.2872 -2.0406
7.34 -0.4976 0.587 -2.0222
7.35 -0.4628 0.9868 -2.0573
7.36 -0.6628 1.4148 -1.9324
7.37 -1.0209 1.8286 -2.0816
7.38 -1.2382 2.0132 -1.8596
7.39 -1.1686 1.915 -1.7704
7.4 -0.8898 1.9647 -1.4896
7.41 -0.5275 1.5737 -1.5736
7.42 0.0852 1.2681 -1.6118
7.43 0.5116 0.6349 -1.4103
7.44 0.7957 0.2987 -1.4304
7.45 0.6434 0.0283 -1.2687
7.46 0.0467 -0.0446 -1.16
7.47 -0.7873 0.0937 -1.0796
7.48 -1.702 0.4171 -1.1607
7.49 -2.1314 0.7443 -1.0483
7.5 -2.6641 1.2561 -1.0325
7.51 -2.9745 1.6056 -1.0691
7.52 -2.5746 1.8926 -1.0141
7.53 -1.9126 1.6349 -0.9424
7.54 -1.1381 1.8002 -0.9183
7.55 -0.7482 1.1725 -1.0641
7.56 -0.4673 0.8876 -1.0502
7.57 -0.5864 0.358 -1.1592
7.58 -0.8192 -0.0048 -1.2195
7.59 -1.0827 -0.2522 -1.3022
7.6 -1.337 -0.2865 -1.3401
7.61 -1.101 -0.1484 -1.4456
7.62 -0.7282 0.1625 -1.3307
7.63 -0.2824 0.5444 -1.4632
7.64 0.2447 0.9355 -1.5473
7.65 0.586 1.4543 -1.5357
7.66 0.6431 1.3974 -1.8475
7.67 0.204 1.5095 -1.8961
7.68 -0.4974 1.396 -1.9257
7.69 -1.33 1.0514 -1.8589
7.7 -1.9945 0.5562 -1.995
7.71 -2.8854 0.0737 -2.0296
7.72 -2.7884 -0.2799 -2.0865
7.73 -2.5867 -0.5533 -2.0038
7.74 -1.8544 -0.4791 -1.8817
7.75 -1.5035 -0.3588 -2.074
7.76 -0.717 -0.0208 -1.812
7.77 -0.3761 0.4126 -2.031
7.78 -0.2471 0.9044 -1.7095
7.79 -0.4589 1.2464 -1.8341
7.8 -0.6332 1.4342 -1.5277
7.81 -0.9923 1.3196 -1.3888
7.82 -0.9851 1.0672 -1.2455
7.83 -0.7935 0.7289 -1.2984
7.84 -0.4144 0.2593 -0.9691
7.85 0.1338 -0.2062 -0.7999
7.86 0.5148 -0.5383 -0.6977
7.87 0.671 -0.8104 -0.5148
7.88 0.5679 -0.6992 -0.3431
7.89 -0.0269 -0.5109 -0.1378
7.9 -0.819 -0.1921 0.066
7.91 -1.5777 0.2451 0.2455
7.92 -2.2675 0.7132 0.459
7.93 -2.7921 0.9976 0.6568
7.94 -2.6605 1.1823 0.9009
7.95 -2.0568 1.1408 1.0843
7.96 -1.4989 0.9075 1.0898
7.97 -0.7133 0.4562 1.2877
7.98 -0.1197 -0.0042 1.5318
7.99 0.1394 -0.4504 1.8287
8.0 0.131 -0.8407 1.7453
8.01 -0.1035 -0.9408 2.027
8.02 -0.4205 -0.8477 2.1318
8.03 -0.5607 -0.6762 2.1122
8.04 -0.5456 -0.2976 2.1985
8.05 -0.2629 0.1332 2.2253
8.06 0.1864 0.5825 2.0552
8.07 0.7069 0.8797 2.1794
8.08 0.9765 1.0647 2.1422
8.09 0.9363 0.9209 2.1465
8.1 0.497 0.6338 2.3897
8.11 -0.1336 0.2364 2.2057
8.12 -1.0433 -0.1974 2.2161
8.13 -1.6642 -0.6368 2.0622
8.14 -2.3225 -1.0064 2.0949
8.15 -2.0428 -1.1321 2.143
8.16 -2.0691 -0.9454 1.9126
8.17 -1.242 -0.7845 1.8375
8.18 -0.4927 -0.3769 1.7289
8.19 0.1764 0.0892 1.7299
8.2 0.6239 0.4793 1.4451
8.21 0.7705 0.8425 1.3649
8.22 0.577 0.9497 1.2627
8.23 0.2994 0.8385 1.3724
8.24 0.0357 0.4931 1.2498
8.25 -0.0752 0.1285 1.2574
8.26 0.0433 -0.322 1.1441
8.27 0.3703 -0.7081 1.1423
8.28 0.8759 -1.0644 1.042
8.29 1.1613 -1.0713 0.9196
8.3 1.4178 -1.1085 0.9605
8.31 1.0221 -0.6972 0.9642
8.32 0.5325 -0.3573 1.0801
8.33 -0.1712 0.1124 1.0905
8.34 -1.048 0.5039 1.1221
8.35 -1.443 0.8017 1.1691
8.36 -1.9468 0.8652 1.1106
8.37 -1.6273 0.7584 1.2498
8.38 -1.0753 0.4804 1.1287
8.39 -0.3309 0.0695 1.1604
8.4 0.453 -0.3925 1.3151
8.41 1.1006 -0.7927 1.3991
8.42 1.4594 -1.1165 1.495
8.43 1.3574 -1.1469 1.5481
8.44 1.0657 -1.0727 1.7204
8.45 0.7831 -0.726 1.8519
8.46 0.5141 -0.2347 1.7987
8.47 0.4716 0.2127 1.6711
8.48 0.5919 0.6364 2.0176
8.49 0.9612 0.8168 1.8992
8.5 1.4942 0.8642 1.9923
8.51 1.6038 0.7181 1.9354
8.52 1.6723 0.4496 1.8803
8.53 1.2763 0.0791 1.8527
8.54 0.5449 -0.3623 1.7983
8.55 -0.1991 -0.6898 1.7682
8.56 -0.8477 -0.9933 1.6985
8.57 -1.2975 -1.0109 1.6065
8.58 -1.1964 -0.9472 1.5884
8.59 -0.9795 -0.5823 1.5785
8.6 -0.207 -0.1076 1.3657
8.61 0.5733 0.3433 1.2771
8.62 1.4514 0.6961 1.2705
8.63 1.766 0.8756 1.0034
8.64 1.8083 1.0758 0.9429
8.65 1.8845 0.8874 0.6949
8.66 1.4117 0.5483 0.55
8.67 0.9424 0.1318 0.3174
8.68 0.7724 -0.296 0.1175
8.69 0.8904 -0.7024 -0.069
8.7 0.9912 -0.8989 -0.2519
8.71 1.3956 -0.8857 -0.4392
8.72 1.7196 -0.7254 -0.6023
8.73 1.7204 -0.381 -0.8879
8.74 1.5364 0.0754 -0.9595
8.75 1.1617 0.5537 -1.2676
8.76 0.3993 0.9842 -1.4182
8.77 -0.3673 1.0353 -1.4283
8.78 -0.9702 1.1001 -1.5156
8.79 -1.0245 0.9439 -1.9332
8.8 -0.8194 0.6891 -2.012
8.81 -0.2445 0.2316 -1.9641
8.82 0.5591 -0.1941 -2.0417
8.83 1.4658 -0.6078 -2.1338
8.84 2.1618 -0.7837 -2.1793
8.85 2.3841 -0.8014 -2.3509
8.86 2.1455 -0.501 -2.3033
8.87 1.8765 -0.1613 -2.1316
8.88 1.539 0.2929 -2.3524
8.89 1.0052 0.6856 -2.1978
8.9 0.9279 1.0315 -2.4384
8.91 1.1077 1.2478 -2.4043
8.92 1.3347 1.2044 -2.1394
8.93 1.6863 1.1129 -2.064
8.94 1.8281 0.6905 -1.8504
8.95 1.8096 0.3395 -2.0011
8.96 1.3078 -0.102 -2.0059
8.97 0.7334 -0.4236 -1.8882
8.98 0.0499 -0.5535 -1.5243
8.99 -0.5511 -0.5443 -1.5453
9.0 -0.9604 -0.3162 -1.6162
9.01 -0.8716 0.0545 -1.3898
9.02 -0.4326 0.4717 -1.3072
9.03 0.2848 0.8937 -1.2106
9.04 1.2528 1.2838 -1.0836
9.05 1.7769 1.4614 -1.1041
9.06 2.5064 1.3136 -1.1023
9.07 2.4553 1.1673 -1.0839
9.08 2.1185 0.817 -0.9643
9.09 1.8347 0.4606 -0.9563
9.1 1.2728 0.0079 -1.0007
9.11 0.8951 -0.2928 -0.9561
9.12 0.8345 -0.4354 -1.0346
9.13 0.9281 -0.3752 -1.1117
9.14 1.2996 -0.1469 -1.1057
9.15 1.6486 0.2649 -1.0927
9.16 1.7243 0.6931 -1.1389
9.17 1.3893 1.0568 -1.2375
9.18 0.9537 1.4914 -1.1547
9.19 0.2014 1.5429 -1.2246
9.2 -0.4485 1.6885 -1.4467
9.21 -0.9141 1.4192 -1.3526
9.22 -1.0078 1.0059 -1.6336
9.23 -0.7847 0.4743 -1.6111
9.24 -0.154 0.0772 -1.6487
9.25 0.624 -0.2067 -1.8367
9.26 1.5912 -0.324 -1.7303
9.27 2.0933 -0.2556 -1.7036
9.28 2.374 0.0166 -1.8102
9.29 2.0181 0.4366 -1.9727
9.3 1.6554 0.9145 -1.9078
9.31 1.3063 1.2553 -1.8014
9.32 0.78 1.6052 -2.058
9.33 0.5831 1.5449 -1.7394
9.34 0.5427 1.7453 -1.7132
9.35 0.7669 1.2581 -1.8016
9.36 1.0322 0.987 -1.8799
9.37 1.2702 0.5325 -1.6333
9.38 1.1115 0.1078 -1.6247
9.39 0.7694 -0.1743 -1.4868
9.4 0.1667 -0.2684 -1.4082
9.41 -0.4877 -0.1646 -1.2357
9.42 -1.0468 0.1104 -1.0418
9.43 -1.264 0.5208 -0.9058
9.44 -1.3881 0.9838 -0.711
9.45 -0.737 1.3016 -0.5075
9.46 -0.0067 1.6046 -0.3379
9.47 0.7782 1.5647 -0.1276
9.48 1.5504 1.4701 0.0789
9.49 1.8376 1.23 0.2845
9.5 1.8199 0.8541 0.4927
9.51 1.4834 0.4512 0.6834
9.52 1.0035 0.0781 0.8666
9.53 0.5494 -0.2005 0.9522
9.54 0.1401 -0.2937 1.3414
9.55 -0.0209 -0.1574 1.3797
9.56 0.063 0.1483 1.4698
9.57 0.3088 0.5269 1.8345
9.58 0.5198 1.0698 1.7171
9.59 0.5713 1.3684 2.0337
9.6 0.392 1.4724 2.232
9.61 -0.0341 1.7065 2.1188
9.62 -0.6854 1.4229 2.2825
9.63 -1.3296 1.344 2.3573
9.64 -1.8081 0.7683 2.4378
9.65 -1.7744 0.3861 2.3666
9.66 -1.5119 -0.0406 2.1947
9.67 -0.744 -0.2726 2.2951
9.68 0.0832 -0.3252 2.3199
9.69 0.9026 -0.1876 2.4163
9.7 1.4316 0.1017 2.4194
9.71 1.4943 0.4921 2.3519
9.72 1.2876 0.9442 1.9494
9.73 0.8845 1.3291 2.0365
9.74 0.3076 1.4281 1.9052
9.75 -0.2133 1.6267 1.9612
9.76 -0.6042 1.4276 1.7752
9.77 -0.6054 0.9551 1.7224
9.78 -0.4112 0.5971 1.6268
9.79 -0.1811 0.1663 1.5882
9.8 -0.0071 -0.2406 1.4319
9.81 -0.0353 -0.498 1.2453
9.82 -0.3588 -0.4744 1.2864
9.83 -0.8966 -0.3364 1.2627
9.84 -1.498 -0.0229 1.0269
9.85 -2.1158 0.3693 1.0602
9.86 -1.996 0.7941 1.0291
9.87 -2.1542 1.128 1.0094
9.88 -1.5691 1.3116 0.9098
9.89 -0.618 1.3328 1.0751
9.9 0.175 1.0525 1.0136
9.91 0.775 0.8151 1.0466
9.92 1.193 0.3211 1.1158
9.93 1.1791 -0.1238 1.0861
9.94 0.7632 -0.5034 1.0345
9.95 0.1709 -0.6981 1.2266
9.96 -0.4935 -0.766 1.1905
9.97 -0.8927 -0.5336 1.3714
9.98 -1.1518 -0.2315 1.2592
9.99 -1.2163 0.1943 1.3725
10.0 -0.821 0.6597 1.5841
10.01 -0.5891 0.9819 1.459
10.02 -0.5176 1.2232 1.7383
10.03 -0.5837 1.0042 1.5679
10.04 -1.0183 0.9351 1.7065
10.05 -1.6127 0.4855 1.9082
10.06 -2.1596 0.0063 1.998
10.07 -2.3029 -0.4134 1.883
10.08 -2.3792 -0.7594 2.0763
10.09 -2.0685 -1.0903 1.9518
10.1 -1.2257 -1.0929 2.0327
10.11 -0.4826 -0.7539 1.8904
10.12 0.3048 -0.5061 1.9799
10.13 0.9012 -0.0424 2.0365
10.14 1.0603 0.3627 1.7291
10.15 0.6713 0.7234 1.8999
10.16 0.1811 0.784 1.5075
10.17 -0.4546 0.7164 1.4079
10.18 -1.1118 0.4762 1.4426
10.19 -1.5486 0.0901 1.3032
10.2 -1.512 -0.403 1.1096
10.21 -1.3335 -0.7898 1.0339
10.22 -1.0241 -1.2183 0.8903
10.23 -0.8639 -1.3942 0.7184
10.24 -0.7605 -1.1956 0.4963
10.25 -1.0404 -1.0795 0.2945
10.26 -1.4667 -0.7624 0.1266
10.27 -1.9917 -0.3064 -0.0866
10.28 -2.3582 0.0613 -0.2878
10.29 -2.4539 0.3721 -0.4751
10.3 -2.2572 0.4454 -0.6397
10.31 -1.7777 0.3699 -0.902
10.32 -0.9877 0.093 -1.0631
10.33 -0.0741 -0.301 -1.3489
10.34 0.5401 -0.8573 -1.385
10.35 0.9631 -1.2586 -1.4942
10.36 0.8177 -1.5864 -1.7542
10.37 0.3435 -1.6728 -1.9947
10.38 -0.316 -1.5867 -2.0299
10.39 -1.0759 -1.5199 -1.9363
10.4 -1.4287 -0.9996 -2.3361
10.41 -1.7093 -0.6899 -2.1484
10.42 -1.5813 -0.2723 -2.1206
10.43 -1.5486 0.0154 -2.4872
10.44 -1.1361 0.1131 -2.3366
10.45 -1.0005 -0.0072 -2.4559
10.46 -0.9622 -0.2766 -2.3232
10.47 -1.1248 -0.7125 -2.5348
10.48 -1.6015 -1.1986 -2.0946
10.49 -2.1669 -1.6357 -2.0955
10.5 -2.2326 -1.9443 -2.0468
10.51 -2.4387 -2.25 -2.1363
10.52 -1.939 -2.0726 -2.2253
10.53 -1.0742 -1.6364 -2.0048
10.54 -0.2659 -1.3164 -2.0117
10.55 0.4661 -0.8924 -1.9548
10.56 1.0758 -0.6004 -1.7585
10.57 1.1094 -0.3263 -1.6174
10.58 0.7386 -0.2196 -1.4432
10.59 0.1503 -0.3758 -1.5456
10.6 -0.5761 -0.6204 -1.4167
10.61 -1.2949 -1.0172 -1.1555
10.62 -1.5627 -1.576 -1.3167
10.63 -1.8038 -2.1053 -1.052
10.64 -1.387 -2.1038 -1.1348
10.65 -1.1698 -2.2677 -1.1333
10.66 -0.7887 -2.2297 -0.9694
10.67 -0.6921 -1.9138 -0.9068
10.68 -0.8794 -1.646 -0.9808
10.69 -1.1539 -1.2158 -1.0222
10.7 -1.6514 -0.7515 -0.893
10.71 -1.765 -0.5839 -1.0407
10.72 -2.0974 -0.573 -0.9795
10.73 -1.783 -0.741 -1.1412
10.74 -1.0648 -0.9536 -1.2308
10.75 -0.2906 -1.5976 -1.209
10.76 0.5219 -1.9465 -1.1544
10.77 1.0966 -2.2091 -1.4225
10.78 1.5687 -2.5305 -1.3212
10.79 1.1667 -2.8111 -1.512
10.8 0.8429 -2.7242 -1.4784
10.81 0.0537 -2.3945 -1.4447
10.82 -0.6396 -1.7632 -1.7457
10.83 -1.161 -1.2553 -1.6883
10.84 -1.4181 -1.0708 -1.8224
10.85 -1.3447 -0.765 -1.8238
10.86 -1.0544 -0.7327 -1.8321
10.87 -0.714 -0.8876 -1.8815
10.88 -0.3757 -1.4057 -1.9271
10.89 -0.3132 -1.6252 -2.0053
10.9 -0.4756 -2.1758 -1.8829
10.91 -0.7948 -2.5823 -1.8137
10.92 -1.084 -2.889 -2.011
10.93 -1.4855 -2.7315 -1.834
10.94 -1.229 -2.7511 -1.5987
10.95 -0.8859 -2.2219 -1.4949
10.96 -0.1338 -2.0888 -1.493
10.97 0.6205 -1.4762 -1.5654
10.98 1.5208 -1.0804 -1.2546
10.99 1.8434 -0.9305 -1.2332
11.0 2.038 -0.9739 -0.9765
11.01 1.5078 -1.0273 -0.8727
11.02 0.872 -1.5025 -0.6631
11.03 0.0414 -2.0954 -0.4924
11.04 -0.6794 -2.2467 -0.3051
11.05 -1.0065 -2.8785 -0.1081
11.06 -1.096 -2.8893 0.0811
11.07 -0.872 -2.8255 0.2595
11.08 -0.5126 -2.5909 0.4589
11.09 -0.0906 -2.4923 0.6861
11.1 0.1335 -2.0479 0.9132
11.11 0.1313 -1.5397 1.0182
11.12 -0.1131 -1.1951 1.2649
11.13 -0.444 -1.0281 1.5177
11.14 -0.6549 -0.9346 1.42
11.15 -0.7811 -1.297 1.627
11.16 -0.4977 -1.6007 1.791
11.17 0.0908 -2.125 1.7714
11.18 0.8361 -2.5247 2.1133
11.19 1.7777 -2.5454 1.9615
11.2 2.2378 -3.0809 2.168
11.21 2.3925 -2.8073 2.2846
11.22 2.2106 -2.6399 2.2102
11.23 1.4454 -2.1411 2.4332
11.24 0.865 -1.8118 2.2521
11.25 0.0192 -1.5562 2.2337
11.26 -0.5209 -1.1171 2.1479
11.27 -0.7303 -0.9073 2.1585
11.28 -0.7304 -1.0328 2.4732
11.29 -0.2934 -1.0887 2.3052
11.3 0.1197 -1.6587 2.0222
11.31 0.4884 -2.1664 1.9766
11.32 0.5898 -2.2408 1.8846
11.33 0.5254 -2.6534 1.91
11.34 0.2689 -2.5917 1.7315
11.35 -0.0293 -2.6731 1.5816
11.36 -0.1793 -2.7687 1.6194
11.37 -0.0978 -2.3143 1.5663
11.38 0.3364 -1.6725 1.4325
11.39 0.8948 -1.3191 1.4446
11.4 1.6511 -0.8526 1.3536
11.41 2.4841 -0.7696 1.0989
11.42 2.746 -0.8122 1.1689
11.43 2.5929 -1.0465 1.0219
11.44 2.1759 -1.3737 1.122
11.45 1.3512 -1.9033 1.0543
11.46 0.6049 -2.459 0.9748
11.47 -0.0834 -2.3504 0.9705
11.48 -0.4551 -2.6795 0.9089
11.49 -0.5481 -2.4542 0.885
11.5 -0.2793 -2.3183 0.9526
11.51 0.1816 -1.7835 0.9787
11.52 0.6723 -1.2768 1.1145
11.53 0.9536 -0.9191 1.0527
11.54 1.0072 -0.5953 1.16
11.55 0.8938 -0.457 1.3371
11.56 0.5046 -0.5735 1.3087
11.57 0.247 -0.8759 1.4135
11.58 0.2273 -1.2481 1.3795
11.59 0.4449 -1.4727 1.3857
11.6 0.9176 -2.0545 1.5451
11.61 1.5506 -2.3279 1.7968
11.62 2.5359 -2.1987 1.8673
11.63 2.6183 -2.0607 1.6638
11.64 2.9785 -1.9458 1.6456
11.65 2.5189 -1.5363 1.9331
11.66 1.9998 -1.0688 1.9474
11.67 1.0738 -0.5652 1.8093
11.68 0.2853 -0.2706 2.018
11.69 -0.2761 -0.195 1.7913
11.7 -0.5591 -0.2684 1.8217
11.71 -0.3945 -0.5548 1.8296
11.72 -0.0052 -0.9016 1.7358
11.73 0.4994 -1.3841 1.6654
11.74 0.971 -1.6992 1.4823
11.75 1.0326 -2.0102 1.4842
11.76 1.1091 -1.8879 1.561
11.77 0.8912 -1.9862 1.2809
11.78 0.6319 -1.4834 1.1001
11.79 0.3843 -0.9996 0.9658
11.8 0.4126 -0.5524 0.8697
11.81 0.8477 -0.169 0.6773
11.82 1.4009 0.1056 0.5033
11.83 2.1768 0.1967 0.2747
11.84 2.4408 0.0912 0.103
11.85 2.9857 -0.1712 -0.0885
11.86 2.8542 -0.5789 -0.3165
11.87 2.0281 -0.9085 -0.4899
11.88 1.4605 -1.453 -0.7515
11.89 0.5166 -1.5858 -0.8284
11.9 -0.2742 -1.4276 -1.1546
11.91 -0.6371 -1.388 -1.3586
11.92 -0.7082 -0.9729 -1.2964
11.93 -0.4002 -0.5765 -1.5321
11.94 0.1138 -0.1184 -1.6805
11.95 0.6505 0.2944 -1.9255
11.96 1.0266 0.5929 -2.0632
11.97 1.063 0.5863 -2.0767
11.98 1.0015 0.5219 -2.1332
11.99 0.6887 0.1819 -2.4108
12.0 0.4268 -0.2388 -2.1864
12.01 0.298 -0.5901 -2.3755
12.02 0.4706 -0.9548 -2.3626
12.03 0.926 -1.0915 -2.2714
12.04 1.4923 -1.0718 -2.6054
12.05 2.2647 -0.9682 -2.146
12.06 2.3754 -0.5393 -2.3629
12.07 2.2917 -0.1145 -2.5015
12.08 2.1285 0.3727 -2.1673
12.09 1.4057 0.7628 -1.9809
12.1 0.5071 0.8838 -2.1279
12.11 -0.3279 1.0569 -2.1296
12.12 -0.9178 0.9271 -1.8186
12.13 -1.1169 0.552 -1.8031
12.14 -0.9767 0.1396 -1.6468
12.15 -0.541 -0.2859 -1.5829
12.16 0.0705 -0.5486 -1.6646
12.17 0.611 -0.8107 -1.3645
12.18 0.7524 -0.7974 -1.4497
12.19 0.8814 -0.4678 -1.3279
12.2 0.6577 -0.1262 -1.1406
12.21 0.3381 0.3204 -1.2444
12.22 0.0993 0.8051 -0.9896
12.23 0.1007 1.0865 -1.0408
12.24 0.3711 1.3593 -0.9703
12.25 0.8023 1.3683 -0.9023
12.26 1.3409 1.1768 -0.9426
12.27 1.9799 0.8164 -0.9429
12.28 1.8412 0.4296 -0.9773
12.29 1.7173 0.062 -1.0293
12.3 1.1382 -0.2452 -1.0461
12.31 0.4025 -0.3967 -0.9815
12.32 -0.5365 -0.3826 -1.0625
12.33 -1.1805 -0.1159 -1.0936
12.34 -1.6368 0.293 -1.146
12.35 -1.5498 0.7584 -1.1635
12.36 -1.2079 1.2965 -1.2798
12.37 -0.5913 1.6215 -1.5468
12.38 -0.0634 1.649 -1.5432
12.39 0.3473 1.7294 -1.6726
12.4 0.5381 1.3951 -1.62
12.41 0.3736 1.2408 -1.7299
12.42 0.1369 0.7002 -1.6363
12.43 -0.1604 0.3367 -1.6761
12.44 -0.2893 0.0378 -1.9573
12.45 -0.2046 -0.0909 -2.0017
12.46 0.1565 -0.0209 -1.9174
12.47 0.5971 0.2586 -1.9644
12.48 1.2243 0.6741 -1.6949
12.49 1.3877 1.0505 -1.7483
12.5 1.2763 1.4706 -1.7592
12.51 1.0279 1.9022 -1.7365
12.52 0.2128 1.9889 -1.5743
12.53 -0.6496 1.7997 -1.6846
12.54 -1.4036 1.6712 -1.3709
12.55 -2.0993 1.4566 -1.43
12.56 -2.3971 0.9843 -1.3778
12.57 -1.9947 0.5437 -1.2576
12.58 -1.3183 0.2769 -1.0049
12.59 -0.725 0.1387 -0.8953
12.6 -0.2193 0.2289 -0.6305
12.61 0.1036 0.5165 -0.5166
12.62 0.1539 0.9295 -0.2929
12.63 -0.052 1.2759 -0.1008
12.64 -0.389 1.9521 0.1065
12.65 -0.6578 2.2998 0.2721
12.66 -0.6051 2.0772 0.5191
12.67 -0.4627 1.9638 0.7526
12.68 -0.0596 2.0139 0.7989
12.69 0.4534 1.5737 1.1329
12.7 0.8723 1.0093 1.3478
12.71 0.8566 0.6196 1.4671
12.72 0.6405 0.3972 1.5046
12.73 0.0428 0.295 1.873
12.74 -0.8636 0.4334 1.8534
12.75 -1.6201 0.7011 1.9163
12.76 -2.3597 1.1467 1.9059
12.77 -2.9045 1.5799 2.2091
12.78 -2.7247 1.9555 2.3987
12.79 -1.9641 2.0902 2.1547
12.8 -1.5773 2.2439 2.1314
12.81 -0.7968 2.2904 2.2814
12.82 -0.2673 1.823 2.2727
12.83 -0.0676 1.5933 2.357
12.84 -0.1339 1.1818 2.4574
12.85 -0.435 0.6411 2.5026
12.86 -0.701 0.4185 2.4471
12.87 -0.9887 0.351 2.2881
12.88 -0.85 0.5264 2.0349
12.89 -0.6678 0.758 1.9272
12.9 -0.1587 1.212 2.2035
12.91 0.2568 1.7806 2.0227
12.92 0.5196 2.0556 1.8979
12.93 0.4224 2.1706 1.8638
12.94 -0.031 2.5667 1.8073
12.95 -0.6999 2.1967 1.6275
12.96 -1.4522 1.7198 1.4173
12.97 -2.4575 1.4755 1.5117
12.98 -3.0953 1.0288 1.2855
12.99 -2.7928 0.575 1.1383
13.0 -2.7226 0.4026 1.2585
13.01 -2.1402 0.3318 0.9979
13.02 -1.2124 0.5069 1.1074
13.03 -0.5679 0.7338 0.9559
13.04 -0.1893 1.1677 0.9856
13.05 -0.1174 1.4992 0.9809
13.06 -0.3135 2.129 0.8707
13.07 -0.6448 2.0674 0.8834
13.08 -0.8366 2.2054 1.0303
13.09 -0.9587 2.1205 1.0865
13.1 -0.8608 1.6165 1.0197
13.11 -0.4986 1.4454 1.1539
13.12 -0.1274 0.8292 1.078
13.13 0.1861 0.5273 1.2722
13.14 0.2827 0.2495 1.1719
13.15 0.0269 0.2368 1.2172
13.16 -0.5513 0.4318 1.2695
13.17 -1.2631 0.6807 1.3444
13.18 -2.0513 1.0837 1.6396
13.19 -2.9029 1.5089 1.7415
13.2 -3.1852 1.8907 1.7056
13.21 -2.5945 1.9757 1.6009
13.22 -2.2381 2.2976 1.6779
13.23 -1.5143 2.0117 1.6398
13.24 -0.6742 1.5565 1.9432
13.25 -0.1599 1.1718 1.9601
13.26 0.0716 0.7067 1.798
13.27 0.0149 0.3021 1.817
13.28 -0.2741 0.0949 1.9812
13.29 -0.5569 0.0808 1.7074
13.3 -0.8534 0.2526 1.6993
13.31 -0.9237 0.5807 1.6655
13.32 -0.6007 0.9354 1.6562
13.33 -0.3055 1.5406 1.5294
13.34 0.1007 1.9029 1.461
13.35 0.3125 2.047 1.2992
13.36 0.2146 1.9055 1.2335
13.37 -0.206 1.794 0.917
13.38 -0.8172 1.4312 0.7606
13.39 -1.753 0.8419 0.6248
13.4 -2.5149 0.4335 0.4758
13.41 -2.5725 0.065 0.3072
13.42 -2.8001 -0.1285 0.0858
13.43 -2.0364 -0.1095 -0.1167
13.44 -1.4384 0.0883 -0.2813
13.45 -0.7747 0.443 -0.452
13.46 -0.027 0.9265 -0.7617
13.47 0.4222 1.2966 -0.9342
13.48 0.5167 1.4498 -1.1249
13.49 0.2782 1.7571 -1.2918
13.5 -0.0654 1.6398 -1.3526
13.51 -0.4085 1.4937 -1.578
13.52 -0.5693 0.9828 -1.7882
13.53 -0.5504 0.6224 -1.72
13.54 -0.2415 0.1571 -1.8016
13.55 0.1383 -0.2096 -1.9475
13.56 0.4517 -0.3417 -2.1355
13.57 0.5187 -0.2914 -2.407
13.58 0.3053 -0.0906 -2.1636
13.59 -0.2405 0.2773 -2.4009
13.6 -1.0234 0.6781 -2.4463
13.61 -1.847 1.0341 -2.4739
13.62 -2.3825 1.3124 -2.5359
13.63 -2.1873 1.4246 -2.6162
13.64 -2.2753 1.5153 -2.1692
13.65 -1.5824 1.2533 -2.1761
13.66 -0.6424 0.7076 -2.0984
13.67 0.1885 0.2861 -2.0135
13.68 0.7122 -0.1355 -2.3017
13.69 1.0251 -0.419 -1.9221
13.7 1.0129 -0.6335 -1.8293
13.71 0.6384 -0.5328 -1.8877
13.72 0.2643 -0.2859 -1.677
13.73 -0.0569 0.1051 -1.5317
13.74 -0.1612 0.5918 -1.6661
13.75 -0.0045 0.8825 -1.3251
13.76 0.2966 1.2494 -1.3464
13.77 0.677 1.2355 -1.2239
13.78 0.8474 1.0972 -1.3232
13.79 0.8099 0.8775 -1.2694
13.8 0.382 0.5586 -1.1815
13.81 -0.2527 0.0554 -1.0831
13.82 -0.9769 -0.3729 -0.9151
13.83 -1.5052 -0.6852 -0.9892
13.84 -1.7534 -0.8214 -0.8677
13.85 -1.5818 -0.7155 -0.9424
13.86 -1.2028 -0.4423 -1.0308
