#y3 time y6 y1 y4 y2 y5
-0.376 3.92 -0.5328 0.2223 -0.7079 -0.4377 1.3684
-1.2064 3.93 -0.5368 -0.1235 -0.9546 -0.3151 1.6173
-1.8593 3.94 -0.5744 -0.4882 -1.0851 -0.2135 1.6717
-2.0043 3.95 -0.6103 -0.771 -1.0739 -0.1497 1.7372
-1.5788 3.96 -0.5177 -1.096 -0.9937 -0.079 1.6974
-0.7747 3.97 -0.5057 -1.3622 -0.5947 -0.0353 1.978
-0.225 3.98 -0.5117 -1.6234 -0.1783 -0.0125 1.5502
-0.3258 3.99 -0.4867 -2.1079 0.2322 -0.0103 1.6023
-1.0258 4.0 -0.4678 -2.0604 0.6264 -0.0294 1.4074
-1.6556 4.01 -0.4725 -2.3398 0.7833 -0.061 1.1074
-2.2171 4.02 -0.3916 -2.2943 0.7906 -0.1262 0.7779
-1.8958 4.03 -0.3074 -2.547 0.7888 -0.1832 0.4554
-1.1112 4.04 -0.269 -2.1141 0.5047 -0.265 0.125
-0.2923 4.05 -0.1972 -2.2821 0.0923 -0.3468 -0.1625
-0.2427 4.06 -0.1253 -2.0954 -0.3225 -0.5257 -0.3859
-0.862 4.07 -0.0449 -1.8076 -0.7256 -0.6324 -0.619
-1.7909 4.08 0.0353 -1.6052 -0.9967 -0.7351 -0.7843
-1.9956 4.09 0.1016 -1.5926 -1.1068 -0.8978 -0.7955
-2.1155 4.1 0.2004 -1.2986 -0.882 -1.006 -0.9726
-1.168 4.11 0.2682 -1.1687 -0.6473 -1.1079 -0.8597
-0.3927 4.12 0.3202 -0.9795 -0.2649 -1.0642 -0.7664
-0.1416 4.13 0.4089 -0.7589 0.1778 -1.1492 -0.5738
-0.5551 4.14 0.429 -0.806 0.6333 -1.3494 -0.307
-1.358 4.15 0.5554 -0.6531 0.8924 -1.414 -0.0906
-1.9672 4.16 0.5888 -0.6244 1.0531 -1.3518 0.1474
-2.1525 4.17 0.5743 -0.6374 1.132 -1.3843 0.4254
-1.1857 4.18 0.5888 -0.7175 1.0284 -1.258 0.5987
-0.4733 4.19 0.6203 -0.7273 0.6935 -1.3064 0.8428
-0.074 4.2 0.6458 -0.8901 0.3323 -1.2999 0.8678
-0.385 4.21 0.6906 -0.8969 -0.0927 -1.2302 0.9125
-1.2859 4.22 0.6556 -1.0137 -0.4243 -1.0949 1.0773
-1.9093 4.23 0.6622 -1.0203 -0.6514 -1.0148 1.0335
-2.0293 4.24 0.6054 -1.0596 -0.7125 -0.973 0.9212
-1.4834 4.25 0.5519 -1.1104 -0.4958 -0.7359 0.6786
-0.4867 4.26 0.5116 -1.0261 -0.2271 -0.6787 0.5799
-0.0034 4.27 0.4141 -1.0687 0.173 -0.4737 0.371
-0.1613 4.28 0.3265 -0.8666 0.585 -0.3035 0.1318
-0.91 4.29 0.2419 -0.8322 0.9598 -0.1293 -0.074
-1.578 4.3 0.1302 -0.6411 1.4707 0.0257 -0.252
-2.0428 4.31 0.0181 -0.4445 1.397 0.2063 -0.4199
-1.544 4.32 -0.1176 -0.2614 1.422 0.3201 -0.4393
-0.5463 4.33 -0.2503 -0.0883 1.2433 0.487 -0.4866
0.0561 4.34 -0.3922 0.0871 0.8972 0.5789 -0.3998
0.0442 4.35 -0.511 0.2459 0.5542 0.7079 -0.3504
-0.634 4.36 -0.7217 0.3472 0.1674 0.9262 -0.1354
-1.2835 4.37 -0.7696 0.4269 -0.1262 0.9682 0.0777
-1.8675 4.38 -0.9226 0.5019 -0.3203 1.0135 0.3429
-1.458 4.39 -1.1667 0.4094 -0.276 1.004 0.725
-0.608 4.4 -1.4229 0.3814 -0.119 1.1668 1.0158
0.1015 4.41 -1.5156 0.2541 0.2102 1.1292 1.34
0.2675 4.42 -1.5416 0.07 0.6235 1.0772 1.6363
-0.2688 4.43 -1.8568 -0.1424 1.0276 1.0947 1.8533
-1.2078 4.44 -1.8355 -0.4541 1.3459 1.0612 2.0718
-1.5145 4.45 -2.031 -0.6711 1.851 0.9604 2.3153
-1.4111 4.46 -2.2827 -1.0606 1.6537 0.7702 2.0735
-0.6661 4.47 -2.4075 -1.2116 1.8596 0.6751 2.0992
0.132 4.48 -2.4766 -1.645 1.5884 0.5742 2.3483
0.4182 4.49 -2.5319 -1.9884 1.2231 0.4143 2.0789
0.0183 4.5 -2.8011 -1.9928 0.7324 0.3007 2.0354
-0.7853 4.51 -2.7216 -2.0364 0.3331 0.1527 1.5378
-1.4118 4.52 -2.6999 -2.4291 0.0264 0.0175 1.3999
-1.4901 4.53 -2.7884 -2.2609 -0.1266 -0.1107 1.2447
-0.708 4.54 -2.5958 -2.1422 -0.0809 -0.2467 0.9327
0.1547 4.55 -3.1251 -1.9854 0.1197 -0.3716 0.8288
0.5409 4.56 -2.6169 -1.9687 0.4244 -0.4907 0.6005
0.3374 4.57 -2.8353 -1.6232 0.9311 -0.5563 0.5321
-0.4572 4.58 -3.0558 -1.4992 1.3176 -0.6222 0.4715
-1.181 4.59 -2.9212 -1.0669 1.6392 -0.797 0.5835
-1.4193 4.6 -2.7115 -0.7125 1.949 -0.8145 0.5853
-0.6776 4.61 -2.9356 -0.3016 1.9808 -0.8003 0.8058
0.1386 4.62 -2.3531 0.1204 1.6937 -0.7819 0.9784
0.6837 4.63 -2.3906 0.5552 1.299 -0.7179 1.1088
0.5804 4.64 -2.4298 0.8346 0.9969 -0.7977 1.3744
-0.1497 4.65 -2.316 1.1035 0.6083 -0.7074 1.489
-0.9724 4.66 -2.4281 1.3523 0.1714 -0.577 1.6975
-1.2386 4.67 -2.3317 1.608 -0.0964 -0.5853 1.8898
-0.7829 4.68 -1.9651 1.6852 -0.2347 -0.4502 2.2184
0.0954 4.69 -1.9024 1.7693 -0.1839 -0.3368 2.0702
0.8229 4.7 -1.6256 1.9113 0.0528 -0.2145 2.1911
0.8417 4.71 -1.8003 1.6544 0.3838 -0.0616 1.8044
0.1676 4.72 -1.6622 1.6811 0.8194 0.0633 1.9647
-0.6221 4.73 -1.4562 1.3649 1.2712 0.2072 1.4982
-0.9891 4.74 -1.3572 1.2876 1.5985 0.3234 1.2582
-0.7356 4.75 -1.0436 0.9183 1.6155 0.4739 1.0619
0.0269 4.76 -1.0061 0.6882 1.7083 0.5444 0.788
0.7767 4.77 -0.992 0.4184 1.4358 0.6705 0.3969
0.9048 4.78 -0.8029 0.1153 0.9734 0.8028 0.056
0.4283 4.79 -0.7799 -0.1153 0.5863 0.8331 -0.2744
-0.3884 4.8 -0.681 -0.305 0.0995 0.9573 -0.5429
-0.941 4.81 -0.5287 -0.4521 -0.3126 1.0142 -0.8081
-0.7865 4.82 -0.5544 -0.515 -0.557 1.004 -0.9568
-0.074 4.83 -0.4388 -0.6694 -0.659 1.0185 -0.9978
0.762 4.84 -0.4237 -0.6667 -0.6062 0.9672 -1.0984
1.0805 4.85 -0.3398 -0.587 -0.3051 0.8959 -0.9302
0.654 4.86 -0.3745 -0.4538 0.0125 0.8096 -0.8795
-0.1503 4.87 -0.3396 -0.3478 0.4145 0.6432 -0.7355
-0.8669 4.88 -0.3443 -0.262 0.6685 0.6057 -0.5897
-0.7953 4.89 -0.3456 -0.082 1.025 0.4645 -0.4113
-0.1874 4.9 -0.3448 0.0897 0.9894 0.329 -0.2442
0.6097 4.91 -0.3491 0.2405 0.9711 0.1442 -0.1188
1.0302 4.92 -0.4013 0.3757 0.708 -0.0031 0.0021
0.8339 4.93 -0.4777 0.4757 0.3006 -0.1791 0.0706
0.068 4.94 -0.5168 0.6612 -0.168 -0.3161 0.0859
-0.6124 4.95 -0.5155 0.7377 -0.6278 -0.4648 0.0334
-0.8323 4.96 -0.5638 0.6698 -0.9487 -0.672 -0.0717
-0.341 4.97 -0.5856 0.6509 -1.2429 -0.7489 -0.2181
0.4786 4.98 -0.7021 0.6739 -1.2527 -1.0281 -0.5035
1.0297 4.99 -0.7997 0.6128 -1.0778 -1.0518 -0.6853
0.9021 5.0 -0.8869 0.5493 -0.8893 -1.1421 -0.9417
0.2643 5.01 -0.7935 0.4783 -0.5107 -1.2445 -1.2925
-0.5851 5.02 -0.8553 0.4146 -0.1752 -1.4943 -1.5394
-0.7972 5.03 -0.9105 0.3903 0.1417 -1.5232 -1.9199
-0.5293 5.04 -0.93 0.3418 0.3279 -1.5659 -2.229
0.3369 5.05 -1.1632 0.3296 0.3947 -1.5083 -2.3993
0.9066 5.06 -1.1621 0.3519 0.2124 -1.4711 -2.1139
1.0611 5.07 -1.0855 0.3894 -0.0881 -1.4423 -2.4495
0.4513 5.08 -1.1899 0.4442 -0.472 -1.4605 -2.1009
-0.4052 5.09 -1.2066 0.6288 -0.9415 -1.3252 -2.0944
-0.9371 5.1 -1.2649 0.7138 -1.5433 -1.1943 -2.0644
-0.7059 5.11 -1.1332 1.0107 -1.6076 -1.2573 -1.7468
0.11 5.12 -1.2522 1.1641 -2.0842 -1.0512 -1.6912
0.8802 5.13 -1.0919 1.4802 -1.9915 -0.9845 -1.3712
0.9941 5.14 -1.0772 1.7808 -1.6655 -0.8388 -0.9167
0.5476 5.15 -1.0703 2.0984 -1.3291 -0.6952 -0.7198
-0.3205 5.16 -1.067 1.9897 -1.174 -0.6148 -0.5134
-0.9464 5.17 -1.0196 2.4393 -0.7203 -0.4512 -0.3216
-0.9221 5.18 -0.8111 2.5164 -0.3927 -0.2959 -0.1581
-0.1688 5.19 -0.8798 2.3665 -0.2234 -0.2 -0.0546
0.6291 5.2 -0.7214 2.7559 -0.2093 -0.1092 -0.0296
1.0468 5.21 -0.6687 2.6847 -0.4094 -0.0081 -0.065
0.5675 5.22 -0.5844 2.2667 -0.6852 0.0703 -0.1593
-0.2443 5.23 -0.4866 2.358 -1.1893 0.1257 -0.276
-1.0321 5.24 -0.3464 1.9767 -1.5958 0.1799 -0.4256
-1.0652 5.25 -0.277 1.7711 -2.1368 0.1704 -0.7156
-0.4189 5.26 -0.1567 1.4041 -2.4781 0.193 -0.8723
0.3673 5.27 -0.052 1.0599 -2.3799 0.1797 -1.1058
0.8236 5.28 0.0417 0.7168 -2.4851 0.1342 -1.156
0.6263 5.29 0.1287 0.2682 -2.1255 0.0597 -1.316
-0.2062 5.3 0.2247 -0.039 -1.7569 -0.0164 -1.4233
-0.9719 5.31 0.3035 -0.3749 -1.2513 -0.1139 -1.5176
-1.1525 5.32 0.3911 -0.6063 -0.9754 -0.223 -1.4229
-0.7861 5.33 0.5156 -0.8687 -0.6089 -0.3162 -1.3211
0.0563 5.34 0.4926 -0.9062 -0.4791 -0.4452 -1.0336
0.6367 5.35 0.639 -0.9621 -0.5234 -0.5591 -0.7964
0.5357 5.36 0.6529 -1.0099 -0.6513 -0.7486 -0.539
-0.1727 5.37 0.7327 -0.8275 -0.9414 -0.9727 -0.2272
-0.9146 5.38 0.6525 -0.7543 -1.3189 -1.0478 0.0543
-1.4432 5.39 0.6877 -0.5298 -1.7954 -1.1499 0.3332
-1.1305 5.4 0.7005 -0.2988 -2.0828 -1.2114 0.6151
-0.266 5.41 0.6898 0.0433 -2.3407 -1.5265 0.8361
0.4129 5.42 0.7133 0.3455 -2.5526 -1.6167 1.0082
0.4336 5.43 0.6554 0.7953 -2.0863 -1.5819 1.1381
-0.1822 5.44 0.5986 1.0448 -1.9183 -1.7387 1.0575
-1.0751 5.45 0.4809 1.3707 -1.5044 -1.6383 0.9147
-1.6648 5.46 0.4431 1.6049 -1.0948 -1.6432 0.8644
-1.4717 5.47 0.3484 2.078 -0.6409 -1.6386 0.6548
-0.616 5.48 0.2389 2.0108 -0.4084 -1.7289 0.5008
0.0808 5.49 0.1131 2.3186 -0.2421 -1.8052 0.2283
0.3235 5.5 -0.0067 2.4722 -0.288 -1.6431 -0.0296
-0.186 5.51 -0.128 2.6331 -0.4696 -1.7229 -0.3218
-1.134 5.52 -0.2848 2.5064 -0.7523 -1.4775 -0.5853
-1.6011 5.53 -0.4287 2.1724 -1.1919 -1.3157 -0.734
-1.5335 5.54 -0.5508 2.1077 -1.5679 -1.3348 -0.8934
-0.9605 5.55 -0.6626 1.9262 -1.7385 -1.0706 -1.0214
-0.2483 5.56 -0.9301 1.7122 -2.0791 -0.9553 -1.1075
0.1201 5.57 -1.0377 1.3094 -1.9226 -0.8139 -1.2208
-0.2705 5.58 -1.2813 1.0463 -1.5286 -0.5902 -1.0147
-1.1416 5.59 -1.242 0.9016 -1.4275 -0.4184 -1.0191
-1.972 5.6 -1.4613 0.6918 -0.8225 -0.2757 -0.7618
-1.8055 5.61 -1.5096 0.4149 -0.3621 -0.11 -0.6584
-1.5427 5.62 -1.9055 0.2542 0.0186 0.0306 -0.4811
-0.6077 5.63 -1.991 0.0998 0.3297 0.177 -0.2424
-0.1094 5.64 -1.8291 -0.0042 0.4523 0.3076 -0.0923
-0.3092 5.65 -2.0726 -0.0653 0.4017 0.3997 0.0395
-1.0433 5.66 -2.1801 -0.0992 0.1803 0.5621 0.1357
-1.8387 5.67 -2.2532 -0.0716 -0.1354 0.5387 0.1477
-2.3838 5.68 -2.3515 -0.0372 -0.5197 0.6892 0.1226
-1.6927 5.69 -2.6871 0.0218 -0.8721 0.6576 0.0145
-1.0053 5.7 -2.3064 0.1014 -1.0647 0.6588 -0.1472
-0.3823 5.71 -2.5747 0.1621 -1.145 0.6521 -0.3864
-0.4187 5.72 -2.7305 0.2167 -1.0967 0.6254 -0.7046
-1.0844 5.73 -2.7644 0.2715 -0.8053 0.5934 -0.9209
-1.7847 5.74 -2.6026 0.3101 -0.3449 0.583 -1.2552
-2.5958 5.75 -2.4382 0.3122 0.1367 0.5089 -1.674
-1.9975 5.76 -2.4874 0.3129 0.6545 0.3822 -2.0158
-1.3481 5.77 -2.3783 0.2358 0.9564 0.2826 -1.9445
-0.6368 5.78 -2.5494 0.1553 1.3055 0.2148 -2.2506
-0.5265 5.79 -2.5438 0.0299 1.4141 0.1036 -2.3143
-1.0846 5.8 -2.419 -0.1024 1.1639 -0.0121 -2.4654
-1.8662 5.81 -2.066 -0.2365 0.9954 -0.1321 -2.8515
-2.6246 5.82 -2.3528 -0.3978 0.7776 -0.2191 -2.8932
-2.1858 5.83 -2.184 -0.5265 0.381 -0.3284 -2.4656
-1.5086 5.84 -1.8579 -0.6659 0.0443 -0.3683 -2.2914
-0.8106 5.85 -2.0114 -0.8442 -0.1565 -0.4336 -2.3481
-0.659 5.86 -1.7943 -0.8386 -0.1608 -0.4905 -1.9749
-1.1435 5.87 -1.4751 -0.909 -0.0296 -0.5347 -1.7334
-1.8075 5.88 -1.3963 -0.8602 0.2681 -0.5474 -1.5683
-2.5891 5.89 -1.3399 -0.8276 0.6805 -0.5691 -1.2984
-2.4032 5.9 -1.268 -0.7068 1.1762 -0.5258 -1.1722
-1.879 5.91 -1.1705 -0.5623 1.6057 -0.4975 -0.8745
-1.1501 5.92 -1.0952 -0.3948 2.043 -0.4654 -0.8668
-0.6934 5.93 -0.8642 -0.1339 2.3433 -0.3525 -0.9471
-1.0287 5.94 -0.8285 0.1017 2.0232 -0.2644 -0.9922
-2.0214 5.95 -0.6595 0.3538 2.1817 -0.1329 -1.0924
-2.8705 5.96 -0.5687 0.6676 1.713 0.0117 -1.1044
-2.8099 5.97 -0.5079 0.9203 1.4993 0.1791 -1.2781
-2.1087 5.98 -0.4115 1.0434 1.0346 0.3285 -1.5172
-1.4631 5.99 -0.3738 1.2279 0.755 0.5278 -1.7368
-0.8831 6.0 -0.3035 1.2615 0.5486 0.7127 -2.1116
-1.0253 6.01 -0.253 1.4379 0.5821 0.9553 -2.2949
-1.7594 6.02 -0.2249 1.4938 0.7335 1.0505 -2.2317
-2.7162 6.03 -0.1929 1.1811 1.0463 1.1478 -2.3752
-2.7946 6.04 -0.2027 1.1009 1.5828 1.474 -2.5029
-2.5459 6.05 -0.1726 0.8817 1.7965 1.672 -2.4805
-1.7933 6.06 -0.1926 0.6059 2.2694 1.9031 -2.1634
-0.9202 6.07 -0.1764 0.3225 2.4602 1.9152 -1.9681
-1.0453 6.08 -0.209 -0.0266 3.0208 2.0602 -1.5809
-1.7493 6.09 -0.2406 -0.4106 2.6712 2.2895 -1.5144
-2.3501 6.1 -0.2549 -0.7496 2.2741 2.3007 -1.0463
-2.7956 6.11 -0.2903 -1.2264 1.9756 2.0513 -0.8582
-2.7297 6.12 -0.3499 -1.4651 1.7795 2.3625 -0.4759
-1.7004 6.13 -0.4007 -1.7973 1.2707 2.0852 -0.1403
-1.1447 6.14 -0.4033 -2.2379 1.0556 2.1244 0.1542
-0.9748 6.15 -0.4955 -2.6379 0.797 2.2038 0.4021
-1.384 6.16 -0.4918 -2.4161 0.9056 2.3692 0.56
-2.3202 6.17 -0.5574 -2.7534 1.0017 2.303 0.7151
-2.8477 6.18 -0.5456 -2.7591 1.3219 1.9699 0.706
-2.7886 6.19 -0.5849 -2.5419 1.7067 2.0577 0.7161
-2.0175 6.2 -0.7286 -2.327 2.2111 1.9905 0.5693
-1.2588 6.21 -0.7676 -2.2088 2.3015 1.6842 0.4631
-0.9354 6.22 -0.7237 -1.9096 2.8058 1.6925 0.3104
-1.3409 6.23 -0.8316 -1.6215 2.8347 1.591 0.159
-2.0785 6.24 -0.8455 -1.5256 2.791 1.3632 -0.0289
-2.9442 6.25 -0.7964 -1.0797 2.1947 1.3238 -0.194
-2.8636 6.26 -0.7803 -0.7628 2.045 1.0917 -0.314
-2.0553 6.27 -0.7171 -0.5344 1.5121 1.1532 -0.4186
-1.3201 6.28 -0.7597 -0.2646 1.0708 0.9989 -0.5372
-0.8809 6.29 -0.6883 -0.0196 0.7519 0.9098 -0.5165
-1.1221 6.3 -0.6872 0.1482 0.5362 0.8501 -0.4304
-1.9323 6.31 -0.5893 0.2841 0.5245 0.8989 -0.2662
-2.576 6.32 -0.6262 0.3794 0.7247 0.8677 -0.0839
-2.8273 6.33 -0.4866 0.3354 1.0412 0.7731 0.1395
-2.2569 6.34 -0.4457 0.3243 1.2916 0.7987 0.3716
-1.3625 6.35 -0.3902 0.2421 1.624 0.888 0.629
-0.7185 6.36 -0.2484 0.1037 2.1493 1.0635 0.8819
-0.7514 6.37 -0.1535 -0.052 2.2773 1.1483 1.0983
-1.3679 6.38 -0.0502 -0.24 2.1739 1.1893 1.5291
-2.4438 6.39 0.0611 -0.4031 2.0916 1.2309 1.6946
-2.3942 6.4 0.1786 -0.6122 1.5886 1.5308 1.7081
-2.4152 6.41 0.3163 -0.8136 1.0961 1.455 1.8946
-1.2418 6.42 0.3938 -0.8702 0.6928 1.6036 1.8015
-0.6053 6.43 0.5783 -1.0846 0.1916 1.7646 1.5593
-0.5548 6.44 0.6172 -1.1272 -0.1151 1.868 1.423
-1.0597 6.45 0.7299 -1.1406 -0.2751 2.0765 1.3377
-1.8374 6.46 0.9857 -1.2452 -0.2601 2.2646 1.0924
-2.3382 6.47 0.9482 -1.3382 -0.0718 2.4599 0.7413
-2.3031 6.48 1.1888 -1.2072 0.2109 2.6135 0.4932
-1.2892 6.49 1.3523 -1.2234 0.5962 2.5439 0.1686
-0.5611 6.5 1.4138 -1.0529 0.9115 2.675 -0.0926
-0.342 6.51 1.4243 -0.9374 1.1791 2.95 -0.293
-0.896 6.52 1.5617 -0.9057 1.1294 2.8612 -0.4768
-1.6126 6.53 1.4096 -0.8398 1.0276 3.2257 -0.6104
-2.1978 6.54 1.6218 -0.707 0.8611 2.7098 -0.6199
-1.9877 6.55 1.7408 -0.8234 0.4208 3.2329 -0.6599
-1.2185 6.56 1.6722 -0.7015 -0.0523 2.7895 -0.5552
-0.4619 6.57 1.7616 -0.8265 -0.5307 2.8122 -0.4602
-0.1201 6.58 1.6278 -0.9235 -1.0144 3.0872 -0.2892
-0.4243 6.59 1.8045 -0.9473 -1.3353 2.5594 -0.1056
-1.3525 6.6 1.7968 -1.1216 -1.3243 2.5917 0.1085
-1.8146 6.61 1.664 -1.2961 -1.2127 2.5304 0.298
-1.9463 6.62 1.4634 -1.3915 -1.1285 2.577 0.4648
-1.3756 6.63 1.5302 -1.5291 -0.7444 2.1501 0.6527
-0.4566 6.64 1.4758 -1.8295 -0.4083 1.9811 0.7748
0.0848 6.65 1.5137 -1.8369 -0.1176 1.7746 0.7645
-0.0978 6.66 1.2189 -1.8484 0.0844 1.6912 0.7834
-0.7499 6.67 1.2861 -1.9243 0.1154 1.6255 0.6358
-1.6297 6.68 0.9829 -2.2231 -0.015 1.4659 0.5138
-1.7491 6.69 1.0045 -2.1032 -0.3058 1.37 0.3216
-1.1162 6.7 0.8779 -1.8588 -0.791 1.0385 0.0722
-0.3681 6.71 0.7072 -1.9582 -1.3515 1.0169 -0.1796
0.2507 6.72 0.5453 -1.5776 -1.6454 0.8652 -0.489
0.2605 6.73 0.4106 -1.4901 -1.9524 0.7745 -0.7829
-0.4359 6.74 0.2353 -1.191 -2.2752 0.7089 -0.9736
-1.1101 6.75 0.0891 -0.862 -2.4902 0.6886 -1.2355
-1.4243 6.76 -0.0575 -0.4201 -2.2808 0.6059 -1.4412
-1.1231 6.77 -0.1819 -0.0836 -2.1083 0.6163 -1.4359
-0.2977 6.78 -0.3549 0.276 -1.5674 0.5503 -1.5396
0.464 6.79 -0.4778 0.5603 -1.2614 0.5523 -1.5366
0.5156 6.8 -0.6076 0.8416 -0.8433 0.6874 -1.4196
0.0174 6.81 -0.7297 1.1893 -0.7682 0.6756 -1.1264
-0.7587 6.82 -0.8109 1.2159 -0.7618 0.7648 -0.9639
-1.2925 6.83 -0.9447 1.3345 -0.8025 0.8933 -0.5856
-1.0194 6.84 -1.0418 1.3113 -1.0814 0.8992 -0.31
-0.2194 6.85 -1.1335 1.4325 -1.5907 1.1413 -0.0385
0.6005 6.86 -1.2159 1.3407 -1.9219 1.2704 0.2542
0.8333 6.87 -1.3544 1.0363 -2.6953 1.2888 0.5177
0.4153 6.88 -1.2993 0.8227 -3.0069 1.3789 0.7511
-0.4245 6.89 -1.2773 0.5812 -2.8626 1.558 0.8492
-0.9072 6.9 -1.4764 0.2694 -2.9256 1.4479 0.9337
-0.9762 6.91 -1.4362 -0.0697 -2.7392 1.6096 1.1064
-0.1969 6.92 -1.2858 -0.3944 -2.1742 1.7011 1.0241
0.6939 6.93 -1.4559 -0.7437 -1.8576 1.9641 0.8745
1.0328 6.94 -1.3407 -1.1239 -1.5742 1.8407 0.8952
0.7345 6.95 -1.3773 -1.3034 -1.1624 2.038 0.7484
0.0073 6.96 -1.201 -1.765 -0.9956 2.0819 0.4827
-0.7371 6.97 -1.3412 -1.7041 -0.9907 2.0129 0.3436
-0.7494 6.98 -1.2166 -1.8507 -1.0916 1.9998 0.1598
-0.1451 6.99 -1.1702 -1.9146 -1.5291 1.939 0.0355
0.7803 7.0 -1.0088 -2.0211 -2.0339 1.6958 -0.057
1.175 7.01 -0.9505 -1.8883 -2.1293 1.7838 -0.0887
1.155 7.02 -0.8737 -1.6021 -2.4648 1.367 -0.071
0.3625 7.03 -0.6374 -1.3696 -2.7683 1.4412 0.0124
-0.3455 7.04 -0.6468 -1.2521 -2.8487 1.3103 0.1726
-0.6597 7.05 -0.4475 -0.8425 -2.5858 0.9865 0.3881
-0.1449 7.06 -0.3546 -0.5651 -2.5044 0.8147 0.6819
0.6532 7.07 -0.2588 -0.2634 -2.2529 0.6598 0.8849
1.2438 7.08 -0.191 0.0484 -1.4852 0.5476 1.3298
1.3737 7.09 -0.0787 0.3101 -1.1026 0.3979 1.6664
0.6677 7.1 0.019 0.6484 -0.8546 0.1852 2.0579
-0.0623 7.11 0.1144 0.7805 -0.6594 0.0092 2.2743
-0.4522 7.12 0.2169 1.075 -0.6801 -0.1591 2.4995
-0.116 7.13 0.2561 1.1734 -0.7645 -0.3186 2.828
0.7261 7.14 0.3269 1.3004 -1.0559 -0.4895 2.9534
1.5635 7.15 0.4357 1.2611 -1.3858 -0.5936 2.926
1.661 7.16 0.5105 1.194 -2.0092 -0.6651 2.5787
1.0592 7.17 0.5393 1.2766 -2.0049 -0.8401 2.4423
0.2147 7.18 0.5893 1.1801 -2.1404 -0.7981 2.4989
-0.3038 7.19 0.5905 1.0237 -2.3569 -0.9091 2.2932
-0.1167 7.2 0.5766 0.809 -1.9439 -0.8442 2.0678
0.6957 7.21 0.6145 0.7062 -1.6908 -0.8517 1.8564
1.3719 7.22 0.6922 0.6866 -1.2486 -0.8043 1.6093
1.7779 7.23 0.6829 0.6432 -0.7197 -0.7579 1.3095
1.2346 7.24 0.6595 0.5323 -0.3261 -0.7563 1.2299
0.4573 7.25 0.6262 0.5039 0.0204 -0.6501 1.0839
-0.147 7.26 0.5792 0.472 0.1811 -0.6503 0.9777
-0.1151 7.27 0.5411 0.507 0.1724 -0.4794 1.0302
0.5775 7.28 0.5311 0.6264 0.0188 -0.3764 1.0162
1.338 7.29 0.4497 0.6403 -0.2824 -0.2547 1.0778
1.6978 7.3 0.4107 0.8354 -0.6707 -0.1391 1.1305
1.6068 7.31 0.3722 0.995 -0.9036 -0.0302 1.4821
0.8058 7.32 0.2978 1.0968 -1.1238 0.0809 1.6162
0.0109 7.33 0.239 1.1922 -1.2252 0.2171 1.7955
-0.142 7.34 0.2134 1.1373 -1.1224 0.275 2.1451
0.4158 7.35 0.1536 1.245 -0.989 0.3552 2.2729
1.2145 7.36 0.1093 1.3713 -0.5338 0.4744 2.0896
1.8841 7.37 0.0621 1.3208 -0.047 0.5284 2.3076
1.8305 7.38 0.0288 1.1356 0.4861 0.6258 2.377
1.0298 7.39 0.0015 1.1542 0.843 0.5983 2.2084
0.1353 7.4 -0.0194 1.0224 1.2891 0.6438 2.2781
-0.1382 7.41 -0.0376 0.9131 1.3006 0.5901 2.083
0.2549 7.42 -0.0415 0.7223 1.2015 0.6061 1.7956
1.127 7.43 -0.0369 0.4463 1.1522 0.5196 1.6779
1.726 7.44 -0.0284 0.229 0.7882 0.4538 1.3147
1.8794 7.45 -0.0044 0.0088 0.3762 0.3285 0.932
1.0716 7.46 0.0256 -0.2123 0.0701 0.2355 0.6631
0.2772 7.47 0.0676 -0.4005 -0.1276 0.1013 0.341
-0.1645 7.48 0.1345 -0.5593 -0.176 -0.0313 0.0589
0.0874 7.49 0.2001 -0.5431 -0.0625 -0.1777 -0.1716
0.8846 7.5 0.2402 -0.6355 0.2468 -0.2914 -0.3508
1.5362 7.51 0.3437 -0.6413 0.6952 -0.4597 -0.4696
1.866 7.52 0.4227 -0.4742 1.2058 -0.6592 -0.557
1.2158 7.53 0.4981 -0.3967 1.4698 -0.6962 -0.5791
0.3805 7.54 0.6153 -0.1393 1.9803 -0.8361 -0.5014
-0.1751 7.55 0.7964 0.1188 2.4203 -1.1438 -0.3794
-0.0879 7.56 0.8474 0.4662 2.09 -1.0951 -0.1864
0.6172 7.57 1.0879 0.8074 1.9769 -1.1722 0.0074
1.4094 7.58 1.0419 1.056 1.7882 -1.3326 0.2182
1.5587 7.59 1.257 1.3816 1.5951 -1.4336 0.4002
1.2038 7.6 1.3589 1.8287 1.2206 -1.4016 0.5529
0.4981 7.61 1.4262 2.1018 0.9084 -1.4509 0.7169
-0.2151 7.62 1.5119 2.4766 0.6564 -1.5134 0.8497
-0.2691 7.63 1.703 2.7468 0.6626 -1.4604 0.8941
0.3749 7.64 2.1268 2.6181 0.7525 -1.5486 0.8615
1.1059 7.65 2.1722 2.8762 1.0577 -1.4464 0.7718
1.4734 7.66 2.1294 3.1633 1.3461 -1.293 0.6163
1.3206 7.67 2.4121 3.2157 2.0276 -1.3407 0.3587
0.5974 7.68 2.4073 2.7255 2.3871 -1.0562 0.1558
-0.2109 7.69 2.2826 2.3911 2.5663 -0.9732 -0.1101
-0.3904 7.7 2.7778 2.4779 2.7651 -0.831 -0.3427
0.0636 7.71 2.51 1.8735 2.8579 -0.6977 -0.5961
0.9089 7.72 2.899 1.795 2.4667 -0.5951 -0.8092
