# y : intensity
# label : secret experiment #4709
#y1 y5 time y2 y4 y3
2.0371 0.3087 4.55 -0.6396 -0.4035 -0.4421
1.8309 0.3964 4.56 -0.6023 -0.2132 -0.3047
1.6571 0.4922 4.57 -0.6878 -0.0547 -0.1412
1.5748 0.6026 4.58 -0.6637 0.0946 0.0178
1.3458 0.6567 4.59 -0.7048 0.2097 0.1662
1.1581 0.7371 4.6 -0.7897 0.21 0.3162
1.1045 0.7586 4.61 -0.7663 0.1878 0.4045
0.8559 0.7876 4.62 -0.8396 0.0982 0.5126
0.6747 0.8472 4.63 -0.941 -0.0644 0.5382
0.5724 0.8709 4.64 -1.1713 -0.2673 0.7247
0.3968 0.8598 4.65 -1.3914 -0.5517 0.7029
0.2376 0.8255 4.66 -1.34 -0.8612 0.7773
0.0815 0.738 4.67 -1.5165 -1.2314 0.7748
-0.051 0.6491 4.68 -1.8234 -1.4003 0.7636
-0.1639 0.5563 4.69 -2.0602 -1.7212 0.7952
-0.3112 0.4344 4.7 -2.1625 -2.2993 0.7743
-0.3804 0.3162 4.71 -2.3763 -2.1848 0.783
-0.4805 0.1647 4.72 -2.4697 -2.5452 0.699
-0.6105 0.0337 4.73 -2.3508 -2.4786 0.7535
-0.5901 -0.1256 4.74 -2.4397 -2.749 0.6847
-0.6559 -0.2473 4.75 -2.3995 -2.6282 0.5363
-0.7431 -0.445 4.76 -2.8693 -2.2982 0.4891
-0.8484 -0.5645 4.77 -2.9904 -2.3266 0.4828
-0.7501 -0.7061 4.78 -2.8887 -2.2606 0.4395
-0.7792 -0.8501 4.79 -2.552 -1.8331 0.3808
-0.7796 -0.9891 4.8 -2.5704 -1.7855 0.3654
-0.8186 -1.1645 4.81 -2.7361 -1.4237 0.332
-0.7653 -1.0607 4.82 -2.6801 -1.3129 0.2789
-0.6466 -1.104 4.83 -2.31 -1.1025 0.2353
-0.6862 -1.3777 4.84 -2.2459 -1.0891 0.2526
-0.5616 -1.4192 4.85 -2.3596 -0.8678 0.2351
-0.4686 -1.3733 4.86 -1.9586 -1.0592 0.2722
-0.3932 -1.2065 4.87 -1.7909 -1.137 0.2836
-0.3977 -1.3319 4.88 -1.6592 -1.2221 0.3161
-0.2826 -1.089 4.89 -1.4529 -1.3568 0.3429
-0.2286 -1.1771 4.9 -1.3023 -1.7323 0.428
-0.1458 -1.007 4.91 -1.2039 -1.8034 0.4736
-0.0677 -0.9698 4.92 -1.2135 -2.1721 0.6005
0.0065 -0.7094 4.93 -1.0562 -2.4457 0.6458
0.0642 -0.6032 4.94 -0.8119 -2.2765 0.8126
0.1221 -0.3948 4.95 -0.7459 -2.3511 0.963
0.1802 -0.1917 4.96 -0.7246 -2.6557 1.1094
0.227 -0.0059 4.97 -0.6247 -2.3264 1.2097
0.2653 0.1838 4.98 -0.6615 -2.4634 1.2912
0.2744 0.4147 4.99 -0.6299 -2.1272 1.5155
0.2546 0.6277 5.0 -0.6645 -1.856 1.4616
0.2937 0.8746 5.01 -0.7192 -1.8008 1.5753
0.2569 1.0086 5.02 -0.8146 -1.5554 1.6187
0.2233 1.298 5.03 -0.9056 -1.1012 1.7883
0.1947 1.3996 5.04 -0.9089 -0.7039 2.1827
0.132 1.5039 5.05 -0.947 -0.4257 2.2696
0.0622 1.9239 5.06 -1.2051 -0.1754 2.2709
-0.0099 1.8297 5.07 -1.38 0.0754 2.45
-0.0989 1.8511 5.08 -1.3632 0.2597 2.4445
-0.1868 2.0422 5.09 -1.4804 0.3442 2.4958
-0.3208 2.4343 5.1 -1.7523 0.4526 2.3934
-0.4147 2.2509 5.11 -1.9784 0.4053 2.4113
-0.5233 2.5674 5.12 -1.9651 0.2915 2.3209
-0.5913 2.2032 5.13 -1.8557 0.1884 2.4941
-0.7578 2.4458 5.14 -2.2708 0.0018 2.3609
-0.9382 2.2118 5.15 -2.3724 -0.1791 2.3626
-1.0074 2.096 5.16 -2.156 -0.4227 2.1275
-1.1498 2.4394 5.17 -2.1037 -0.5766 2.0926
-1.2129 2.1751 5.18 -2.3962 -0.7033 1.9697
-1.3415 1.9018 5.19 -2.0687 -0.8406 1.78
-1.4797 1.8486 5.2 -2.3514 -0.9421 1.7755
-1.6251 1.917 5.21 -2.0631 -0.8516 1.7669
-1.8653 1.6499 5.22 -2.2715 -0.809 1.5455
-1.9737 1.4087 5.23 -2.1296 -0.6999 1.3895
-1.7928 1.3276 5.24 -1.7095 -0.5348 1.0842
-2.0189 1.3244 5.25 -1.6554 -0.267 1.0497
-1.9427 1.2512 5.26 -1.5337 -0.0212 0.8132
-1.9557 0.9881 5.27 -1.428 0.2346 0.6051
-2.1136 0.9243 5.28 -1.2077 0.5386 0.4725
-2.1257 0.8193 5.29 -0.952 0.7888 0.2844
-2.1329 0.632 5.3 -0.8391 1.0067 0.1365
-2.1067 0.602 5.31 -0.7704 1.0502 -0.0243
-2.2221 0.5075 5.32 -0.5498 1.2371 -0.1624
-1.8463 0.4167 5.33 -0.3545 1.2649 -0.3118
-1.7685 0.4028 5.34 -0.2619 1.1062 -0.4311
-2.0544 0.3264 5.35 -0.1216 1.0731 -0.463
-1.768 0.2893 5.36 -0.0367 0.7664 -0.6322
-1.8396 0.2869 5.37 0.0422 0.5019 -0.6125
-1.6669 0.2889 5.38 0.1065 0.2642 -0.7188
-1.3545 0.2572 5.39 0.1313 -0.0553 -0.736
-1.4771 0.3194 5.4 0.1522 -0.3583 -0.7649
-1.3127 0.3368 5.41 0.1326 -0.6932 -0.7885
-1.1375 0.3306 5.42 0.0766 -0.8433 -0.6894
-1.023 0.369 5.43 0.0233 -1.1076 -0.6896
-0.886 0.4092 5.44 -0.0493 -1.3711 -0.6069
-0.7027 0.3851 5.45 -0.1505 -1.487 -0.6258
-0.6175 0.4493 5.46 -0.2725 -1.3882 -0.5813
-0.5315 0.4346 5.47 -0.384 -1.5079 -0.4428
-0.3581 0.5137 5.48 -0.5255 -1.3177 -0.3831
-0.2555 0.4972 5.49 -0.6756 -1.1368 -0.2731
-0.1499 0.5037 5.5 -0.812 -1.0267 -0.1625
-0.0595 0.4885 5.51 -0.8448 -0.7579 -0.0538
0.0223 0.4362 5.52 -1.0438 -0.5592 0.0553
0.098 0.3756 5.53 -1.2072 -0.3961 0.1708
0.1658 0.2761 5.54 -1.3257 -0.2517 0.269
0.2175 0.1955 5.55 -1.3166 -0.1659 0.3643
0.2227 0.1066 5.56 -1.4778 -0.1156 0.4218
0.295 -0.0084 5.57 -1.4968 -0.1466 0.5708
0.3083 -0.1516 5.58 -1.4038 -0.2127 0.6058
0.2968 -0.2803 5.59 -1.5267 -0.3495 0.6977
0.2459 -0.4004 5.6 -1.5542 -0.6195 0.7157
0.259 -0.6649 5.61 -1.3791 -0.8253 0.7544
0.2013 -0.8085 5.62 -1.3638 -1.1818 0.869
0.1425 -0.9278 5.63 -1.1814 -1.2466 0.9033
0.082 -1.2446 5.64 -1.1514 -1.6861 0.8656
0.0221 -1.4467 5.65 -0.8934 -1.9012 0.7672
-0.0506 -1.5689 5.66 -0.8582 -1.9373 0.7738
-0.135 -1.5816 5.67 -0.6737 -2.0928 0.8117
-0.2111 -2.0636 5.68 -0.4671 -2.256 0.6902
-0.3128 -1.9211 5.69 -0.3138 -2.3514 0.6497
-0.4271 -2.1215 5.7 -0.153 -2.4623 0.5594
-0.4951 -2.5853 5.71 0.0196 -2.4007 0.5159
-0.5417 -2.5094 5.72 0.1982 -2.1113 0.4328
-0.6408 -2.4494 5.73 0.345 -1.873 0.3367
-0.8434 -2.9172 5.74 0.4467 -1.5988 0.2801
-0.8499 -2.5849 5.75 0.5994 -1.3101 0.1472
-0.8866 -2.6281 5.76 0.715 -0.9993 0.0633
-1.0562 -2.9878 5.77 0.8373 -0.6341 -0.0379
-0.9618 -2.8038 5.78 0.9197 -0.398 -0.1309
-1.0469 -2.6841 5.79 0.9653 -0.1736 -0.2346
-1.1661 -2.8591 5.8 0.9027 -0.0186 -0.3299
-1.279 -2.3541 5.81 0.8183 0.0795 -0.4076
-1.2864 -2.4517 5.82 0.9303 0.1119 -0.4262
-1.2384 -2.4599 5.83 0.8876 0.068 -0.5278
-1.2589 -2.2455 5.84 0.7108 -0.0204 -0.5072
-1.101 -2.1505 5.85 0.6489 -0.1588 -0.5431
-1.0965 -1.7938 5.86 0.5565 -0.3129 -0.613
-1.1343 -1.583 5.87 0.3687 -0.51 -0.5465
-1.0626 -1.5619 5.88 0.2865 -0.6843 -0.5619
-0.9086 -1.1635 5.89 0.1078 -0.8868 -0.5065
-0.9143 -1.0595 5.9 -0.0279 -0.9521 -0.5132
-0.8043 -0.7655 5.91 -0.1688 -1.0256 -0.4619
-0.6676 -0.5183 5.92 -0.317 -1.1152 -0.3278
-0.5958 -0.3863 5.93 -0.4632 -0.9981 -0.2585
-0.4405 -0.1571 5.94 -0.6172 -0.8284 -0.1922
-0.2921 0.0424 5.95 -0.7341 -0.6855 -0.0653
-0.2152 0.2172 5.96 -0.7174 -0.4321 0.0472
-0.0774 0.3525 5.97 -0.849 -0.1253 0.1589
0.0402 0.5687 5.98 -0.9514 0.2102 0.2615
0.1684 0.6572 5.99 -0.9421 0.5449 0.4553
0.2671 0.7988 6.0 -0.9813 0.8598 0.5503
0.3625 0.7838 6.01 -0.8317 1.1989 0.6584
0.4817 0.8725 6.02 -0.8126 1.532 0.8786
0.5912 0.9084 6.03 -0.8069 1.5345 1.0038
0.7222 1.0802 6.04 -0.6536 1.7379 0.9488
0.7819 0.9956 6.05 -0.5854 1.6951 1.1046
0.9124 0.916 6.06 -0.5 1.8424 1.2528
0.8824 0.9673 6.07 -0.3497 1.6452 1.2909
0.9794 0.9336 6.08 -0.24 1.5448 1.2767
0.9653 0.7688 6.09 -0.0834 1.5321 1.4308
1.0177 0.8263 6.1 0.069 1.3258 1.4585
0.9459 0.7367 6.11 0.2055 0.9975 1.5943
1.0675 0.548 6.12 0.4097 0.7409 1.4825
0.9344 0.4684 6.13 0.5273 0.4438 1.4307
1.0125 0.3553 6.14 0.6326 0.2937 1.407
0.819 0.2621 6.15 0.6921 0.1374 1.372
0.849 0.1606 6.16 0.8641 0.0234 1.4115
0.6766 0.042 6.17 0.8669 -0.0162 1.2866
0.5962 -0.0472 6.18 1.0026 0.0046 1.1352
0.5171 -0.1312 6.19 1.0888 0.0849 0.893
0.4313 -0.1943 6.2 0.9595 0.2031 0.8042
0.3049 -0.252 6.21 1.1091 0.4231 0.6596
0.2039 -0.3338 6.22 0.9656 0.6526 0.5484
0.0765 -0.3486 6.23 0.9228 0.8231 0.4248
-0.0527 -0.3541 6.24 0.8607 1.0782 0.2075
-0.1747 -0.3506 6.25 0.7077 1.2395 0.0401
-0.3092 -0.3564 6.26 0.6033 1.2613 -0.1293
-0.4051 -0.3117 6.27 0.5338 1.5577 -0.3106
-0.5832 -0.2865 6.28 0.3345 1.5177 -0.465
-0.7241 -0.231 6.29 0.2008 1.4131 -0.626
-0.8676 -0.1897 6.3 0.0329 1.3117 -0.7907
-0.8552 -0.0902 6.31 -0.1342 1.2498 -0.9441
-0.9526 -0.0108 6.32 -0.3227 0.956 -1.1179
-1.1281 0.084 6.33 -0.4212 0.6053 -1.2082
-1.2184 0.1804 6.34 -0.6482 0.346 -1.4162
-1.1289 0.31 6.35 -0.7661 0.0024 -1.4732
-1.2129 0.3645 6.36 -0.838 -0.2864 -1.8027
-1.3832 0.4924 6.37 -0.8684 -0.663 -1.8711
-1.3808 0.6263 6.38 -1.0007 -0.8897 -1.7774
-1.3587 0.6807 6.39 -1.0088 -1.1343 -1.7555
-1.3261 0.7873 6.4 -1.1312 -1.2327 -1.871
-1.4212 0.7894 6.41 -1.0664 -1.225 -1.8483
-1.4057 0.8737 6.42 -1.2031 -1.2234 -1.8269
-1.3452 0.9162 6.43 -1.1058 -1.2568 -1.9863
-1.3302 0.9778 6.44 -1.0424 -0.9843 -2.0675
-1.1125 1.0081 6.45 -0.9707 -0.956 -1.7675
-1.046 0.9621 6.46 -0.8669 -0.7207 -1.906
-1.0761 0.989 6.47 -0.7395 -0.4794 -1.7673
-0.9859 0.8463 6.48 -0.6251 -0.2369 -1.8665
-0.8767 0.8846 6.49 -0.5923 -0.0052 -1.7237
-0.8057 0.7389 6.5 -0.4428 0.1809 -1.5002
-0.6512 0.7676 6.51 -0.2877 0.2968 -1.5346
-0.6304 0.5741 6.52 -0.1409 0.3942 -1.3581
-0.5462 0.5502 6.53 -0.001 0.3919 -1.295
-0.3799 0.3904 6.54 0.1163 0.3614 -1.2807
-0.3382 0.3245 6.55 0.2531 0.2793 -1.1699
-0.2121 0.2172 6.56 0.329 0.139 -1.1031
-0.1555 0.0857 6.57 0.4132 -0.058 -1.1605
-0.0638 -0.0248 6.58 0.4813 -0.2805 -1.1191
-0.0042 -0.1415 6.59 0.4665 -0.4682 -0.9977
0.0536 -0.2382 6.6 0.5758 -0.7276 -0.9641
0.0984 -0.317 6.61 0.5244 -0.9856 -0.9602
0.1432 -0.3644 6.62 0.4604 -0.9622 -0.981
0.1421 -0.4254 6.63 0.4087 -1.1494 -0.9623
0.1736 -0.5308 6.64 0.3731 -1.0701 -0.8432
0.155 -0.5866 6.65 0.2599 -1.0378 -1.0023
0.1423 -0.5196 6.66 0.1605 -0.9692 -1.0382
0.1299 -0.578 6.67 0.0185 -0.7776 -1.0568
0.0824 -0.5834 6.68 -0.1327 -0.6017 -1.079
0.0389 -0.4717 6.69 -0.2724 -0.2421 -1.1489
-0.0266 -0.4246 6.7 -0.4359 0.065 -1.2337
-0.1056 -0.3565 6.71 -0.6802 0.3873 -1.3999
-0.1788 -0.2122 6.72 -0.8309 0.7729 -1.5233
-0.2559 -0.1166 6.73 -0.9274 1.1024 -1.5797
-0.3783 0.026 6.74 -1.0475 1.4513 -1.487
-0.4825 0.1845 6.75 -1.1623 1.6861 -1.7607
-0.5646 0.3601 6.76 -1.481 1.7648 -1.7047
-0.7696 0.5456 6.77 -1.3954 1.8265 -1.6643
-0.7698 0.7414 6.78 -1.5191 1.8204 -2.0032
-0.9525 0.8651 6.79 -1.595 1.7062 -1.8766
-1.1409 1.0213 6.8 -1.7571 1.8083 -2.0734
-1.2293 1.2439 6.81 -1.7256 1.6847 -2.1613
-1.249 1.3598 6.82 -1.8791 1.3715 -2.12
-1.3799 1.7004 6.83 -1.9338 1.1249 -2.3906
-1.4309 1.6745 6.84 -1.7226 1.0555 -2.3013
-1.4356 2.0751 6.85 -1.6864 0.8695 -2.2986
-1.4793 2.1608 6.86 -1.4913 0.634 -2.2949
-1.6461 1.9977 6.87 -1.5675 0.645 -2.1751
-1.7241 2.2899 6.88 -1.4101 0.5805 -1.9265
-1.9167 2.2976 6.89 -1.2182 0.6694 -2.0348
-1.8585 2.4469 6.9 -1.2031 0.6536 -1.9539
-2.0065 2.3019 6.91 -1.0436 0.8304 -1.6946
-1.6827 2.2443 6.92 -0.859 1.1537 -1.7126
-1.9052 2.3644 6.93 -0.7694 1.2986 -1.5338
-1.7605 2.3863 6.94 -0.5354 1.5081 -1.4134
-1.7394 1.9848 6.95 -0.4073 1.7469 -1.2044
-1.6603 2.2154 6.96 -0.3526 2.3127 -1.1221
-1.7903 2.0164 6.97 -0.2479 2.2066 -0.8421
-1.5414 1.7208 6.98 -0.161 2.7228 -0.7171
-1.5349 1.7691 6.99 -0.0886 2.4103 -0.5105
-1.3138 1.5756 7.0 -0.0576 2.9398 -0.2658
-1.234 1.2507 7.01 -0.036 2.8013 -0.0573
-1.2153 0.9947 7.02 -0.0495 2.8161 0.1563
-1.0521 0.7872 7.03 -0.0739 2.3171 0.3248
-0.8485 0.6418 7.04 -0.1348 2.0716 0.5444
-0.7223 0.4591 7.05 -0.1978 2.1298 0.7179
-0.6171 0.2049 7.06 -0.2964 1.6311 0.9297
-0.3975 0.0104 7.07 -0.4384 1.2831 1.1069
-0.272 -0.18 7.08 -0.5158 1.0907 1.3211
-0.1415 -0.3894 7.09 -0.7412 0.7569 1.4667
-0.0144 -0.5727 7.1 -0.8775 0.5339 1.4488
0.1077 -0.7152 7.11 -1.0575 0.3802 1.4876
0.2221 -0.9111 7.12 -1.1322 0.2016 1.8488
0.374 -0.9976 7.13 -1.3974 0.1441 1.9486
0.5181 -1.2576 7.14 -1.4236 0.1292 1.707
0.5488 -1.2916 7.15 -1.6215 0.1799 1.73
0.6723 -1.505 7.16 -1.5507 0.2916 2.0716
0.7353 -1.3788 7.17 -1.9079 0.4663 2.1004
0.8388 -1.3536 7.18 -2.057 0.6302 1.8228
0.7902 -1.4191 7.19 -1.9227 0.8238 1.8934
0.9301 -1.4568 7.2 -1.8826 1.0418 1.6836
0.8669 -1.4011 7.21 -2.2457 1.2455 1.6957
0.9421 -1.3886 7.22 -2.0889 1.36 1.7983
0.994 -1.5021 7.23 -2.1661 1.4305 1.4781
0.9167 -1.4162 7.24 -1.8511 1.4167 1.5463
0.8689 -1.29 7.25 -1.8555 1.2379 1.5759
0.857 -1.4129 7.26 -1.7411 1.1061 1.41
0.8975 -1.1826 7.27 -1.6369 1.0593 1.2274
0.8758 -1.2694 7.28 -1.6373 0.8744 1.145
0.6957 -1.1995 7.29 -1.5449 0.5753 1.1295
0.7093 -1.0951 7.3 -1.5328 0.2907 0.8889
0.5938 -1.1197 7.31 -1.1455 -0.0284 0.8331
0.5566 -1.1298 7.32 -1.1655 -0.343 0.756
0.4252 -0.9942 7.33 -0.9219 -0.5773 0.6581
0.4194 -1.033 7.34 -0.712 -0.7279 0.6007
0.3317 -0.9297 7.35 -0.5969 -0.8605 0.6142
0.2341 -0.9836 7.36 -0.4943 -0.9175 0.5135
0.2071 -1.0097 7.37 -0.3346 -1.085 0.5242
0.1395 -0.9154 7.38 -0.2168 -0.896 0.5388
0.0773 -1.0777 7.39 -0.114 -0.8452 0.4747
0.0453 -1.0624 7.4 -0.0516 -0.6689 0.4537
0.0083 -1.0283 7.41 0.0065 -0.3781 0.5393
-0.0159 -1.12 7.42 0.0367 -0.1286 0.4956
-0.0297 -1.2031 7.43 0.0402 0.153 0.6312
-0.0315 -1.3222 7.44 0.0307 0.4737 0.6507
-0.0179 -1.5673 7.45 -0.0098 0.6479 0.7614
0.0056 -1.4352 7.46 -0.0705 0.9965 0.7368
0.0454 -1.5753 7.47 -0.1506 1.2123 0.8292
0.0863 -1.5777 7.48 -0.2379 1.3049 0.924
0.1479 -1.8423 7.49 -0.3771 1.3775 0.928
0.2096 -1.8441 7.5 -0.4928 1.2486 1.0634
0.3278 -1.7122 7.51 -0.5787 1.143 1.2511
0.3808 -1.9009 7.52 -0.6718 1.1791 1.2844
0.5069 -1.8741 7.53 -0.8318 1.0015 1.4665
0.6158 -1.945 7.54 -1.0518 0.7346 1.5478
0.6902 -1.8107 7.55 -1.1973 0.661 1.5625
0.9448 -2.0468 7.56 -1.1474 0.408 1.5496
1.0214 -2.0276 7.57 -1.3645 0.2704 1.6298
1.1332 -1.7427 7.58 -1.3894 0.1569 1.5826
1.4538 -1.9803 7.59 -1.6402 0.1074 1.579
1.5315 -1.5937 7.6 -1.6556 0.1103 1.5134
1.5127 -1.4794 7.61 -1.536 0.1582 1.7398
1.891 -1.5287 7.62 -1.6026 0.2945 1.4997
2.0891 -1.4261 7.63 -1.6661 0.5441 1.7332
1.841 -1.2175 7.64 -1.3857 0.7077 1.4592
2.2256 -1.0164 7.65 -1.4827 0.9902 1.6655
2.2655 -0.7578 7.66 -1.3446 1.2944 1.3268
2.3064 -0.6003 7.67 -1.2058 1.7182 1.2589
2.4112 -0.3613 7.68 -1.1108 2.0305 1.2882
2.7784 -0.1003 7.69 -0.8859 2.471 1.1478
2.4926 0.1327 7.7 -0.8 2.2977 1.0129
2.9997 0.3841 7.71 -0.634 2.684 0.9237
2.9294 0.538 7.72 -0.4513 3.0387 0.6883
2.887 0.7604 7.73 -0.293 2.6581 0.5269
2.9011 1.068 7.74 -0.111 3.0677 0.4008
3.0851 1.2561 7.75 0.069 2.5383 0.2539
3.0165 1.423 7.76 0.2442 2.5099 0.091
2.7397 1.6383 7.77 0.3763 2.2275 -0.0674
2.7855 1.8297 7.78 0.4946 1.9925 -0.2332
3.0163 1.9122 7.79 0.6813 1.6961 -0.3622
2.6687 2.0602 7.8 0.7948 1.4835 -0.4526
2.4129 2.1992 7.81 0.8193 1.3641 -0.5944
2.6776 1.9222 7.82 0.8364 1.1573 -0.8042
2.5549 2.0476 7.83 0.906 1.0365 -0.8892
2.3725 1.9697 7.84 1.0561 0.9773 -0.9951
2.1885 1.9089 7.85 0.9177 0.9034 -1.0471
1.9916 1.8785 7.86 0.9956 0.9162 -1.1525
1.9043 2.1426 7.87 0.9089 1.0055 -1.1106
1.8177 1.761 7.88 0.7812 1.2241 -1.0532
1.6335 1.6095 7.89 0.667 1.3261 -1.138
1.5918 1.8241 7.9 0.6011 1.6685 -1.1283
1.4168 1.6721 7.91 0.5615 1.5957 -1.1221
1.5467 1.3239 7.92 0.4175 2.0814 -0.9299
1.3075 1.1121 7.93 0.2997 2.0409 -0.8594
1.1611 0.9618 7.94 0.1409 2.37 -0.9318
1.1113 0.8781 7.95 0.0284 2.2622 -0.7429
0.9773 0.7858 7.96 -0.082 2.0987 -0.609
0.8668 0.5501 7.97 -0.1969 2.3978 -0.5485
0.9478 0.3785 7.98 -0.2765 2.0668 -0.4147
0.901 0.2714 7.99 -0.331 1.8259 -0.2412
0.8102 0.1077 8.0 -0.3782 1.5869 -0.123
0.7756 -0.0188 8.01 -0.4345 1.2266 0.0276
0.6962 -0.1293 8.02 -0.486 0.9283 0.1676
0.7112 -0.214 8.03 -0.4624 0.6526 0.3001
0.7777 -0.2897 8.04 -0.3775 0.3154 0.4786
0.7513 -0.3893 8.05 -0.3082 -0.0083 0.5999
0.8326 -0.4521 8.06 -0.2757 -0.281 0.6905
0.7514 -0.4034 8.07 -0.1402 -0.4242 0.8968
0.928 -0.4366 8.08 -0.0242 -0.6444 0.9539
0.9616 -0.4288 8.09 0.1251 -0.6482 1.117
0.9193 -0.3919 8.1 0.2498 -0.7065 1.2129
1.0688 -0.3755 8.11 0.4105 -0.6343 1.3038
1.2078 -0.308 8.12 0.61 -0.4634 1.3672
1.125 -0.2273 8.13 0.772 -0.2782 1.4147
1.3897 -0.1332 8.14 0.9855 -0.0857 1.4059
1.4676 -0.0363 8.15 1.1911 0.1199 1.4498
1.5391 0.0637 8.16 1.232 0.3329 1.2392
1.4907 0.1624 8.17 1.5547 0.582 1.3048
1.5393 0.2766 8.18 1.7085 0.6936 1.4358
1.4786 0.4157 8.19 1.6723 0.7721 1.2772
1.717 0.543 8.2 2.0939 0.8946 1.3192
1.793 0.6157 8.21 1.9947 0.849 1.0988
1.8305 0.7306 8.22 2.166 0.7409 0.9549
1.7107 0.8301 8.23 2.1409 0.6177 0.9512
1.7128 0.8886 8.24 2.0273 0.4122 0.8129
1.7074 0.9218 8.25 2.0578 0.1934 0.6938
1.682 0.8817 8.26 2.0594 -0.0471 0.6399
1.8692 0.943 8.27 1.9726 -0.2868 0.5767
1.7708 0.9779 8.28 1.8648 -0.5003 0.4688
1.8466 0.9828 8.29 2.0353 -0.67 0.3299
1.6106 1.0871 8.3 1.8913 -0.789 0.2016
1.4144 0.8855 8.31 1.6328 -1.0329 0.1188
1.4953 0.8901 8.32 1.7403 -1.0532 0.0336
1.3539 0.8133 8.33 1.6099 -0.8771 -0.0473
1.2132 0.8223 8.34 1.2911 -0.7868 -0.125
1.196 0.7325 8.35 1.2637 -0.6506 -0.1917
0.9978 0.6183 8.36 1.0625 -0.3677 -0.2134
0.7666 0.5125 8.37 0.9531 -0.0837 -0.2413
0.7362 0.4756 8.38 0.8362 0.2545 -0.2998
0.4878 0.3194 8.39 0.7353 0.5065 -0.2931
0.3429 0.2626 8.4 0.7515 0.8428 -0.3099
0.2216 0.1345 8.41 0.642 1.2139 -0.2808
0.0385 0.0541 8.42 0.6809 1.4813 -0.2303
-0.1232 -0.0266 8.43 0.6072 1.7599 -0.1883
-0.2966 -0.1007 8.44 0.663 1.5931 -0.139
-0.4886 -0.1493 8.45 0.6841 1.636 -0.098
-0.6167 -0.2289 8.46 0.7107 1.8475 -0.0223
-0.7103 -0.226 8.47 0.7724 1.8592 0.0529
-0.9575 -0.2755 8.48 0.9258 1.4511 0.1366
-1.0074 -0.2433 8.49 1.0308 1.464 0.2016
-1.0603 -0.2658 8.5 1.2289 1.2543 0.2734
-1.1428 -0.2378 8.51 1.3766 0.9746 0.3756
-1.3775 -0.1892 8.52 1.3915 0.7348 0.4839
-1.3158 -0.1156 8.53 1.439 0.6804 0.5788
-1.4003 -0.0515 8.54 1.7373 0.5363 0.5862
-1.4709 0.0359 8.55 2.1166 0.3841 0.6264
-1.5904 0.1427 8.56 2.0738 0.4108 0.6778
-1.8065 0.2453 8.57 2.3787 0.419 0.7456
-1.5334 0.3708 8.58 2.4979 0.4938 0.8629
-1.822 0.4427 8.59 2.362 0.6706 0.7674
-1.7042 0.6051 8.6 2.7331 0.8187 0.827
-1.6384 0.6561 8.61 2.797 1.1701 0.7158
-1.7463 0.8403 8.62 2.5696 1.3884 0.7155
-1.6466 0.8924 8.63 2.7996 1.8124 0.6876
-1.3993 1.0846 8.64 2.712 1.8309 0.6532
-1.4178 1.0589 8.65 2.8046 2.0155 0.5757
-1.4049 1.2545 8.66 3.1265 2.384 0.4913
-1.239 1.4118 8.67 2.739 2.5549 0.3747
-1.1204 1.3028 8.68 2.5168 2.2523 0.2166
-1.148 1.3267 8.69 2.4188 2.3148 0.0799
-1.0516 1.3935 8.7 2.595 2.3797 -0.0687
-1.0147 1.3885 8.71 2.5168 2.1019 -0.2204
-0.9413 1.3131 8.72 2.4601 1.8677 -0.4189
-0.8806 1.224 8.73 2.0479 1.6457 -0.6091
-0.7476 1.1964 8.74 2.0881 1.2995 -0.7196
-0.7017 1.033 8.75 1.8716 0.8281 -0.8749
-0.6563 0.9872 8.76 1.5938 0.6127 -1.242
-0.5405 0.787 8.77 1.481 0.3121 -1.2832
-0.5597 0.6559 8.78 1.4958 0.0592 -1.4649
-0.541 0.5068 8.79 1.17 -0.1409 -1.6948
-0.5094 0.2876 8.8 1.1418 -0.266 -1.8741
-0.4766 0.0767 8.81 1.1226 -0.3159 -1.9551
-0.463 -0.1475 8.82 0.982 -0.3207 -1.9907
-0.5188 -0.3508 8.83 0.8741 -0.2971 -2.5279
-0.5562 -0.5813 8.84 0.9472 -0.1727 -2.4175
-0.5203 -0.9048 8.85 0.8975 -0.0188 -2.6856
-0.5371 -1.0539 8.86 0.8411 0.1641 -2.4094
-0.662 -1.3336 8.87 0.8639 0.3208 -2.7175
-0.7236 -1.4247 8.88 0.9468 0.477 -2.6533
-0.859 -1.6077 8.89 0.973 0.6181 -2.7427
-0.8179 -1.7855 8.9 1.1892 0.762 -2.7901
-1.053 -2.0655 8.91 1.285 0.8314 -2.5171
-1.1896 -2.1973 8.92 1.3042 0.7275 -2.5311
-1.1732 -2.1786 8.93 1.6218 0.5942 -2.8757
-1.2453 -2.4979 8.94 1.8015 0.4869 -2.8033
-1.3395 -2.7731 8.95 1.7696 0.326 -2.677
-1.5481 -2.3985 8.96 2.0732 0.0424 -2.7073
-1.6328 -2.6875 8.97 1.9649 -0.2313 -2.4702
-1.6623 -2.958 8.98 2.2346 -0.616 -2.278
-1.8926 -2.6435 8.99 2.5085 -0.8282 -2.3018
-2.1618 -2.8632 9.0 2.4192 -1.1844 -2.0251
-2.0764 -2.4801 9.01 2.5045 -1.4648 -1.7814
-2.3046 -2.3939 9.02 2.8054 -1.5945 -1.6774
-2.0518 -2.2786 9.03 2.406 -1.7797 -1.7136
-2.2551 -2.2522 9.04 2.4418 -1.8065 -1.6433
-2.1625 -2.4297 9.05 2.3776 -1.8974 -1.4186
