#y5 y4 y2 y3 y6 time y1
-1.5688 -0.319 -0.0922 -2.2078 1.3831 3.93 -0.55
-1.3308 -0.4702 0.0163 -2.2579 1.5133 3.94 -0.4505
-1.155 -0.7373 0.1376 -2.0318 1.5944 3.95 0.2737
-0.9277 -0.9062 0.2282 -2.5051 1.9395 3.96 1.2769
-0.7591 -1.0454 0.3348 -2.2699 2.0982 3.97 1.6477
-0.8595 -1.1652 0.4109 -2.2334 2.0669 3.98 1.0215
-0.8025 -1.2406 0.5663 -2.5043 2.0268 3.99 0.2154
-1.1068 -1.3293 0.6374 -2.3634 1.959 4.0 -0.3141
-1.3341 -1.4476 0.6139 -2.2684 1.9249 4.01 -0.133
-1.5505 -1.4338 0.7809 -2.087 1.8206 4.02 0.6592
-2.0354 -1.3177 0.722 -2.2344 1.5738 4.03 1.3606
-2.3482 -1.3408 0.8329 -2.1901 1.3339 4.04 1.7127
-2.2603 -1.1995 0.8324 -2.2108 0.9439 4.05 0.8807
-2.7847 -0.9994 0.7635 -2.0364 0.7186 4.06 0.0647
-2.7649 -0.7211 0.7253 -1.7674 0.4667 4.07 -0.3884
-2.8882 -0.5817 0.7223 -1.7414 0.1785 4.08 -0.1334
-2.6686 -0.4304 0.7698 -1.5451 -0.0527 4.09 0.6109
-2.949 -0.2654 0.6447 -1.1448 -0.2469 4.1 1.2174
-2.5397 -0.0996 0.5598 -1.1735 -0.3842 4.11 1.2303
-2.2762 0.0504 0.5292 -0.8666 -0.5489 4.12 0.4819
-2.0639 0.1814 0.4465 -0.676 -0.5355 4.13 -0.4691
-1.7955 0.2341 0.3093 -0.4206 -0.5758 4.14 -0.9638
-1.3851 0.3034 0.1975 -0.2117 -0.4946 4.15 -0.485
-1.2742 0.3457 0.0879 0.0019 -0.3989 4.16 0.2555
-0.939 0.2999 -0.0454 0.2345 -0.2624 4.17 0.7916
-0.8733 0.2128 -0.1844 0.4331 -0.0946 4.18 0.4688
-0.9228 0.1254 -0.2798 0.6297 0.075 4.19 -0.4429
-0.9671 -0.0115 -0.4368 0.8191 0.226 4.2 -1.2062
-1.1174 -0.1895 -0.5433 0.9807 0.3746 4.21 -1.5906
-1.3007 -0.3471 -0.7698 1.2271 0.4845 4.22 -1.2104
-1.7914 -0.5373 -0.8933 1.5351 0.5934 4.23 -0.3586
-2.089 -0.8019 -0.9594 1.4596 0.5602 4.24 -0.0011
-2.2588 -0.9679 -0.9741 1.8238 0.5327 4.25 -0.4217
-2.7491 -1.1876 -1.0653 1.8868 0.4762 4.26 -1.3373
-2.9483 -1.3857 -1.3752 1.9292 0.2939 4.27 -2.1631
-2.9674 -1.6314 -1.4327 2.1364 0.1183 4.28 -2.549
-2.942 -1.6545 -1.5177 2.1728 -0.0991 4.29 -1.8335
-2.5924 -1.6793 -1.4487 1.9889 -0.3688 4.3 -1.0388
-2.6793 -1.7686 -1.5322 2.2977 -0.6782 4.31 -0.6358
-2.371 -1.8477 -1.7063 2.0866 -1.0217 4.32 -1.3067
-2.2365 -1.6801 -1.5324 2.3031 -1.3417 4.33 -2.2064
-1.9182 -1.575 -1.5835 1.9967 -1.4339 4.34 -3.0876
-1.4954 -1.8038 -1.4949 2.1499 -1.7558 4.35 -2.5726
-1.2551 -1.625 -1.3678 2.0666 -1.8312 4.36 -1.9226
-0.9138 -1.4769 -1.3251 1.9394 -1.8554 4.37 -1.28
-0.7739 -1.0859 -1.4879 1.8796 -2.0298 4.38 -0.9796
-0.7203 -1.0298 -1.2291 1.663 -2.3251 4.39 -1.5042
-0.7502 -0.8132 -1.1261 1.5241 -2.1662 4.4 -2.4613
-0.8325 -0.6314 -1.0029 1.5294 -2.1441 4.41 -2.6639
-1.0107 -0.351 -0.9761 1.3148 -1.944 4.42 -2.518
-1.2329 -0.2125 -0.7944 1.2649 -1.5392 4.43 -1.8661
-1.4156 -0.0682 -0.5863 1.0159 -1.488 4.44 -0.8833
-1.6863 0.0507 -0.4039 0.9479 -1.0866 4.45 -0.8538
-2.1369 0.1287 -0.1947 0.8612 -0.8695 4.46 -1.5529
-2.152 0.1927 -0.0254 0.6783 -0.6885 4.47 -2.3583
-2.6122 0.1873 0.1646 0.5128 -0.5069 4.48 -2.4046
-2.687 0.1738 0.3649 0.3369 -0.2916 4.49 -2.2113
-2.4773 0.095 0.5727 0.2384 -0.1747 4.5 -1.0321
-2.2125 -0.0017 0.7819 0.1041 -0.0878 4.51 -0.2805
-2.1238 -0.1394 0.8809 -0.0005 -0.0651 4.52 -0.2965
-1.8919 -0.2629 1.1008 -0.0926 -0.0876 4.53 -0.9475
-1.6819 -0.428 1.3794 -0.1757 -0.1817 4.54 -1.6536
-1.1447 -0.6386 1.6289 -0.283 -0.315 4.55 -1.7839
-0.9177 -0.7802 1.7057 -0.3363 -0.4651 4.56 -1.0874
-0.6253 -1.0194 1.8082 -0.3966 -0.6735 4.57 -0.0618
-0.3754 -1.2255 2.1124 -0.4218 -0.7919 4.58 0.5434
-0.2634 -1.4789 2.34 -0.4256 -0.9845 4.59 0.4795
-0.1861 -1.3622 2.1495 -0.4516 -1.1476 4.6 -0.2459
-0.2313 -1.6388 2.2133 -0.4085 -1.2508 4.61 -0.8274
-0.3269 -1.6152 2.3065 -0.396 -1.3873 4.62 -0.8309
-0.5708 -1.5411 2.4256 -0.36 -1.4295 4.63 -0.0694
-0.7861 -1.6583 2.5217 -0.2894 -1.3184 4.64 0.8499
-0.9521 -1.6413 2.7125 -0.226 -1.3752 4.65 1.4025
-1.2839 -1.3186 2.436 -0.1585 -1.2144 4.66 1.0036
-1.4101 -1.3142 2.7616 -0.0668 -1.1918 4.67 0.3322
-1.8637 -1.269 2.4077 0.0228 -0.9057 4.68 -0.2605
-1.7899 -0.9834 2.6447 0.1127 -0.607 4.69 -0.1192
-1.8139 -0.7804 2.3425 0.2278 -0.3204 4.7 0.6308
-1.841 -0.5407 2.3549 0.3039 -0.031 4.71 1.6123
-1.8316 -0.3607 1.9397 0.4304 0.259 4.72 1.7708
-1.5186 -0.1294 1.843 0.545 0.5225 4.73 1.3297
-1.2977 0.0712 1.6753 0.587 0.8401 4.74 0.5421
-0.9508 0.2347 1.6516 0.6742 1.0865 4.75 -0.0213
-0.5878 0.3844 1.4169 0.7849 1.0652 4.76 0.2183
-0.2389 0.5222 1.4482 0.9273 1.258 4.77 1.1148
0.0341 0.5761 1.1861 0.9327 1.2434 4.78 1.6948
0.2239 0.5709 1.0038 1.0957 1.2547 4.79 1.8314
0.3467 0.6659 0.6785 1.1197 1.2099 4.8 1.1891
0.3957 0.5664 0.5001 1.0076 1.048 4.81 0.3152
0.3167 0.4887 0.298 1.2379 0.9355 4.82 -0.1505
0.2076 0.3806 0.0626 1.2034 0.7036 4.83 0.1449
-0.0041 0.229 -0.1389 1.2362 0.4866 4.84 1.0478
-0.2728 0.0815 -0.3776 1.2722 0.2601 4.85 1.5233
-0.5463 -0.0784 -0.5811 1.1219 0.031 4.86 1.5746
-0.8669 -0.2809 -0.8149 1.0985 -0.1685 4.87 0.7068
-1.0391 -0.4168 -1.0055 1.072 -0.2927 4.88 -0.2123
-1.1942 -0.6611 -1.1703 1.2067 -0.4166 4.89 -0.5089
-1.2322 -0.8273 -1.281 1.0521 -0.5101 4.9 -0.0982
-1.2322 -0.9212 -1.5893 1.0837 -0.5034 4.91 0.7783
-1.125 -0.937 -1.6983 1.0226 -0.4985 4.92 1.1815
-1.1435 -1.1384 -1.6296 0.8659 -0.4257 4.93 0.8881
-0.7907 -1.1971 -1.8851 0.8312 -0.319 4.94 0.1136
-0.4765 -1.0621 -1.9594 0.832 -0.1252 4.95 -0.6817
-0.2027 -1.0572 -1.9776 0.7834 0.0533 4.96 -0.8969
0.1157 -1.0317 -2.1293 0.7092 0.2428 4.97 -0.308
0.3994 -0.7818 -1.972 0.6184 0.4104 4.98 0.5371
0.6789 -0.7084 -2.3449 0.536 0.6127 4.99 1.0299
0.7801 -0.4557 -2.1531 0.4889 0.7981 5.0 0.5364
0.9753 -0.2901 -1.9837 0.4439 0.9416 5.01 -0.3263
0.9798 -0.0698 -2.1708 0.4077 0.8955 5.02 -1.049
0.7628 0.1379 -1.9323 0.4084 0.867 5.03 -1.0493
0.7213 0.3633 -2.0306 0.4054 0.9693 5.04 -0.2514
0.4558 0.5485 -2.2192 0.3788 0.7542 5.05 0.6763
0.1508 0.8177 -2.1344 0.369 0.6599 5.06 0.9012
-0.1348 0.8534 -1.741 0.3914 0.399 5.07 0.5295
-0.3966 1.1258 -1.8335 0.3957 0.1385 5.08 -0.3278
-0.5699 1.2 -1.7079 0.4512 -0.1536 5.09 -0.931
-0.7013 1.1083 -1.6113 0.4753 -0.4631 5.1 -0.7164
-0.7733 1.1587 -1.3964 0.5082 -0.697 5.11 0.2061
-0.8637 1.2093 -1.3163 0.5192 -1.0678 5.12 1.0098
-0.7864 1.1021 -1.1974 0.6232 -1.4687 5.13 1.3932
-0.5988 1.0065 -1.1003 0.7102 -1.5569 5.14 0.7745
-0.2814 0.8923 -1.1372 0.7171 -1.9172 5.15 -0.0451
-0.0126 0.7561 -1.0166 0.7627 -2.0881 5.16 -0.4025
0.2975 0.4984 -0.8324 0.9603 -2.0852 5.17 -0.0237
0.5773 0.3119 -0.6257 1.0479 -1.8926 5.18 0.869
0.8528 0.1533 -0.5606 1.002 -1.9929 5.19 1.8824
1.1565 -0.033 -0.4699 1.1481 -1.7568 5.2 1.7592
1.2303 -0.1943 -0.3398 1.1883 -1.8822 5.21 1.2033
1.2025 -0.3161 -0.2865 1.3056 -1.7479 5.22 0.3897
1.245 -0.4661 -0.178 1.3117 -1.3849 5.23 0.1866
1.045 -0.5217 -0.0971 1.2892 -1.1639 5.24 0.7215
0.9822 -0.5859 -0.0206 1.4206 -1.1343 5.25 1.8145
0.6374 -0.5725 0.0556 1.3424 -0.9841 5.26 2.2863
0.3436 -0.5465 0.1243 1.3949 -0.8486 5.27 2.2512
0.0457 -0.53 0.1682 1.4081 -0.679 5.28 1.4059
-0.2117 -0.463 0.2257 1.2349 -0.7376 5.29 0.7936
-0.4073 -0.3059 0.2831 1.4405 -0.7519 5.3 0.6688
-0.6135 -0.1556 0.3194 1.3242 -0.7273 5.31 1.1524
-0.6758 0.0273 0.3874 1.12 -0.8635 5.32 2.2869
-0.6539 0.2436 0.4142 1.0765 -0.9516 5.33 2.5917
-0.4922 0.4232 0.4264 0.9053 -1.2128 5.34 2.3407
-0.2759 0.683 0.4472 0.8516 -1.4193 5.35 1.4006
-0.0526 0.8335 0.4396 0.689 -1.5856 5.36 0.8185
0.2352 1.0566 0.4684 0.6576 -2.038 5.37 0.7587
0.5227 1.0944 0.5369 0.4595 -2.0433 5.38 1.438
0.7728 1.2893 0.4903 0.2853 -2.2647 5.39 2.1807
1.1546 1.2943 0.4946 0.1052 -2.4099 5.4 2.2759
1.3098 1.2856 0.5081 -0.0816 -2.3822 5.41 2.0497
1.3329 1.3728 0.615 -0.2628 -2.9313 5.42 1.1047
1.4601 1.4564 0.556 -0.4596 -2.9338 5.43 0.3376
1.3418 1.2632 0.6635 -0.7538 -2.8672 5.44 0.3514
1.0113 1.1939 0.6861 -0.8483 -2.5521 5.45 1.0464
0.8097 1.0904 0.7219 -1.091 -2.3035 5.46 1.7645
0.5207 0.8772 0.757 -1.3787 -2.248 5.47 1.6449
0.2595 0.7055 0.8047 -1.5297 -1.8298 5.48 1.1729
-0.0473 0.5674 0.84 -1.821 -1.6361 5.49 0.1283
-0.3242 0.3365 0.87 -1.9785 -1.1676 5.5 -0.5745
-0.5727 0.1392 0.8499 -2.165 -0.9741 5.51 -0.3737
-0.6259 -0.0638 0.8663 -2.012 -0.7164 5.52 0.2877
-0.7656 -0.259 0.8856 -2.4533 -0.4314 5.53 0.9885
-0.6539 -0.3886 1.0672 -2.5615 -0.2958 5.54 0.8828
-0.4912 -0.4625 1.041 -2.785 -0.1313 5.55 0.0413
-0.2993 -0.5549 1.0209 -2.3909 -0.0451 5.56 -0.8986
-0.0588 -0.6502 1.2508 -2.663 -0.0121 5.57 -1.5404
0.2281 -0.6097 1.2322 -2.8872 -0.0336 5.58 -1.1133
0.4706 -0.5979 1.204 -3.0277 -0.0958 5.59 -0.4359
0.846 -0.5589 1.1866 -2.5289 -0.1995 5.6 0.0951
1.032 -0.4609 1.2851 -2.5837 -0.3703 5.61 -0.1086
1.044 -0.3411 1.3848 -2.7956 -0.5295 5.62 -0.9074
1.0936 -0.1803 1.3768 -2.556 -0.6854 5.63 -1.8148
1.0538 -0.0148 1.3446 -2.6184 -0.9249 5.64 -2.4309
0.9609 0.1737 1.5129 -2.4558 -1.1294 5.65 -1.8667
0.8975 0.3658 1.517 -2.4858 -1.2166 5.66 -1.0343
0.5794 0.4785 1.3323 -2.3392 -1.3468 5.67 -0.4577
0.2641 0.7473 1.4652 -2.2783 -1.1894 5.68 -0.72
-0.0688 0.9118 1.5286 -1.9082 -1.3938 5.69 -1.5615
-0.3698 0.9072 1.3843 -1.9264 -1.1874 5.7 -2.4925
-0.6835 0.9457 1.4484 -1.6824 -1.0542 5.71 -2.778
-0.8144 1.0451 1.1939 -1.5715 -0.9522 5.72 -2.0909
-0.8743 0.9926 1.3573 -1.2298 -0.6655 5.73 -0.9555
-1.0504 0.9957 1.1786 -1.1007 -0.4065 5.74 -0.616
-0.9274 0.9238 1.1903 -0.9955 -0.1904 5.75 -0.9424
-0.7287 0.8715 0.9851 -0.7481 0.0855 5.76 -1.6984
-0.4906 0.7607 0.8289 -0.5018 0.368 5.77 -2.2274
-0.2585 0.5585 0.7403 -0.3523 0.6112 5.78 -2.5151
0.034 0.3888 0.6915 -0.2184 0.8011 5.79 -1.6137
0.3038 0.1623 0.5334 -0.0471 0.8702 5.8 -0.7042
0.6014 -0.0593 0.3621 0.1037 1.0481 5.81 -0.3326
0.8114 -0.2732 0.2514 0.2365 1.0971 5.82 -0.7206
0.8252 -0.4487 0.0808 0.3191 0.9917 5.83 -1.478
0.9563 -0.7002 -0.0746 0.4771 0.9237 5.84 -2.2423
0.8312 -0.8459 -0.2502 0.5673 0.8352 5.85 -1.8647
0.6904 -0.9796 -0.3535 0.5736 0.5843 5.86 -0.8091
0.4319 -1.1366 -0.5253 0.6054 0.3924 5.87 -0.0119
0.1332 -1.2936 -0.6963 0.7414 0.1382 5.88 0.1808
-0.186 -1.3345 -0.9125 0.7439 -0.1405 5.89 -0.3861
-0.5172 -1.1507 -1.0857 0.6863 -0.3843 5.9 -1.1801
-0.7778 -1.2329 -1.1086 0.6918 -0.7082 5.91 -1.4739
-1.0815 -1.1398 -1.2846 0.6957 -0.9119 5.92 -1.1614
-1.1213 -0.9673 -1.5441 0.6774 -1.0794 5.93 -0.1184
-1.2353 -1.0188 -1.5052 0.587 -1.3354 5.94 0.5747
-1.388 -0.7816 -1.5644 0.4868 -1.3975 5.95 0.6525
-1.2163 -0.674 -1.7784 0.4075 -1.3244 5.96 -0.0159
-1.0674 -0.4883 -1.8428 0.2979 -1.2992 5.97 -0.7429
-0.8065 -0.2516 -2.0574 0.233 -1.3861 5.98 -1.0068
-0.5268 -0.1159 -1.9675 0.0979 -1.1862 5.99 -0.4882
-0.213 0.0262 -2.0583 -0.0034 -1.0806 6.0 0.3906
0.079 0.1464 -2.1122 -0.1114 -0.9114 6.01 0.9703
0.3164 0.2324 -1.9292 -0.257 -0.6539 6.02 0.8136
0.4892 0.2599 -1.9816 -0.3277 -0.5554 6.03 0.0376
0.5786 0.292 -2.0211 -0.4216 -0.3959 6.04 -0.6948
0.5722 0.2585 -1.7726 -0.5738 -0.2477 6.05 -0.8269
0.4522 0.2025 -1.7229 -0.734 -0.1894 6.06 -0.2941
0.2768 0.1053 -1.8393 -0.7694 -0.1681 6.07 0.6028
0.0267 -0.0278 -1.602 -0.816 -0.1725 6.08 1.073
-0.2638 -0.1813 -1.5432 -0.9828 -0.2371 6.09 0.588
-0.5422 -0.3757 -1.3918 -0.9299 -0.4118 6.1 -0.2733
-0.9424 -0.5801 -1.2786 -0.9874 -0.553 6.11 -0.9983
-1.2576 -0.7449 -1.1761 -1.2016 -0.7816 6.12 -1.0928
-1.3151 -1.1016 -1.0021 -1.1106 -1.0042 6.13 -0.3736
-1.4522 -1.3411 -0.8462 -1.2052 -1.3893 6.14 0.4068
-1.4204 -1.5177 -0.7647 -1.1956 -1.7699 6.15 0.6714
-1.4025 -1.769 -0.6251 -1.0717 -2.0576 6.16 0.1073
-1.4661 -1.9733 -0.479 -1.1534 -2.2664 6.17 -0.9246
-1.1482 -2.1347 -0.2457 -1.1539 -2.6032 6.18 -1.6027
-0.8614 -2.068 -0.0899 -1.0879 -2.4896 6.19 -1.2674
-0.6146 -2.0529 0.0603 -1.0594 -2.5434 6.2 -0.6984
-0.3344 -1.9714 0.2388 -0.9494 -2.633 6.21 0.063
-0.0386 -1.999 0.3964 -0.8236 -2.6176 6.22 0.1812
0.1899 -2.2095 0.5007 -0.7934 -2.6093 6.23 -0.4998
0.3174 -1.8167 0.6361 -0.6885 -2.7621 6.24 -1.4255
0.4271 -1.9479 0.7661 -0.6187 -2.6306 6.25 -1.8664
0.343 -1.6791 0.8376 -0.5632 -2.6226 6.26 -1.5863
0.2453 -1.4617 0.9399 -0.5119 -2.325 6.27 -0.8765
0.0596 -1.3831 1.0374 -0.4212 -1.9671 6.28 -0.1302
-0.1773 -1.18 1.1683 -0.3415 -1.7508 6.29 -0.1294
-0.5092 -0.9965 1.1836 -0.292 -1.6597 6.3 -0.8068
-0.8501 -0.9383 1.1963 -0.1911 -1.3093 6.31 -1.6581
-1.0662 -0.8227 1.3417 -0.1323 -1.1805 6.32 -2.1104
-1.2896 -0.6254 1.4001 -0.0609 -1.0295 6.33 -1.5657
-1.5274 -0.606 1.439 -0.0111 -0.8506 6.34 -0.6296
-1.659 -0.5758 1.2688 0.0341 -0.8238 6.35 0.0237
-1.7366 -0.582 1.3435 0.084 -0.8641 6.36 -0.07
-1.445 -0.5518 1.1477 0.1149 -1.0075 6.37 -0.8463
-1.2658 -0.716 1.1399 0.142 -1.0813 6.38 -1.4837
-1.1433 -0.7242 1.1225 0.1347 -1.3324 6.39 -1.7055
-0.8613 -0.9281 1.0198 0.1606 -1.5191 6.4 -0.9833
-0.4483 -1.2081 0.8937 0.1346 -1.7224 6.41 -0.0178
-0.1722 -1.3222 0.756 0.1311 -1.8703 6.42 0.605
0.0931 -1.4721 0.6419 0.1124 -2.0859 6.43 0.3599
0.3246 -1.7837 0.5652 0.095 -2.0963 6.44 -0.3165
0.4212 -1.9728 0.4133 0.0579 -2.3514 6.45 -0.8989
0.4828 -2.1089 0.297 0.0257 -2.0953 6.46 -0.8191
0.4566 -2.21 0.1588 -0.0143 -2.1812 6.47 -0.0742
0.3284 -2.5988 0.0159 -0.0501 -2.3384 6.48 0.9809
0.1197 -2.767 -0.1076 -0.1018 -2.0464 6.49 1.3833
-0.1339 -2.9316 -0.2541 -0.132 -1.7803 6.5 1.1223
-0.3981 -2.6056 -0.389 -0.1671 -1.641 6.51 0.3571
-0.7134 -2.5887 -0.4563 -0.2015 -1.5356 6.52 -0.1506
-1.0149 -2.683 -0.5512 -0.2228 -1.0923 6.53 0.0833
-1.2345 -2.938 -0.7203 -0.2521 -0.8141 6.54 0.8914
-1.1834 -2.6082 -0.8045 -0.2541 -0.4979 6.55 1.8936
-1.3373 -2.8174 -0.8884 -0.2669 -0.2692 6.56 2.1243
-1.2814 -2.1883 -0.8593 -0.2945 0.0084 6.57 1.6858
-1.2857 -2.3301 -1.032 -0.2773 0.2182 6.58 1.0968
-1.0724 -2.2373 -1.0124 -0.2318 0.4425 6.59 0.5554
-0.697 -1.9835 -1.0137 -0.2176 0.5023 6.6 1.0096
-0.4183 -1.6418 -1.0082 -0.1536 0.5969 6.61 1.971
-0.0705 -1.4529 -0.963 -0.0948 0.5791 6.62 2.7631
0.2478 -1.4661 -1.0755 -0.0138 0.5396 6.63 2.5198
0.5343 -1.1154 -0.9902 0.0766 0.4234 6.64 2.0496
0.7178 -1.1032 -0.8689 0.1608 0.3562 6.65 1.3519
0.807 -1.0464 -0.9146 0.3128 0.1406 6.66 0.8661
0.8815 -1.0186 -0.8226 0.3876 -0.0491 6.67 1.4722
0.766 -0.8966 -0.7054 0.5028 -0.2355 6.68 2.4427
0.7218 -1.0369 -0.5708 0.6785 -0.4128 6.69 2.7548
0.4536 -1.1317 -0.4127 0.8582 -0.653 6.7 2.8781
0.1858 -1.2048 -0.2599 0.9844 -0.7718 6.71 2.1825
-0.0871 -1.5194 -0.1499 1.2413 -0.9246 6.72 1.0992
-0.32 -1.5617 0.0039 1.2257 -0.8979 6.73 0.7871
-0.5985 -1.8353 0.167 1.5836 -0.8554 6.74 1.4282
-0.8091 -1.9761 0.2925 1.746 -0.9629 6.75 2.0541
-0.8968 -1.9193 0.5032 1.843 -0.7679 6.76 2.5174
-0.9227 -2.4475 0.6798 1.9636 -0.6323 6.77 2.4319
-0.8318 -2.7166 0.807 1.9517 -0.4617 6.78 1.2858
-0.6102 -2.7428 1.0028 2.0116 -0.2445 6.79 0.5824
-0.3473 -2.5542 1.0383 2.4234 -0.0405 6.8 0.3641
-0.0699 -2.7221 1.2964 2.6092 0.1728 6.81 0.9145
0.2359 -3.1729 1.4266 2.4049 0.3839 6.82 1.5503
0.5421 -2.6699 1.4179 2.9112 0.593 6.83 2.0843
0.9211 -3.1086 1.4896 2.9273 0.7311 6.84 1.4186
1.1294 -2.5978 1.767 2.5526 0.7093 6.85 0.4546
1.3282 -2.7523 1.6531 2.9346 0.8417 6.86 -0.31
1.3808 -2.7917 1.7706 2.6737 0.8266 6.87 -0.3789
1.3132 -2.4371 1.7478 2.8332 0.6809 6.88 0.2527
1.3031 -2.2073 1.7894 3.0513 0.6151 6.89 1.0693
1.1332 -1.9223 2.0512 2.7496 0.3737 6.9 1.1203
1.0007 -1.9653 2.0368 2.4704 0.1262 6.91 0.5426
0.7824 -1.707 1.708 2.3659 -0.1293 6.92 -0.4559
0.3965 -1.5133 1.8557 2.2912 -0.4694 6.93 -1.1757
0.1851 -1.328 1.6275 2.2239 -0.7041 6.94 -1.0196
-0.0286 -1.1249 1.8196 2.2844 -1.105 6.95 -0.2021
-0.1892 -0.8786 1.6245 1.9483 -1.2306 6.96 0.5182
-0.2256 -0.9218 1.4128 2.0346 -1.6821 6.97 0.5297
-0.2004 -0.8127 1.2629 1.8285 -1.7517 6.98 -0.1164
-0.1078 -0.6774 1.2314 1.5521 -1.7994 6.99 -1.1316
0.1028 -0.7189 0.9719 1.2576 -2.0067 7.0 -1.4402
0.3603 -0.7698 0.975 1.1028 -2.0832 7.01 -1.0886
0.6404 -0.9094 0.7051 0.9728 -2.0385 7.02 -0.3631
0.9131 -1.0678 0.5005 0.8155 -1.8949 7.03 0.319
1.2863 -1.1627 0.3348 0.5011 -1.8545 7.04 0.2855
1.5827 -1.1688 0.1963 0.3084 -1.5674 7.05 -0.4656
1.89 -1.4864 -0.0042 0.1373 -1.3192 7.06 -1.3312
2.067 -1.4955 -0.1869 -0.0727 -1.3376 7.07 -1.4791
2.2836 -1.9654 -0.3484 -0.2428 -1.1047 7.08 -0.9368
2.0951 -2.0173 -0.5925 -0.42 -0.9579 7.09 -0.1008
2.0901 -2.2664 -0.6946 -0.5665 -0.801 7.1 0.4893
1.8343 -2.1386 -1.0073 -0.7595 -0.6911 7.11 0.4258
1.4974 -2.1491 -1.0694 -0.924 -0.5634 7.12 -0.3416
1.2911 -2.2733 -1.1869 -0.9966 -0.5752 7.13 -1.0155
0.9006 -2.3519 -1.4613 -1.0737 -0.6544 7.14 -1.219
0.7205 -2.602 -1.5557 -1.1044 -0.802 7.15 -0.5067
0.5724 -2.5293 -1.6219 -1.2614 -1.0361 7.16 0.3802
0.4494 -2.0526 -1.8371 -1.2831 -1.2425 7.17 0.8498
0.4043 -2.2759 -1.9201 -1.3798 -1.3712 7.18 0.6092
0.4227 -2.0883 -1.809 -1.4285 -1.6678 7.19 -0.1559
0.5569 -1.7752 -2.154 -1.1986 -1.8108 7.2 -0.7605
0.7398 -1.4527 -2.2473 -1.3749 -2.1155 7.21 -0.7069
1.1557 -1.3138 -1.8894 -1.1676 -2.1086 7.22 0.0003
1.4185 -1.1012 -2.0299 -1.2948 -2.2542 7.23 0.893
1.7035 -0.8689 -2.0053 -1.0855 -2.4476 7.24 1.1393
1.967 -0.6238 -2.3095 -0.9975 -2.7858 7.25 0.7809
2.512 -0.4746 -2.0848 -0.9022 -2.6587 7.26 -0.0375
2.6557 -0.3115 -2.0164 -0.817 -2.6559 7.27 -0.6003
2.5919 -0.1688 -1.8488 -0.6806 -2.5133 7.28 -0.5034
2.5455 -0.0748 -1.9137 -0.5392 -2.1884 7.29 0.2998
2.8289 -0.0092 -1.7556 -0.4161 -2.2681 7.3 1.1666
2.2177 0.0087 -1.8343 -0.261 -1.9569 7.31 1.3844
2.3535 -0.0113 -1.7581 -0.1469 -1.4915 7.32 0.6104
2.0438 -0.0671 -1.6273 -0.0069 -1.3396 7.33 -0.2442
1.6207 -0.166 -1.4905 0.1228 -0.9316 7.34 -0.8212
1.327 -0.2573 -1.2264 0.2535 -0.7633 7.35 -0.4603
1.0925 -0.4074 -1.2101 0.4065 -0.4773 7.36 0.2705
1.0653 -0.6006 -1.0818 0.4897 -0.28 7.37 0.9094
0.8136 -0.7645 -0.8599 0.5338 -0.1509 7.38 0.8546
0.883 -0.9757 -0.8202 0.652 -0.0423 7.39 0.1262
0.9331 -1.0861 -0.5643 0.6861 0.0025 7.4 -0.7466
1.0708 -1.1716 -0.491 0.7573 -0.0036 7.41 -1.1656
1.3837 -1.3612 -0.3504 0.8813 -0.0595 7.42 -0.9148
1.5997 -1.3324 -0.218 0.9089 -0.1751 7.43 -0.1043
1.7971 -1.6047 -0.1158 0.9973 -0.3014 7.44 0.3876
2.0292 -1.5406 0.0031 1.0361 -0.456 7.45 0.1892
2.6702 -1.553 0.1141 0.951 -0.616 7.46 -0.756
2.7692 -1.656 0.2118 1.0058 -0.8534 7.47 -1.6639
3.0592 -1.3625 0.3286 0.8473 -0.954 7.48 -1.9966
2.9883 -1.1995 0.4262 0.8031 -0.9674 7.49 -1.5327
2.8673 -1.1169 0.5083 0.7944 -1.0758 7.5 -0.641
2.9427 -0.9246 0.5711 0.6452 -1.2208 7.51 -0.2635
2.9016 -0.6963 0.6524 0.6143 -1.0265 7.52 -0.5894
2.4617 -0.5468 0.7291 0.5454 -1.1257 7.53 -1.5346
2.184 -0.3173 0.7591 0.4121 -0.8179 7.54 -2.2399
1.9024 -0.1075 0.6967 0.3478 -0.6921 7.55 -2.2884
1.6582 0.1135 0.8092 0.228 -0.5115 7.56 -1.8235
1.3801 0.2813 0.8596 0.1384 -0.2414 7.57 -1.017
1.1477 0.5262 0.7919 0.0319 0.0454 7.58 -0.7399
1.106 0.6604 0.9475 -0.0685 0.3631 7.59 -1.1746
0.9132 0.6732 0.8648 -0.1923 0.5657 7.6 -2.2953
1.1283 0.8514 0.9787 -0.2876 0.857 7.61 -2.7285
1.3241 0.8113 0.8493 -0.3883 1.1955 7.62 -2.5436
1.3744 0.8199 0.8839 -0.4684 1.3841 7.63 -1.7954
1.6067 0.817 0.9125 -0.6067 1.4602 7.64 -1.1556
1.8443 0.7267 1.0115 -0.5961 1.5229 7.65 -0.9002
2.557 0.522 0.8938 -0.7609 1.4336 7.66 -1.3414
2.7066 0.4561 0.8491 -0.8189 1.3023 7.67 -2.0578
2.7075 0.2787 0.984 -0.7351 1.3264 7.68 -2.7634
2.8902 0.077 1.0184 -0.9401 1.2771 7.69 -2.5975
2.7149 -0.0961 0.853 -0.9447 0.8779 7.7 -1.5299
2.7233 -0.2788 1.0138 -0.868 0.7168 7.71 -0.762
