#time y5 y3 y2 y1 y6 y4
3.93 0.4332 0.035 0.0242 -1.1427 -0.5262 0.6537
3.94 0.6809 -0.081 -0.004 -0.979 0.3006 0.3763
3.95 0.7653 -0.2436 -0.0085 -0.9187 0.659 0.0692
3.96 0.8614 -0.3908 0.0098 -0.8498 0.5261 -0.2421
3.97 0.8058 -0.5818 0.048 -0.7763 -0.1183 -0.5511
3.98 0.636 -0.7943 0.1102 -0.6746 -0.8838 -0.9369
3.99 0.5359 -0.9338 0.1985 -0.6581 -1.4214 -1.025
4.0 0.2933 -1.2942 0.2658 -0.667 -1.0793 -1.2948
4.01 0.0424 -1.4375 0.3877 -0.6325 -0.4402 -1.5879
4.02 -0.2341 -1.7384 0.4314 -0.6266 0.2763 -1.7345
4.03 -0.5232 -1.9037 0.5199 -0.6034 0.517 -1.5766
4.04 -0.6725 -1.9454 0.6601 -0.5624 0.1843 -1.5013
4.05 -0.9263 -2.1684 0.7633 -0.6096 -0.5371 -1.5601
4.06 -1.0017 -2.2832 0.7843 -0.6816 -1.4213 -1.4601
4.07 -1.2069 -2.2755 0.8691 -0.7937 -1.4094 -1.2732
4.08 -1.2481 -1.9074 0.8636 -0.9333 -1.1364 -1.1198
4.09 -1.3393 -2.2243 0.9015 -1.0276 -0.4479 -0.9266
4.1 -1.2651 -2.124 0.859 -1.0584 0.1725 -0.7101
4.11 -1.1359 -1.8506 0.7354 -1.168 0.2709 -0.53
4.12 -1.0369 -1.626 0.7581 -1.3929 -0.2089 -0.3902
4.13 -0.7901 -1.359 0.6446 -1.5761 -1.0011 -0.3355
4.14 -0.7426 -1.2933 0.4682 -1.6998 -1.7736 -0.3478
4.15 -0.6186 -1.1614 0.2987 -1.8998 -1.7397 -0.4132
4.16 -0.5081 -1.0223 0.1612 -2.2572 -1.1677 -0.5429
4.17 -0.4198 -0.7646 -0.0431 -2.2932 -0.5017 -0.8011
4.18 -0.3744 -0.6306 -0.2789 -2.4981 0.0289 -0.9303
4.19 -0.4258 -0.4947 -0.4383 -2.4771 -0.0481 -1.2078
4.2 -0.4845 -0.3158 -0.7209 -2.3967 -0.691 -1.5329
4.21 -0.6316 -0.2365 -0.8542 -2.6326 -1.4947 -1.9621
4.22 -0.8611 -0.1886 -1.1847 -3.0538 -2.0893 -1.9997
4.23 -0.9283 -0.1899 -1.2709 -2.5993 -2.0525 -2.6061
4.24 -1.263 -0.2524 -1.6406 -2.8177 -1.1611 -2.8166
4.25 -1.5369 -0.3069 -1.6925 -3.0222 -0.5289 -2.5217
4.26 -1.8172 -0.4182 -1.6272 -2.8848 -0.1401 -2.9665
4.27 -2.0281 -0.5434 -1.7198 -2.6902 -0.391 -2.8631
4.28 -2.0401 -0.6259 -1.963 -2.7442 -1.062 -2.8279
4.29 -2.1332 -0.7839 -1.9863 -2.783 -1.9554 -2.6714
4.3 -2.3158 -0.9714 -2.1835 -2.6764 -2.0474 -2.5217
4.31 -2.2662 -1.3515 -2.1532 -2.7648 -1.8903 -2.3304
4.32 -1.7913 -1.4272 -1.8796 -2.2528 -1.2088 -2.0122
4.33 -1.5912 -1.7356 -1.9283 -2.1055 -0.5564 -1.8114
4.34 -1.5456 -1.7611 -1.5517 -2.1764 -0.3354 -1.5246
4.35 -1.0199 -1.7915 -1.5348 -1.7955 -0.7008 -1.3224
4.36 -0.7091 -2.2089 -1.4627 -1.7808 -1.5434 -1.2384
4.37 -0.2994 -2.0557 -1.2412 -1.4346 -2.1289 -1.0393
4.38 0.0983 -2.0335 -1.0388 -1.2628 -2.5123 -0.8964
4.39 0.4907 -2.0067 -0.7277 -1.0213 -2.0165 -0.9596
4.4 0.8019 -2.1069 -0.5411 -0.8444 -1.226 -1.0714
4.41 1.205 -2.1053 -0.4015 -0.7161 -0.5537 -1.1404
4.42 1.491 -2.0589 -0.1718 -0.5983 -0.4802 -1.3557
4.43 1.7002 -1.5996 0.0192 -0.4181 -0.9695 -1.5718
4.44 1.7257 -1.4754 0.2064 -0.2409 -1.7006 -1.7753
4.45 1.7441 -1.4452 0.3322 -0.1112 -2.3299 -1.9968
4.46 1.863 -1.1645 0.4196 -0.0092 -2.3714 -2.4753
4.47 1.5106 -0.9855 0.6129 0.0859 -1.6078 -2.6616
4.48 1.5988 -0.7058 0.6855 0.1438 -1.0711 -2.6074
4.49 1.2628 -0.4995 0.6494 0.1907 -0.4695 -2.589
4.5 1.1222 -0.3952 0.6497 0.2257 -0.6286 -2.4836
4.51 0.7267 -0.1891 0.6277 0.2455 -1.4087 -2.6001
4.52 0.5784 -0.0781 0.6154 0.2574 -2.0625 -2.719
4.53 0.3191 0.0178 0.5565 0.2065 -2.5121 -2.2663
4.54 0.1521 0.083 0.5422 0.1929 -2.057 -2.2877
4.55 0.0192 0.0984 0.3989 0.1344 -1.4249 -1.8497
4.56 -0.0556 0.0928 0.276 0.0686 -0.7032 -1.5194
4.57 -0.0825 0.0306 0.1746 -0.0114 -0.4763 -1.2549
4.58 -0.0554 -0.0525 0.0776 -0.1031 -0.8123 -0.8119
4.59 0.0264 -0.1847 -0.0369 -0.1758 -1.3988 -0.6812
4.6 0.1299 -0.3357 -0.139 -0.2936 -2.0109 -0.4073
4.61 0.2881 -0.4445 -0.2174 -0.3989 -2.4491 -0.2188
4.62 0.4746 -0.7031 -0.2923 -0.4596 -2.1171 -0.1091
4.63 0.5642 -0.8179 -0.3693 -0.5297 -1.0526 -0.0641
4.64 0.7763 -1.0605 -0.3378 -0.5853 -0.4997 -0.0915
4.65 0.8727 -1.0657 -0.3896 -0.5944 -0.3403 -0.1683
4.66 0.9087 -1.2105 -0.3571 -0.6957 -0.859 -0.3395
4.67 0.8755 -1.3227 -0.3311 -0.6655 -1.4094 -0.461
4.68 0.9072 -1.3886 -0.2572 -0.7886 -2.1849 -0.7624
4.69 0.7574 -1.6201 -0.1441 -0.724 -2.3351 -0.9874
4.7 0.5712 -1.606 -0.0197 -0.6951 -1.5396 -1.0967
4.71 0.4277 -1.6465 0.1147 -0.6708 -0.7812 -1.2807
4.72 0.1734 -1.5725 0.2972 -0.637 -0.163 -1.3702
4.73 -0.0655 -1.4853 0.4368 -0.5052 -0.1739 -1.4362
4.74 -0.2787 -1.2325 0.5661 -0.4666 -0.7922 -1.5607
4.75 -0.5282 -1.1799 0.777 -0.3275 -1.5305 -1.4091
4.76 -0.6706 -0.898 0.8591 -0.2304 -1.864 -1.3204
4.77 -0.7396 -0.8263 1.1197 -0.1184 -1.737 -1.027
4.78 -0.817 -0.5231 1.2706 0.0234 -1.0274 -0.8883
4.79 -0.876 -0.3194 1.3809 0.1694 -0.2301 -0.5465
4.8 -0.7648 -0.1216 1.5983 0.307 0.1995 -0.2629
4.81 -0.6793 0.0709 1.5105 0.4052 -0.0042 0.0071
4.82 -0.459 0.2331 1.5389 0.6106 -0.7388 0.3195
4.83 -0.1198 0.4394 1.5179 0.6758 -1.4507 0.5454
4.84 0.2283 0.5211 1.7361 0.7549 -1.7749 0.7805
4.85 0.6432 0.6269 1.6285 0.9388 -1.1965 0.9228
4.86 0.8954 0.6588 1.6393 0.9919 -0.463 0.9264
4.87 1.451 0.7053 1.5775 1.1528 0.2551 0.9166
4.88 1.8372 0.6803 1.4011 1.2043 0.5107 0.8878
4.89 2.1483 0.6643 1.1134 1.1479 0.1712 0.7949
4.9 2.2346 0.5881 0.9329 1.194 -0.529 0.6424
4.91 2.7428 0.4646 0.8902 1.1562 -1.1781 0.3762
4.92 2.6552 0.2961 0.6252 1.1267 -1.2187 0.1787
4.93 2.6614 0.1116 0.3639 1.125 -0.7552 -0.0828
4.94 2.5087 -0.0557 0.1793 1.0917 0.1479 -0.3235
4.95 2.9028 -0.2514 -0.0452 1.0151 0.7885 -0.5069
4.96 2.2884 -0.4345 -0.2739 0.798 0.9255 -0.6781
4.97 2.2711 -0.592 -0.4423 0.7779 0.4085 -0.9019
4.98 2.131 -0.7554 -0.5752 0.581 -0.3709 -0.832
4.99 1.6574 -0.9006 -0.8687 0.4652 -0.808 -0.8628
5.0 1.5871 -0.9136 -0.8615 0.2821 -0.7142 -0.9431
5.01 1.3197 -1.0984 -1.0229 0.0874 -0.0782 -0.722
5.02 1.0654 -1.0088 -1.1871 -0.0995 0.7259 -0.6049
5.03 0.7377 -1.1024 -1.0827 -0.3122 1.3519 -0.3454
5.04 0.6977 -0.9334 -1.2924 -0.4446 1.0601 -0.1109
5.05 0.5272 -0.9229 -1.162 -0.5962 0.54 0.1066
5.06 0.528 -0.7354 -1.1636 -0.8042 -0.1662 0.3166
5.07 0.5239 -0.5617 -1.1646 -1.0851 -0.4501 0.5363
5.08 0.6709 -0.4741 -0.9931 -1.0409 -0.2189 0.6589
5.09 0.6916 -0.2596 -0.9026 -1.3741 0.5596 0.7947
5.1 0.8948 -0.036 -0.7701 -1.3229 1.3336 0.7735
5.11 1.0031 0.1613 -0.6703 -1.424 1.8308 0.7502
5.12 1.1527 0.3733 -0.4356 -1.5142 1.3278 0.634
5.13 1.1238 0.5446 -0.3151 -1.7871 0.6564 0.4063
5.14 1.1556 0.7883 -0.1891 -1.6955 0.0432 0.2154
5.15 1.2144 0.7972 -0.0453 -1.6268 -0.1201 -0.0757
5.16 1.2842 1.0192 0.0806 -1.7342 0.3213 -0.4059
5.17 1.0414 1.1098 0.1844 -1.6968 1.1187 -0.6979
5.18 0.8484 1.0112 0.2557 -1.6694 1.6819 -1.0024
5.19 0.6922 1.1091 0.301 -1.7073 2.046 -1.2189
5.2 0.4254 1.1585 0.3746 -1.3805 1.6711 -1.3207
5.21 0.213 0.9733 0.4177 -1.4723 0.7669 -1.797
5.22 -0.0599 0.9093 0.3726 -1.394 0.2593 -1.8559
5.23 -0.3523 0.8117 0.3237 -1.1659 0.2636 -1.6509
5.24 -0.5755 0.6017 0.2804 -0.9599 0.8017 -1.6515
5.25 -0.803 0.3855 0.1844 -0.9089 1.7656 -1.7513
5.26 -0.9031 0.2152 0.0691 -0.7992 2.2648 -1.3726
5.27 -1.0022 0.0028 -0.0509 -0.6203 2.1269 -1.2959
5.28 -0.9802 -0.1955 -0.1726 -0.5579 1.7338 -1.0815
5.29 -0.9198 -0.3469 -0.3656 -0.3712 0.8483 -0.9888
5.3 -0.7797 -0.5441 -0.4422 -0.3034 0.3984 -0.6673
5.31 -0.5685 -0.6118 -0.6204 -0.1956 0.5907 -0.4788
5.32 -0.2587 -0.7643 -0.8116 -0.1038 1.1593 -0.3564
5.33 0.0663 -0.8148 -0.9739 -0.0238 2.2007 -0.3066
5.34 0.4255 -0.8403 -1.0365 0.0302 2.3788 -0.2567
5.35 0.7948 -0.8885 -1.1909 0.0693 2.3052 -0.32
5.36 1.2011 -0.9493 -1.1215 0.0846 1.5531 -0.4121
5.37 1.3413 -0.8537 -1.1331 0.0909 0.8251 -0.606
5.38 1.6472 -0.6899 -1.2758 0.0812 0.5502 -0.7858
5.39 2.0832 -0.5738 -1.2067 0.0482 0.8408 -0.9657
5.4 2.3033 -0.3804 -1.2178 0.0042 1.6447 -1.4472
5.41 2.0294 -0.2409 -0.979 -0.0538 2.5627 -1.6411
5.42 2.3273 -0.0486 -0.9731 -0.1363 2.4243 -2.0744
5.43 1.9988 0.1455 -0.8412 -0.2155 1.9779 -2.0256
5.44 1.9773 0.3425 -0.6975 -0.2932 1.4841 -2.5035
5.45 1.7893 0.4794 -0.5586 -0.3609 0.699 -2.5775
5.46 1.3694 0.596 -0.3388 -0.4412 0.575 -2.7162
5.47 1.2492 0.7242 -0.1432 -0.6159 1.0234 -2.6705
5.48 0.9105 0.8607 0.0594 -0.6526 1.8612 -2.4683
5.49 0.6317 0.9241 0.2628 -0.6825 2.4339 -2.3304
5.5 0.3169 0.829 0.4577 -0.8405 2.5069 -2.0756
5.51 0.0553 0.9045 0.7067 -0.8926 1.7921 -1.7148
5.52 -0.1586 0.7866 0.764 -0.9851 1.2188 -1.5094
5.53 -0.2957 0.7099 0.9412 -1.0332 0.5999 -1.3306
5.54 -0.3971 0.546 1.0392 -0.8832 0.702 -0.9736
5.55 -0.4532 0.4351 1.1243 -0.8794 1.341 -0.8772
5.56 -0.4327 0.2222 1.2625 -0.9515 2.1216 -0.5988
5.57 -0.3552 0.0439 1.4096 -0.811 2.5523 -0.4988
5.58 -0.2833 -0.1624 1.3124 -0.8065 2.1215 -0.42
5.59 -0.1534 -0.3871 1.4445 -0.6765 1.712 -0.366
5.6 -0.0626 -0.6465 1.2634 -0.5925 0.9101 -0.4065
5.61 0.0217 -0.727 1.1665 -0.4358 0.456 -0.5489
5.62 0.0802 -0.95 1.1755 -0.2963 0.7353 -0.6552
5.63 0.0978 -1.1495 1.0632 -0.15 1.385 -0.9161
5.64 0.0643 -1.3259 0.7866 0.0193 1.9829 -1.1117
5.65 -0.0231 -1.229 0.6634 0.21 2.3746 -1.1811
5.66 -0.1585 -1.3277 0.4716 0.3866 1.9354 -1.4752
5.67 -0.3733 -1.5555 0.3051 0.6157 1.1736 -1.5293
5.68 -0.5822 -1.5332 0.1788 0.8257 0.5704 -1.7709
5.69 -0.782 -1.3293 -0.0067 1.055 0.2981 -1.8182
5.7 -1.0823 -1.3171 -0.1773 1.2171 0.73 -1.8171
5.71 -1.3428 -1.0255 -0.3038 1.4528 1.3709 -1.8172
5.72 -1.754 -1.0418 -0.4706 1.6325 1.918 -1.6081
5.73 -1.7188 -0.8691 -0.5295 1.8317 2.0664 -1.4507
5.74 -2.2765 -0.6886 -0.617 1.7493 1.7847 -1.3213
5.75 -2.216 -0.4747 -0.6552 2.0293 0.7484 -0.9668
5.76 -2.2733 -0.314 -0.7616 2.1679 0.1927 -0.6586
5.77 -2.2314 -0.1838 -0.7228 2.3842 0.1364 -0.2811
5.78 -2.026 -0.0399 -0.6674 2.4425 0.7144 0.0252
5.79 -1.9762 0.0677 -0.5631 2.5496 1.3625 0.3121
5.8 -1.5606 0.1471 -0.5758 2.2282 1.9788 0.5288
5.81 -1.2623 0.1662 -0.441 2.3573 1.6767 0.7609
5.82 -1.0852 0.1728 -0.2772 2.6145 1.0608 0.8236
5.83 -0.6544 0.1533 -0.1796 2.4655 0.3556 0.9052
5.84 -0.3262 0.0783 -0.0221 2.1144 -0.1475 0.8389
5.85 0.0267 -0.0392 0.1364 2.2695 -0.023 0.9041
5.86 0.3501 -0.1911 0.2857 2.0473 0.6754 0.7115
5.87 0.6491 -0.3591 0.3947 2.0415 1.3359 0.5582
5.88 0.8106 -0.5522 0.5992 2.0453 1.7536 0.3527
5.89 0.9186 -0.714 0.6325 1.8516 1.4516 0.153
5.9 1.0085 -0.9439 0.733 1.6388 0.6089 -0.0421
5.91 0.949 -1.1245 0.7815 1.4036 -0.0941 -0.1875
5.92 0.8305 -1.3151 0.8886 1.3797 -0.4341 -0.3017
5.93 0.6878 -1.5239 0.8568 1.2698 -0.1121 -0.4351
5.94 0.4266 -1.8716 0.8567 1.1628 0.6458 -0.4028
5.95 0.188 -1.9174 0.9311 0.8937 1.2314 -0.3768
5.96 -0.0921 -2.1577 0.9072 0.9464 1.5432 -0.2446
5.97 -0.3435 -2.3168 0.7956 0.7237 0.9155 -0.0639
5.98 -0.6893 -2.2881 0.5973 0.733 0.1907 0.173
5.99 -0.8253 -2.1711 0.5109 0.6262 -0.4857 0.4768
6.0 -1.1869 -2.2532 0.375 0.5464 -0.6072 0.7528
6.01 -1.3314 -2.15 0.1893 0.5189 -0.1625 0.9943
6.02 -1.2846 -2.062 0.0226 0.5245 0.6495 1.3608
6.03 -1.4059 -2.1239 -0.1491 0.4476 1.2704 1.4587
6.04 -1.5397 -1.8841 -0.2995 0.5308 1.1265 1.7626
6.05 -1.4435 -1.6697 -0.518 0.5502 0.5865 1.9352
6.06 -1.3844 -1.4472 -0.6883 0.5678 -0.2066 2.126
6.07 -1.0911 -1.1954 -0.8151 0.6422 -0.79 2.1931
6.08 -0.9819 -1.2337 -1.0152 0.6723 -0.7947 2.0505
6.09 -0.8636 -1.0347 -0.9378 0.8009 -0.1091 1.9038
6.1 -0.8639 -0.7904 -1.2027 0.9258 0.6609 1.6406
6.11 -0.77 -0.7818 -1.062 1.0165 1.0299 1.5218
6.12 -0.6833 -0.5978 -1.1945 1.1232 0.843 1.1527
6.13 -0.6705 -0.5891 -1.0871 1.057 0.2257 0.9211
6.14 -0.7801 -0.6035 -1.0824 1.18 -0.5354 0.6311
6.15 -0.8609 -0.5849 -1.1251 1.2314 -0.9986 0.4494
6.16 -1.2038 -0.6399 -0.973 1.5462 -0.7017 0.2402
6.17 -1.3817 -0.7335 -0.8069 1.4601 0.0003 0.1162
6.18 -1.4728 -0.8704 -0.6702 1.6291 0.7758 0.0379
6.19 -1.9512 -1.0095 -0.5787 1.6719 1.0457 0.0277
6.2 -1.8743 -1.2644 -0.4007 1.506 0.6906 0.0794
6.21 -2.2896 -1.4231 -0.1877 1.6523 -0.0922 0.1792
6.22 -2.301 -1.8583 -0.02 1.4535 -0.7888 0.3635
6.23 -2.7497 -1.8206 0.1747 1.5259 -0.9172 0.5662
6.24 -2.4273 -2.0354 0.3461 1.5792 -0.6195 0.8008
6.25 -2.402 -2.491 0.451 1.3896 0.2119 0.9547
6.26 -2.2996 -2.2727 0.6737 1.3263 0.8788 1.2511
6.27 -2.2374 -2.8004 0.8202 1.1531 0.9287 1.3735
6.28 -1.9226 -2.5143 0.9082 1.0316 0.5013 1.4349
6.29 -1.7515 -2.8621 0.8467 0.8787 -0.3363 1.5931
6.3 -1.3242 -2.96 1.0211 0.7503 -0.8031 1.5754
6.31 -1.0334 -3.0946 1.028 0.5991 -0.9683 1.4966
6.32 -0.6875 -2.8948 0.8852 0.4656 -0.3062 1.4828
6.33 -0.2782 -2.6268 0.9871 0.2776 0.4515 1.3036
6.34 0.1103 -2.3718 0.7542 0.075 0.9802 1.1104
6.35 0.4624 -2.3001 0.6881 -0.0899 0.9211 0.9282
6.36 0.6455 -2.151 0.5597 -0.229 0.3362 0.6076
6.37 0.8887 -2.3051 0.4458 -0.3883 -0.4675 0.237
6.38 1.1332 -1.8294 0.3166 -0.532 -0.834 -0.0403
6.39 1.1467 -1.7797 0.1404 -0.7047 -0.6299 -0.3135
6.4 1.1066 -1.5945 -0.0295 -0.7484 0.0078 -0.5556
6.41 1.0026 -1.4743 -0.2146 -0.9232 0.7797 -0.6817
6.42 0.8167 -1.3094 -0.3532 -0.9103 1.2251 -0.7659
6.43 0.6271 -1.1113 -0.4832 -0.8987 0.9964 -0.8432
6.44 0.4061 -0.9214 -0.6564 -1.0067 0.2269 -0.7937
6.45 0.1268 -0.8646 -0.7982 -1.0395 -0.4152 -0.7362
6.46 -0.126 -0.9596 -0.8053 -0.9735 -0.6932 -0.644
6.47 -0.3913 -0.8317 -0.9698 -0.9932 -0.3269 -0.4272
6.48 -0.6127 -0.8875 -0.9493 -0.9622 0.4368 -0.1753
6.49 -0.7539 -1.0102 -0.9166 -0.8595 1.1889 0.0381
6.5 -0.82 -1.1223 -1.063 -0.7174 1.4896 0.2772
6.51 -0.8887 -1.248 -0.9476 -0.5139 1.0119 0.4569
6.52 -0.8185 -1.3966 -0.8874 -0.3805 0.2357 0.6558
6.53 -0.769 -1.6703 -0.7944 -0.2934 -0.4012 0.7077
6.54 -0.6831 -1.9422 -0.6677 -0.1047 -0.5074 0.7817
6.55 -0.5337 -2.0488 -0.5337 0.0673 0.0521 0.6749
6.56 -0.3919 -2.1376 -0.3617 0.2238 0.7996 0.6179
6.57 -0.2416 -2.4727 -0.1845 0.4152 1.3513 0.4416
6.58 -0.1217 -2.3883 -0.0319 0.5629 1.4699 0.2591
6.59 -0.0007 -2.8881 0.1442 0.7644 1.0502 0.0113
6.6 0.0847 -2.5289 0.2751 0.966 0.2202 -0.2728
6.61 0.1145 -2.6614 0.4297 1.1085 -0.2309 -0.5147
6.62 0.0996 -2.9854 0.5809 1.2125 -0.1458 -0.7568
6.63 0.028 -2.9709 0.6542 1.2291 0.5259 -0.9627
6.64 -0.0882 -2.8349 0.7978 1.6046 1.1997 -1.3109
6.65 -0.2651 -2.3112 0.81 1.4206 1.7373 -1.3676
6.66 -0.4978 -2.3511 0.8505 1.5809 1.5964 -1.2571
6.67 -0.6756 -2.4171 0.8618 1.8549 1.0421 -1.4661
6.68 -0.8506 -1.9187 0.8443 1.733 0.303 -1.4048
6.69 -1.0711 -1.7699 0.9732 1.6233 -0.0604 -1.1185
6.7 -1.331 -1.743 0.8755 1.8138 0.2383 -0.9736
6.71 -1.3131 -1.5319 0.6881 1.8921 1.0238 -0.719
6.72 -1.5482 -1.294 0.6269 1.5327 1.8959 -0.4803
6.73 -1.4523 -1.098 0.4415 1.7219 1.8506 -0.1551
6.74 -1.3527 -0.8942 0.3136 1.425 1.6339 0.1304
6.75 -1.3868 -0.7479 0.169 1.4318 0.9859 0.3568
6.76 -1.095 -0.5675 0.0095 1.2848 0.3669 0.5462
6.77 -0.7888 -0.4547 -0.1441 1.2699 0.1537 0.8151
6.78 -0.5316 -0.448 -0.326 1.3066 0.635 0.8034
6.79 -0.1085 -0.4257 -0.4909 1.1985 1.5551 0.9352
6.8 0.3153 -0.4603 -0.6356 1.0334 1.8785 0.7826
6.81 0.6539 -0.5229 -0.7324 0.966 2.3594 0.7912
6.82 1.0916 -0.7067 -0.7799 0.9583 1.9021 0.6252
6.83 1.3562 -0.7413 -0.8634 0.7754 0.9812 0.439
6.84 1.6819 -0.9382 -1.0198 0.7264 0.3846 0.2276
6.85 2.1154 -0.9938 -0.8676 0.7172 0.3711 0.0391
6.86 2.0767 -1.2925 -0.995 0.6785 0.9319 -0.1471
6.87 2.3549 -1.4254 -0.8081 0.7704 1.8421 -0.3475
6.88 2.2502 -1.4419 -0.8695 0.7697 2.2658 -0.4982
6.89 2.4621 -1.7887 -0.7437 0.7236 2.0392 -0.565
6.9 2.2987 -1.9446 -0.5849 0.7294 1.5229 -0.5761
6.91 2.0575 -1.7935 -0.4266 0.8689 0.8349 -0.4698
6.92 1.9075 -1.936 -0.2675 0.8608 0.4541 -0.3694
6.93 1.6013 -2.0755 -0.1123 0.9951 0.6305 -0.1769
6.94 1.3012 -2.0509 0.0729 1.1893 1.2261 0.083
6.95 1.1121 -1.9228 0.2739 1.3445 2.0658 0.387
6.96 0.7949 -1.7677 0.4641 1.3577 2.5522 0.7409
6.97 0.5797 -1.8549 0.5466 1.4782 2.0401 1.0861
6.98 0.4504 -1.4147 0.6998 1.8098 1.4029 1.2707
6.99 0.4084 -1.4168 0.9865 1.8917 0.7944 1.7381
7.0 0.3366 -1.1971 1.014 2.067 0.4516 1.6716
7.01 0.3701 -1.0243 1.1202 2.1381 0.807 2.1689
7.02 0.4443 -0.7808 1.1603 2.3871 1.4762 2.0266
7.03 0.5135 -0.4971 1.3362 2.5339 2.014 2.0498
7.04 0.6864 -0.281 1.2418 2.6253 2.5742 2.1102
7.05 0.7584 -0.0715 1.1627 2.5452 1.9427 2.2402
7.06 0.9858 0.1013 1.2949 2.6448 1.0883 2.1526
7.07 1.0961 0.2708 1.0135 2.94 0.5644 1.9752
7.08 1.1504 0.3522 1.0925 2.4708 0.4395 1.6493
7.09 1.2417 0.5078 0.8333 2.4812 0.9004 1.443
7.1 1.0921 0.483 0.7477 2.6221 1.8368 1.1901
7.11 1.063 0.5477 0.5408 2.7638 2.2104 0.9365
7.12 0.9855 0.5078 0.3876 2.6058 2.1022 0.8203
7.13 0.8941 0.4015 0.2104 2.4815 1.526 0.718
7.14 0.7211 0.3538 0.0244 2.5151 0.8601 0.7104
7.15 0.4341 0.2171 -0.1369 2.0739 0.3031 0.81
7.16 0.2207 0.0753 -0.3262 2.1756 0.381 0.8397
7.17 -0.038 -0.0836 -0.5154 2.0137 1.0354 0.9316
7.18 -0.2701 -0.2338 -0.6438 1.8399 1.7997 1.1247
7.19 -0.4975 -0.4547 -0.6636 1.4813 1.9838 1.4051
7.2 -0.5693 -0.5301 -0.8308 1.4305 1.9634 1.6565
7.21 -0.6341 -0.7325 -0.9253 1.2645 1.1235 1.9207
7.22 -0.6647 -0.8722 -0.8913 0.9669 0.44 2.3894
7.23 -0.5724 -0.869 -0.9745 0.7436 0.0095 2.7177
7.24 -0.5212 -0.9575 -0.8523 0.6225 0.2421 2.5157
7.25 -0.2637 -0.911 -0.8541 0.3938 0.9607 3.0896
7.26 0.0156 -1.0111 -0.7513 0.2518 1.645 3.0615
7.27 0.3235 -0.955 -0.6413 0.0701 1.9698 2.9913
7.28 0.6787 -0.8333 -0.5069 -0.0847 1.436 2.6687
7.29 1.1853 -0.6911 -0.4086 -0.2434 0.6128 2.6018
7.3 1.4418 -0.5767 -0.2795 -0.3395 -0.0603 2.4811
7.31 1.9571 -0.3575 -0.1402 -0.4701 -0.3088 2.4431
7.32 2.2245 -0.131 0.0009 -0.5598 0.0854 2.1833
7.33 2.2554 0.0842 0.1292 -0.6292 0.8638 1.7025
7.34 2.6033 0.3168 0.2557 -0.5582 1.5449 1.5538
7.35 2.755 0.5741 0.3856 -0.6267 1.5065 1.2168
7.36 2.8716 0.7751 0.5132 -0.5794 0.9546 1.0069
7.37 2.4706 0.9492 0.6058 -0.6164 0.0833 0.861
7.38 2.4283 1.1232 0.6186 -0.579 -0.5639 0.73
7.39 2.1742 1.3292 0.6971 -0.4896 -0.5872 0.6947
7.4 2.3103 1.2327 0.6211 -0.4443 -0.0722 0.7388
7.41 1.7832 1.3616 0.5855 -0.3406 0.7064 0.8249
7.42 1.5051 1.4189 0.5188 -0.2664 1.1086 1.024
7.43 1.3838 1.3217 0.4677 -0.1562 1.0685 1.2259
7.44 1.1286 1.5293 0.363 -0.0686 0.326 1.3355
7.45 0.748 1.3086 0.265 0.0301 -0.5171 1.6783
7.46 0.5354 1.3415 0.1076 0.1299 -1.0342 1.9463
7.47 0.3795 1.1402 -0.0516 0.1964 -0.9503 2.0011
7.48 0.2978 0.974 -0.2238 0.2791 -0.2604 2.0403
7.49 0.2528 0.7135 -0.3785 0.3243 0.4906 2.2808
7.5 0.2712 0.5554 -0.6208 0.39 0.7346 2.2545
7.51 0.3433 0.4217 -0.6918 0.4178 0.4365 2.2489
7.52 0.3633 0.2373 -0.8533 0.4497 -0.3139 2.1365
7.53 0.5409 0.0863 -1.0609 0.4378 -1.0782 1.8508
7.54 0.6083 -0.0447 -1.25 0.4358 -1.4054 1.4896
7.55 0.7361 -0.1432 -1.3474 0.4784 -1.1914 1.3343
7.56 0.7973 -0.1981 -1.4278 0.4466 -0.4061 1.131
7.57 0.7779 -0.2635 -1.4732 0.3294 0.2057 0.6614
7.58 0.8425 -0.2327 -1.3889 0.2749 0.3623 0.3853
7.59 0.8094 -0.1838 -1.4856 0.1648 -0.1109 0.1506
7.6 0.6689 -0.1069 -1.2387 0.0734 -1.0183 -0.1066
7.61 0.4929 -0.001 -1.3079 -0.0345 -1.5448 -0.2767
7.62 0.2843 0.1317 -1.1764 -0.1597 -1.6365 -0.4319
7.63 0.0274 0.3033 -1.0996 -0.3002 -1.2634 -0.4605
7.64 -0.2474 0.5041 -0.7734 -0.4155 -0.5855 -0.4584
7.65 -0.5308 0.7021 -0.6743 -0.5957 -0.0179 -0.3369
7.66 -0.7594 0.8368 -0.4842 -0.6133 -0.0495 -0.2293
7.67 -1.0131 1.0599 -0.284 -0.7218 -0.6494 -0.0376
7.68 -1.2652 1.1737 -0.0779 -0.9026 -1.5579 0.1813
7.69 -1.3036 1.3342 0.1298 -1.0989 -1.8453 0.4278
7.7 -1.5208 1.7655 0.3629 -1.0922 -1.9583 0.6586
7.71 -1.4833 1.889 0.5154 -1.1001 -1.3537 0.8563
7.72 -1.3736 1.8614 0.6995 -1.1278 -0.594 0.907
7.73 -1.2734 1.999 0.8431 -1.3336 -0.2719 1.0696
