#y1 y4 y2 time y3
-2.027 1.3277 -0.7733 5.53 -0.5276
-2.1276 1.582 -0.8943 5.54 -0.4713
-2.2566 1.5484 -0.8051 5.55 -0.4273
-1.9829 1.5199 -0.8686 5.56 -0.3275
-2.0827 1.7666 -0.7953 5.57 -0.2009
-1.7252 1.529 -0.8503 5.58 -0.0809
-1.6991 1.6294 -0.775 5.59 0.0267
-1.2142 1.5406 -0.7272 5.6 0.1408
-1.0451 1.228 -0.6431 5.61 0.2422
-0.7674 1.0741 -0.5693 5.62 0.3291
-0.6472 0.8351 -0.5477 5.63 0.4995
-0.4344 0.5772 -0.4315 5.64 0.5668
-0.3958 0.2878 -0.3397 5.65 0.6144
-0.3277 -0.0282 -0.3166 5.66 0.7215
-0.4255 -0.3672 -0.2287 5.67 0.8888
-0.5818 -0.737 -0.2069 5.68 0.9298
-0.7392 -1.057 -0.2095 5.69 1.0067
-0.9377 -1.3696 -0.2424 5.7 1.0605
-1.4179 -1.6931 -0.2635 5.71 1.0292
-1.6618 -1.9109 -0.3053 5.72 1.1697
-1.7179 -2.3348 -0.3961 5.73 1.0768
-1.9706 -2.2731 -0.4637 5.74 1.1558
-2.4627 -2.4217 -0.5353 5.75 1.1598
-2.6371 -2.9721 -0.634 5.76 1.1847
-2.3414 -2.9953 -0.861 5.77 1.1392
-2.6479 -2.7575 -0.973 5.78 1.1323
-2.4292 -2.918 -0.9012 5.79 1.0102
-2.3133 -2.9617 -1.0987 5.8 0.9149
-1.9568 -2.8896 -1.1387 5.81 0.8198
-1.9043 -2.8921 -1.1786 5.82 0.8599
-1.6557 -2.5758 -1.1692 5.83 0.7375
-1.3727 -2.5662 -1.1928 5.84 0.5654
-1.1951 -1.9573 -1.0883 5.85 0.4378
-0.8717 -1.7954 -0.9037 5.86 0.3871
-0.7156 -1.4347 -0.7996 5.87 0.2526
-0.7419 -1.1314 -0.5926 5.88 0.1166
-0.7224 -0.8609 -0.4385 5.89 -0.0109
-0.8346 -0.6072 -0.1772 5.9 -0.1471
-1.0655 -0.2662 0.0654 5.91 -0.2346
-1.205 0.0269 0.2992 5.92 -0.3433
-1.3385 0.2903 0.6168 5.93 -0.5186
-1.7503 0.5466 0.8922 5.94 -0.5956
-1.8944 0.8544 1.0974 5.95 -0.7591
-2.3591 0.9751 1.493 5.96 -0.7954
-2.3603 1.275 1.5567 5.97 -0.8633
-2.6577 1.3041 1.7503 5.98 -0.8663
-2.6106 1.3645 2.1324 5.99 -1.113
-2.8583 1.3294 2.0291 6.0 -0.9795
-2.701 1.5557 2.3028 6.01 -1.1638
-2.6852 1.3585 2.3426 6.02 -1.2536
-2.3393 1.2956 2.0811 6.03 -1.1765
-1.8926 1.2465 2.1503 6.04 -1.1467
-1.7 1.2419 1.7801 6.05 -1.0615
-1.4612 1.1058 1.8258 6.06 -1.2316
-1.1806 0.8473 1.4488 6.07 -1.057
-0.9293 0.7146 1.3327 6.08 -1.0946
-0.7726 0.6529 1.0018 6.09 -1.0043
-0.6543 0.4943 0.8249 6.1 -0.8907
-0.6614 0.3202 0.4963 6.11 -0.8525
-0.7087 0.2336 0.1766 6.12 -0.7646
-0.763 0.0898 -0.0976 6.13 -0.7744
-0.9054 -0.0078 -0.3966 6.14 -0.6511
-1.1201 -0.0804 -0.6063 6.15 -0.5803
-1.3792 -0.1494 -0.9108 6.16 -0.4205
-1.7223 -0.1822 -1.1168 6.17 -0.3516
-1.7596 -0.2009 -1.2354 6.18 -0.2593
-1.9655 -0.1866 -1.1833 6.19 -0.1905
-2.2573 -0.1511 -1.3144 6.2 -0.0825
-2.6198 -0.084 -1.2338 6.21 0.0012
-2.3639 -0.009 -1.1908 6.22 0.0741
-2.1711 0.0797 -1.032 6.23 0.1667
-2.4283 0.1738 -0.99 6.24 0.238
-2.0747 0.3265 -0.7394 6.25 0.2694
-1.7199 0.4381 -0.5147 6.26 0.3079
-1.5953 0.5647 -0.2311 6.27 0.365
-1.0745 0.6323 0.0402 6.28 0.408
-0.9751 0.7676 0.3121 6.29 0.4011
-0.6504 0.9116 0.6334 6.3 0.4239
-0.4303 0.9676 1.0029 6.31 0.4088
-0.2804 1.0579 1.2399 6.32 0.3323
-0.187 1.158 1.4277 6.33 0.2975
-0.1921 1.1654 1.8742 6.34 0.281
-0.2464 1.0759 1.8874 6.35 0.2183
-0.4228 1.2259 2.1692 6.36 0.1567
-0.5759 1.0236 2.1572 6.37 0.0606
-0.775 1.0607 2.3472 6.38 -0.0246
-1.1563 1.0009 2.4361 6.39 -0.1269
-1.3888 0.97 2.5119 6.4 -0.2301
-1.5279 0.8909 2.4729 6.41 -0.3673
-1.5951 0.7631 2.0824 6.42 -0.418
-1.9367 0.6208 2.0157 6.43 -0.5989
-1.8617 0.6326 2.0471 6.44 -0.6765
-1.9928 0.5053 1.7006 6.45 -0.8248
-1.7642 0.3945 1.8074 6.46 -1.0203
-1.5679 0.3509 1.5435 6.47 -0.962
-1.4078 0.2537 1.4383 6.48 -1.2762
-1.139 0.2047 1.3065 6.49 -1.3252
-0.7728 0.1471 1.0786 6.5 -1.372
-0.3927 0.0963 0.9648 6.51 -1.3671
-0.1496 0.0877 0.698 6.52 -1.6333
0.092 0.0729 0.6599 6.53 -1.6328
0.2632 0.0729 0.5562 6.54 -1.8521
0.3609 0.0977 0.525 6.55 -1.6353
0.4396 0.1256 0.5448 6.56 -1.8133
0.3596 0.1337 0.5418 6.57 -1.7722
0.2732 0.1731 0.5676 6.58 -1.7251
0.0726 0.1976 0.5421 6.59 -1.8893
-0.1448 0.2157 0.6325 6.6 -2.003
-0.4002 0.259 0.7117 6.61 -1.8936
-0.6705 0.2547 0.6885 6.62 -1.8288
-0.9763 0.2531 0.7996 6.63 -1.6336
-1.1932 0.2574 0.8092 6.64 -1.6663
-1.1831 0.2235 0.9594 6.65 -1.5475
-1.2117 0.1498 0.9349 6.66 -1.6208
-1.3456 0.0623 1.0649 6.67 -1.4892
-1.2127 -0.0322 1.1176 6.68 -1.4001
-1.1516 -0.1505 0.943 6.69 -1.1777
-0.8502 -0.2881 1.0138 6.7 -1.1257
-0.5828 -0.4223 0.9397 6.71 -1.0641
-0.3684 -0.6576 0.8662 6.72 -0.904
-0.047 -0.8669 0.8275 6.73 -0.8379
0.2205 -1.0086 0.652 6.74 -0.6188
0.4989 -1.2629 0.5063 6.75 -0.5689
0.6526 -1.3391 0.4551 6.76 -0.4589
0.8032 -1.7024 0.342 6.77 -0.2885
0.8109 -1.9316 0.2255 6.78 -0.2019
0.8365 -2.1587 0.1311 6.79 -0.103
0.7271 -2.3556 0.063 6.8 -0.0076
0.5405 -2.3262 0.0165 6.81 0.0811
0.3594 -2.1512 -0.008 6.82 0.1655
0.1179 -2.5106 -0.0046 6.83 0.2104
-0.1627 -2.3052 0.0261 6.84 0.2784
-0.4139 -2.4679 0.0868 6.85 0.3404
-0.5927 -2.4467 0.1834 6.86 0.3227
-0.8956 -2.5251 0.3142 6.87 0.3732
-1.0604 -2.1233 0.4348 6.88 0.3561
-1.0217 -2.0242 0.6597 6.89 0.3823
-0.9316 -1.9235 0.8851 6.9 0.329
-0.8598 -1.6221 1.0818 6.91 0.3118
-0.7046 -1.3924 1.3748 6.92 0.2583
-0.4532 -1.05 1.6139 6.93 0.2139
-0.2323 -0.7346 1.8393 6.94 0.1815
0.0493 -0.4709 1.8903 6.95 0.1024
0.3395 -0.1225 1.8977 6.96 0.0397
0.5388 0.1764 2.2142 6.97 -0.0381
0.7146 0.5027 2.3556 6.98 -0.1267
0.854 0.8171 2.3436 6.99 -0.1964
1.0481 0.9869 2.1589 7.0 -0.2883
1.0034 1.2396 2.3778 7.01 -0.3745
0.8436 1.7166 2.1486 7.02 -0.5097
0.8069 1.7757 1.9712 7.03 -0.5184
0.5307 1.7924 2.076 7.04 -0.6266
0.2541 1.9993 1.7 7.05 -0.6927
-0.0218 2.1402 1.3858 7.06 -0.7524
-0.311 2.1293 1.3167 7.07 -0.8679
-0.5201 2.1835 0.9317 7.08 -0.9542
-0.7262 2.1307 0.6246 7.09 -0.9691
-0.9746 1.9904 0.2648 7.1 -1.0435
-1.0386 1.7942 -0.0398 7.11 -0.9134
-1.1848 1.5921 -0.3247 7.12 -0.9489
-1.1354 1.2819 -0.6771 7.13 -0.9616
-0.9273 1.074 -0.9971 7.14 -1.0403
-0.6631 0.8229 -1.2066 7.15 -1.0304
-0.5087 0.6126 -1.303 7.16 -0.963
-0.2349 0.3187 -1.4272 7.17 -0.9444
0.0213 0.0913 -1.5462 7.18 -0.8371
0.2886 -0.142 -1.6886 7.19 -0.7626
0.4805 -0.347 -1.678 7.2 -0.7215
0.6938 -0.5644 -1.697 7.21 -0.5564
0.6718 -0.6351 -1.5836 7.22 -0.4817
0.7912 -0.8063 -1.3371 7.23 -0.3729
0.5967 -0.8263 -1.3656 7.24 -0.2148
0.5344 -0.9464 -1.0073 7.25 -0.0917
0.2902 -0.8854 -0.7884 7.26 0.0514
0.0455 -0.9165 -0.5303 7.27 0.1926
-0.2284 -0.8259 -0.2363 7.28 0.3457
-0.5391 -0.7459 0.0166 7.29 0.4422
-0.8444 -0.6223 0.3097 7.3 0.6465
-1.179 -0.4445 0.5512 7.31 0.7945
-1.2854 -0.2595 0.8057 7.32 0.9512
-1.5338 -0.0194 0.9628 7.33 0.9398
-1.4062 0.2283 1.1982 7.34 1.1775
-1.5659 0.4276 1.3824 7.35 1.3899
-1.4399 0.6997 1.3229 7.36 1.4749
-1.2174 0.9303 1.3725 7.37 1.5074
-1.1457 1.2093 1.3717 7.38 1.6487
-0.8863 1.407 1.3864 7.39 1.7189
-0.5962 1.5338 1.3292 7.4 1.806
-0.3126 1.6754 1.1697 7.41 1.773
-0.1191 1.7341 1.1769 7.42 2.0364
0.0495 1.8469 0.8468 7.43 1.9233
0.1669 2.0738 0.6994 7.44 2.0039
0.189 1.9096 0.4467 7.45 1.9579
0.1561 1.962 0.2685 7.46 2.0814
0.0212 2.0559 0.0514 7.47 1.9756
-0.1851 1.7379 -0.1866 7.48 1.9462
-0.4438 1.7907 -0.3486 7.49 1.6916
-0.6461 1.4713 -0.5934 7.5 1.8054
-1.0959 1.3574 -0.7787 7.51 1.8357
-1.1991 1.2662 -0.9206 7.52 1.686
-1.4837 0.979 -1.0082 7.53 1.6621
-1.9801 0.7107 -1.1129 7.54 1.4508
-1.8623 0.5234 -1.096 7.55 1.3711
-2.2655 0.2428 -1.0647 7.56 1.503
-2.251 -0.0118 -1.0992 7.57 1.3907
-1.929 -0.245 -1.2714 7.58 1.1689
-1.8547 -0.484 -1.1088 7.59 1.0842
-1.8201 -0.7728 -0.9918 7.6 1.0925
-1.3903 -0.9354 -1.034 7.61 0.8905
-1.3737 -1.1718 -0.8779 7.62 0.9837
-0.9517 -1.2434 -0.8864 7.63 0.8007
-0.8186 -1.4511 -0.8307 7.64 0.7568
-0.599 -1.3804 -0.8251 7.65 0.7695
-0.5049 -1.4206 -0.7798 7.66 0.7404
-0.3943 -1.4066 -0.7727 7.67 0.6482
-0.454 -1.6393 -0.7628 7.68 0.6728
-0.4776 -1.5044 -0.7178 7.69 0.667
-0.6113 -1.5181 -0.6823 7.7 0.6159
-0.7941 -1.407 -0.8689 7.71 0.6774
-1.2054 -1.569 -0.9316 7.72 0.6967
-1.5684 -1.3188 -0.9589 7.73 0.6959
-1.8638 -1.3184 -1.0453 7.74 0.7383
-2.0873 -1.2519 -1.1318 7.75 0.813
-2.3978 -1.2685 -1.1934 7.76 0.8319
-2.6026 -1.2097 -1.366 7.77 1.0888
-2.6204 -1.0317 -1.3761 7.78 1.1114
-2.5343 -1.0399 -1.3893 7.79 1.1126
-2.5334 -1.0344 -1.4006 7.8 1.197
-2.6007 -0.917 -1.507 7.81 1.4418
-2.3671 -0.8874 -1.6966 7.82 1.6119
-2.0858 -0.9029 -1.4647 7.83 1.5447
-1.7038 -0.8258 -1.5477 7.84 1.6473
-1.5953 -0.8944 -1.4539 7.85 2.0263
-1.249 -0.8714 -1.2741 7.86 2.0218
-1.154 -0.8994 -1.0535 7.87 2.3476
-0.9834 -0.9546 -1.0469 7.88 2.4693
-0.7425 -0.9384 -0.7252 7.89 2.5491
-0.8178 -0.8616 -0.5814 7.9 2.7048
-0.8762 -0.8362 -0.404 7.91 2.8369
-0.8562 -0.8466 -0.2448 7.92 2.4672
-1.1617 -0.9121 -0.0319 7.93 2.8105
-1.3797 -0.7976 0.1554 7.94 2.7247
-1.5751 -0.8682 0.3259 7.95 2.7151
-1.7944 -0.7524 0.3959 7.96 2.7652
-2.0186 -0.6815 0.5372 7.97 2.8226
-2.4559 -0.5236 0.5656 7.98 3.0574
-2.6499 -0.4423 0.5884 7.99 2.6913
-2.588 -0.3039 0.6087 8.0 3.0205
-2.9051 -0.1391 0.5089 8.01 2.8813
-2.9453 0.0292 0.4343 8.02 3.09
-2.6724 0.2101 0.2263 8.03 3.0721
-2.6989 0.3778 0.0589 8.04 2.7089
-2.4537 0.5853 -0.1667 8.05 2.6522
-1.8499 0.7121 -0.4169 8.06 2.7836
-1.6215 0.8503 -0.6601 8.07 2.388
-1.3539 1.0724 -1.0557 8.08 2.5257
-1.1321 1.0744 -1.2846 8.09 2.1564
-1.0253 1.1725 -1.5168 8.1 2.4554
-0.8767 1.5115 -1.7842 8.11 2.0547
-0.7908 1.4962 -2.2679 8.12 2.0019
-0.7755 1.4647 -2.4823 8.13 1.7537
-0.7285 1.5948 -2.5002 8.14 1.6782
-0.9917 1.6126 -2.9697 8.15 1.6717
-1.1185 1.5673 -2.7188 8.16 1.5193
-1.3938 1.2489 -3.0352 8.17 1.5064
-1.7282 1.1677 -3.1237 8.18 1.4573
-1.8735 1.2552 -3.1882 8.19 1.332
-2.1367 1.0575 -2.9663 8.2 1.1102
-2.5321 0.8923 -2.9197 8.21 0.9589
-2.4147 0.6703 -2.477 8.22 0.9047
-2.5013 0.5093 -2.378 8.23 0.9092
-2.5184 0.2867 -2.0209 8.24 0.7897
-2.2934 0.1148 -1.6648 8.25 0.7773
-2.3938 -0.0489 -1.3381 8.26 0.8116
-2.1917 -0.2335 -1.0955 8.27 0.8181
-1.8605 -0.3857 -0.7984 8.28 0.6637
-1.6476 -0.4912 -0.5061 8.29 0.7404
-1.3332 -0.6138 -0.1793 8.3 0.7316
-0.8555 -0.5977 0.0995 8.31 0.8486
-0.6869 -0.7117 0.3441 8.32 0.8496
-0.426 -0.6471 0.5061 8.33 0.9238
-0.3346 -0.6818 0.7807 8.34 0.8246
-0.2951 -0.5525 0.8585 8.35 0.9995
-0.2725 -0.4445 0.9703 8.36 0.9444
-0.4083 -0.2843 0.9107 8.37 1.1271
-0.5778 -0.1571 0.8869 8.38 1.2386
-0.7743 0.0506 0.9343 8.39 1.4074
-0.9764 0.2451 0.7813 8.4 1.3778
-1.1574 0.5174 0.6838 8.41 1.5944
-1.4381 0.777 0.4951 8.42 1.4618
-1.5059 0.8816 0.3087 8.43 1.486
-1.801 1.2206 0.0774 8.44 1.594
-1.9932 1.501 -0.1267 8.45 1.6479
-2.0 1.7468 -0.3228 8.46 1.7057
-1.8799 1.7392 -0.4892 8.47 1.9983
-1.794 1.864 -0.7718 8.48 2.1351
-1.3742 2.0819 -0.9358 8.49 2.1629
-1.1484 2.166 -1.0787 8.5 2.2493
-0.925 2.3137 -1.2673 8.51 2.1825
-0.6314 2.1928 -1.1855 8.52 2.067
-0.3726 1.9438 -1.4315 8.53 2.0657
-0.0634 2.0004 -1.3222 8.54 1.9661
0.1501 1.6904 -1.3435 8.55 2.2499
0.3304 1.5554 -1.2262 8.56 1.8525
0.4251 1.4209 -1.1725 8.57 2.1625
0.4363 1.2074 -1.2184 8.58 1.7734
0.4208 0.9278 -1.1415 8.59 1.7772
0.2783 0.5785 -0.9868 8.6 1.7854
0.0945 0.2337 -0.8471 8.61 1.6993
-0.1155 -0.1028 -0.7354 8.62 1.6129
-0.3901 -0.4444 -0.6294 8.63 1.4407
-0.5456 -0.7383 -0.5146 8.64 1.4418
-0.8483 -1.1229 -0.4349 8.65 1.2641
-0.9663 -1.3558 -0.3346 8.66 1.0491
-1.1586 -1.9202 -0.25 8.67 0.8768
-1.0849 -2.1422 -0.1853 8.68 0.8423
-1.2127 -2.3682 -0.1751 8.69 0.6576
-1.1266 -2.6402 -0.1537 8.7 0.5032
-0.8136 -2.6955 -0.159 8.71 0.3359
-0.6577 -2.612 -0.1893 8.72 0.2363
-0.3047 -2.6369 -0.2311 8.73 0.0985
-0.0223 -2.6425 -0.2791 8.74 -0.0303
0.3023 -2.6478 -0.3146 8.75 -0.1569
0.5337 -2.7792 -0.3562 8.76 -0.2767
0.8207 -2.4699 -0.4284 8.77 -0.3547
1.0234 -2.6558 -0.4722 8.78 -0.4691
1.106 -2.3236 -0.4882 8.79 -0.5508
1.2149 -2.1437 -0.4694 8.8 -0.6223
1.1311 -1.6942 -0.426 8.81 -0.6877
1.1162 -1.5061 -0.3742 8.82 -0.6634
0.8249 -1.1828 -0.3454 8.83 -0.7165
0.6829 -0.9622 -0.2325 8.84 -0.7154
0.437 -0.7365 -0.1111 8.85 -0.7374
0.1937 -0.5013 0.0397 8.86 -0.7971
-0.047 -0.2161 0.1931 8.87 -0.801
-0.2352 -0.0062 0.3545 8.88 -0.6672
-0.3657 0.2152 0.5338 8.89 -0.6211
-0.4987 0.3974 0.7915 8.9 -0.6265
-0.4621 0.5063 1.0194 8.91 -0.6291
-0.4302 0.6109 1.2715 8.92 -0.4975
-0.2979 0.6562 1.3811 8.93 -0.424
-0.1086 0.7029 1.4922 8.94 -0.3187
0.153 0.8227 1.656 8.95 -0.2477
0.4198 0.7365 1.8701 8.96 -0.1814
0.7021 0.751 1.6515 8.97 -0.0936
1.0938 0.6444 1.9841 8.98 0.0003
1.1652 0.6879 2.0122 8.99 0.0924
1.4261 0.5901 1.9115 9.0 0.1908
1.5185 0.4445 1.6392 9.01 0.2799
1.7932 0.3566 1.5256 9.02 0.3543
1.7442 0.2281 1.3244 9.03 0.4065
1.6385 0.1053 1.0751 9.04 0.5007
1.4721 0.0123 0.9706 9.05 0.5803
1.3134 -0.0708 0.6974 9.06 0.6261
1.0002 -0.1657 0.4714 9.07 0.6202
0.6792 -0.2038 0.1756 9.08 0.59
0.4575 -0.2405 -0.0942 9.09 0.6549
0.2172 -0.275 -0.3788 9.1 0.6619
0.0087 -0.2994 -0.5312 9.11 0.6969
-0.1204 -0.2644 -0.8307 9.12 0.6853
-0.171 -0.2144 -1.0673 9.13 0.5684
-0.1836 -0.1608 -1.1592 9.14 0.575
-0.0765 -0.092 -1.1561 9.15 0.4481
0.0696 0.0 -1.1199 9.16 0.4009
0.2916 0.1021 -1.3377 9.17 0.3228
0.585 0.198 -1.1364 9.18 0.2434
0.811 0.3272 -1.1005 9.19 0.1623
1.0976 0.3897 -0.9789 9.2 0.0703
1.2857 0.5297 -0.6292 9.21 -0.0346
1.6861 0.6263 -0.4714 9.22 -0.1342
1.7504 0.7106 -0.1709 9.23 -0.2648
1.8562 0.8024 0.1217 9.24 -0.3556
1.7795 0.8628 0.4106 9.25 -0.5475
1.5841 0.8838 0.7737 9.26 -0.6481
1.6766 1.0704 1.1692 9.27 -0.7876
1.3784 1.0405 1.511 9.28 -0.8695
1.1388 0.9305 1.8231 9.29 -0.9635
0.8436 0.9099 1.8931 9.3 -0.9767
0.5212 1.0206 2.2495 9.31 -1.1411
0.2527 1.0155 2.3186 9.32 -1.2121
0.0359 0.8186 2.6793 9.33 -1.2121
-0.1411 0.7511 2.8033 9.34 -1.2647
-0.2712 0.761 2.6051 9.35 -1.4718
-0.2957 0.6524 2.5399 9.36 -1.6184
-0.2432 0.6713 2.6879 9.37 -1.4522
-0.121 0.6054 2.8003 9.38 -1.3734
0.04 0.5096 2.3598 9.39 -1.386
0.2665 0.426 2.412 9.4 -1.4908
0.5177 0.3953 2.3181 9.41 -1.6025
0.7154 0.3898 1.8987 9.42 -1.562
1.0252 0.3798 1.6482 9.43 -1.3202
1.2095 0.4048 1.3677 9.44 -1.423
1.3523 0.3849 1.1021 9.45 -1.2236
1.5888 0.4412 0.8889 9.46 -1.0988
1.5697 0.4753 0.7844 9.47 -1.0106
1.334 0.5353 0.5252 9.48 -1.0986
1.3378 0.6132 0.3526 9.49 -0.985
1.1624 0.6749 0.2006 9.5 -0.8209
0.8467 0.6678 0.081 9.51 -0.7515
0.5997 0.8102 -0.0046 9.52 -0.5569
0.3076 0.8324 -0.0633 9.53 -0.4641
0.0105 0.8719 -0.0792 9.54 -0.3518
-0.2545 1.0683 -0.0719 9.55 -0.2203
-0.4734 1.0723 -0.0219 9.56 -0.0962
-0.6488 1.0858 0.0437 9.57 0.0225
-0.6486 1.0063 0.1285 9.58 0.1426
-0.6644 0.9945 0.2633 9.59 0.2529
-0.6124 0.8521 0.3882 9.6 0.3399
-0.4601 0.6983 0.4793 9.61 0.3826
-0.2619 0.6153 0.63 9.62 0.4641
-0.0348 0.4544 0.7835 9.63 0.571
0.2117 0.3091 0.8527 9.64 0.5824
0.4816 0.0977 0.9876 9.65 0.6433
0.7127 -0.1224 1.0252 9.66 0.7489
0.8811 -0.3504 1.0136 9.67 0.7292
1.0637 -0.6096 1.0512 9.68 0.7218
0.9668 -0.8888 1.0626 9.69 0.7566
0.9555 -1.2389 1.0029 9.7 0.749
0.9882 -1.528 0.9291 9.71 0.6714
0.7975 -1.7977 0.9838 9.72 0.6909
0.5377 -1.7716 0.9713 9.73 0.5948
0.2259 -2.0277 0.9158 9.74 0.4849
-0.0683 -2.2614 0.85 9.75 0.464
-0.3784 -2.4245 0.7296 9.76 0.3965
-0.6231 -2.5314 0.6385 9.77 0.2801
-0.8381 -2.7171 0.5968 9.78 0.2282
-1.1178 -2.7764 0.5374 9.79 0.1129
-1.1299 -2.6223 0.5044 9.8 0.0282
-1.3054 -2.4747 0.4923 9.81 -0.0736
-1.1462 -2.426 0.5403 9.82 -0.1614
-1.0061 -2.4441 0.6069 9.83 -0.2832
-0.9064 -2.234 0.6863 9.84 -0.331
-0.6575 -2.2903 0.6994 9.85 -0.4481
-0.3511 -1.8699 0.8514 9.86 -0.5344
-0.09 -1.5094 1.0131 9.87 -0.648
0.1631 -1.266 1.0313 9.88 -0.6664
0.3798 -1.0665 1.1441 9.89 -0.6664
0.5337 -0.6026 1.2062 9.9 -0.8245
0.5898 -0.3085 1.4273 9.91 -0.8747
0.6188 -0.0195 1.6027 9.92 -0.7652
0.5187 0.3007 1.7392 9.93 -0.7852
0.3884 0.6212 1.6454 9.94 -0.7901
0.1845 0.8624 1.89 9.95 -0.8042
-0.0444 1.1649 1.9047 9.96 -0.8097
-0.3305 1.2656 1.9903 9.97 -0.7487
-0.5735 1.5814 1.6906 9.98 -0.8265
-0.9195 1.5117 1.5464 9.99 -0.75
-1.085 1.5179 1.6404 10.0 -0.5997
-1.4412 1.8328 1.4236 10.01 -0.6037
-1.5561 1.7146 1.2138 10.02 -0.4602
-1.3646 1.6834 0.8707 10.03 -0.3557
-1.3602 1.4472 0.7163 10.04 -0.2496
-1.4456 1.5199 0.4662 10.05 -0.1689
-1.1464 1.1385 0.1475 10.06 -0.0439
-1.0079 1.0836 -0.1457 10.07 0.082
-0.6697 0.8522 -0.462 10.08 0.2074
-0.4375 0.6489 -0.7028 10.09 0.309
-0.1454 0.3999 -1.0508 10.1 0.4601
0.0796 0.1642 -1.1254 10.11 0.5908
0.2752 -0.0727 -1.459 10.12 0.681
0.439 -0.3079 -1.5465 10.13 0.7997
0.4991 -0.4713 -1.7787 10.14 0.9483
0.4858 -0.614 -1.8274 10.15 0.9372
0.3285 -0.8918 -1.5802 10.16 1.1111
0.1841 -0.9112 -1.7585 10.17 1.1307
-0.0211 -0.9355 -1.4893 10.18 1.2726
-0.2554 -1.0894 -1.342 10.19 1.2408
-0.501 -1.117 -1.1672 10.2 1.4917
-0.7928 -0.9424 -1.0069 10.21 1.5434
-1.0751 -0.9842 -0.8046 10.22 1.5616
-1.1261 -0.8816 -0.4915 10.23 1.5125
-1.5117 -0.656 -0.2387 10.24 1.3449
-1.5309 -0.5202 0.0663 10.25 1.4425
-1.4704 -0.3006 0.3664 10.26 1.4301
-1.2564 -0.0919 0.6884 10.27 1.3512
-1.1148 0.1501 0.9286 10.28 1.1958
-0.9128 0.3565 1.1837 10.29 1.2609
-0.6162 0.5888 1.2585 10.3 1.1185
-0.3784 0.8854 1.6202 10.31 0.9862
-0.0868 1.153 1.5806 10.32 0.9782
0.1919 1.3736 1.6327 10.33 0.9142
0.4392 1.601 1.5718 10.34 0.8796
0.6355 1.7197 1.6469 10.35 0.7345
0.6703 1.9219 1.5226 10.36 0.6145
0.7032 1.9713 1.5285 10.37 0.4368
0.7501 1.9838 1.3389 10.38 0.382
0.586 2.2993 1.073 10.39 0.2451
0.3786 2.2709 0.8317 10.4 0.1337
0.1538 1.9759 0.5718 10.41 0.0124
-0.0732 2.0802 0.3204 10.42 -0.0848
-0.3295 2.0579 0.0185 10.43 -0.1967
-0.5657 1.7088 -0.2454 10.44 -0.2631
-0.7565 1.8204 -0.5886 10.45 -0.3797
-0.9282 1.5876 -0.7999 10.46 -0.4788
-1.0297 1.2197 -1.0518 10.47 -0.5465
-0.9272 1.1018 -1.1597 10.48 -0.5825
-0.9014 0.8583 -1.4595 10.49 -0.625
-0.8342 0.796 -1.4973 10.5 -0.6767
-0.5867 0.5573 -1.5998 10.51 -0.6614
-0.3019 0.3492 -1.8952 10.52 -0.7157
0.0136 0.1264 -1.8188 10.53 -0.6599
0.3103 -0.045 -1.6483 10.54 -0.6921
0.6753 -0.207 -1.7717 10.55 -0.5699
0.9721 -0.3611 -1.6353 10.56 -0.5267
1.134 -0.4495 -1.7439 10.57 -0.5684
1.1777 -0.5482 -1.4845 10.58 -0.4525
1.4606 -0.7338 -1.3779 10.59 -0.405
1.2003 -0.7876 -1.2458 10.6 -0.2979
1.1594 -0.861 -1.1149 10.61 -0.2233
1.0525 -0.8451 -0.9953 10.62 -0.1412
0.8386 -0.9298 -0.9338 10.63 -0.067
0.6276 -0.8474 -0.7295 10.64 0.025
0.4115 -0.9442 -0.661 10.65 0.1153
0.203 -0.8561 -0.603 10.66 0.2097
-0.0132 -0.8485 -0.5117 10.67 0.2996
-0.1874 -0.9177 -0.5735 10.68 0.3978
-0.2807 -0.9202 -0.509 10.69 0.4715
-0.3303 -0.8631 -0.5379 10.7 0.5813
-0.245 -0.9002 -0.6241 10.71 0.5901
-0.1159 -0.9349 -0.5866 10.72 0.6217
0.0725 -0.7901 -0.72 10.73 0.7879
0.3332 -0.8943 -0.726 10.74 0.7867
0.5857 -1.0243 -0.8604 10.75 0.8098
0.9235 -0.9083 -0.8445 10.76 0.8574
1.1618 -1.0478 -0.8852 10.77 0.8538
1.5237 -1.1461 -0.9185 10.78 0.8519
1.6132 -1.1727 -1.0341 10.79 0.8352
1.7697 -1.1455 -1.1076 10.8 0.8312
2.1357 -1.2997 -1.0347 10.81 0.7033
2.2326 -1.3897 -1.0944 10.82 0.631
2.2327 -1.4732 -1.0166 10.83 0.6147
1.7992 -1.4102 -0.9516 10.84 0.5471
1.868 -1.588 -0.8867 10.85 0.4756
1.5764 -1.488 -0.7123 10.86 0.3221
1.3908 -1.4322 -0.7052 10.87 0.2477
1.0577 -1.561 -0.5126 10.88 0.1265
0.8337 -1.3452 -0.4177 10.89 0.0049
0.6548 -1.2469 -0.313 10.9 -0.1175
0.4687 -1.1408 -0.1803 10.91 -0.2738
0.4058 -1.0319 -0.0858 10.92 -0.4016
0.4283 -1.0328 -0.0004 10.93 -0.5115
0.5418 -0.8316 0.0561 10.94 -0.6304
0.6448 -0.568 0.091 10.95 -0.901
0.8293 -0.3985 0.0827 10.96 -0.9786
