#y1 y3 time y2
-1.0707 -0.9248 6.93 0.8506
-0.9676 -0.6208 6.94 0.5353
-1.0263 -0.1867 6.95 0.0097
-1.1191 0.1771 6.96 -0.5013
-1.023 0.4988 6.97 -1.0733
-1.0848 0.7481 6.98 -1.2092
-0.9714 0.9735 6.99 -1.2898
-0.9302 1.0054 7.0 -1.0117
-0.9025 0.8735 7.01 -0.6937
-0.8486 0.6678 7.02 -0.1449
-0.674 0.4153 7.03 0.2601
-0.6511 0.138 7.04 0.4449
-0.649 -0.1656 7.05 0.3317
-0.5577 -0.4697 7.06 0.0108
-0.469 -0.6605 7.07 -0.5262
-0.4084 -0.7491 7.08 -1.1642
-0.3603 -0.6189 7.09 -1.4066
-0.2809 -0.4961 7.1 -1.533
-0.2557 -0.2173 7.11 -1.7411
-0.2385 0.1138 7.12 -1.2631
-0.2322 0.4843 7.13 -0.8189
-0.2478 0.9683 7.14 -0.3103
-0.2983 1.2796 7.15 0.0745
-0.3419 1.5244 7.16 0.1953
-0.3789 1.4308 7.17 0.027
-0.4983 1.5514 7.18 -0.3964
-0.5741 1.4241 7.19 -0.8454
-0.6155 1.2185 7.2 -1.3323
-0.8367 1.0116 7.21 -1.6431
-0.8554 0.6872 7.22 -1.9689
-1.1211 0.379 7.23 -1.5912
-1.1828 0.1122 7.24 -1.2364
-1.4559 -0.0593 7.25 -0.775
-1.462 -0.1304 7.26 -0.2669
-1.715 -0.0546 7.27 0.047
-1.8747 0.1248 7.28 0.0979
-1.8289 0.4346 7.29 -0.1483
-1.8136 0.696 7.3 -0.5365
-2.0743 1.1066 7.31 -1.1842
-2.0053 1.3554 7.32 -1.4249
-2.2475 1.9408 7.33 -1.8097
-1.9877 2.1255 7.34 -1.6339
-2.2671 2.0137 7.35 -1.4243
-1.9183 1.9564 7.36 -1.0079
-1.8937 2.1529 7.37 -0.4954
-1.9265 1.741 7.38 -0.0351
-1.7423 1.4164 7.39 0.1984
-1.6692 1.142 7.4 0.1836
-1.531 0.7362 7.41 -0.1004
-1.3417 0.5189 7.42 -0.56
-1.1079 0.3481 7.43 -1.137
-0.9689 0.3335 7.44 -1.4068
-0.6808 0.3941 7.45 -1.6088
-0.3755 0.6123 7.46 -1.4198
-0.1488 0.9229 7.47 -1.1459
0.1179 1.1004 7.48 -0.5902
0.3734 1.4985 7.49 -0.0304
0.5888 1.8646 7.5 0.3902
0.7976 2.1466 7.51 0.5753
0.9688 2.4994 7.52 0.4492
1.1833 2.5219 7.53 0.1516
1.442 2.4654 7.54 -0.3384
1.5823 2.1334 7.55 -0.8356
1.5976 2.0934 7.56 -1.152
1.698 1.6379 7.57 -1.0816
1.7045 1.3415 7.58 -1.0001
1.6805 1.0392 7.59 -0.5448
1.9315 0.6793 7.6 0.064
1.5937 0.5815 7.61 0.5903
1.6778 0.5449 7.62 1.0135
1.5027 0.6196 7.63 1.0634
1.3006 0.8366 7.64 0.8265
1.2544 1.0515 7.65 0.4879
0.9034 1.4525 7.66 0.0488
0.8526 1.8601 7.67 -0.4066
0.5013 2.123 7.68 -0.6621
0.3285 2.5912 7.69 -0.6176
0.0796 2.5467 7.7 -0.2817
-0.1451 2.6221 7.71 0.2132
-0.4095 2.2686 7.72 0.8088
-0.5837 2.4207 7.73 1.3122
-0.8458 1.7959 7.74 1.6006
-1.0835 1.4858 7.75 1.5951
-1.1801 1.3845 7.76 1.361
-1.2748 0.9896 7.77 0.9404
-1.2897 0.7606 7.78 0.4286
-1.5572 0.4899 7.79 0.0783
-1.6463 0.4895 7.8 -0.077
-1.6763 0.5821 7.81 0.0288
-1.4853 0.7202 7.82 0.4007
-1.3576 0.9803 7.83 0.9246
-1.4034 1.3486 7.84 1.3643
-1.157 1.8901 7.85 2.0091
-1.2009 1.9052 7.86 2.1353
-0.9774 2.0524 7.87 2.2912
-0.8036 2.5221 7.88 1.8726
-0.5297 2.166 7.89 1.207
-0.3365 2.3568 7.9 0.8635
-0.0806 1.898 7.91 0.4836
0.163 1.6424 7.92 0.348
0.414 1.4382 7.93 0.6205
0.6801 1.1035 7.94 0.9464
0.8933 0.7055 7.95 1.5462
1.2381 0.4386 7.96 2.1134
1.5044 0.2852 7.97 2.4429
1.5598 0.2928 7.98 2.7239
1.871 0.3516 7.99 2.5007
1.79 0.6357 8.0 1.8394
2.1765 0.8568 8.01 1.5548
2.0128 1.304 8.02 1.0901
2.3657 1.5203 8.03 0.714
2.2268 1.7507 8.04 0.631
2.492 2.145 8.05 1.0332
2.3648 2.1924 8.06 1.4368
2.1795 1.8932 8.07 2.09
2.4577 1.8191 8.08 2.5383
2.3688 1.515 8.09 2.4294
2.0539 1.4048 8.1 2.4485
1.8119 0.9984 8.11 2.5824
1.9658 0.5446 8.12 2.0951
1.7893 0.2583 8.13 1.489
1.5722 0.0559 8.14 0.9101
1.3329 -0.074 8.15 0.698
1.1513 -0.082 8.16 0.858
1.01 0.0422 8.17 1.1787
0.8982 0.28 8.18 1.4264
0.9026 0.5791 8.19 1.9783
0.7115 0.9377 8.2 2.6987
0.6313 1.2633 8.21 2.604
0.5127 1.3266 8.22 2.7762
0.3893 1.6799 8.23 2.3522
0.3384 1.6808 8.24 1.7732
0.2859 1.7931 8.25 1.1207
0.247 1.5933 8.26 0.7365
0.2589 1.1651 8.27 0.5556
0.2695 0.7997 8.28 0.7279
0.3004 0.4655 8.29 1.045
0.3389 0.1291 8.3 1.4089
0.3301 -0.1632 8.31 2.1503
0.4108 -0.393 8.32 2.4212
0.4392 -0.4733 8.33 2.3098
0.5274 -0.4895 8.34 2.3719
0.6571 -0.3208 8.35 1.7073
0.7235 -0.0904 8.36 1.2385
0.6605 0.1994 8.37 0.7306
0.7224 0.525 8.38 0.3379
0.8711 0.9247 8.39 0.2299
0.8713 1.1801 8.4 0.4281
0.9217 1.201 8.41 0.7873
0.9411 1.3821 8.42 1.2021
1.043 1.2186 8.43 1.8335
0.9607 1.0014 8.44 2.0017
1.0264 0.7478 8.45 2.0214
1.0085 0.4737 8.46 1.7194
0.9736 0.0762 8.47 1.1689
0.8813 -0.2426 8.48 0.5929
0.8118 -0.5427 8.49 0.1277
0.8265 -0.6848 8.5 -0.1782
0.7532 -0.8567 8.51 -0.1839
0.6441 -0.7459 8.52 0.0971
0.5425 -0.5469 8.53 0.5292
0.5548 -0.3067 8.54 1.0855
0.4347 -0.0211 8.55 1.4515
0.408 0.3359 8.56 1.6889
0.4123 0.5737 8.57 1.5893
0.4027 0.9006 8.58 1.0475
0.3253 1.0655 8.59 0.5876
0.316 1.1011 8.6 0.0219
0.3707 0.9984 8.61 -0.4303
0.36 0.7708 8.62 -0.6085
0.4334 0.5064 8.63 -0.543
0.5085 0.1579 8.64 -0.1628
0.4873 -0.1798 8.65 0.2797
0.5533 -0.4715 8.66 0.8039
0.7182 -0.7507 8.67 1.1726
0.7495 -0.9151 8.68 1.2675
0.8415 -0.9796 8.69 1.0648
0.934 -0.9177 8.7 0.5924
1.041 -0.7027 8.71 0.0759
1.1884 -0.3951 8.72 -0.4701
1.1793 -0.096 8.73 -0.7628
1.3682 0.2575 8.74 -0.8446
1.4161 0.6293 8.75 -0.6728
1.3416 0.8561 8.76 -0.2852
1.5036 1.0469 8.77 0.1953
1.599 0.9805 8.78 0.682
1.5871 0.909 8.79 0.8898
1.567 0.6798 8.8 0.9833
1.4654 0.4501 8.81 0.7999
1.3673 0.071 8.82 0.3065
1.2458 -0.266 8.83 -0.2359
1.0784 -0.63 8.84 -0.7174
0.9815 -0.877 8.85 -1.0201
0.9087 -0.9863 8.86 -1.0362
0.7415 -0.9599 8.87 -0.7189
0.4809 -0.902 8.88 -0.2042
0.2919 -0.6054 8.89 0.3323
0.091 -0.3327 8.9 0.8068
-0.1505 0.049 8.91 1.0724
-0.3757 0.3657 8.92 1.0036
-0.6471 0.7375 8.93 0.6306
-0.8535 0.9691 8.94 0.1915
-1.0582 1.0066 8.95 -0.322
-1.3016 1.2098 8.96 -0.6862
-1.3993 0.9709 8.97 -0.8109
-1.585 0.853 8.98 -0.7549
-1.6869 0.5265 8.99 -0.4339
-1.7201 0.1633 9.0 0.1258
-1.9193 -0.1485 9.01 0.676
-2.0013 -0.4446 9.02 0.9615
-1.9313 -0.6001 9.03 1.1152
-2.235 -0.669 9.04 1.0431
-2.1848 -0.6497 9.05 0.7547
-1.8989 -0.6204 9.06 0.2917
-1.7703 -0.3209 9.07 -0.219
-1.6558 0.0002 9.08 -0.5572
-1.5322 0.402 9.09 -0.611
-1.5457 0.7893 9.1 -0.3739
-1.2196 1.0624 9.11 0.0788
-1.0805 1.3491 9.12 0.5786
-0.8464 1.526 9.13 1.1237
-0.5434 1.4163 9.14 1.5063
-0.3201 1.2838 9.15 1.6342
-0.0907 1.0049 9.16 1.4997
0.1298 0.7759 9.17 0.9624
0.326 0.4737 9.18 0.5389
0.5155 0.1219 9.19 0.0835
0.7795 -0.133 9.2 -0.1487
0.9339 -0.3545 9.21 -0.1267
1.0276 -0.3803 9.22 0.159
1.1498 -0.3235 9.23 0.6303
1.1322 -0.171 9.24 1.1996
1.3398 0.0979 9.25 1.6929
1.2617 0.4535 9.26 2.199
1.1274 0.7563 9.27 2.1746
1.0792 1.1226 9.28 1.6478
1.1323 1.5801 9.29 1.2454
0.8789 1.8137 9.3 0.8644
0.8625 1.7974 9.31 0.3835
0.6464 1.85 9.32 0.2647
0.4311 1.5706 9.33 0.3631
0.1815 1.4864 9.34 0.7503
-0.0632 1.0892 9.35 1.2594
-0.2943 0.7309 9.36 1.699
-0.5377 0.4384 9.37 2.383
-0.8511 0.2007 9.38 2.3847
-1.1017 0.0437 9.39 2.1933
-1.362 -0.0047 9.4 2.1458
-1.6986 0.0639 9.41 1.5098
-1.7095 0.2572 9.42 1.0136
-1.9632 0.5449 9.43 0.7399
-2.3832 0.806 9.44 0.6457
-2.3669 1.1908 9.45 0.899
-2.2828 1.5928 9.46 1.2068
-2.3728 1.7726 9.47 1.6138
-2.4265 2.2226 9.48 2.361
-2.6664 2.1137 9.49 2.7855
-2.465 1.9987 9.5 2.9303
-2.767 1.9426 9.51 2.3017
-2.7101 1.828 9.52 2.1919
-2.4283 1.5025 9.53 1.7734
-2.6091 1.02 9.54 1.0709
-2.1945 0.8143 9.55 0.8646
-1.994 0.5218 9.56 0.9314
-2.0875 0.3446 9.57 1.0529
-1.6422 0.3108 9.58 1.5237
-1.6936 0.4057 9.59 2.295
-1.3721 0.5976 9.6 2.7526
-1.1237 0.8582 9.61 2.5442
-1.1241 1.1785 9.62 2.9315
-0.8596 1.6115 9.63 2.4922
-0.7009 1.8389 9.64 1.829
-0.5019 2.2204 9.65 1.545
-0.3355 2.1754 9.66 0.9647
-0.214 2.5084 9.67 0.855
-0.1016 2.187 9.68 0.8263
-0.0135 2.2975 9.69 1.1597
0.0659 1.8089 9.7 1.8076
0.1105 1.7334 9.71 2.3084
0.1567 1.1518 9.72 2.7525
0.1658 0.9849 9.73 2.6076
0.1417 0.6359 9.74 2.8205
0.1134 0.5692 9.75 2.0191
0.0725 0.5053 9.76 1.7836
0.0191 0.5707 9.77 1.0789
-0.0455 0.8632 9.78 0.658
-0.1212 1.1294 9.79 0.5139
-0.2209 1.4234 9.8 0.7183
-0.3016 1.8096 9.81 0.9705
-0.3667 2.182 9.82 1.611
-0.4742 2.3525 9.83 1.9429
-0.5986 2.4643 9.84 2.2937
-0.5864 2.6639 9.85 2.1136
-0.6618 2.403 9.86 2.2959
-0.8019 2.1803 9.87 1.7295
-0.8315 1.7701 9.88 0.9777
-0.8288 1.497 9.89 0.4947
-0.8312 1.1476 9.9 0.1966
-0.8462 0.832 9.91 0.109
-0.8953 0.6528 9.92 0.3161
-0.8136 0.4552 9.93 0.7168
-0.7604 0.5063 9.94 1.1563
-0.7598 0.6011 9.95 1.5873
-0.7451 0.7211 9.96 1.8659
-0.6396 1.0562 9.97 1.8785
-0.5818 1.4194 9.98 1.4521
-0.5948 1.7986 9.99 0.9644
-0.4678 2.1901 10.0 0.3639
-0.4831 2.3502 10.01 -0.1106
-0.4003 2.5223 10.02 -0.4267
-0.3734 2.3439 10.03 -0.4099
-0.32 2.0801 10.04 -0.1624
-0.266 1.9658 10.05 0.2617
-0.2118 1.7128 10.06 0.6945
-0.2246 1.3049 10.07 1.2438
-0.2209 0.9719 10.08 1.1858
-0.2232 0.5267 10.09 1.2363
-0.219 0.3339 10.1 0.7088
-0.2646 0.1936 10.11 0.2167
-0.2831 0.2119 10.12 -0.3696
-0.2973 0.306 10.13 -0.7793
-0.3535 0.483 10.14 -0.9885
-0.4678 0.7755 10.15 -0.8768
-0.4426 1.0377 10.16 -0.5605
-0.593 1.582 10.17 -0.0854
-0.587 1.6165 10.18 0.3632
-0.6169 1.7682 10.19 0.75
-0.6628 1.8528 10.2 0.7778
-0.806 2.0437 10.21 0.5166
-0.7407 1.8672 10.22 0.1257
-0.8234 1.6047 10.23 -0.3864
-0.8016 1.1722 10.24 -0.8705
-0.7549 0.7631 10.25 -1.2695
-0.788 0.362 10.26 -1.5174
-0.6597 0.0768 10.27 -1.3135
-0.6209 -0.1481 10.28 -0.8124
-0.5194 -0.2825 10.29 -0.3335
-0.3314 -0.2689 10.3 0.1351
-0.2089 -0.1453 10.31 0.4307
-0.0802 0.0817 10.32 0.4103
0.0872 0.3586 10.33 0.1162
0.2823 0.6215 10.34 -0.3293
0.4701 0.9402 10.35 -0.8797
0.6793 1.2916 10.36 -1.3333
0.8927 1.4292 10.37 -1.675
1.0877 1.3881 10.38 -1.6514
1.2451 1.227 10.39 -1.3559
1.3195 1.1023 10.4 -0.8526
1.4416 0.7639 10.41 -0.3703
1.7404 0.5155 10.42 0.0762
1.8819 0.0998 10.43 0.2977
2.0225 -0.2853 10.44 0.2156
1.9766 -0.6332 10.45 -0.115
2.2697 -0.7876 10.46 -0.6685
2.0432 -0.8882 10.47 -1.0599
2.2362 -0.8357 10.48 -1.531
2.1665 -0.7964 10.49 -1.7517
2.1708 -0.5304 10.5 -1.4788
2.0778 -0.2072 10.51 -1.2157
2.1012 0.1166 10.52 -0.6327
1.9602 0.3856 10.53 -0.1796
1.6516 0.641 10.54 0.206
1.5494 0.793 10.55 0.357
1.4144 0.8203 10.56 0.2361
1.1359 0.6289 10.57 -0.1547
0.8515 0.4781 10.58 -0.6609
0.7449 0.1642 10.59 -1.0336
0.475 -0.1984 10.6 -1.5066
0.2353 -0.657 10.61 -1.5414
0.0322 -1.0369 10.62 -1.2164
-0.1784 -1.2383 10.63 -0.8245
-0.3325 -1.3572 10.64 -0.3213
-0.5294 -1.5699 10.65 0.1887
-0.7194 -1.3368 10.66 0.5839
-0.8814 -1.2969 10.67 0.5823
-0.861 -1.161 10.68 0.3585
-1.0436 -0.712 10.69 -0.0201
-0.9925 -0.4834 10.7 -0.5632
-1.0962 -0.1744 10.71 -1.0417
-0.9325 0.0585 10.72 -1.2834
-0.8417 0.1656 10.73 -1.1552
-0.8129 0.1909 10.74 -0.8759
-0.7592 0.0562 10.75 -0.3618
-0.5737 -0.1846 10.76 0.2142
-0.361 -0.4843 10.77 0.6808
-0.1444 -0.8722 10.78 0.8519
0.0964 -1.3463 10.79 0.8921
0.3393 -1.4398 10.8 0.6132
0.6298 -1.9431 10.81 0.1825
0.8147 -1.9117 10.82 -0.3222
1.1272 -2.0755 10.83 -0.7201
1.4505 -1.9087 10.84 -0.8499
1.6942 -1.6641 10.85 -0.6824
1.9624 -1.6667 10.86 -0.3787
2.2111 -1.314 10.87 0.176
2.2328 -0.9336 10.88 0.8007
2.4106 -0.6545 10.89 1.2604
2.6298 -0.3663 10.9 1.2606
2.9155 -0.3025 10.91 1.3117
3.0349 -0.2676 10.92 0.9214
2.8789 -0.4145 10.93 0.366
3.0457 -0.6268 10.94 -0.1091
2.7466 -0.9553 10.95 -0.4623
2.6609 -1.3742 10.96 -0.5391
2.7708 -1.7897 10.97 -0.2973
2.5105 -1.8932 10.98 0.1034
2.2724 -2.2979 10.99 0.694
2.2018 -2.1818 11.0 1.2071
2.0483 -2.5248 11.01 1.5528
2.0479 -2.3514 11.02 1.445
1.6869 -2.054 11.03 1.3958
1.4963 -1.6668 11.04 0.9612
1.3459 -1.4481 11.05 0.4152
1.0254 -1.02 11.06 -0.031
0.7581 -0.824 11.07 -0.3278
0.4893 -0.6193 11.08 -0.344
0.3443 -0.4947 11.09 -0.0562
0.1183 -0.5118 11.1 0.3922
-0.0619 -0.642 11.11 1.0094
-0.2154 -0.9189 11.12 1.4504
-0.3678 -1.3421 11.13 1.6627
-0.4758 -1.5104 11.14 1.5636
-0.6025 -1.7525 11.15 1.3769
-0.5851 -2.252 11.16 0.7766
-0.7342 -2.5267 11.17 0.2726
-0.749 -2.302 11.18 -0.1604
-0.7504 -2.4726 11.19 -0.3439
-0.6384 -2.4859 11.2 -0.303
-0.5954 -2.3364 11.21 0.0111
-0.5095 -1.8412 11.22 0.4845
-0.4874 -1.5984 11.23 1.058
-0.3436 -1.1712 11.24 1.2459
-0.249 -0.8894 11.25 1.4885
-0.1349 -0.6814 11.26 1.4692
-0.0239 -0.5702 11.27 1.0022
0.097 -0.5568 11.28 0.5058
0.2017 -0.7292 11.29 -0.0734
0.3125 -0.9798 11.3 -0.4736
0.4019 -1.3867 11.31 -0.6552
0.5028 -1.4541 11.32 -0.4692
0.5794 -2.1221 11.33 -0.1428
0.6759 -2.2369 11.34 0.3691
0.6585 -2.2075 11.35 0.742
0.751 -2.6572 11.36 1.1288
0.7977 -2.355 11.37 1.0566
0.8594 -2.2696 11.38 1.0071
0.7448 -1.9725 11.39 0.4429
0.7401 -1.7433 11.4 -0.1036
0.7792 -1.2282 11.41 -0.6047
0.6584 -0.9078 11.42 -1.055
0.6073 -0.5954 11.43 -0.99
0.5243 -0.3988 11.44 -0.9123
0.4831 -0.3498 11.45 -0.4661
0.3467 -0.3409 11.46 0.0412
0.2671 -0.5576 11.47 0.4855
0.2283 -0.7854 11.48 0.6962
0.1393 -1.1384 11.49 0.5757
0.0604 -1.4548 11.5 0.3114
-0.0096 -1.802 11.51 -0.227
-0.0625 -2.142 11.52 -0.7778
-0.1284 -2.1032 11.53 -1.2999
-0.1586 -2.258 11.54 -1.46
-0.1907 -1.8927 11.55 -1.6845
-0.1914 -1.8121 11.56 -1.3816
-0.2311 -1.4728 11.57 -0.7625
-0.2 -1.1733 11.58 -0.3332
-0.2184 -0.7748 11.59 0.0035
-0.1657 -0.5521 11.6 0.1456
-0.1636 -0.2161 11.61 -0.0027
-0.1341 -0.0383 11.62 -0.4336
-0.107 0.029 11.63 -0.9752
-0.0644 -0.0263 11.64 -1.3732
-0.0389 -0.1999 11.65 -1.8199
-0.0087 -0.4856 11.66 -2.3225
0.0099 -0.8357 11.67 -2.0394
0.0238 -1.1563 11.68 -1.8516
0.0255 -1.3732 11.69 -1.23
0.012 -1.535 11.7 -0.7326
-0.0105 -1.5793 11.71 -0.4257
-0.0442 -1.6022 11.72 -0.3539
-0.1105 -1.6468 11.73 -0.5358
-0.1695 -1.5668 11.74 -1.0615
-0.2523 -1.0283 11.75 -1.5561
-0.3389 -0.8157 11.76 -1.9949
-0.4507 -0.3583 11.77 -2.6865
-0.5755 -0.0461 11.78 -2.7455
-0.6638 0.2027 11.79 -2.1321
-0.929 0.3676 11.8 -1.7865
-1.0113 0.3883 11.81 -1.3873
-1.2007 0.3502 11.82 -0.9774
-1.2255 0.1735 11.83 -0.7031
-1.3386 -0.1166 11.84 -0.8064
-1.4709 -0.4004 11.85 -1.1443
-1.6898 -0.7571 11.86 -1.3795
-2.0607 -0.9478 11.87 -1.9108
-1.957 -1.3486 11.88 -2.762
-2.0316 -1.4934 11.89 -2.965
-2.3211 -1.4095 11.9 -3.0012
-2.3294 -1.2814 11.91 -2.3487
-2.231 -0.9341 11.92 -1.8599
-2.1028 -0.6336 11.93 -1.6262
-2.0359 -0.2957 11.94 -1.1069
-2.035 0.0375 11.95 -0.7985
-2.1775 0.3877 11.96 -0.8653
-1.9112 0.5976 11.97 -1.1779
-1.9407 0.7426 11.98 -1.7545
-1.6748 0.8169 11.99 -2.2802
-1.6488 0.5989 12.0 -2.8103
-1.2448 0.4871 12.01 -2.9112
-1.1695 0.1601 12.02 -2.8264
-0.9658 -0.1658 12.03 -2.3807
-0.7105 -0.5205 12.04 -1.7233
-0.5371 -0.8457 12.05 -1.1895
-0.3356 -0.9087 12.06 -0.993
-0.1085 -1.2037 12.07 -0.8492
0.0981 -1.0567 12.08 -0.8329
0.25 -0.9584 12.09 -1.4146
0.458 -0.6444 12.1 -1.7542
0.5421 -0.344 12.11 -2.482
0.6422 -0.0166 12.12 -2.6294
0.749 0.3633 12.13 -2.4675
0.8238 0.5988 12.14 -2.6443
0.9705 0.8337 12.15 -1.8605
0.9517 0.9113 12.16 -1.3874
0.8065 1.0146 12.17 -0.8178
0.8091 0.7949 12.18 -0.5784
0.7392 0.5658 12.19 -0.4555
0.5453 0.2354 12.2 -0.7338
0.4214 -0.0881 12.21 -1.1625
0.2224 -0.4172 12.22 -1.6497
0.0099 -0.7168 12.23 -2.1744
-0.1978 -0.8349 12.24 -2.3506
-0.4257 -1.0003 12.25 -2.444
-0.7008 -1.0409 12.26 -1.8328
-0.965 -0.7893 12.27 -1.3761
-1.2486 -0.5646 12.28 -0.8592
-1.5738 -0.2293 12.29 -0.3741
-1.5909 0.1094 12.3 -0.1008
-1.9459 0.4399 12.31 -0.1056
-1.9174 0.681 12.32 -0.3843
-2.5035 0.9241 12.33 -0.9136
-2.5331 0.9794 12.34 -1.3874
-2.4897 0.9334 12.35 -1.6425
-2.6479 0.7443 12.36 -1.7373
-2.4714 0.5181 12.37 -1.7831
-2.7646 0.165 12.38 -1.1787
-3.0194 -0.1853 12.39 -0.7218
-2.5977 -0.585 12.4 -0.2031
-2.4895 -0.773 12.41 0.2268
-2.5857 -1.1107 12.42 0.4003
-2.5703 -0.9899 12.43 0.2642
-2.3166 -1.0044 12.44 -0.077
-1.8801 -0.8168 12.45 -0.6141
-1.8329 -0.6128 12.46 -1.1087
-1.4564 -0.306 12.47 -1.212
-1.3174 0.0167 12.48 -1.312
-1.0028 0.3335 12.49 -1.2989
-0.7701 0.6388 12.5 -0.8065
-0.5897 0.7837 12.51 -0.1704
-0.3141 0.8002 12.52 0.3249
-0.0406 0.7023 12.53 0.6305
0.2134 0.5238 12.54 0.7397
0.4518 0.2333 12.55 0.5293
0.6906 -0.1354 12.56 0.1335
0.8353 -0.5023 12.57 -0.3855
1.0212 -0.8315 12.58 -0.8904
1.0213 -1.0991 12.59 -1.1242
1.3094 -1.2253 12.6 -1.0714
1.3067 -1.3268 12.61 -0.7321
1.2952 -1.2096 12.62 -0.284
1.2348 -1.1017 12.63 0.2344
1.2817 -0.8514 12.64 0.6497
1.3642 -0.5143 12.65 0.8956
1.2992 -0.2235 12.66 0.9056
1.2291 0.0682 12.67 0.6266
0.988 0.2982 12.68 0.1418
0.8466 0.4677 12.69 -0.3615
0.7619 0.4828 12.7 -0.7787
0.6411 0.3152 12.71 -1.0102
0.4973 0.1326 12.72 -0.9805
0.2933 -0.1886 12.73 -0.5308
0.1729 -0.555 12.74 -0.0665
0.0144 -0.9344 12.75 0.4454
-0.1234 -1.3521 12.76 0.8219
-0.244 -1.5043 12.77 1.0557
-0.3753 -1.7724 12.78 0.8179
-0.4349 -1.7018 12.79 0.4463
-0.5624 -1.5001 12.8 -0.053
-0.6603 -1.5057 12.81 -0.5723
-0.6336 -1.3096 12.82 -0.9108
-0.6775 -0.953 12.83 -1.1776
-0.6449 -0.5535 12.84 -0.8692
-0.663 -0.255 12.85 -0.5738
-0.6226 -0.0533 12.86 -0.0416
-0.634 0.051 12.87 0.4256
-0.554 0.0498 12.88 0.7793
-0.4107 -0.0753 12.89 0.718
-0.3145 -0.293 12.9 0.5056
-0.264 -0.6138 12.91 0.0852
-0.1538 -1.1035 12.92 -0.5143
-0.0313 -1.4056 12.93 -1.0199
0.0711 -1.6604 12.94 -1.4112
0.1729 -2.1065 12.95 -1.4356
0.2888 -2.0656 12.96 -1.2069
0.3953 -2.308 12.97 -0.6921
0.4645 -1.9486 12.98 -0.2174
0.5145 -1.6917 12.99 0.194
0.6634 -1.6224 13.0 0.418
0.668 -1.1944 13.01 0.3401
0.7898 -0.9051 13.02 0.0563
0.7759 -0.5485 13.03 -0.4407
0.7832 -0.3595 13.04 -1.0696
0.8164 -0.2853 13.05 -1.5604
0.8229 -0.2994 13.06 -1.57
0.7192 -0.5057 13.07 -1.6158
0.8229 -0.7579 13.08 -1.5557
0.6983 -1.0852 13.09 -0.8897
0.7647 -1.5179 13.1 -0.4348
0.7251 -1.8093 13.11 -0.1243
0.6547 -2.0743 13.12 0.0219
0.6725 -2.48 13.13 -0.1283
0.6489 -2.3335 13.14 -0.5027
0.6927 -2.6142 13.15 -1.1365
0.5977 -2.3577 13.16 -1.6751
0.685 -2.045 13.17 -1.8961
0.6535 -1.6846 13.18 -2.2336
0.6846 -1.2609 13.19 -1.9121
0.7242 -1.0766 13.2 -1.8531
0.7488 -0.8504 13.21 -1.1797
0.8206 -0.583 13.22 -0.8111
0.8259 -0.5301 13.23 -0.4396
0.9111 -0.5757 13.24 -0.3679
1.0624 -0.7428 13.25 -0.6216
1.3143 -0.8578 13.26 -0.9938
1.2733 -1.3001 13.27 -1.5897
1.376 -1.6894 13.28 -2.2699
1.5864 -2.1435 13.29 -2.2448
1.6812 -2.2032 13.3 -2.7581
1.8813 -2.4273 13.31 -2.0875
1.6802 -2.6902 13.32 -1.6981
2.0584 -2.4858 13.33 -1.3252
2.0703 -2.1715 13.34 -0.8668
2.0905 -1.9171 13.35 -0.6843
1.9153 -1.7635 13.36 -0.6433
1.945 -1.2414 13.37 -0.9407
2.2082 -0.9712 13.38 -1.3071
1.8772 -0.8146 13.39 -1.8455
