#y1 y2 time y6 y4 y3 y5
-1.9212 0.9938 3.92 -0.8799 1.1904 0.7474 -1.6957
-1.9233 1.2102 3.93 -0.6542 0.9982 0.718 -1.5147
-2.0181 1.1618 3.94 -0.4799 0.844 0.4517 -1.3678
-1.8871 1.3039 3.95 -0.1473 0.5184 0.1773 -1.1027
-1.584 1.5679 3.96 0.1528 0.0969 -0.0803 -0.7015
-1.3732 1.6944 3.97 0.5041 -0.2505 -0.2404 -0.3832
-1.4364 1.6376 3.98 0.8236 -0.519 -0.2305 -0.0867
-1.1568 1.8202 3.99 1.088 -0.6209 -0.1288 0.2084
-1.1355 2.0856 4.0 1.24 -0.5386 0.1655 0.4406
-1.0975 2.0636 4.01 1.6907 -0.2856 0.5467 0.5964
-0.9571 1.8902 4.02 1.7317 0.0934 1.0285 0.5901
-0.7655 2.1478 4.03 1.868 0.4783 1.5538 0.63
-0.7066 2.1475 4.04 1.8569 1.0154 2.0116 0.4377
-0.6525 2.0 4.05 1.7959 1.3906 2.4938 0.2282
-0.6055 1.8413 4.06 1.7722 1.5903 2.7135 -0.0283
-0.5476 2.0264 4.07 1.668 1.7393 2.4814 -0.2815
-0.4429 1.8957 4.08 1.8227 1.5284 2.1501 -0.5697
-0.4417 1.6374 4.09 1.4559 1.1943 1.7435 -0.8016
-0.4663 1.5141 4.1 1.367 0.7968 1.343 -0.8613
-0.4469 1.3495 4.11 1.3882 0.3941 0.8299 -0.9216
-0.4394 1.2313 4.12 1.2176 0.0419 0.3393 -0.9964
-0.4714 0.9685 4.13 1.0548 -0.2012 -0.0655 -0.8386
-0.4288 0.7561 4.14 1.003 -0.3581 -0.3463 -0.5741
-0.4743 0.5834 4.15 0.8946 -0.2938 -0.4808 -0.3418
-0.5516 0.3429 4.16 0.918 -0.0515 -0.4299 0.0207
-0.6182 0.159 4.17 1.0857 0.3018 -0.3174 0.3738
-0.6273 -0.0299 4.18 1.142 0.6652 -0.1321 0.648
-0.7375 -0.2323 4.19 1.1156 1.028 0.1 1.0237
-0.8363 -0.4216 4.2 1.3122 1.3147 0.2491 1.2503
-0.8017 -0.5864 4.21 1.5025 1.5967 0.3199 1.1808
-0.9681 -0.6657 4.22 1.4616 1.7318 0.3058 1.312
-0.9132 -0.8225 4.23 1.524 1.5466 0.0936 1.1199
-1.098 -0.9374 4.24 1.6538 1.0646 -0.2096 1.1451
-1.1766 -1.0249 4.25 1.6822 0.6883 -0.5923 0.8507
-1.0912 -1.0446 4.26 1.8923 0.2565 -0.9722 0.5828
-1.2474 -1.1104 4.27 1.9283 -0.1639 -1.4545 0.2384
-1.3184 -1.2017 4.28 1.7531 -0.3982 -1.5063 -0.0287
-1.4474 -1.1225 4.29 1.6127 -0.5318 -1.563 -0.2414
-1.5055 -1.0502 4.3 1.3284 -0.5039 -1.643 -0.401
-1.4031 -0.9218 4.31 1.196 -0.3504 -1.358 -0.5011
-1.6254 -0.9032 4.32 0.8004 -0.0089 -0.9643 -0.425
-1.4256 -0.8802 4.33 0.5202 0.353 -0.419 -0.3529
-1.5742 -0.653 4.34 0.2522 0.6603 0.1688 -0.1306
-1.5957 -0.5053 4.35 -0.0241 1.0131 0.6533 0.1332
-1.5544 -0.3247 4.36 -0.2736 1.2119 1.1465 0.4122
-1.5122 -0.139 4.37 -0.5489 1.1203 1.4488 0.745
-1.4 0.0752 4.38 -0.7185 0.8523 1.3471 1.1109
-1.2563 0.2682 4.39 -0.8104 0.5122 1.4037 1.1643
-1.3479 0.4624 4.4 -0.9467 0.0863 1.2002 1.316
-1.1434 0.7022 4.41 -0.8195 -0.3567 0.8489 1.5373
-1.2063 0.8761 4.42 -0.7257 -0.7618 0.4094 1.3904
-1.0841 1.0529 4.43 -0.6141 -1.0288 0.069 1.3637
-0.931 1.4064 4.44 -0.3892 -1.3337 -0.2341 1.1057
-0.8461 1.4078 4.45 -0.1248 -1.1741 -0.3889 0.807
-0.7047 1.5452 4.46 0.2085 -1.079 -0.429 0.4871
-0.5148 1.7378 4.47 0.6069 -0.7076 -0.3218 0.1405
-0.3839 1.771 4.48 1.0068 -0.3497 -0.1321 -0.1719
-0.2348 2.0705 4.49 1.3884 -0.0037 0.0983 -0.4652
-0.0948 2.2226 4.5 1.5614 0.2627 0.2956 -0.6296
0.0555 2.0314 4.51 1.9089 0.3796 0.4166 -0.7744
0.2106 2.0433 4.52 2.1383 0.3229 0.4851 -0.7891
0.3453 2.0805 4.53 2.6197 0.0688 0.3494 -0.6402
0.5575 2.2737 4.54 2.7048 -0.2809 0.0357 -0.4133
0.5887 2.0256 4.55 2.6059 -0.7041 -0.3948 -0.2051
0.8299 2.235 4.56 2.5817 -1.3529 -0.8807 0.0578
0.8544 2.3607 4.57 2.8183 -1.5685 -1.351 0.3082
1.0712 1.9657 4.58 2.3705 -1.823 -2.0923 0.6342
1.1923 1.8472 4.59 2.3302 -1.9888 -2.2267 0.7103
1.4054 2.0317 4.6 2.2444 -1.8295 -2.4702 0.8638
1.5006 1.7787 4.61 1.8794 -1.8531 -2.4316 0.9014
1.5579 1.5383 4.62 1.4559 -1.5794 -2.2346 0.7199
1.4328 1.5276 4.63 1.251 -1.0599 -2.3241 0.5571
1.7528 1.3984 4.64 0.9049 -0.7596 -1.7379 0.3665
1.6597 1.3049 4.65 0.7194 -0.4941 -1.1088 0.0151
1.6417 1.2566 4.66 0.4484 -0.3545 -0.6799 -0.3633
1.6787 1.1718 4.67 0.227 -0.4874 -0.3695 -0.7614
1.6506 1.1699 4.68 0.0739 -0.714 -0.0759 -1.028
1.729 1.0608 4.69 -0.0317 -0.9588 0.0458 -1.2853
1.6396 1.0667 4.7 -0.0828 -1.553 0.0202 -1.4014
1.7899 0.9955 4.71 -0.0919 -1.8548 -0.1185 -1.5936
1.6296 0.9121 4.72 -0.0566 -2.2986 -0.3666 -1.605
1.6532 0.9459 4.73 0.0105 -2.6715 -0.6764 -1.4295
1.4728 0.8295 4.74 0.1077 -2.7847 -0.835 -1.4106
1.5516 0.8056 4.75 0.2121 -2.3392 -0.9821 -1.2208
1.5895 0.867 4.76 0.3203 -2.2041 -0.9938 -0.8359
1.2955 0.8905 4.77 0.3919 -2.0846 -0.7634 -0.6151
1.2711 1.0529 4.78 0.5092 -1.4355 -0.5571 -0.3736
1.3256 0.986 4.79 0.5726 -1.1987 -0.2578 -0.191
1.2304 1.1206 4.8 0.5441 -0.9164 0.1261 -0.132
1.0064 1.1765 4.81 0.5549 -0.8163 0.4595 -0.1387
1.0216 1.2175 4.82 0.5319 -0.8598 0.737 -0.2464
0.8196 1.1903 4.83 0.4586 -0.9531 0.722 -0.465
0.7635 1.3321 4.84 0.3205 -1.2245 0.6839 -0.6472
0.7115 1.2311 4.85 0.1676 -1.8396 0.4758 -0.9444
0.6223 1.2541 4.86 0.0089 -2.3906 0.034 -1.4309
0.6512 1.5206 4.87 -0.1568 -2.3775 -0.5047 -1.7837
0.5701 1.5121 4.88 -0.2828 -2.4717 -1.0227 -2.1653
0.559 1.51 4.89 -0.4195 -2.7964 -1.7039 -2.0917
0.5099 1.436 4.9 -0.5849 -2.5174 -2.2251 -2.4118
0.4615 1.4039 4.91 -0.5521 -2.3284 -2.2884 -2.6584
0.5057 1.4571 4.92 -0.6257 -1.7839 -2.3453 -2.356
0.4922 1.2922 4.93 -0.5945 -1.4833 -2.4196 -2.4706
0.4814 1.183 4.94 -0.4835 -1.1364 -2.3999 -2.1801
0.5495 1.0045 4.95 -0.3173 -0.8367 -2.3 -1.9501
0.5399 1.0441 4.96 -0.1426 -0.6803 -1.6907 -1.6235
0.549 0.8717 4.97 0.0682 -0.6597 -1.2958 -1.4107
0.6817 0.7961 4.98 0.3141 -0.8007 -1.2064 -1.033
0.7471 0.5852 4.99 0.6136 -1.0442 -0.9557 -1.0071
0.8111 0.491 5.0 0.8323 -1.4004 -0.9582 -0.777
0.9429 0.3077 5.01 1.208 -1.8538 -1.0664 -0.8028
0.8805 0.1424 5.02 1.4374 -2.0518 -1.2843 -0.8893
1.0561 -0.0202 5.03 1.8313 -2.253 -1.4561 -1.1534
1.0838 -0.1937 5.04 1.9841 -2.5204 -1.6201 -1.4311
1.2053 -0.3152 5.05 1.8607 -2.0958 -2.0268 -1.6206
1.3412 -0.4277 5.06 1.9219 -1.7829 -1.8118 -1.9784
1.4445 -0.5967 5.07 1.8938 -1.3008 -1.6852 -2.2994
1.6635 -0.6782 5.08 2.0915 -1.0076 -1.587 -2.6744
1.6903 -0.8759 5.09 1.9093 -0.5611 -1.2744 -2.7684
1.8812 -0.9874 5.1 1.5056 -0.2286 -0.7091 -3.0359
1.9691 -1.0526 5.11 1.2607 -0.0826 -0.1851 -3.0956
2.1215 -1.0174 5.12 0.8385 -0.095 0.285 -2.6941
2.3026 -1.0504 5.13 0.4769 -0.2968 0.6481 -2.686
2.0363 -0.9765 5.14 0.1286 -0.614 0.9484 -2.275
2.2401 -0.9196 5.15 -0.2808 -0.89 1.039 -2.1636
2.3229 -0.8966 5.16 -0.6473 -1.2893 0.9712 -1.7727
2.3583 -0.7718 5.17 -1.0572 -1.488 0.6484 -1.3156
2.5367 -0.6867 5.18 -1.2299 -1.7126 0.181 -1.0859
2.6922 -0.6213 5.19 -1.4738 -1.7474 -0.3108 -0.9621
2.4447 -0.4391 5.2 -1.7847 -1.3835 -0.7233 -0.7873
2.7348 -0.3036 5.21 -1.9576 -1.2134 -1.1504 -0.7921
2.6392 -0.1189 5.22 -1.7758 -0.7508 -1.5042 -0.8382
2.6597 0.0715 5.23 -2.0637 -0.2551 -1.5492 -1.033
2.6565 0.2867 5.24 -1.7115 0.1401 -1.8152 -1.1843
2.4725 0.5007 5.25 -1.581 0.4233 -1.6953 -1.2898
2.4657 0.7452 5.26 -1.4147 0.5646 -1.2477 -1.6109
2.428 0.8405 5.27 -1.3678 0.5881 -1.1741 -1.8988
2.4302 1.0757 5.28 -1.0643 0.3245 -0.8875 -2.0114
2.2184 1.2623 5.29 -0.8342 0.0239 -0.6493 -2.1865
1.9848 1.6173 5.3 -0.5282 -0.3273 -0.6554 -2.5261
2.1642 1.5997 5.31 -0.3169 -0.7698 -0.7866 -2.1348
2.0578 1.7397 5.32 -0.1163 -0.9186 -1.1092 -2.1062
1.7914 1.9264 5.33 0.0297 -1.204 -1.402 -2.1118
1.5482 2.2471 5.34 0.1297 -1.0595 -1.7919 -1.5302
1.5132 1.972 5.35 0.1793 -1.0121 -2.1699 -1.4239
1.509 2.1512 5.36 0.1973 -0.6234 -2.1147 -1.0811
1.2131 2.0633 5.37 0.1949 -0.2065 -2.4751 -0.6642
1.0657 2.2904 5.38 0.1026 0.2265 -2.5493 -0.3897
1.0745 2.1981 5.39 0.0141 0.5612 -2.0403 -0.1225
0.9326 1.986 5.4 -0.11 0.7967 -1.9021 -0.0014
0.7595 2.2418 5.41 -0.235 0.9348 -1.3147 0.0316
0.6995 1.8657 5.42 -0.3719 0.9935 -0.6086 -0.0278
0.5945 1.9221 5.43 -0.4674 0.7014 -0.046 -0.1906
0.528 1.5796 5.44 -0.5193 0.3196 0.415 -0.4153
0.3707 1.6433 5.45 -0.5973 -0.1048 0.7568 -0.6469
0.3416 1.5262 5.46 -0.6404 -0.4478 0.9357 -0.9216
0.248 1.3362 5.47 -0.6339 -0.8697 1.0426 -1.2615
0.181 0.9492 5.48 -0.6067 -1.0639 0.8289 -1.3545
0.1683 0.7673 5.49 -0.431 -1.0687 0.6711 -1.4485
0.1211 0.6507 5.5 -0.3678 -0.8825 0.3008 -1.6343
0.1036 0.4005 5.51 -0.2338 -0.4969 -0.0153 -1.3839
0.0818 0.181 5.52 -0.0726 -0.1215 -0.2623 -1.3735
0.0905 -0.0167 5.53 0.0761 0.289 -0.446 -1.0533
0.1084 -0.1899 5.54 0.2033 0.5757 -0.4551 -0.8456
0.1245 -0.3561 5.55 0.3647 0.8375 -0.4474 -0.4167
0.1684 -0.5169 5.56 0.3779 0.9712 -0.2256 -0.0979
0.2172 -0.7175 5.57 0.4349 0.7254 0.0461 0.2175
0.2537 -0.7823 5.58 0.4833 0.4715 0.3459 0.5379
0.3589 -0.9486 5.59 0.3612 0.0969 0.5303 0.6462
0.3891 -1.0618 5.6 0.2553 -0.3101 0.6889 0.7502
0.513 -1.1535 5.61 0.0638 -0.7454 0.5994 0.8413
0.5578 -1.1276 5.62 -0.1616 -1.104 0.3989 0.7417
0.5852 -1.331 5.63 -0.4196 -1.4068 0.0688 0.5418
0.7353 -1.2761 5.64 -0.7305 -1.4287 -0.3722 0.24
0.7877 -1.2598 5.65 -1.1013 -1.2246 -0.8197 -0.0299
0.97 -1.107 5.66 -1.5726 -0.9142 -1.2467 -0.332
1.0316 -1.2651 5.67 -1.6471 -0.4672 -1.645 -0.6127
1.1353 -1.0561 5.68 -1.8783 -0.1239 -2.2206 -0.7817
1.0821 -1.171 5.69 -2.2032 0.1845 -1.8938 -0.9109
1.2073 -0.9697 5.7 -2.5538 0.3715 -2.0292 -1.1034
1.1821 -0.8923 5.71 -2.7404 0.3903 -1.8054 -1.0383
1.4201 -0.8077 5.72 -2.8798 0.2267 -1.2144 -0.8828
1.3872 -0.7838 5.73 -2.7526 -0.0866 -0.7469 -0.6664
1.5097 -0.742 5.74 -2.5538 -0.5107 -0.2174 -0.3217
1.4801 -0.6533 5.75 -2.4883 -1.0349 0.2315 -0.0322
1.4227 -0.5417 5.76 -2.4134 -1.4905 0.6008 0.2952
1.2996 -0.519 5.77 -2.0004 -1.6676 0.7857 0.5329
1.3398 -0.5102 5.78 -1.8344 -1.9139 0.8633 0.762
1.5095 -0.4008 5.79 -1.6501 -2.0966 0.7577 0.8649
1.4221 -0.378 5.8 -1.1308 -1.9148 0.5932 0.9703
1.1995 -0.3754 5.81 -0.7772 -1.5767 0.4604 0.8672
1.2289 -0.3914 5.82 -0.4779 -1.2295 0.2215 0.8228
1.1819 -0.4569 5.83 -0.1867 -0.805 0.0841 0.553
1.1694 -0.4425 5.84 0.1098 -0.5493 0.0727 0.2332
1.09 -0.5172 5.85 0.3392 -0.3161 0.1782 -0.0985
0.9031 -0.5869 5.86 0.5332 -0.325 0.4031 -0.4305
0.8609 -0.5852 5.87 0.6419 -0.4951 0.8144 -0.7106
0.708 -0.7321 5.88 0.678 -0.7825 1.2065 -0.9409
0.5409 -0.7488 5.89 0.6134 -1.3118 1.5167 -1.2474
0.444 -0.8638 5.9 0.4903 -1.8408 1.8001 -1.2116
0.3117 -0.8541 5.91 0.4094 -1.9624 2.1025 -1.2011
0.1836 -0.9347 5.92 0.1822 -2.341 2.0982 -1.102
0.0379 -1.1216 5.93 -0.0203 -2.7415 1.9719 -0.9102
-0.0912 -1.2697 5.94 -0.2782 -2.339 1.6953 -0.6703
-0.2013 -1.2193 5.95 -0.5073 -2.4999 1.1366 -0.418
-0.371 -1.2095 5.96 -0.7349 -1.9739 0.5405 -0.1132
-0.4587 -1.3534 5.97 -0.9139 -1.8253 0.024 0.1307
-0.6193 -1.3232 5.98 -1.1455 -1.2889 -0.4692 0.2835
-0.7197 -1.5132 5.99 -1.3483 -1.0939 -0.7555 0.4273
-0.8021 -1.4871 6.0 -1.4473 -0.8661 -1.0253 0.4047
-0.7747 -1.4023 6.01 -1.2914 -0.7852 -0.9577 0.2782
-0.9789 -1.4355 6.02 -1.3427 -1.0198 -0.8878 0.0954
-0.9687 -1.2784 6.03 -1.5052 -1.384 -0.6585 -0.181
-1.0241 -1.3031 6.04 -1.3717 -1.6067 -0.248 -0.4694
-1.1079 -1.2248 6.05 -1.2886 -2.1276 0.1192 -0.8552
-1.1872 -0.9985 6.06 -1.1025 -2.7483 0.4398 -1.2925
-1.0351 -0.9566 6.07 -1.028 -2.9253 0.6901 -1.4141
-1.1991 -0.7579 6.08 -1.0215 -2.7171 0.7842 -1.9149
-1.1409 -0.6467 6.09 -0.9383 -2.8224 0.7958 -2.0971
-1.1232 -0.4505 6.1 -0.7574 -2.8318 0.6044 -2.1818
-1.0245 -0.3044 6.11 -0.7348 -2.139 0.3372 -2.0077
-0.9477 -0.1681 6.12 -0.7659 -1.7459 0.1354 -2.0525
-0.9274 -0.0179 6.13 -0.8375 -1.4919 -0.066 -1.7519
-0.8291 0.1241 6.14 -1.0377 -1.1011 -0.1688 -1.5787
-0.7564 0.2834 6.15 -1.0999 -0.8453 -0.1337 -1.1739
-0.6361 0.4564 6.16 -1.1316 -0.9286 0.0732 -0.9168
-0.6028 0.4948 6.17 -1.4827 -1.1089 0.4615 -0.674
-0.4908 0.6162 6.18 -1.4888 -1.2045 0.8829 -0.5416
-0.4273 0.6833 6.19 -1.6468 -1.6254 1.406 -0.3855
-0.3135 0.854 6.2 -1.7727 -2.1883 2.0376 -0.4232
-0.1651 0.922 6.21 -2.0052 -2.3826 2.5403 -0.5445
-0.0676 0.8319 6.22 -2.0817 -2.3986 2.6166 -0.6849
0.0397 0.8879 6.23 -2.0973 -2.6765 2.6392 -1.0001
0.1373 0.9419 6.24 -2.0808 -2.4007 2.9147 -1.3469
0.2741 0.7922 6.25 -2.3408 -2.4108 2.4362 -1.7946
0.3332 0.8035 6.26 -1.9976 -1.9704 2.3498 -1.8586
0.4701 0.5833 6.27 -1.9629 -1.4172 1.7827 -2.3742
0.4992 0.4752 6.28 -1.4807 -1.0297 1.1879 -2.5175
0.5476 0.3861 6.29 -1.4186 -0.7156 0.8415 -2.6051
0.6752 0.1993 6.3 -1.0612 -0.4802 0.4436 -2.9689
0.7369 0.0234 6.31 -0.7063 -0.4514 0.2297 -2.5894
0.8219 -0.1646 6.32 -0.327 -0.5055 0.1649 -2.3406
0.7892 -0.3614 6.33 0.0526 -0.789 0.2368 -2.2812
0.8529 -0.6129 6.34 0.352 -1.0339 0.4742 -2.0029
0.8403 -0.8679 6.35 0.7083 -1.6435 0.6632 -1.5792
0.8902 -0.9764 6.36 0.8405 -1.8577 0.9799 -1.4907
0.7866 -1.2262 6.37 1.1772 -1.8595 1.155 -1.0449
0.8868 -1.5429 6.38 1.122 -2.007 1.0703 -0.9194
0.713 -1.7794 6.39 1.2522 -1.9503 1.0205 -0.8945
0.6849 -1.9017 6.4 1.2631 -1.7816 0.9539 -0.7734
0.6933 -2.1299 6.41 1.1719 -1.2503 0.5194 -0.8885
0.593 -2.1689 6.42 0.9669 -0.7841 0.2149 -0.9877
0.5573 -2.4921 6.43 0.653 -0.3105 -0.1939 -1.4189
0.4193 -2.685 6.44 0.4356 0.0679 -0.5062 -1.5271
0.3964 -2.6247 6.45 0.0996 0.2704 -0.6416 -1.8699
0.2579 -2.9089 6.46 -0.2731 0.3671 -0.771 -2.3831
0.1954 -2.6556 6.47 -0.5701 0.2033 -0.549 -2.5661
0.0933 -2.9526 6.48 -1.0041 -0.0389 -0.238 -2.432
-0.0102 -2.977 6.49 -1.2323 -0.387 0.2405 -2.6941
-0.1027 -3.0507 6.5 -1.4233 -0.6939 0.7753 -2.6394
-0.226 -2.7932 6.51 -1.579 -1.1288 1.3877 -2.3445
-0.2847 -2.8306 6.52 -1.8606 -1.1818 1.9288 -2.5087
-0.3851 -2.5617 6.53 -1.9823 -1.2963 2.3616 -2.034
-0.5129 -2.2968 6.54 -2.0389 -1.0611 2.7058 -1.7227
-0.5506 -2.3262 6.55 -1.986 -0.7846 2.3553 -1.461
-0.5695 -2.4212 6.56 -1.8395 -0.3858 2.7227 -1.1053
-0.6743 -2.0743 6.57 -1.7756 0.0449 2.0637 -0.7342
-0.7638 -1.7623 6.58 -1.5376 0.4896 2.0351 -0.5733
-0.7287 -1.8556 6.59 -1.4161 0.7882 1.6114 -0.3999
-0.812 -1.6733 6.6 -1.2075 1.1003 1.181 -0.4186
-0.9003 -1.479 6.61 -0.9371 1.0627 0.9738 -0.4224
-0.7702 -1.1502 6.62 -0.7391 0.9733 0.9234 -0.5769
-0.8978 -0.9974 6.63 -0.4838 0.5893 0.8553 -0.8891
-0.75 -0.765 6.64 -0.3271 0.2302 1.101 -1.1399
-0.758 -0.675 6.65 -0.1852 -0.1487 1.1926 -1.3318
-0.686 -0.493 6.66 -0.0957 -0.4587 1.5594 -1.6336
-0.6688 -0.4513 6.67 -0.0365 -0.6717 1.6957 -1.9504
-0.5527 -0.3286 6.68 -0.0229 -0.6851 1.7732 -2.0145
-0.4799 -0.1966 6.69 -0.0433 -0.5759 1.6285 -2.0096
-0.4188 -0.1317 6.7 -0.0867 -0.2789 1.6264 -1.9469
-0.3187 -0.0752 6.71 -0.1458 0.1084 1.1881 -1.6267
-0.2475 -0.0441 6.72 -0.2572 0.5027 0.8519 -1.5212
-0.1244 -0.0236 6.73 -0.3471 0.8631 0.3536 -1.0569
-0.0113 -0.02 6.74 -0.3893 1.3355 -0.1849 -0.7486
0.1057 -0.0363 6.75 -0.4629 1.3072 -0.6116 -0.4475
0.24 -0.0642 6.76 -0.4517 1.4079 -0.9322 -0.0689
0.3739 -0.0931 6.77 -0.4639 1.2138 -1.3216 0.2048
0.4775 -0.1414 6.78 -0.3692 0.8762 -1.0881 0.4231
0.5963 -0.217 6.79 -0.2626 0.4092 -1.0488 0.6018
0.7778 -0.2863 6.8 -0.1277 0.0252 -0.6878 0.638
0.8091 -0.3338 6.81 0.0555 -0.3218 -0.2318 0.5094
0.8816 -0.4274 6.82 0.2851 -0.5333 0.2678 0.3866
1.0711 -0.5183 6.83 0.5044 -0.5771 0.7609 0.1492
1.1509 -0.5022 6.84 0.7756 -0.4615 1.034 -0.1049
1.3415 -0.6574 6.85 1.0474 -0.231 1.3384 -0.3574
1.425 -0.6019 6.86 1.1852 0.1182 1.4142 -0.6035
1.3045 -0.7487 6.87 1.2475 0.4868 1.442 -0.8685
1.5086 -0.7329 6.88 1.4547 0.9451 1.2329 -0.9013
1.5024 -0.7644 6.89 1.6173 1.1923 0.8889 -0.8905
1.4606 -0.7525 6.9 1.5491 1.2376 0.6879 -0.9077
1.4142 -0.7318 6.91 1.6431 1.1901 0.4529 -0.627
1.6401 -0.7908 6.92 1.494 0.9401 0.3255 -0.3852
1.6929 -0.6383 6.93 1.2187 0.6137 0.3864 -0.1099
1.5615 -0.6215 6.94 1.1806 0.1549 0.5096 0.2485
1.3654 -0.5238 6.95 0.8848 -0.2849 0.8646 0.5699
1.5786 -0.5225 6.96 0.5663 -0.7276 1.1 0.8929
1.4401 -0.4078 6.97 0.1933 -0.9126 1.64 1.0591
1.2567 -0.3175 6.98 -0.1427 -0.8964 1.9116 1.3931
1.2448 -0.2512 6.99 -0.4978 -0.9098 1.8661 1.3487
1.1405 -0.1426 7.0 -0.8772 -0.6245 2.1553 1.406
1.0602 -0.0615 7.01 -1.0778 -0.2817 1.9763 1.2797
1.0725 0.0266 7.02 -1.2949 0.0976 1.7062 1.114
0.8572 0.1266 7.03 -1.5272 0.4077 1.2777 0.8324
0.7135 0.2021 7.04 -1.4483 0.6525 0.5661 0.5136
0.6112 0.252 7.05 -1.6313 0.6951 0.0199 0.2824
0.5881 0.3383 7.06 -1.5197 0.6292 -0.5787 0.0013
0.4094 0.3791 7.07 -1.5031 0.381 -1.0965 -0.209
0.3164 0.3599 7.08 -1.3808 -0.0031 -1.3221 -0.3543
0.2331 0.4167 7.09 -1.0693 -0.4426 -1.3292 -0.3401
0.1176 0.3694 7.1 -0.6462 -0.9127 -1.3018 -0.3183
0.0125 0.3453 7.11 -0.3504 -1.2171 -1.2544 -0.1578
-0.0728 0.3306 7.12 -0.0198 -1.5314 -0.8203 0.07
-0.1745 0.2909 7.13 0.3547 -1.5314 -0.5202 0.3739
-0.2138 0.1967 7.14 0.738 -1.4812 -0.2732 0.6953
-0.2825 0.1021 7.15 1.054 -1.1347 -0.0231 0.9733
-0.3895 -0.0166 7.16 1.3111 -0.8307 0.0908 1.1727
-0.4093 -0.1359 7.17 1.6414 -0.4841 0.0559 1.5933
-0.3965 -0.3022 7.18 1.8619 -0.134 -0.0924 1.6708
-0.4434 -0.4574 7.19 1.9368 0.1036 -0.3125 1.5762
-0.5132 -0.6401 7.2 1.7876 0.1685 -0.6102 1.4637
-0.5031 -0.7925 7.21 1.8173 0.0642 -0.8821 1.2293
-0.4693 -0.9441 7.22 2.044 -0.2119 -1.0897 1.1761
-0.4338 -0.9831 7.23 1.9505 -0.536 -1.103 0.8246
-0.4053 -1.1275 7.24 1.578 -0.9522 -0.9908 0.4856
-0.3244 -1.4731 7.25 1.5181 -1.3178 -0.7528 0.125
-0.3187 -1.483 7.26 1.3551 -1.6821 -0.3181 -0.1715
-0.2174 -1.689 7.27 1.1979 -2.1417 0.1732 -0.3655
-0.1699 -1.7599 7.28 0.9973 -2.0386 0.6595 -0.59
-0.0923 -1.714 7.29 0.8304 -1.8882 1.0734 -0.5876
-0.0099 -1.766 7.3 0.7141 -1.5175 1.3527 -0.5127
0.079 -1.8015 7.31 0.6257 -1.1479 1.7116 -0.4502
0.1726 -1.9547 7.32 0.6583 -0.8327 1.5281 -0.2098
0.25 -2.0642 7.33 0.6224 -0.4121 1.4884 0.0254
0.3546 -1.8938 7.34 0.706 -0.2069 1.0397 0.2999
0.468 -1.8418 7.35 0.7948 -0.1101 0.6167 0.6281
0.4917 -1.7744 7.36 0.7907 -0.1861 0.1294 0.8499
0.6363 -1.9138 7.37 0.9269 -0.4125 -0.3441 0.9542
0.6538 -1.6439 7.38 1.0051 -0.79 -0.7538 1.1272
0.7889 -1.3699 7.39 1.0701 -1.3063 -1.1578 1.0485
0.7518 -1.3474 7.4 1.333 -1.5516 -1.1275 0.9529
0.9311 -1.1225 7.41 1.3947 -1.9238 -1.2193 0.6946
0.8559 -0.8295 7.42 1.4683 -2.1589 -1.112 0.4521
0.9167 -0.5917 7.43 1.2481 -2.022 -0.9924 0.1193
1.0962 -0.4023 7.44 1.1636 -1.6641 -0.6614 -0.2424
0.9354 -0.163 7.45 1.2203 -1.6017 -0.4955 -0.613
0.948 0.0571 7.46 1.0492 -1.042 -0.463 -0.9408
1.0557 0.3345 7.47 0.9073 -0.639 -0.4514 -1.0877
1.059 0.5551 7.48 0.6403 -0.2489 -0.5985 -1.3909
0.976 0.8029 7.49 0.4507 0.0002 -0.8608 -1.2147
0.8307 1.0887 7.5 0.1771 0.1076 -1.2459 -1.1876
0.8855 1.1996 7.51 -0.0499 0.0429 -1.5595 -1.1226
0.7485 1.4695 7.52 -0.2654 -0.1711 -2.1886 -0.8401
0.7429 1.4301 7.53 -0.4811 -0.5328 -2.4742 -0.6017
0.6339 1.6094 7.54 -0.5436 -0.9037 -2.2436 -0.4053
0.435 1.8266 7.55 -0.6097 -1.3386 -2.2421 -0.1035
0.3488 1.9444 7.56 -0.6676 -1.4722 -2.1717 0.1372
0.2357 2.0322 7.57 -0.6709 -1.6498 -1.6655 0.3018
0.1011 1.8705 7.58 -0.4972 -1.5563 -1.3389 0.3627
-0.0243 1.9946 7.59 -0.3573 -1.283 -0.6374 0.3336
-0.1576 2.2747 7.6 -0.0799 -0.9406 -0.1295 0.2066
-0.2817 2.2307 7.61 0.1902 -0.5115 0.3131 0.0184
-0.471 2.1889 7.62 0.4992 -0.0242 0.6235 -0.2682
-0.5749 2.1398 7.63 0.825 0.357 0.7402 -0.6109
-0.6793 1.9026 7.64 1.2077 0.6887 0.7443 -0.8887
-0.8067 1.638 7.65 1.6974 0.8371 0.4877 -1.3359
-1.0702 1.5321 7.66 1.7935 0.6867 0.1804 -1.5473
-1.2181 1.4056 7.67 2.3138 0.5278 -0.1668 -1.7417
-1.1976 1.3606 7.68 2.5555 0.21 -0.4817 -1.6851
-1.3106 1.1473 7.69 2.8469 -0.1449 -0.8233 -1.6738
-1.3895 1.0387 7.7 2.8974 -0.4607 -0.9122 -1.6048
-1.4687 0.8715 7.71 2.6887 -0.7348 -0.8928 -1.5545
